Time,Houston,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:26.0, ,65-68,Personal foul by J. Smith (drawn by O. Robinson),,3,68,65,3,1894.0
4:26.0,T. Eason enters the game for J. Smith,65-68, ,,3,68,65,3,1894.0
4:12.0, ,65-68,M. Strus misses 3-pt jump shot from 26 ft,,3,68,65,3,1908.0
4:09.0,Defensive rebound by U. Garuba,65-68, ,,3,68,65,3,1911.0
3:48.0,Turnover by K. Martin (bad pass; steal by H. Highsmith),65-68, ,,3,68,65,3,1932.0
3:40.0, ,65-70,T. Herro makes 2-pt layup from 3 ft,,3,70,65,5,1940.0
3:25.0,Personal foul by O. Robinson (drawn by J. Green),65-70, ,,3,70,65,5,1955.0
3:25.0,T. Washington enters the game for J. Green,65-70, ,,3,70,65,5,1955.0
3:25.0, ,65-70,J. Bouyea enters the game for G. Vincent,,3,70,65,5,1955.0
3:18.0,T. Washington makes 2-pt jump shot from 11 ft,67-70, ,,3,70,67,3,1962.0
3:18.0,Shooting foul by J. Bouyea (drawn by T. Washington),67-70, ,,3,70,67,3,1962.0
3:18.0,T. Washington makes free throw 1 of 1,68-70, ,,3,70,68,2,1962.0
3:11.0, ,68-72,T. Herro makes 2-pt dunk from 1 ft (assist by M. Strus),,3,72,68,4,1969.0
3:11.0, ,68-72,Shooting foul by T. Washington (drawn by T. Herro),,3,72,68,4,1969.0
3:11.0, ,68-73,T. Herro makes free throw 1 of 1,,3,73,68,5,1969.0
2:57.0,T. Eason misses 2-pt jump shot from 7 ft (block by O. Robinson),68-73, ,,3,73,68,5,1983.0
2:52.0, ,68-73,Defensive rebound by H. Highsmith,,3,73,68,5,1988.0
2:48.0, ,68-73,Turnover by T. Herro (lost ball; steal by U. Garuba),,3,73,68,5,1992.0
2:41.0,D. Nix makes 3-pt jump shot from 25 ft (assist by T. Washington),71-73, ,,3,73,71,2,1999.0
2:14.0,Violation by Team (kicked ball),71-73, ,,3,73,71,2,2026.0
2:05.0, ,71-73,M. Strus misses 3-pt jump shot from 26 ft,,3,73,71,2,2035.0
2:00.0,Defensive rebound by U. Garuba,71-73, ,,3,73,71,2,2040.0
1:45.0,T. Washington misses 3-pt jump shot from 27 ft,71-73, ,,3,73,71,2,2055.0
1:43.0, ,71-73,Defensive rebound by T. Herro,,3,73,71,2,2057.0
1:34.0, ,71-73,T. Herro misses 3-pt jump shot from 27 ft,,3,73,71,2,2066.0
1:31.0,Defensive rebound by U. Garuba,71-73, ,,3,73,71,2,2069.0
1:23.0,Turnover by D. Nix (bad pass; steal by T. Herro),71-73, ,,3,73,71,2,2077.0
1:19.0, ,71-75,T. Herro makes 2-pt dunk from 2 ft,,3,75,71,4,2081.0
0:53.0,U. Garuba misses 3-pt jump shot from 26 ft,71-75, ,,3,75,71,4,2107.0
0:53.0,Offensive rebound by Team,71-75, ,,3,75,71,4,2107.0
0:50.0,Turnover by Team (shot clock),71-75, ,,3,75,71,4,2110.0
0:35.0, ,71-75,J. Bouyea misses 3-pt jump shot from 26 ft,,3,75,71,4,2125.0
0:31.0,Defensive rebound by K. Martin,71-75, ,,3,75,71,4,2129.0
0:13.0,D. Nix makes 2-pt layup from 4 ft,73-75, ,,3,75,73,2,2147.0
0:00.0, ,73-75,Turnover by J. Bouyea (lost ball; steal by D. Nix),,3,75,73,2,2160.0
0:00.0,End of 3rd quarter,73-75,,,3,75,73,2,2160.0
12:00.0,Start of 4th quarter,73-75,,,4,75,73,2,2160.0
11:46.0, ,73-75,G. Vincent misses 3-pt jump shot from 27 ft,,4,75,73,2,2174.0
11:43.0,Defensive rebound by J. Tate,73-75, ,,4,75,73,2,2177.0
11:23.0,J. Christopher misses 2-pt jump shot from 17 ft,73-75, ,,4,75,73,2,2197.0
11:20.0, ,73-75,Defensive rebound by G. Vincent,,4,75,73,2,2200.0
11:17.0, ,73-75,H. Highsmith misses 3-pt jump shot from 27 ft,,4,75,73,2,2203.0
11:17.0,Defensive rebound by J. Christopher,73-75, ,,4,75,73,2,2203.0
11:06.0,Turnover by J. Tate (lost ball; steal by H. Highsmith),73-75, ,,4,75,73,2,2214.0
11:01.0, ,73-75,J. Bouyea misses 2-pt layup from 3 ft (block by T. Eason),,4,75,73,2,2219.0
11:01.0, ,73-75,Offensive rebound by Team,,4,75,73,2,2219.0
10:58.0, ,73-75,Turnover by B. Adebayo (bad pass),,4,75,73,2,2222.0
10:40.0,J. Tate misses 2-pt layup from 5 ft (block by B. Adebayo),73-75, ,,4,75,73,2,2240.0
10:35.0, ,73-75,Defensive rebound by G. Vincent,,4,75,73,2,2245.0
10:22.0, ,73-77,M. Strus makes 2-pt layup from 4 ft,,4,77,73,4,2258.0
9:55.0,J. Christopher makes 3-pt jump shot from 26 ft,76-77, ,,4,77,76,1,2285.0
9:31.0, ,76-77,Turnover by G. Vincent (lost ball; steal by J. Christopher),,4,77,76,1,2309.0
9:27.0,T. Eason makes 2-pt dunk from 4 ft (assist by J. Christopher),78-77, ,Lead change,4,77,78,-1,2313.0
9:14.0, ,78-77,Turnover by J. Bouyea (lost ball; steal by T. Eason),,4,77,78,-1,2326.0
9:12.0,Shooting foul by M. Strus (drawn by T. Eason),78-77, ,,4,77,78,-1,2328.0
9:12.0,T. Eason makes free throw 1 of 2,79-77, ,,4,77,79,-2,2328.0
9:12.0,J. Smith enters the game for U. Garuba,79-77, ,,4,77,79,-2,2328.0
9:12.0,T. Eason misses free throw 2 of 2,79-77, ,,4,77,79,-2,2328.0
9:09.0, ,79-77,Defensive rebound by B. Adebayo,,4,77,79,-2,2331.0
8:53.0, ,79-77,Shooting foul by J. Tate (drawn by B. Adebayo),,4,77,79,-2,2347.0
8:53.0, ,79-78,B. Adebayo makes free throw 1 of 2,,4,78,79,-1,2347.0
8:53.0, ,79-78,T. Herro enters the game for J. Bouyea,,4,78,79,-1,2347.0
8:53.0, ,79-78,C. Martin enters the game for H. Highsmith,,4,78,79,-1,2347.0
8:53.0, ,79-79,B. Adebayo makes free throw 2 of 2,Tie,4,79,79,0,2347.0
8:41.0,J. Smith makes 2-pt jump shot from 11 ft (assist by T. Washington),81-79, ,,4,79,81,-2,2359.0
8:22.0, ,81-79,B. Adebayo misses 2-pt hook shot from 7 ft,,4,79,81,-2,2378.0
8:19.0,Defensive rebound by T. Eason,81-79, ,,4,79,81,-2,2381.0
8:02.0,J. Christopher makes 2-pt layup from 5 ft,83-79, ,,4,79,83,-4,2398.0
8:02.0, ,83-79,Miami full timeout,,4,79,83,-4,2398.0
8:02.0,K. Martin enters the game for J. Tate,83-79, ,,4,79,83,-4,2398.0
7:56.0, ,83-79,Personal foul by J. Smith (drawn by B. Adebayo),,4,79,83,-4,2404.0
7:44.0, ,83-79,M. Strus misses 3-pt jump shot from 26 ft,,4,79,83,-4,2416.0
7:41.0,Defensive rebound by T. Washington,83-79, ,,4,79,83,-4,2419.0
7:24.0,J. Christopher misses 2-pt layup from 5 ft,83-79, ,,4,79,83,-4,2436.0
7:22.0, ,83-79,Defensive rebound by B. Adebayo,,4,79,83,-4,2438.0
7:06.0, ,83-81,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),,4,81,83,-2,2454.0
6:52.0,T. Eason misses 3-pt jump shot from 26 ft,83-81, ,,4,81,83,-2,2468.0
6:49.0, ,83-81,Defensive rebound by C. Martin,,4,81,83,-2,2471.0
6:48.0, ,83-81,Turnover by T. Herro (bad pass),,4,81,83,-2,2472.0
6:27.0,J. Christopher misses 2-pt jump shot from 14 ft,83-81, ,,4,81,83,-2,2493.0
6:25.0, ,83-81,Defensive rebound by C. Martin,,4,81,83,-2,2495.0
6:19.0, ,83-81,Turnover by C. Martin (lost ball; steal by J. Christopher),,4,81,83,-2,2501.0
6:15.0,J. Christopher makes 2-pt dunk from 5 ft,85-81, ,,4,81,85,-4,2505.0
6:05.0, ,85-81,Personal foul by J. Christopher (drawn by M. Strus),,4,81,85,-4,2515.0
6:05.0,J. Green enters the game for J. Christopher,85-81, ,,4,81,85,-4,2515.0
6:05.0,A. Sengun enters the game for T. Eason,85-81, ,,4,81,85,-4,2515.0
6:05.0, ,85-81,J. Butler enters the game for G. Vincent,,4,81,85,-4,2515.0
5:59.0, ,85-81,Personal foul by A. Sengun (drawn by T. Herro),,4,81,85,-4,2521.0
5:50.0, ,85-81,T. Herro misses 2-pt jump shot from 8 ft,,4,81,85,-4,2530.0
5:47.0,Defensive rebound by J. Smith,85-81, ,,4,81,85,-4,2533.0
5:33.0,J. Smith misses 3-pt jump shot from 27 ft,85-81, ,,4,81,85,-4,2547.0
5:30.0,Offensive rebound by K. Martin,85-81, ,,4,81,85,-4,2550.0
5:29.0,Turnover by K. Martin (lost ball; steal by J. Butler),85-81, ,,4,81,85,-4,2551.0
5:23.0, ,85-84,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),,4,84,85,-1,2557.0
4:55.0,T. Washington misses 3-pt jump shot from 24 ft,85-84, ,,4,84,85,-1,2585.0
4:55.0,Offensive rebound by Team,85-84, ,,4,84,85,-1,2585.0
4:55.0, ,85-84,Loose ball foul by B. Adebayo (drawn by A. Sengun),,4,84,85,-1,2585.0
4:55.0, ,85-84,O. Robinson enters the game for B. Adebayo,,4,84,85,-1,2585.0
4:41.0,J. Smith misses 2-pt layup from 5 ft,85-84, ,,4,84,85,-1,2599.0
4:38.0, ,85-84,Defensive rebound by O. Robinson,,4,84,85,-1,2602.0
4:30.0, ,85-84,C. Martin misses 3-pt jump shot from 26 ft,,4,84,85,-1,2610.0
4:26.0,Defensive rebound by T. Washington,85-84, ,,4,84,85,-1,2614.0
4:26.0,Shooting foul by T. Herro (drawn by K. Martin),85-84, ,,4,84,85,-1,2614.0
4:26.0,K. Martin makes free throw 1 of 2,86-84, ,,4,84,86,-2,2614.0
4:26.0,K. Martin makes free throw 2 of 2,87-84, ,,4,84,87,-3,2614.0
4:02.0, ,87-84,T. Herro misses 3-pt jump shot from 26 ft,,4,84,87,-3,2638.0
3:58.0,Defensive rebound by A. Sengun,87-84, ,,4,84,87,-3,2642.0
3:51.0, ,87-84,Loose ball foul by C. Martin (drawn by A. Sengun),,4,84,87,-3,2649.0
3:51.0, ,87-84,G. Vincent enters the game for C. Martin,,4,84,87,-3,2649.0
3:40.0,T. Washington makes 2-pt jump shot from 12 ft,89-84, ,,4,84,89,-5,2660.0
3:30.0, ,89-84,Miami full timeout,,4,84,89,-5,2670.0
3:30.0,J. Tate enters the game for T. Washington,89-84, ,,4,84,89,-5,2670.0
3:30.0, ,89-84,B. Adebayo enters the game for O. Robinson,,4,84,89,-5,2670.0
3:23.0, ,89-84,M. Strus misses 3-pt jump shot from 23 ft,,4,84,89,-5,2677.0
3:21.0,Defensive rebound by J. Green,89-84, ,,4,84,89,-5,2679.0
3:16.0,Houston full timeout,89-84, ,,4,84,89,-5,2684.0
3:01.0,J. Green misses 2-pt layup from 5 ft (block by G. Vincent),89-84, ,,4,84,89,-5,2699.0
3:01.0,Offensive rebound by Team,89-84, ,,4,84,89,-5,2699.0
2:57.0,J. Green misses 3-pt jump shot from 25 ft,89-84, ,,4,84,89,-5,2703.0
2:57.0,Offensive rebound by Team,89-84, ,,4,84,89,-5,2703.0
2:57.0,Turnover by Team (shot clock),89-84, ,,4,84,89,-5,2703.0
2:45.0, ,89-84,J. Butler misses 2-pt dunk from 3 ft (block by K. Martin),,4,84,89,-5,2715.0
2:37.0,Defensive rebound by J. Tate,89-84, ,,4,84,89,-5,2723.0
2:35.0,J. Smith misses 3-pt jump shot from 26 ft,89-84, ,,4,84,89,-5,2725.0
2:33.0, ,89-84,Defensive rebound by B. Adebayo,,4,84,89,-5,2727.0
2:31.0, ,89-84,Personal foul by J. Smith (drawn by J. Butler),,4,84,89,-5,2729.0
2:31.0, ,89-85,J. Butler makes free throw 1 of 2,,4,85,89,-4,2729.0
2:31.0, ,89-86,J. Butler makes free throw 2 of 2,,4,86,89,-3,2729.0
2:09.0,J. Smith misses 3-pt jump shot from 26 ft,89-86, ,,4,86,89,-3,2751.0
2:05.0, ,89-86,Defensive rebound by T. Herro,,4,86,89,-3,2755.0
1:54.0, ,89-86,Shooting foul by K. Martin (drawn by J. Butler),,4,86,89,-3,2766.0
1:54.0, ,89-87,J. Butler makes free throw 1 of 2,,4,87,89,-2,2766.0
1:54.0, ,89-88,J. Butler makes free throw 2 of 2,,4,88,89,-1,2766.0
1:42.0,Turnover by K. Martin (bad pass),89-88, ,,4,88,89,-1,2778.0
1:24.0, ,89-88,J. Butler misses 2-pt jump shot from 6 ft,,4,88,89,-1,2796.0
1:22.0,Defensive rebound by J. Green,89-88, ,,4,88,89,-1,2798.0
1:03.0,J. Smith misses 3-pt jump shot from 27 ft,89-88, ,,4,88,89,-1,2817.0
1:03.0,Offensive rebound by J. Tate,89-88, ,,4,88,89,-1,2817.0
1:03.0,J. Tate makes 2-pt layup from 2 ft,91-88, ,,4,88,91,-3,2817.0
0:51.0, ,91-90,J. Butler makes 2-pt jump shot from 5 ft,,4,90,91,-1,2829.0
0:51.0,Violation by Team (def goaltending),91-90, ,,4,90,91,-1,2829.0
0:51.0,Instant Replay (Request: Ruling Stands),91-90, ,,4,90,91,-1,2829.0
0:29.0,Turnover by J. Green (bad pass; steal by B. Adebayo),91-90, ,,4,90,91,-1,2851.0
0:24.0, ,91-93,T. Herro makes 3-pt jump shot from 24 ft (assist by G. Vincent),Lead change,4,93,91,2,2856.0
0:17.0,Houston full timeout,91-93, ,,4,93,91,2,2863.0
0:17.0, ,91-93,C. Martin enters the game for T. Herro,,4,93,91,2,2863.0
0:10.0,A. Sengun misses 2-pt layup from 3 ft,91-93, ,,4,93,91,2,2870.0
0:10.0,Offensive rebound by J. Smith,91-93, ,,4,93,91,2,2870.0
0:10.0,Shooting foul by M. Strus (drawn by J. Smith),91-93, ,,4,93,91,2,2870.0
0:10.0,J. Smith makes free throw 1 of 2,92-93, ,,4,93,92,1,2870.0
0:10.0, ,92-93,H. Highsmith enters the game for M. Strus,,4,93,92,1,2870.0
0:10.0,J. Smith makes free throw 2 of 2,93-93, ,Tie,4,93,93,0,2870.0
0:10.0, ,93-93,Miami full timeout,,4,93,93,0,2870.0
0:10.0,D. Nix enters the game for A. Sengun,93-93, ,,4,93,93,0,2870.0
0:10.0, ,93-93,T. Herro enters the game for H. Highsmith,,4,93,93,0,2870.0
0:10.0, ,93-93,M. Strus enters the game for C. Martin,,4,93,93,0,2870.0
0:07.0, ,93-93,Shooting foul by J. Tate (drawn by J. Butler),,4,93,93,0,2873.0
0:07.0,Houston full timeout,93-93, ,,4,93,93,0,2873.0
0:07.0,Instant Replay (Challenge: Ruling Stands),93-93, ,,4,93,93,0,2873.0
0:07.0,A. Sengun enters the game for K. Martin,93-93, ,,4,93,93,0,2873.0
0:07.0,T. Washington enters the game for D. Nix,93-93, ,,4,93,93,0,2873.0
0:07.0, ,93-94,J. Butler makes free throw 1 of 2,,4,94,93,1,2873.0
0:07.0, ,93-94,H. Highsmith enters the game for T. Herro,,4,94,93,1,2873.0
0:07.0, ,93-94,C. Martin enters the game for M. Strus,,4,94,93,1,2873.0
0:07.0, ,93-95,J. Butler makes free throw 2 of 2,,4,95,93,2,2873.0
0:00.0,J. Green makes 2-pt layup from 3 ft (assist by T. Washington),95-95, ,Tie,4,95,95,0,2880.0
0:00.0, ,95-95,Miami full timeout,,4,95,95,0,2880.0
0:00.0,K. Martin enters the game for A. Sengun,95-95, ,,4,95,95,0,2880.0
0:00.0,D. Nix enters the game for T. Washington,95-95, ,,4,95,95,0,2880.0
0:00.0, ,95-95,T. Herro enters the game for H. Highsmith,,4,95,95,0,2880.0
0:00.0, ,95-95,M. Strus enters the game for C. Martin,,4,95,95,0,2880.0
0:00.0, ,95-97,J. Butler makes 2-pt dunk from 4 ft (assist by G. Vincent),,4,97,95,2,2880.0
0:00.0,End of 4th quarter,95-97,,,4,97,95,2,2880.0
