Time,Miami,Score,New York,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:29.0,C. Zeller misses free throw 2 of 2,67-69, ,,3,67,69,-2,2011.0
2:27.0, ,67-69,Defensive rebound by O. Toppin,,3,67,69,-2,2013.0
2:10.0, ,67-69,I. Hartenstein misses 2-pt jump shot from 12 ft,,3,67,69,-2,2030.0
2:09.0,Defensive rebound by Team,67-69, ,,3,67,69,-2,2031.0
2:09.0,T. Herro enters the game for J. Butler,67-69, ,,3,67,69,-2,2031.0
1:56.0,T. Herro makes 2-pt jump shot from 16 ft,69-69, ,Tie,3,69,69,0,2044.0
1:39.0, ,69-69,Turnover by I. Hartenstein (bad pass),,3,69,69,0,2061.0
1:39.0, ,69-69,J. Hart enters the game for O. Toppin,,3,69,69,0,2061.0
1:21.0,V. Oladipo makes 2-pt jump shot from 19 ft,71-69, ,Lead change,3,71,69,2,2079.0
0:54.0, ,71-72,I. Quickley makes 3-pt jump shot from 26 ft (assist by J. Hart),Lead change,3,71,72,-1,2106.0
0:39.0,Turnover by V. Oladipo (bad pass; steal by I. Quickley),71-72, ,,3,71,72,-1,2121.0
0:36.0, ,71-74,I. Quickley makes 2-pt layup from 1 ft,,3,71,74,-3,2124.0
0:28.0,T. Herro makes 3-pt jump shot from 26 ft,74-74, ,Tie,3,74,74,0,2132.0
0:06.0, ,74-76,I. Quickley makes 2-pt jump shot from 18 ft,,3,74,76,-2,2154.0
0:01.0,Shooting foul by I. Hartenstein (drawn by V. Oladipo),74-76, ,,3,74,76,-2,2159.0
0:01.0,V. Oladipo makes free throw 1 of 2,75-76, ,,3,75,76,-1,2159.0
0:01.0,V. Oladipo makes free throw 2 of 2,76-76, ,Tie,3,76,76,0,2159.0
0:00.0,End of 3rd quarter,76-76,,,3,76,76,0,2160.0
12:00.0,Start of 4th quarter,76-76,,,4,76,76,0,2160.0
11:45.0,D. Robinson misses 2-pt jump shot from 7 ft,76-76, ,,4,76,76,0,2175.0
11:44.0,Offensive rebound by Team,76-76, ,,4,76,76,0,2176.0
11:44.0, ,76-76,Loose ball foul by I. Hartenstein (drawn by C. Zeller),,4,76,76,0,2176.0
11:31.0,D. Robinson misses 3-pt jump shot from 25 ft,76-76, ,,4,76,76,0,2189.0
11:29.0,Offensive rebound by C. Martin,76-76, ,,4,76,76,0,2191.0
11:22.0,V. Oladipo misses 2-pt jump shot from 7 ft,76-76, ,,4,76,76,0,2198.0
11:20.0,Offensive rebound by C. Zeller,76-76, ,,4,76,76,0,2200.0
11:18.0,T. Herro misses 3-pt jump shot from 23 ft,76-76, ,,4,76,76,0,2202.0
11:16.0, ,76-76,Defensive rebound by J. Hart,,4,76,76,0,2204.0
11:02.0, ,76-79,Q. Grimes makes 3-pt jump shot from 22 ft (assist by I. Quickley),,4,76,79,-3,2218.0
10:43.0,Personal foul by I. Hartenstein (drawn by C. Zeller),76-79, ,,4,76,79,-3,2237.0
10:36.0,C. Martin makes 3-pt jump shot from 25 ft (assist by T. Herro),79-79, ,Tie,4,79,79,0,2244.0
10:06.0, ,79-81,I. Hartenstein makes 2-pt dunk at rim (assist by I. Quickley),,4,79,81,-2,2274.0
9:41.0,V. Oladipo makes 3-pt jump shot from 26 ft,82-81, ,Lead change,4,82,81,1,2299.0
9:12.0, ,82-83,J. Hart makes 2-pt layup from 1 ft,Lead change,4,82,83,-1,2328.0
8:57.0,V. Oladipo makes 2-pt layup from 2 ft,84-83, ,Lead change,4,84,83,1,2343.0
8:42.0, ,84-83,Def 3 sec tech foul by Team,,4,84,83,1,2358.0
8:42.0,B. Adebayo enters the game for C. Zeller,84-83, ,,4,84,83,1,2358.0
8:42.0, ,84-84,I. Quickley makes technical free throw,Tie,4,84,84,0,2358.0
8:29.0, ,84-84,Q. Grimes misses 3-pt jump shot from 27 ft,,4,84,84,0,2371.0
8:27.0,Defensive rebound by B. Adebayo,84-84, ,,4,84,84,0,2373.0
8:13.0,V. Oladipo misses 3-pt jump shot from 23 ft,84-84, ,,4,84,84,0,2387.0
8:11.0, ,84-84,Defensive rebound by J. Hart,,4,84,84,0,2389.0
7:52.0, ,84-84,I. Quickley misses 2-pt jump shot from 15 ft,,4,84,84,0,2408.0
7:50.0,Defensive rebound by B. Adebayo,84-84, ,,4,84,84,0,2410.0
7:30.0,V. Oladipo misses 3-pt jump shot from 25 ft,84-84, ,,4,84,84,0,2430.0
7:28.0, ,84-84,Defensive rebound by I. Hartenstein,,4,84,84,0,2432.0
7:14.0, ,84-86,R. Barrett makes 2-pt hook shot from 10 ft,Lead change,4,84,86,-2,2446.0
7:12.0,Miami full timeout,84-86, ,,4,84,86,-2,2448.0
7:12.0,J. Butler enters the game for T. Herro,84-86, ,,4,84,86,-2,2448.0
7:12.0,G. Vincent enters the game for V. Oladipo,84-86, ,,4,84,86,-2,2448.0
6:59.0,Turnover by B. Adebayo (traveling),84-86, ,,4,84,86,-2,2461.0
6:35.0, ,84-86,I. Quickley misses 2-pt jump shot from 4 ft,,4,84,86,-2,2485.0
6:33.0,Defensive rebound by B. Adebayo,84-86, ,,4,84,86,-2,2487.0
6:31.0,Shooting foul by Q. Grimes (drawn by C. Martin),84-86, ,,4,84,86,-2,2489.0
6:31.0,C. Martin misses free throw 1 of 2,84-86, ,,4,84,86,-2,2489.0
6:31.0,Offensive rebound by Team,84-86, ,,4,84,86,-2,2489.0
6:31.0,C. Martin makes free throw 2 of 2,85-86, ,,4,85,86,-1,2489.0
6:19.0, ,85-88,J. Hart makes 2-pt layup from 2 ft (assist by I. Hartenstein),,4,85,88,-3,2501.0
6:01.0,C. Martin misses 3-pt jump shot from 23 ft,85-88, ,,4,85,88,-3,2519.0
5:59.0, ,85-88,Defensive rebound by I. Hartenstein,,4,85,88,-3,2521.0
5:40.0, ,85-88,Shooting foul by D. Robinson (drawn by Q. Grimes),,4,85,88,-3,2540.0
5:40.0, ,85-89,Q. Grimes makes free throw 1 of 2,,4,85,89,-4,2540.0
5:40.0, ,85-90,Q. Grimes makes free throw 2 of 2,,4,85,90,-5,2540.0
5:25.0,J. Butler misses 2-pt hook shot from 10 ft,85-90, ,,4,85,90,-5,2555.0
5:23.0, ,85-90,Defensive rebound by J. Hart,,4,85,90,-5,2557.0
5:18.0, ,85-92,J. Hart makes 2-pt dunk from 1 ft,,4,85,92,-7,2562.0
5:05.0,Turnover by D. Robinson (bad pass; steal by I. Quickley),85-92, ,,4,85,92,-7,2575.0
5:02.0, ,85-94,Q. Grimes makes 2-pt dunk from 1 ft (assist by I. Hartenstein),,4,85,94,-9,2578.0
5:02.0,Miami full timeout,85-94, ,,4,85,94,-9,2578.0
5:02.0,T. Herro enters the game for D. Robinson,85-94, ,,4,85,94,-9,2578.0
4:35.0,B. Adebayo misses 2-pt jump shot from 15 ft,85-94, ,,4,85,94,-9,2605.0
4:33.0, ,85-94,Defensive rebound by R. Barrett,,4,85,94,-9,2607.0
4:17.0, ,85-94,Shooting foul by C. Martin (drawn by I. Quickley),,4,85,94,-9,2623.0
4:17.0, ,85-94,I. Quickley misses free throw 1 of 2,,4,85,94,-9,2623.0
4:17.0, ,85-94,Offensive rebound by Team,,4,85,94,-9,2623.0
4:17.0, ,85-95,I. Quickley makes free throw 2 of 2,,4,85,95,-10,2623.0
3:59.0,B. Adebayo misses 2-pt jump shot from 10 ft,85-95, ,,4,85,95,-10,2641.0
3:57.0,Offensive rebound by J. Butler,85-95, ,,4,85,95,-10,2643.0
3:57.0,J. Butler makes 2-pt layup at rim,87-95, ,,4,87,95,-8,2643.0
3:31.0, ,87-95,R. Barrett misses 2-pt layup from 1 ft,,4,87,95,-8,2669.0
3:29.0, ,87-95,Offensive rebound by J. Hart,,4,87,95,-8,2671.0
3:29.0, ,87-97,J. Hart makes 2-pt layup at rim,,4,87,97,-10,2671.0
3:15.0,T. Herro makes 2-pt jump shot from 20 ft (assist by J. Butler),89-97, ,,4,89,97,-8,2685.0
2:45.0, ,89-97,I. Hartenstein misses 2-pt layup from 1 ft,,4,89,97,-8,2715.0
2:43.0,Defensive rebound by G. Vincent,89-97, ,,4,89,97,-8,2717.0
2:35.0,J. Butler misses 2-pt jump shot from 9 ft,89-97, ,,4,89,97,-8,2725.0
2:33.0, ,89-97,Defensive rebound by I. Hartenstein,,4,89,97,-8,2727.0
2:13.0, ,89-100,R. Barrett makes 3-pt jump shot from 22 ft (assist by Q. Grimes),,4,89,100,-11,2747.0
1:54.0,G. Vincent makes 3-pt jump shot from 24 ft (assist by B. Adebayo),92-100, ,,4,92,100,-8,2766.0
1:31.0, ,92-100,J. Hart misses 2-pt jump shot from 10 ft,,4,92,100,-8,2789.0
1:29.0,Defensive rebound by C. Martin,92-100, ,,4,92,100,-8,2791.0
1:25.0,Turnover by J. Butler (bad pass; steal by I. Hartenstein),92-100, ,,4,92,100,-8,2795.0
1:03.0, ,92-100,I. Quickley misses 3-pt jump shot from 28 ft,,4,92,100,-8,2817.0
1:01.0,Defensive rebound by C. Martin,92-100, ,,4,92,100,-8,2819.0
0:56.0,G. Vincent misses 3-pt jump shot from 25 ft,92-100, ,,4,92,100,-8,2824.0
0:53.0, ,92-100,Defensive rebound by Q. Grimes,,4,92,100,-8,2827.0
0:36.0, ,92-100,Shooting foul by C. Martin (drawn by I. Quickley),,4,92,100,-8,2844.0
0:36.0,D. Robinson enters the game for C. Martin,92-100, ,,4,92,100,-8,2844.0
0:36.0, ,92-100,I. Quickley misses free throw 1 of 2,,4,92,100,-8,2844.0
0:36.0, ,92-100,Offensive rebound by Team,,4,92,100,-8,2844.0
0:36.0, ,92-101,I. Quickley makes free throw 2 of 2,,4,92,101,-9,2844.0
0:29.0,G. Vincent misses 2-pt layup from 3 ft,92-101, ,,4,92,101,-9,2851.0
0:27.0, ,92-101,Defensive rebound by Q. Grimes,,4,92,101,-9,2853.0
0:04.0, ,92-101,Turnover by Team (shot clock),,4,92,101,-9,2876.0
0:00.0,End of 4th quarter,92-101,,,4,92,101,-9,2880.0
