Time,Memphis,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:31.0,Turnover by D. Brooks (bad pass; steal by G. Vincent),77-94, ,,3,94,77,17,2009.0
2:15.0, ,77-96,H. Highsmith makes 2-pt jump shot from 5 ft (assist by J. Butler),,3,96,77,19,2025.0
2:15.0, ,77-96,B. Adebayo enters the game for J. Butler,,3,96,77,19,2025.0
2:15.0, ,77-96,T. Herro enters the game for H. Highsmith,,3,96,77,19,2025.0
2:15.0, ,77-96,K. Lowry enters the game for K. Love,,3,96,77,19,2025.0
2:15.0, ,77-96,C. Martin enters the game for G. Vincent,,3,96,77,19,2025.0
1:51.0,D. Brooks misses 3-pt jump shot from 25 ft,77-96, ,,3,96,77,19,2049.0
1:48.0, ,77-96,Defensive rebound by C. Martin,,3,96,77,19,2052.0
1:39.0, ,77-96,Shooting foul by J. Jackson (drawn by B. Adebayo),,3,96,77,19,2061.0
1:39.0, ,77-96,B. Adebayo misses free throw 1 of 2,,3,96,77,19,2061.0
1:39.0, ,77-96,Offensive rebound by Team,,3,96,77,19,2061.0
1:39.0,L. Kennard enters the game for D. Brooks,77-96, ,,3,96,77,19,2061.0
1:39.0, ,77-97,B. Adebayo makes free throw 2 of 2,,3,97,77,20,2061.0
1:23.0,Turnover by T. Jones (bad pass; steal by T. Herro),77-97, ,,3,97,77,20,2077.0
1:03.0, ,77-97,M. Strus misses 3-pt jump shot from 25 ft,,3,97,77,20,2097.0
1:01.0, ,77-97,Offensive rebound by B. Adebayo,,3,97,77,20,2099.0
1:00.0, ,77-99,C. Martin makes 2-pt layup from 3 ft (assist by B. Adebayo),,3,99,77,22,2100.0
0:47.0,T. Jones misses 3-pt jump shot from 26 ft,77-99, ,,3,99,77,22,2113.0
0:45.0, ,77-99,Defensive rebound by T. Herro,,3,99,77,22,2115.0
0:45.0, ,77-99,Personal foul by T. Jones (drawn by B. Adebayo),,3,99,77,22,2115.0
0:45.0, ,77-100,B. Adebayo makes free throw 1 of 2,,3,100,77,23,2115.0
0:45.0, ,77-101,B. Adebayo makes free throw 2 of 2,,3,101,77,24,2115.0
0:33.0,Turnover by T. Jones (lost ball; steal by C. Martin),77-101, ,,3,101,77,24,2127.0
0:31.0, ,77-103,B. Adebayo makes 2-pt dunk from 1 ft (assist by M. Strus),,3,103,77,26,2129.0
0:22.0,D. Roddy misses 3-pt jump shot from 24 ft,77-103, ,,3,103,77,26,2138.0
0:18.0,Offensive rebound by S. Aldama,77-103, ,,3,103,77,26,2142.0
0:15.0,S. Aldama misses 2-pt layup from 7 ft,77-103, ,,3,103,77,26,2145.0
0:13.0, ,77-103,Defensive rebound by B. Adebayo,,3,103,77,26,2147.0
0:01.0, ,77-105,T. Herro makes 2-pt jump shot from 19 ft,,3,105,77,28,2159.0
0:00.0,End of 3rd quarter,77-105,,,3,105,77,28,2160.0
12:00.0,Start of 4th quarter,77-105,,,4,105,77,28,2160.0
11:44.0,Turnover by Z. Williams (lost ball; steal by C. Martin),77-105, ,,4,105,77,28,2176.0
11:35.0, ,77-105,M. Strus misses 3-pt jump shot from 25 ft,,4,105,77,28,2185.0
11:33.0,Defensive rebound by Z. Williams,77-105, ,,4,105,77,28,2187.0
11:19.0,Z. Williams makes 2-pt dunk from 1 ft (assist by S. Aldama),79-105, ,,4,105,79,26,2201.0
11:02.0, ,79-107,B. Adebayo makes 2-pt dunk from 1 ft (assist by T. Herro),,4,107,79,28,2218.0
10:45.0,Shooting foul by M. Strus (drawn by S. Aldama),79-107, ,,4,107,79,28,2235.0
10:45.0,S. Aldama makes free throw 1 of 2,80-107, ,,4,107,80,27,2235.0
10:45.0,S. Aldama misses free throw 2 of 2,80-107, ,,4,107,80,27,2235.0
10:41.0,Offensive rebound by S. Aldama,80-107, ,,4,107,80,27,2239.0
10:39.0,L. Kennard makes 3-pt jump shot from 27 ft (assist by S. Aldama),83-107, ,,4,107,83,24,2241.0
10:27.0, ,83-107,Offensive foul by B. Adebayo (drawn by Z. Williams),,4,107,83,24,2253.0
10:27.0, ,83-107,Turnover by B. Adebayo (offensive foul),,4,107,83,24,2253.0
10:09.0,Z. Williams makes 3-pt jump shot from 24 ft (assist by J. Konchar),86-107, ,,4,107,86,21,2271.0
9:53.0, ,86-107,M. Strus misses 2-pt jump shot from 5 ft,,4,107,86,21,2287.0
9:50.0,Defensive rebound by L. Kennard,86-107, ,,4,107,86,21,2290.0
9:44.0,J. Konchar misses 3-pt jump shot from 24 ft,86-107, ,,4,107,86,21,2296.0
9:41.0,Offensive rebound by Z. Williams,86-107, ,,4,107,86,21,2299.0
9:37.0,Z. Williams misses 3-pt jump shot from 27 ft,86-107, ,,4,107,86,21,2303.0
9:37.0, ,86-107,Defensive rebound by M. Strus,,4,107,86,21,2303.0
9:25.0, ,86-107,M. Strus misses 2-pt hook shot from 5 ft,,4,107,86,21,2315.0
9:23.0,Defensive rebound by L. Kennard,86-107, ,,4,107,86,21,2317.0
9:21.0,Shooting foul by K. Lowry (drawn by L. Kennard),86-107, ,,4,107,86,21,2319.0
9:21.0,L. Kennard makes free throw 1 of 2,87-107, ,,4,107,87,20,2319.0
9:21.0,L. Kennard makes free throw 2 of 2,88-107, ,,4,107,88,19,2319.0
9:13.0, ,88-109,T. Herro makes 2-pt jump shot from 7 ft,,4,109,88,21,2327.0
9:13.0, ,88-109,Shooting foul by J. Konchar (drawn by T. Herro),,4,109,88,21,2327.0
9:13.0, ,88-110,T. Herro makes free throw 1 of 1,,4,110,88,22,2327.0
9:01.0,Personal foul by B. Adebayo (drawn by K. Lofton),88-110, ,,4,110,88,22,2339.0
8:57.0,Offensive foul by K. Lofton (drawn by K. Lowry),88-110, ,,4,110,88,22,2343.0
8:57.0,Turnover by K. Lofton (offensive foul),88-110, ,,4,110,88,22,2343.0
8:43.0, ,88-110,Turnover by T. Herro (lost ball; steal by Z. Williams),,4,110,88,22,2357.0
8:38.0,Z. Williams makes 2-pt layup from 1 ft,90-110, ,,4,110,90,20,2362.0
8:19.0, ,90-113,T. Herro makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,4,113,90,23,2381.0
8:03.0,K. Lofton misses 2-pt layup from 2 ft (block by B. Adebayo),90-113, ,,4,113,90,23,2397.0
8:00.0, ,90-113,Defensive rebound by K. Lowry,,4,113,90,23,2400.0
7:52.0, ,90-113,Turnover by K. Lowry (bad pass),,4,113,90,23,2408.0
7:52.0,K. Chandler enters the game for S. Aldama,90-113, ,,4,113,90,23,2408.0
7:30.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by K. Lofton),93-113, ,,4,113,93,20,2430.0
7:30.0, ,93-113,Miami full timeout,,4,113,93,20,2430.0
7:05.0, ,93-116,K. Lowry makes 3-pt jump shot from 31 ft,,4,116,93,23,2455.0
6:47.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by K. Lofton),96-116, ,,4,116,96,20,2473.0
6:30.0, ,96-118,B. Adebayo makes 2-pt jump shot from 5 ft,,4,118,96,22,2490.0
6:30.0, ,96-118,Shooting foul by K. Lofton (drawn by B. Adebayo),,4,118,96,22,2490.0
6:30.0, ,96-119,B. Adebayo makes free throw 1 of 1,,4,119,96,23,2490.0
6:16.0,Z. Williams misses 3-pt jump shot from 25 ft,96-119, ,,4,119,96,23,2504.0
6:12.0, ,96-119,Defensive rebound by K. Lowry,,4,119,96,23,2508.0
6:07.0, ,96-119,Turnover by K. Lowry (lost ball; steal by J. Konchar),,4,119,96,23,2513.0
6:00.0,Personal foul by K. Lowry (drawn by L. Kennard),96-119, ,,4,119,96,23,2520.0
5:51.0,Z. Williams makes 2-pt jump shot from 6 ft (assist by K. Chandler),98-119, ,,4,119,98,21,2529.0
5:31.0, ,98-121,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Lowry),,4,121,98,23,2549.0
5:20.0,K. Lofton misses 2-pt layup from 1 ft,98-121, ,,4,121,98,23,2560.0
5:18.0, ,98-121,Defensive rebound by K. Lowry,,4,121,98,23,2562.0
5:17.0, ,98-123,C. Martin makes 2-pt dunk from 1 ft (assist by M. Strus),,4,123,98,25,2563.0
5:17.0, ,98-123,Shooting foul by L. Kennard (drawn by C. Martin),,4,123,98,25,2563.0
5:17.0, ,98-123,H. Highsmith enters the game for B. Adebayo,,4,123,98,25,2563.0
5:17.0, ,98-124,C. Martin makes free throw 1 of 1,,4,124,98,26,2563.0
5:06.0,K. Lofton makes 2-pt layup from 1 ft (assist by K. Chandler),100-124, ,,4,124,100,24,2574.0
4:49.0, ,100-126,H. Highsmith makes 2-pt jump shot from 5 ft (assist by M. Strus),,4,126,100,26,2591.0
4:44.0,Personal take foul by T. Herro (drawn by K. Chandler),100-126, ,,4,126,100,26,2596.0
4:44.0,K. Chandler misses free throw 1 of 2,100-126, ,,4,126,100,26,2596.0
4:44.0,Offensive rebound by Team,100-126, ,,4,126,100,26,2596.0
4:44.0, ,100-126,O. Yurtseven enters the game for T. Herro,,4,126,100,26,2596.0
4:44.0,K. Chandler makes free throw 2 of 2,101-126, ,,4,126,101,25,2596.0
4:39.0, ,101-126,M. Strus misses 2-pt dunk from 1 ft,,4,126,101,25,2601.0
4:35.0,Defensive rebound by J. Konchar,101-126, ,,4,126,101,25,2605.0
4:34.0,Z. Williams makes 2-pt layup from 2 ft (assist by J. Konchar),103-126, ,,4,126,103,23,2606.0
4:34.0,Shooting foul by C. Martin (drawn by Z. Williams),103-126, ,,4,126,103,23,2606.0
4:34.0,Z. Williams makes free throw 1 of 1,104-126, ,,4,126,104,22,2606.0
4:22.0, ,104-126,Shooting foul by Z. Williams (drawn by H. Highsmith),,4,126,104,22,2618.0
4:22.0, ,104-127,H. Highsmith makes free throw 1 of 2,,4,127,104,23,2618.0
4:22.0, ,104-127,H. Highsmith misses free throw 2 of 2,,4,127,104,23,2618.0
4:19.0, ,104-127,Offensive rebound by H. Highsmith,,4,127,104,23,2621.0
4:12.0, ,104-129,O. Yurtseven makes 2-pt jump shot from 4 ft (assist by K. Lowry),,4,129,104,25,2628.0
3:58.0,Turnover by Z. Williams (lost ball; steal by H. Highsmith),104-129, ,,4,129,104,25,2642.0
3:52.0, ,104-131,M. Strus makes 2-pt layup from 3 ft (assist by H. Highsmith),,4,131,104,27,2648.0
3:43.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by K. Chandler),107-131, ,,4,131,107,24,2657.0
3:29.0, ,107-131,O. Yurtseven misses 2-pt dunk from 1 ft,,4,131,107,24,2671.0
3:29.0,Defensive rebound by K. Lofton,107-131, ,,4,131,107,24,2671.0
3:19.0,J. Konchar misses 2-pt jump shot from 8 ft,107-131, ,,4,131,107,24,2681.0
3:19.0, ,107-131,Defensive rebound by K. Lowry,,4,131,107,24,2681.0
3:19.0, ,107-131,D. Robinson enters the game for K. Lowry,,4,131,107,24,2681.0
2:59.0, ,107-131,C. Martin misses 3-pt jump shot from 26 ft,,4,131,107,24,2701.0
2:55.0,Defensive rebound by K. Lofton,107-131, ,,4,131,107,24,2705.0
2:45.0,K. Lofton makes 3-pt jump shot from 26 ft (assist by Z. Williams),110-131, ,,4,131,110,21,2715.0
2:23.0, ,110-133,D. Robinson makes 2-pt layup from 2 ft (assist by H. Highsmith),,4,133,110,23,2737.0
2:06.0,Z. Williams misses 2-pt jump shot from 15 ft,110-133, ,,4,133,110,23,2754.0
2:02.0, ,110-133,Defensive rebound by D. Robinson,,4,133,110,23,2758.0
1:43.0, ,110-133,D. Robinson misses 2-pt hook shot from 9 ft,,4,133,110,23,2777.0
1:40.0,Defensive rebound by J. Konchar,110-133, ,,4,133,110,23,2780.0
1:39.0,K. Lofton makes 3-pt jump shot from 25 ft (assist by J. Konchar),113-133, ,,4,133,113,20,2781.0
1:26.0, ,113-135,H. Highsmith makes 2-pt dunk from 1 ft (assist by M. Strus),,4,135,113,22,2794.0
1:19.0,K. Chandler makes 2-pt jump shot from 9 ft,115-135, ,,4,135,115,20,2801.0
1:07.0, ,115-135,Personal foul by K. Lofton (drawn by O. Yurtseven),,4,135,115,20,2813.0
1:07.0,Memphis full timeout,115-135, ,,4,135,115,20,2813.0
1:07.0, ,115-135,O. Yurtseven misses free throw 1 of 2,,4,135,115,20,2813.0
1:07.0, ,115-135,Offensive rebound by Team,,4,135,115,20,2813.0
1:07.0, ,115-136,O. Yurtseven makes free throw 2 of 2,,4,136,115,21,2813.0
0:52.0,L. Kennard misses 2-pt jump shot from 11 ft (block by O. Yurtseven),115-136, ,,4,136,115,21,2828.0
0:50.0,Offensive rebound by K. Lofton,115-136, ,,4,136,115,21,2830.0
0:49.0,K. Lofton makes 2-pt layup from 2 ft,117-136, ,,4,136,117,19,2831.0
0:36.0, ,117-136,D. Robinson misses 3-pt jump shot from 26 ft,,4,136,117,19,2844.0
0:31.0, ,117-136,Offensive rebound by C. Martin,,4,136,117,19,2849.0
0:22.0, ,117-138,O. Yurtseven makes 2-pt layup from 2 ft (assist by C. Martin),,4,138,117,21,2858.0
0:08.0,K. Chandler makes 2-pt layup from 2 ft (assist by J. Konchar),119-138, ,,4,138,119,19,2872.0
0:00.0,End of 4th quarter,119-138,,,4,138,119,19,2880.0
