Time,Dallas,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:50.0, ,94-102,Defensive rebound by M. Strus,,3,102,94,8,2110.0
0:43.0,Flagrant foul type 1 by K. Love (drawn by T. Hardaway),94-102, ,,3,102,94,8,2117.0
0:43.0, ,94-102,Turnover by K. Love (offensive foul),,3,102,94,8,2117.0
0:43.0, ,94-102,Instant Replay (Request: Ruling Stands),,3,102,94,8,2117.0
0:43.0,T. Hardaway makes flagrant free throw 1 of 2,95-102, ,,3,102,95,7,2117.0
0:43.0,T. Hardaway makes flagrant free throw 2 of 2,96-102, ,,3,102,96,6,2117.0
0:43.0,R. Bullock enters the game for J. Hardy,96-102, ,,3,102,96,6,2117.0
0:43.0,C. Wood enters the game for M. Kleber,96-102, ,,3,102,96,6,2117.0
0:43.0, ,96-102,T. Herro enters the game for J. Butler,,3,102,96,6,2117.0
0:43.0, ,96-102,G. Vincent enters the game for M. Strus,,3,102,96,6,2117.0
0:32.0,L. Dončić misses 3-pt jump shot from 26 ft,96-102, ,,3,102,96,6,2128.0
0:29.0, ,96-102,Defensive rebound by K. Love,,3,102,96,6,2131.0
0:14.0, ,96-102,K. Lowry misses 3-pt jump shot from 25 ft,,3,102,96,6,2146.0
0:11.0,Defensive rebound by T. Hardaway,96-102, ,,3,102,96,6,2149.0
0:00.0,End of 3rd quarter,96-102,,,3,102,96,6,2160.0
12:00.0,Start of 4th quarter,96-102,,,4,102,96,6,2160.0
11:43.0,C. Wood misses 2-pt jump shot from 13 ft,96-102, ,,4,102,96,6,2177.0
11:41.0, ,96-102,Defensive rebound by T. Herro,,4,102,96,6,2179.0
11:24.0, ,96-104,K. Love makes 2-pt hook shot from 8 ft (assist by K. Lowry),,4,104,96,8,2196.0
11:09.0,R. Bullock misses 3-pt jump shot from 23 ft,96-104, ,,4,104,96,8,2211.0
11:09.0, ,96-104,Defensive rebound by K. Lowry,,4,104,96,8,2211.0
10:45.0, ,96-104,T. Herro misses 3-pt jump shot from 26 ft,,4,104,96,8,2235.0
10:42.0,Defensive rebound by R. Bullock,96-104, ,,4,104,96,8,2238.0
10:35.0,C. Wood makes 3-pt jump shot from 26 ft (assist by R. Bullock),99-104, ,,4,104,99,5,2245.0
10:11.0, ,99-106,C. Martin makes 2-pt layup from 2 ft,,4,106,99,7,2269.0
9:49.0,L. Dončić misses 2-pt jump shot from 6 ft,99-106, ,,4,106,99,7,2291.0
9:46.0, ,99-106,Defensive rebound by T. Herro,,4,106,99,7,2294.0
9:41.0, ,99-109,T. Herro makes 3-pt jump shot from 25 ft,,4,109,99,10,2299.0
9:30.0,C. Wood makes 2-pt jump shot from 9 ft,101-109, ,,4,109,101,8,2310.0
9:07.0, ,101-112,G. Vincent makes 3-pt jump shot from 23 ft (assist by K. Lowry),,4,112,101,11,2333.0
9:06.0,Dallas full timeout,101-112, ,,4,112,101,11,2334.0
9:06.0,T. Hardaway enters the game for R. Bullock,101-112, ,,4,112,101,11,2334.0
8:58.0, ,101-112,Violation by Team (kicked ball),,4,112,101,11,2342.0
8:47.0,K. Irving makes 2-pt jump shot from 13 ft,103-112, ,,4,112,103,9,2353.0
8:24.0, ,103-112,T. Herro misses 2-pt jump shot from 14 ft (block by C. Wood),,4,112,103,9,2376.0
8:23.0, ,103-112,Offensive rebound by T. Herro,,4,112,103,9,2377.0
8:22.0, ,103-114,T. Herro makes 2-pt jump shot from 12 ft,,4,114,103,11,2378.0
8:05.0,T. Hardaway misses 3-pt jump shot from 27 ft,103-114, ,,4,114,103,11,2395.0
8:05.0, ,103-114,Defensive rebound by K. Love,,4,114,103,11,2395.0
7:52.0, ,103-114,Turnover by C. Martin (traveling),,4,114,103,11,2408.0
7:35.0,K. Irving misses 2-pt jump shot from 10 ft,103-114, ,,4,114,103,11,2425.0
7:31.0, ,103-114,Defensive rebound by K. Love,,4,114,103,11,2429.0
7:23.0, ,103-117,K. Love makes 3-pt jump shot from 25 ft (assist by K. Lowry),,4,117,103,14,2437.0
7:07.0,K. Irving makes 2-pt layup from 2 ft (assist by C. Wood),105-117, ,,4,117,105,12,2453.0
6:48.0, ,105-117,K. Love misses 3-pt jump shot from 26 ft,,4,117,105,12,2472.0
6:48.0,Defensive rebound by T. Hardaway,105-117, ,,4,117,105,12,2472.0
6:42.0,Shooting foul by C. Martin (drawn by K. Irving),105-117, ,,4,117,105,12,2478.0
6:42.0,K. Irving makes free throw 1 of 2,106-117, ,,4,117,106,11,2478.0
6:42.0,M. Kleber enters the game for C. Wood,106-117, ,,4,117,106,11,2478.0
6:42.0, ,106-117,J. Butler enters the game for K. Love,,4,117,106,11,2478.0
6:42.0, ,106-117,C. Zeller enters the game for C. Martin,,4,117,106,11,2478.0
6:42.0,K. Irving makes free throw 2 of 2,107-117, ,,4,117,107,10,2478.0
6:40.0, ,107-117,Personal foul by K. Irving (drawn by G. Vincent),,4,117,107,10,2480.0
6:37.0, ,107-117,Miami full timeout,,4,117,107,10,2483.0
6:37.0, ,107-117,C. Martin enters the game for K. Lowry,,4,117,107,10,2483.0
6:37.0, ,107-117,M. Strus enters the game for G. Vincent,,4,117,107,10,2483.0
6:25.0, ,107-117,C. Zeller misses 2-pt jump shot from 8 ft,,4,117,107,10,2495.0
6:23.0, ,107-117,Offensive rebound by C. Zeller,,4,117,107,10,2497.0
6:13.0, ,107-117,M. Strus misses 3-pt jump shot from 26 ft,,4,117,107,10,2507.0
6:10.0,Defensive rebound by M. Kleber,107-117, ,,4,117,107,10,2510.0
6:09.0,Turnover by M. Kleber (bad pass),107-117, ,,4,117,107,10,2511.0
5:58.0, ,107-117,Shooting foul by T. Hardaway (drawn by T. Herro),,4,117,107,10,2522.0
5:58.0, ,107-118,T. Herro makes free throw 1 of 2,,4,118,107,11,2522.0
5:58.0, ,107-119,T. Herro makes free throw 2 of 2,,4,119,107,12,2522.0
5:45.0,L. Dončić makes 3-pt jump shot from 26 ft,110-119, ,,4,119,110,9,2535.0
5:35.0, ,110-119,Personal foul by J. Green (drawn by T. Herro),,4,119,110,9,2545.0
5:35.0, ,110-119,K. Lowry enters the game for M. Strus,,4,119,110,9,2545.0
5:23.0, ,110-119,K. Lowry misses 2-pt jump shot from 19 ft,,4,119,110,9,2557.0
5:21.0, ,110-119,Offensive rebound by Team,,4,119,110,9,2559.0
5:21.0, ,110-119,Turnover by Team (shot clock),,4,119,110,9,2559.0
5:01.0,M. Kleber makes 2-pt layup from 2 ft (assist by T. Hardaway),112-119, ,,4,119,112,7,2579.0
4:39.0, ,112-121,J. Butler makes 2-pt jump shot from 8 ft (assist by T. Herro),,4,121,112,9,2601.0
4:28.0,L. Dončić makes 2-pt jump shot from 14 ft,114-121, ,,4,121,114,7,2612.0
4:12.0, ,114-121,T. Herro misses 2-pt jump shot from 9 ft,,4,121,114,7,2628.0
4:09.0,Defensive rebound by J. Green,114-121, ,,4,121,114,7,2631.0
3:59.0,Shooting foul by C. Zeller (drawn by L. Dončić),114-121, ,,4,121,114,7,2641.0
3:59.0,L. Dončić misses free throw 1 of 2,114-121, ,,4,121,114,7,2641.0
3:59.0,Offensive rebound by Team,114-121, ,,4,121,114,7,2641.0
3:59.0,L. Dončić makes free throw 2 of 2,115-121, ,,4,121,115,6,2641.0
3:54.0, ,115-121,Miami full timeout,,4,121,115,6,2646.0
3:38.0, ,115-123,J. Butler makes 2-pt jump shot from 8 ft,,4,123,115,8,2662.0
3:25.0,Turnover by M. Kleber (bad pass; steal by J. Butler),115-123, ,,4,123,115,8,2675.0
3:21.0, ,115-125,J. Butler makes 2-pt dunk from 1 ft,,4,125,115,10,2679.0
3:05.0,K. Irving makes 2-pt jump shot from 10 ft,117-125, ,,4,125,117,8,2695.0
2:38.0, ,117-125,K. Lowry misses 3-pt jump shot from 27 ft,,4,125,117,8,2722.0
2:35.0,Defensive rebound by L. Dončić,117-125, ,,4,125,117,8,2725.0
2:21.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by L. Dončić),120-125, ,,4,125,120,5,2739.0
2:04.0, ,120-125,Shooting foul by L. Dončić (drawn by J. Butler),,4,125,120,5,2756.0
2:04.0, ,120-126,J. Butler makes free throw 1 of 2,,4,126,120,6,2756.0
2:04.0, ,120-126,J. Butler misses free throw 2 of 2,,4,126,120,6,2756.0
2:01.0,Defensive rebound by M. Kleber,120-126, ,,4,126,120,6,2759.0
1:48.0,T. Hardaway misses 3-pt jump shot from 26 ft,120-126, ,,4,126,120,6,2772.0
1:46.0, ,120-126,Defensive rebound by J. Butler,,4,126,120,6,2774.0
1:40.0, ,120-126,Personal foul by K. Irving (drawn by J. Butler),,4,126,120,6,2780.0
1:40.0, ,120-127,J. Butler makes free throw 1 of 2,,4,127,120,7,2780.0
1:40.0, ,120-128,J. Butler makes free throw 2 of 2,,4,128,120,8,2780.0
1:25.0,L. Dončić misses 2-pt jump shot from 11 ft,120-128, ,,4,128,120,8,2795.0
1:24.0, ,120-128,Defensive rebound by T. Herro,,4,128,120,8,2796.0
1:06.0, ,120-128,J. Butler misses 2-pt jump shot from 19 ft,,4,128,120,8,2814.0
1:02.0, ,120-128,Offensive rebound by C. Zeller,,4,128,120,8,2818.0
0:49.0, ,120-128,C. Zeller misses 3-pt jump shot from 23 ft,,4,128,120,8,2831.0
0:46.0,Defensive rebound by K. Irving,120-128, ,,4,128,120,8,2834.0
0:38.0,L. Dončić makes 2-pt layup from 3 ft (assist by T. Hardaway),122-128, ,,4,128,122,6,2842.0
0:15.0, ,122-128,T. Herro misses 3-pt jump shot from 24 ft,,4,128,122,6,2865.0
0:14.0, ,122-128,Offensive rebound by Team,,4,128,122,6,2866.0
0:14.0, ,122-128,Turnover by Team (shot clock),,4,128,122,6,2866.0
0:14.0,Dallas full timeout,122-128, ,,4,128,122,6,2866.0
0:14.0, ,122-128,Miami full timeout,,4,128,122,6,2866.0
0:14.0, ,122-128,G. Vincent enters the game for T. Herro,,4,128,122,6,2866.0
0:12.0,L. Dončić misses 3-pt jump shot from 28 ft,122-128, ,,4,128,122,6,2868.0
0:11.0, ,122-128,Defensive rebound by Team,,4,128,122,6,2869.0
0:11.0, ,122-128,Instant Replay (Challenge: Ruling Stands),,4,128,122,6,2869.0
0:11.0,Jump ball: J. Butler vs. M. Kleber (C. Martin gains possession),122-128,,,4,128,122,6,2869.0
0:06.0, ,122-128,Personal take foul by J. Green (drawn by K. Lowry),,4,128,122,6,2874.0
0:06.0, ,122-129,K. Lowry makes free throw 1 of 2,,4,129,122,7,2874.0
0:06.0, ,122-129,K. Lowry misses free throw 2 of 2,,4,129,122,7,2874.0
0:02.0,Defensive rebound by T. Hardaway,122-129, ,,4,129,122,7,2878.0
0:00.0,End of 4th quarter,122-129,,,4,129,122,7,2880.0
