Time,Miami,Score,Oklahoma City,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:52.0,D. Dedmon makes 3-pt jump shot from 25 ft (assist by H. Highsmith),83-82, ,Lead change,3,83,82,1,2048.0
1:42.0, ,83-82,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,,3,83,82,1,2058.0
1:41.0,Defensive rebound by V. Oladipo,83-82, ,,3,83,82,1,2059.0
1:32.0,Personal foul by A. Wiggins (drawn by D. Dedmon),83-82, ,,3,83,82,1,2068.0
1:19.0,Shooting foul by M. Muscala (drawn by D. Dedmon),83-82, ,,3,83,82,1,2081.0
1:19.0,D. Dedmon makes free throw 1 of 2,84-82, ,,3,84,82,2,2081.0
1:19.0,D. Dedmon misses free throw 2 of 2,84-82, ,,3,84,82,2,2081.0
1:17.0, ,84-82,Defensive rebound by M. Muscala,,3,84,82,2,2083.0
1:05.0, ,84-82,Offensive foul by A. Wiggins (drawn by D. Dedmon),,3,84,82,2,2095.0
1:05.0, ,84-82,Turnover by A. Wiggins (offensive foul),,3,84,82,2,2095.0
0:56.0,Personal foul by A. Wiggins (drawn by V. Oladipo),84-82, ,,3,84,82,2,2104.0
0:56.0,V. Oladipo makes free throw 1 of 2,85-82, ,,3,85,82,3,2104.0
0:56.0,V. Oladipo makes free throw 2 of 2,86-82, ,,3,86,82,4,2104.0
0:33.0, ,86-82,Shooting foul by H. Highsmith (drawn by S. Gilgeous-Alexander),,3,86,82,4,2127.0
0:33.0, ,86-83,S. Gilgeous-Alexander makes free throw 1 of 2,,3,86,83,3,2127.0
0:33.0, ,86-83,D. Bazley enters the game for M. Muscala,,3,86,83,3,2127.0
0:33.0, ,86-84,S. Gilgeous-Alexander makes free throw 2 of 2,,3,86,84,2,2127.0
0:28.0,D. Robinson misses 3-pt jump shot from 27 ft,86-84, ,,3,86,84,2,2132.0
0:25.0, ,86-84,Defensive rebound by S. Gilgeous-Alexander,,3,86,84,2,2135.0
0:05.0, ,86-84,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,,3,86,84,2,2155.0
0:02.0, ,86-84,Offensive rebound by A. Wiggins,,3,86,84,2,2158.0
0:01.0, ,86-84,I. Joe misses 3-pt jump shot from 26 ft,,3,86,84,2,2159.0
0:01.0,Defensive rebound by T. Herro,86-84, ,,3,86,84,2,2159.0
0:00.0,T. Herro misses 3-pt jump shot from 58 ft,86-84, ,,3,86,84,2,2160.0
0:00.0,Offensive rebound by Team,86-84, ,,3,86,84,2,2160.0
0:00.0,End of 3rd quarter,86-84,,,3,86,84,2,2160.0
12:00.0,Start of 4th quarter,86-84,,,4,86,84,2,2160.0
11:45.0, ,86-84,I. Joe misses 3-pt jump shot from 27 ft,,4,86,84,2,2175.0
11:41.0,Defensive rebound by D. Dedmon,86-84, ,,4,86,84,2,2179.0
11:30.0,D. Robinson misses 3-pt jump shot from 25 ft,86-84, ,,4,86,84,2,2190.0
11:26.0, ,86-84,Defensive rebound by I. Joe,,4,86,84,2,2194.0
11:22.0, ,86-86,J. Giddey makes 2-pt jump shot from 8 ft (assist by I. Joe),Tie,4,86,86,0,2198.0
11:08.0,V. Oladipo misses 3-pt jump shot from 26 ft,86-86, ,,4,86,86,0,2212.0
11:04.0, ,86-86,Defensive rebound by D. Bazley,,4,86,86,0,2216.0
10:47.0, ,86-86,Shooting foul by D. Dedmon (drawn by D. Bazley),,4,86,86,0,2233.0
10:47.0, ,86-87,D. Bazley makes free throw 1 of 2,Lead change,4,86,87,-1,2233.0
10:47.0, ,86-87,D. Bazley misses free throw 2 of 2,,4,86,87,-1,2233.0
10:44.0,Defensive rebound by T. Herro,86-87, ,,4,86,87,-1,2236.0
10:30.0,Turnover by T. Herro (out of bounds lost ball),86-87, ,,4,86,87,-1,2250.0
10:12.0, ,86-87,D. Bazley misses 2-pt layup from 3 ft (block by D. Dedmon),,4,86,87,-1,2268.0
10:11.0,Defensive rebound by D. Dedmon,86-87, ,,4,86,87,-1,2269.0
10:03.0,T. Herro makes 2-pt jump shot from 18 ft,88-87, ,Lead change,4,88,87,1,2277.0
9:38.0, ,88-89,J. Williams makes 2-pt jump shot from 9 ft (assist by D. Bazley),Lead change,4,88,89,-1,2302.0
9:27.0,Personal foul by J. Williams (drawn by T. Herro),88-89, ,,4,88,89,-1,2313.0
9:22.0,T. Herro misses 3-pt jump shot from 27 ft,88-89, ,,4,88,89,-1,2318.0
9:20.0, ,88-89,Defensive rebound by Team,,4,88,89,-1,2320.0
9:07.0, ,88-89,J. Giddey misses 2-pt jump shot from 8 ft,,4,88,89,-1,2333.0
9:04.0,Defensive rebound by D. Dedmon,88-89, ,,4,88,89,-1,2336.0
8:59.0,D. Dedmon misses 3-pt jump shot from 25 ft,88-89, ,,4,88,89,-1,2341.0
8:56.0, ,88-89,Defensive rebound by J. Williams,,4,88,89,-1,2344.0
8:47.0, ,88-91,A. Wiggins makes 2-pt layup from 1 ft,,4,88,91,-3,2353.0
8:47.0, ,88-91,Shooting foul by D. Robinson (drawn by A. Wiggins),,4,88,91,-3,2353.0
8:47.0,B. Adebayo enters the game for D. Dedmon,88-91, ,,4,88,91,-3,2353.0
8:47.0,C. Martin enters the game for H. Highsmith,88-91, ,,4,88,91,-3,2353.0
8:47.0, ,88-91,E. Omoruyi enters the game for D. Bazley,,4,88,91,-3,2353.0
8:47.0, ,88-91,A. Wiggins misses free throw 1 of 1,,4,88,91,-3,2353.0
8:45.0,Defensive rebound by B. Adebayo,88-91, ,,4,88,91,-3,2355.0
8:37.0,Offensive foul by B. Adebayo (drawn by E. Omoruyi),88-91, ,,4,88,91,-3,2363.0
8:37.0,Turnover by B. Adebayo (offensive foul),88-91, ,,4,88,91,-3,2363.0
8:16.0, ,88-91,E. Omoruyi misses 2-pt jump shot from 8 ft,,4,88,91,-3,2384.0
8:14.0,Defensive rebound by B. Adebayo,88-91, ,,4,88,91,-3,2386.0
8:06.0,B. Adebayo misses 2-pt layup from 3 ft,88-91, ,,4,88,91,-3,2394.0
8:04.0, ,88-91,Defensive rebound by E. Omoruyi,,4,88,91,-3,2396.0
7:59.0, ,88-93,J. Giddey makes 2-pt layup at rim (assist by I. Joe),,4,88,93,-5,2401.0
7:59.0,Miami full timeout,88-93, ,,4,88,93,-5,2401.0
7:52.0,Shooting foul by I. Joe (drawn by D. Robinson),88-93, ,,4,88,93,-5,2408.0
7:52.0,D. Robinson makes free throw 1 of 2,89-93, ,,4,89,93,-4,2408.0
7:52.0,D. Robinson makes free throw 2 of 2,90-93, ,,4,90,93,-3,2408.0
7:36.0, ,90-95,J. Giddey makes 2-pt jump shot from 9 ft,,4,90,95,-5,2424.0
7:15.0,Turnover by V. Oladipo (bad pass; steal by A. Wiggins),90-95, ,,4,90,95,-5,2445.0
7:12.0, ,90-95,Shooting foul by D. Robinson (drawn by A. Wiggins),,4,90,95,-5,2448.0
7:12.0, ,90-96,A. Wiggins makes free throw 1 of 2,,4,90,96,-6,2448.0
7:12.0, ,90-97,A. Wiggins makes free throw 2 of 2,,4,90,97,-7,2448.0
6:56.0,Turnover by C. Martin (lost ball; steal by E. Omoruyi),90-97, ,,4,90,97,-7,2464.0
6:49.0, ,90-97,Turnover by J. Giddey (lost ball; steal by B. Adebayo),,4,90,97,-7,2471.0
6:47.0,Shooting foul by E. Omoruyi (drawn by B. Adebayo),90-97, ,,4,90,97,-7,2473.0
6:47.0,B. Adebayo misses free throw 1 of 2,90-97, ,,4,90,97,-7,2473.0
6:47.0,Offensive rebound by Team,90-97, ,,4,90,97,-7,2473.0
6:47.0,K. Lowry enters the game for D. Robinson,90-97, ,,4,90,97,-7,2473.0
6:47.0,B. Adebayo makes free throw 2 of 2,91-97, ,,4,91,97,-6,2473.0
6:39.0, ,91-97,I. Joe misses 3-pt jump shot from 26 ft,,4,91,97,-6,2481.0
6:37.0,Defensive rebound by V. Oladipo,91-97, ,,4,91,97,-6,2483.0
6:29.0,C. Martin misses 3-pt jump shot from 25 ft,91-97, ,,4,91,97,-6,2491.0
6:26.0,Offensive rebound by C. Martin,91-97, ,,4,91,97,-6,2494.0
6:25.0,T. Herro misses 3-pt jump shot from 26 ft,91-97, ,,4,91,97,-6,2495.0
6:22.0,Offensive rebound by Team,91-97, ,,4,91,97,-6,2498.0
6:16.0,T. Herro makes 2-pt jump shot from 9 ft,93-97, ,,4,93,97,-4,2504.0
5:57.0, ,93-97,Turnover by E. Omoruyi (lost ball; steal by B. Adebayo),,4,93,97,-4,2523.0
5:41.0,T. Herro misses 3-pt jump shot from 27 ft,93-97, ,,4,93,97,-4,2539.0
5:38.0, ,93-97,Defensive rebound by I. Joe,,4,93,97,-4,2542.0
5:36.0, ,93-97,Personal foul by K. Lowry (drawn by J. Williams),,4,93,97,-4,2544.0
5:36.0, ,93-97,Oklahoma City full timeout,,4,93,97,-4,2544.0
5:36.0, ,93-97,D. Bazley enters the game for J. Giddey,,4,93,97,-4,2544.0
5:36.0, ,93-97,L. Dort enters the game for I. Joe,,4,93,97,-4,2544.0
5:36.0, ,93-97,S. Gilgeous-Alexander enters the game for E. Omoruyi,,4,93,97,-4,2544.0
5:28.0, ,93-97,Shooting foul by B. Adebayo (drawn by L. Dort),,4,93,97,-4,2552.0
5:28.0, ,93-97,L. Dort misses free throw 1 of 2,,4,93,97,-4,2552.0
5:28.0, ,93-97,Offensive rebound by Team,,4,93,97,-4,2552.0
5:28.0, ,93-98,L. Dort makes free throw 2 of 2,,4,93,98,-5,2552.0
5:11.0,B. Adebayo misses 2-pt hook shot from 2 ft,93-98, ,,4,93,98,-5,2569.0
5:06.0, ,93-98,Defensive rebound by J. Williams,,4,93,98,-5,2574.0
5:06.0, ,93-98,J. Giddey enters the game for J. Williams,,4,93,98,-5,2574.0
4:57.0, ,93-98,D. Bazley misses 2-pt jump shot from 17 ft,,4,93,98,-5,2583.0
4:54.0,Defensive rebound by B. Adebayo,93-98, ,,4,93,98,-5,2586.0
4:46.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by K. Lowry),95-98, ,,4,95,98,-3,2594.0
4:31.0, ,95-100,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,,4,95,100,-5,2609.0
4:12.0,C. Martin misses 3-pt jump shot from 24 ft,95-100, ,,4,95,100,-5,2628.0
4:09.0, ,95-100,Defensive rebound by A. Wiggins,,4,95,100,-5,2631.0
4:01.0, ,95-102,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft,,4,95,102,-7,2639.0
3:43.0,T. Herro makes 3-pt jump shot from 26 ft (assist by V. Oladipo),98-102, ,,4,98,102,-4,2657.0
3:25.0, ,98-102,Personal foul by K. Lowry (drawn by L. Dort),,4,98,102,-4,2675.0
3:25.0, ,98-102,L. Dort misses free throw 1 of 2,,4,98,102,-4,2675.0
3:25.0, ,98-102,Offensive rebound by Team,,4,98,102,-4,2675.0
3:25.0, ,98-103,L. Dort makes free throw 2 of 2,,4,98,103,-5,2675.0
3:22.0,Miami full timeout,98-103, ,,4,98,103,-5,2678.0
3:22.0, ,98-103,J. Williams enters the game for A. Wiggins,,4,98,103,-5,2678.0
3:16.0,K. Lowry makes 3-pt jump shot from 25 ft,101-103, ,,4,101,103,-2,2684.0
2:58.0, ,101-106,J. Giddey makes 3-pt jump shot from 27 ft (assist by J. Williams),,4,101,106,-5,2702.0
2:36.0,K. Lowry misses 3-pt jump shot from 25 ft,101-106, ,,4,101,106,-5,2724.0
2:32.0, ,101-106,Defensive rebound by J. Giddey,,4,101,106,-5,2728.0
2:12.0, ,101-106,L. Dort misses 2-pt layup from 1 ft,,4,101,106,-5,2748.0
2:10.0,Defensive rebound by K. Lowry,101-106, ,,4,101,106,-5,2750.0
2:05.0,V. Oladipo makes 2-pt layup at rim (assist by K. Lowry),103-106, ,,4,103,106,-3,2755.0
1:42.0, ,103-106,S. Gilgeous-Alexander misses 2-pt jump shot from 16 ft,,4,103,106,-3,2778.0
1:39.0,Defensive rebound by B. Adebayo,103-106, ,,4,103,106,-3,2781.0
1:27.0,T. Herro makes 3-pt jump shot from 26 ft (assist by K. Lowry),106-106, ,Tie,4,106,106,0,2793.0
1:08.0, ,106-106,Turnover by S. Gilgeous-Alexander (bad pass; steal by C. Martin),,4,106,106,0,2812.0
1:06.0,V. Oladipo makes 2-pt layup from 2 ft (assist by C. Martin),108-106, ,Lead change,4,108,106,2,2814.0
1:06.0,Shooting foul by L. Dort (drawn by V. Oladipo),108-106, ,,4,108,106,2,2814.0
1:06.0,V. Oladipo misses free throw 1 of 1,108-106, ,,4,108,106,2,2814.0
1:04.0, ,108-106,Defensive rebound by S. Gilgeous-Alexander,,4,108,106,2,2816.0
0:55.0,Miami full timeout,108-106, ,,4,108,106,2,2825.0
0:55.0,Instant Replay (Challenge: Ruling Stands),108-106, ,,4,108,106,2,2825.0
0:55.0, ,108-106,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),,4,108,106,2,2825.0
0:35.0,K. Lowry misses 3-pt jump shot from 28 ft,108-106, ,,4,108,106,2,2845.0
0:30.0, ,108-106,Defensive rebound by J. Giddey,,4,108,106,2,2850.0
0:25.0, ,108-106,Personal foul by B. Adebayo (drawn by S. Gilgeous-Alexander),,4,108,106,2,2855.0
0:25.0,D. Dedmon enters the game for B. Adebayo,108-106, ,,4,108,106,2,2855.0
0:25.0, ,108-107,S. Gilgeous-Alexander makes free throw 1 of 2,,4,108,107,1,2855.0
0:25.0, ,108-107,A. Wiggins enters the game for J. Giddey,,4,108,107,1,2855.0
0:25.0, ,108-108,S. Gilgeous-Alexander makes free throw 2 of 2,Tie,4,108,108,0,2855.0
0:25.0,Miami full timeout,108-108, ,,4,108,108,0,2855.0
0:25.0,D. Robinson enters the game for D. Dedmon,108-108, ,,4,108,108,0,2855.0
0:05.0,T. Herro makes 2-pt jump shot from 19 ft,110-108, ,,4,110,108,2,2875.0
0:04.0, ,110-108,Oklahoma City full timeout,,4,110,108,2,2876.0
0:04.0,H. Highsmith enters the game for D. Robinson,110-108, ,,4,110,108,2,2876.0
0:04.0, ,110-108,J. Giddey enters the game for D. Bazley,,4,110,108,2,2876.0
0:04.0, ,110-108,I. Joe enters the game for A. Wiggins,,4,110,108,2,2876.0
0:04.0, ,110-108,M. Muscala enters the game for J. Williams,,4,110,108,2,2876.0
0:04.0,D. Dedmon enters the game for H. Highsmith,110-108, ,,4,110,108,2,2876.0
0:02.0, ,110-108,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,,4,110,108,2,2878.0
0:02.0, ,110-108,Offensive rebound by J. Giddey,,4,110,108,2,2878.0
0:00.0, ,110-108,J. Giddey misses 2-pt layup from 2 ft,,4,110,108,2,2880.0
0:00.0, ,110-108,Offensive rebound by Team,,4,110,108,2,2880.0
0:00.0,End of 4th quarter,110-108,,,4,110,108,2,2880.0
