Time,Miami,Score,Detroit,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:58.0,Defensive rebound by K. Lowry,79-75, ,,3,79,75,4,2042.0
1:42.0,J. Butler misses 2-pt jump shot from 12 ft,79-75, ,,3,79,75,4,2058.0
1:39.0, ,79-75,Defensive rebound by J. Wiseman,,3,79,75,4,2061.0
1:28.0, ,79-77,J. Ivey makes 2-pt layup at rim,,3,79,77,2,2072.0
1:07.0,Shooting foul by K. Hayes (drawn by M. Strus),79-77, ,,3,79,77,2,2093.0
1:07.0,M. Strus misses free throw 1 of 2,79-77, ,,3,79,77,2,2093.0
1:07.0,Offensive rebound by Team,79-77, ,,3,79,77,2,2093.0
1:07.0,G. Vincent enters the game for J. Butler,79-77, ,,3,79,77,2,2093.0
1:07.0, ,79-77,J. Duren enters the game for J. Ivey,,3,79,77,2,2093.0
1:07.0, ,79-77,R. Hampton enters the game for J. Wiseman,,3,79,77,2,2093.0
1:07.0,M. Strus makes free throw 2 of 2,80-77, ,,3,80,77,3,2093.0
0:47.0, ,80-77,R. Hampton misses 2-pt jump shot from 11 ft,,3,80,77,3,2113.0
0:45.0, ,80-77,Offensive rebound by E. Omoruyi,,3,80,77,3,2115.0
0:42.0, ,80-77,E. Omoruyi misses 2-pt layup from 3 ft (block by K. Love),,3,80,77,3,2118.0
0:40.0,Defensive rebound by C. Martin,80-77, ,,3,80,77,3,2120.0
0:36.0,M. Strus misses 3-pt jump shot from 26 ft,80-77, ,,3,80,77,3,2124.0
0:32.0, ,80-77,Defensive rebound by J. Duren,,3,80,77,3,2128.0
0:16.0, ,80-79,J. Duren makes 2-pt layup from 1 ft (assist by K. Hayes),,3,80,79,1,2144.0
0:02.0,Turnover by K. Lowry (bad pass; steal by J. Duren),80-79, ,,3,80,79,1,2158.0
0:00.0,Instant Replay (Request: Ruling Stands),80-79, ,,3,80,79,1,2160.0
0:00.0,End of 3rd quarter,80-79,,,3,80,79,1,2160.0
12:00.0,Start of 4th quarter,80-79,,,4,80,79,1,2160.0
11:46.0,Turnover by K. Lowry (bad pass; steal by C. Joseph),80-79, ,,4,80,79,1,2174.0
11:31.0, ,80-81,K. Hayes makes 2-pt jump shot from 15 ft,Lead change,4,80,81,-1,2189.0
11:17.0,K. Lowry misses 3-pt jump shot from 26 ft,80-81, ,,4,80,81,-1,2203.0
11:15.0, ,80-81,Defensive rebound by J. Duren,,4,80,81,-1,2205.0
11:01.0, ,80-81,R. Hampton misses 3-pt jump shot from 24 ft,,4,80,81,-1,2219.0
10:59.0,Defensive rebound by G. Vincent,80-81, ,,4,80,81,-1,2221.0
10:52.0,Personal foul by K. Hayes (drawn by C. Martin),80-81, ,,4,80,81,-1,2228.0
10:42.0,C. Martin makes 2-pt layup from 2 ft (assist by T. Herro),82-81, ,Lead change,4,82,81,1,2238.0
10:17.0, ,82-81,K. Hayes misses 2-pt jump shot from 6 ft,,4,82,81,1,2263.0
10:13.0, ,82-81,Offensive rebound by J. Duren,,4,82,81,1,2267.0
10:13.0, ,82-83,J. Duren makes 2-pt layup at rim,Lead change,4,82,83,-1,2267.0
9:56.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by K. Love),85-83, ,Lead change,4,85,83,2,2284.0
9:37.0, ,85-83,Shooting foul by K. Love (drawn by E. Omoruyi),,4,85,83,2,2303.0
9:37.0,Miami full timeout,85-83, ,,4,85,83,2,2303.0
9:37.0,Instant Replay (Challenge: Stands),85-83, ,,4,85,83,2,2303.0
9:37.0,B. Adebayo enters the game for K. Love,85-83, ,,4,85,83,2,2303.0
9:37.0, ,85-84,E. Omoruyi makes free throw 1 of 2,,4,85,84,1,2303.0
9:37.0, ,85-85,E. Omoruyi makes free throw 2 of 2,Tie,4,85,85,0,2303.0
9:21.0,B. Adebayo makes 2-pt jump shot from 14 ft (assist by K. Lowry),87-85, ,,4,87,85,2,2319.0
9:01.0, ,87-87,J. Duren makes 2-pt layup from 1 ft (assist by E. Omoruyi),Tie,4,87,87,0,2339.0
9:01.0, ,87-87,Shooting foul by K. Lowry (drawn by J. Duren),,4,87,87,0,2339.0
9:01.0, ,87-87,J. Duren misses free throw 1 of 1,,4,87,87,0,2339.0
8:57.0,Defensive rebound by C. Martin,87-87, ,,4,87,87,0,2343.0
8:52.0,T. Herro makes 2-pt jump shot from 12 ft (assist by K. Lowry),89-87, ,,4,89,87,2,2348.0
8:36.0, ,89-87,Shooting foul by K. Lowry (drawn by J. Duren),,4,89,87,2,2364.0
8:36.0, ,89-88,J. Duren makes free throw 1 of 2,,4,89,88,1,2364.0
8:36.0, ,89-89,J. Duren makes free throw 2 of 2,Tie,4,89,89,0,2364.0
8:27.0,T. Herro misses 3-pt jump shot from 25 ft,89-89, ,,4,89,89,0,2373.0
8:24.0, ,89-89,Defensive rebound by J. Duren,,4,89,89,0,2376.0
8:01.0, ,89-89,K. Hayes misses 3-pt jump shot from 24 ft,,4,89,89,0,2399.0
7:59.0, ,89-89,Offensive rebound by J. Duren,,4,89,89,0,2401.0
7:56.0, ,89-91,E. Omoruyi makes 2-pt layup from 2 ft,Lead change,4,89,91,-2,2404.0
7:39.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Martin),92-91, ,Lead change,4,92,91,1,2421.0
7:17.0, ,92-94,C. Joseph makes 3-pt jump shot from 25 ft (assist by K. Hayes),Lead change,4,92,94,-2,2443.0
7:05.0,Shooting foul by J. Duren (drawn by K. Lowry),92-94, ,,4,92,94,-2,2455.0
7:05.0,K. Lowry makes free throw 1 of 2,93-94, ,,4,93,94,-1,2455.0
7:05.0,J. Butler enters the game for G. Vincent,93-94, ,,4,93,94,-1,2455.0
7:05.0, ,93-94,J. Ivey enters the game for R. Hampton,,4,93,94,-1,2455.0
7:05.0,K. Lowry makes free throw 2 of 2,94-94, ,Tie,4,94,94,0,2455.0
6:42.0, ,94-97,C. Joseph makes 3-pt jump shot from 25 ft (assist by E. Omoruyi),,4,94,97,-3,2478.0
6:24.0,K. Lowry misses 3-pt jump shot from 25 ft,94-97, ,,4,94,97,-3,2496.0
6:22.0, ,94-97,Defensive rebound by E. Omoruyi,,4,94,97,-3,2498.0
6:03.0, ,94-97,E. Omoruyi misses 2-pt layup from 4 ft,,4,94,97,-3,2517.0
6:00.0,Defensive rebound by J. Butler,94-97, ,,4,94,97,-3,2520.0
5:57.0,J. Butler makes 2-pt jump shot from 7 ft,96-97, ,,4,96,97,-1,2523.0
5:36.0, ,96-99,J. Ivey makes 2-pt jump shot from 14 ft,,4,96,99,-3,2544.0
5:15.0,Shooting foul by E. Omoruyi (drawn by B. Adebayo),96-99, ,,4,96,99,-3,2565.0
5:15.0,B. Adebayo makes free throw 1 of 2,97-99, ,,4,97,99,-2,2565.0
5:15.0,B. Adebayo makes free throw 2 of 2,98-99, ,,4,98,99,-1,2565.0
5:15.0, ,98-99,Detroit full timeout,,4,98,99,-1,2565.0
5:15.0,G. Vincent enters the game for K. Lowry,98-99, ,,4,98,99,-1,2565.0
5:15.0, ,98-99,J. Wiseman enters the game for E. Omoruyi,,4,98,99,-1,2565.0
4:55.0, ,98-99,J. Wiseman misses 2-pt layup from 4 ft,,4,98,99,-1,2585.0
4:51.0,Defensive rebound by J. Butler,98-99, ,,4,98,99,-1,2589.0
4:48.0,Personal foul by J. Wiseman (drawn by J. Butler),98-99, ,,4,98,99,-1,2592.0
4:35.0,J. Butler makes 2-pt jump shot from 10 ft,100-99, ,Lead change,4,100,99,1,2605.0
4:15.0, ,100-99,K. Hayes misses 3-pt jump shot from 23 ft,,4,100,99,1,2625.0
4:12.0,Defensive rebound by G. Vincent,100-99, ,,4,100,99,1,2628.0
4:01.0,Personal foul by J. Wiseman (drawn by B. Adebayo),100-99, ,,4,100,99,1,2639.0
4:01.0,B. Adebayo makes free throw 1 of 2,101-99, ,,4,101,99,2,2639.0
4:01.0,B. Adebayo makes free throw 2 of 2,102-99, ,,4,102,99,3,2639.0
3:37.0, ,102-99,C. Joseph misses 3-pt jump shot from 25 ft,,4,102,99,3,2663.0
3:34.0, ,102-99,Offensive rebound by J. Duren,,4,102,99,3,2666.0
3:32.0, ,102-99,Detroit full timeout,,4,102,99,3,2668.0
3:22.0, ,102-99,J. Ivey misses 3-pt jump shot from 31 ft,,4,102,99,3,2678.0
3:17.0,Defensive rebound by B. Adebayo,102-99, ,,4,102,99,3,2683.0
3:09.0,J. Butler makes 2-pt layup from 3 ft,104-99, ,,4,104,99,5,2691.0
2:53.0, ,104-99,Turnover by J. Duren (bad pass; steal by B. Adebayo),,4,104,99,5,2707.0
2:47.0,Shooting foul by J. Wiseman (drawn by J. Butler),104-99, ,,4,104,99,5,2713.0
2:47.0, ,104-99,Technical foul by J. Wiseman,,4,104,99,5,2713.0
2:47.0,J. Butler makes technical free throw,105-99, ,,4,105,99,6,2713.0
2:47.0,J. Butler makes free throw 1 of 2,106-99, ,,4,106,99,7,2713.0
2:47.0, ,106-99,E. Omoruyi enters the game for J. Wiseman,,4,106,99,7,2713.0
2:47.0,J. Butler makes free throw 2 of 2,107-99, ,,4,107,99,8,2713.0
2:24.0, ,107-101,J. Ivey makes 2-pt jump shot from 16 ft (assist by C. Joseph),,4,107,101,6,2736.0
2:13.0,J. Butler makes 2-pt jump shot from 10 ft,109-101, ,,4,109,101,8,2747.0
2:13.0,Shooting foul by C. Joseph (drawn by J. Butler),109-101, ,,4,109,101,8,2747.0
2:13.0,J. Butler makes free throw 1 of 1,110-101, ,,4,110,101,9,2747.0
2:00.0, ,110-101,Shooting foul by T. Herro (drawn by E. Omoruyi),,4,110,101,9,2760.0
2:00.0,Technical foul by T. Herro,110-101, ,,4,110,101,9,2760.0
2:00.0, ,110-102,K. Hayes makes technical free throw,,4,110,102,8,2760.0
2:00.0, ,110-103,E. Omoruyi makes free throw 1 of 2,,4,110,103,7,2760.0
2:00.0, ,110-104,E. Omoruyi makes free throw 2 of 2,,4,110,104,6,2760.0
1:45.0,J. Butler makes 2-pt jump shot from 16 ft,112-104, ,,4,112,104,8,2775.0
1:34.0, ,112-104,Turnover by J. Duren (lost ball; steal by T. Herro),,4,112,104,8,2786.0
1:23.0,J. Butler makes 2-pt layup from 3 ft,114-104, ,,4,114,104,10,2797.0
1:23.0, ,114-104,Detroit full timeout,,4,114,104,10,2797.0
1:14.0, ,114-104,Shooting foul by B. Adebayo (drawn by J. Ivey),,4,114,104,10,2806.0
1:14.0, ,114-104,J. Ivey misses free throw 1 of 2,,4,114,104,10,2806.0
1:14.0, ,114-104,Offensive rebound by Team,,4,114,104,10,2806.0
1:14.0, ,114-105,J. Ivey makes free throw 2 of 2,,4,114,105,9,2806.0
0:55.0,T. Herro makes 2-pt jump shot from 11 ft (assist by G. Vincent),116-105, ,,4,116,105,11,2825.0
0:46.0, ,116-105,E. Omoruyi misses 3-pt jump shot from 23 ft,,4,116,105,11,2834.0
0:41.0,Defensive rebound by B. Adebayo,116-105, ,,4,116,105,11,2839.0
0:27.0,J. Butler makes 2-pt jump shot from 18 ft,118-105, ,,4,118,105,13,2853.0
0:17.0, ,118-105,Turnover by J. Ivey (bad pass),,4,118,105,13,2863.0
0:00.0,End of 4th quarter,118-105,,,4,118,105,13,2880.0
