Time,New York,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:30.0, ,80-88,Turnover by H. Highsmith (bad pass; steal by J. Hart),,3,88,80,8,2010.0
2:16.0,Offensive foul by I. Hartenstein (drawn by K. Love),80-88, ,,3,88,80,8,2024.0
2:16.0,Turnover by I. Hartenstein (offensive foul),80-88, ,,3,88,80,8,2024.0
2:16.0, ,80-88,B. Adebayo enters the game for H. Highsmith,,3,88,80,8,2024.0
2:16.0, ,80-88,K. Lowry enters the game for K. Love,,3,88,80,8,2024.0
2:16.0, ,80-88,C. Martin enters the game for G. Vincent,,3,88,80,8,2024.0
1:56.0, ,80-88,B. Adebayo misses 2-pt jump shot from 7 ft,,3,88,80,8,2044.0
1:52.0,Defensive rebound by J. Brunson,80-88, ,,3,88,80,8,2048.0
1:51.0,Shooting foul by M. Strus (drawn by J. Hart),80-88, ,,3,88,80,8,2049.0
1:51.0,J. Hart makes free throw 1 of 2,81-88, ,,3,88,81,7,2049.0
1:51.0,M. Robinson enters the game for I. Hartenstein,81-88, ,,3,88,81,7,2049.0
1:51.0,J. Hart makes free throw 2 of 2,82-88, ,,3,88,82,6,2049.0
1:35.0, ,82-88,J. Butler misses 2-pt jump shot from 4 ft,,3,88,82,6,2065.0
1:32.0,Defensive rebound by J. Hart,82-88, ,,3,88,82,6,2068.0
1:25.0,Offensive foul by J. Brunson (drawn by K. Lowry),82-88, ,,3,88,82,6,2075.0
1:25.0,Turnover by J. Brunson (offensive foul),82-88, ,,3,88,82,6,2075.0
1:02.0, ,82-88,J. Butler misses 2-pt jump shot from 8 ft,,3,88,82,6,2098.0
0:58.0, ,82-88,Offensive rebound by B. Adebayo,,3,88,82,6,2102.0
0:58.0, ,82-90,B. Adebayo makes 2-pt dunk at rim,,3,90,82,8,2102.0
0:49.0,J. Randle makes 2-pt jump shot from 11 ft,84-90, ,,3,90,84,6,2111.0
0:49.0,Shooting foul by M. Strus (drawn by J. Randle),84-90, ,,3,90,84,6,2111.0
0:49.0,J. Randle misses free throw 1 of 1,84-90, ,,3,90,84,6,2111.0
0:45.0,Offensive rebound by M. Robinson,84-90, ,,3,90,84,6,2115.0
0:42.0,J. Randle misses 2-pt layup from 3 ft (block by B. Adebayo),84-90, ,,3,90,84,6,2118.0
0:42.0,Offensive rebound by Team,84-90, ,,3,90,84,6,2118.0
0:37.0,J. Brunson makes 2-pt jump shot from 11 ft (assist by M. Robinson),86-90, ,,3,90,86,4,2123.0
0:16.0, ,86-92,K. Lowry makes 2-pt jump shot from 10 ft (assist by J. Butler),,3,92,86,6,2144.0
0:00.0,J. Brunson misses 3-pt jump shot from 22 ft,86-92, ,,3,92,86,6,2160.0
0:00.0,Offensive rebound by Team,86-92, ,,3,92,86,6,2160.0
0:00.0,End of 3rd quarter,86-92,,,3,92,86,6,2160.0
12:00.0,Start of 4th quarter,86-92,,,4,92,86,6,2160.0
11:37.0,R. Barrett makes 3-pt jump shot from 26 ft (assist by I. Quickley),89-92, ,,4,92,89,3,2183.0
11:17.0, ,89-95,T. Herro makes 3-pt jump shot from 24 ft (assist by K. Lowry),,4,95,89,6,2203.0
11:00.0,J. Hart makes 3-pt jump shot from 26 ft (assist by R. Barrett),92-95, ,,4,95,92,3,2220.0
10:46.0, ,92-97,T. Herro makes 2-pt jump shot from 13 ft,,4,97,92,5,2234.0
10:30.0,M. Robinson makes 2-pt dunk from 1 ft (assist by O. Toppin),94-97, ,,4,97,94,3,2250.0
10:10.0, ,94-97,B. Adebayo misses 2-pt layup from 2 ft (block by M. Robinson),,4,97,94,3,2270.0
10:06.0,Defensive rebound by M. Robinson,94-97, ,,4,97,94,3,2274.0
10:04.0,R. Barrett makes 2-pt layup from 2 ft,96-97, ,,4,97,96,1,2276.0
10:04.0, ,96-97,Violation by Team (def goaltending),,4,97,96,1,2276.0
9:52.0, ,96-97,T. Herro misses 3-pt jump shot from 26 ft,,4,97,96,1,2288.0
9:49.0,Defensive rebound by I. Quickley,96-97, ,,4,97,96,1,2291.0
9:35.0,M. Robinson makes 2-pt dunk from 1 ft (assist by J. Hart),98-97, ,Lead change,4,97,98,-1,2305.0
9:09.0, ,98-97,K. Lowry misses 2-pt jump shot from 8 ft,,4,97,98,-1,2331.0
9:05.0,Defensive rebound by O. Toppin,98-97, ,,4,97,98,-1,2335.0
9:03.0,Turnover by R. Barrett (step out of bounds),98-97, ,,4,97,98,-1,2337.0
8:51.0, ,98-97,Personal foul by M. Robinson (drawn by M. Strus),,4,97,98,-1,2349.0
8:38.0, ,98-97,Shooting foul by M. Robinson (drawn by C. Martin),,4,97,98,-1,2362.0
8:38.0, ,98-97,C. Martin misses free throw 1 of 2,,4,97,98,-1,2362.0
8:38.0, ,98-97,Offensive rebound by Team,,4,97,98,-1,2362.0
8:38.0,I. Hartenstein enters the game for M. Robinson,98-97, ,,4,97,98,-1,2362.0
8:38.0, ,98-98,C. Martin makes free throw 2 of 2,Tie,4,98,98,0,2362.0
8:11.0,J. Hart makes 2-pt jump shot from 9 ft (assist by I. Quickley),100-98, ,,4,98,100,-2,2389.0
7:45.0, ,100-98,B. Adebayo misses 2-pt jump shot from 7 ft,,4,98,100,-2,2415.0
7:42.0,Defensive rebound by O. Toppin,100-98, ,,4,98,100,-2,2418.0
7:25.0,Offensive foul by I. Hartenstein (drawn by K. Lowry),100-98, ,,4,98,100,-2,2435.0
7:25.0,Turnover by I. Hartenstein (offensive foul),100-98, ,,4,98,100,-2,2435.0
7:05.0, ,100-101,M. Strus makes 3-pt jump shot from 28 ft (assist by K. Lowry),Lead change,4,101,100,1,2455.0
6:41.0,I. Quickley misses 3-pt jump shot from 25 ft,100-101, ,,4,101,100,1,2479.0
6:39.0, ,100-101,Defensive rebound by C. Martin,,4,101,100,1,2481.0
6:32.0, ,100-101,Shooting foul by I. Hartenstein (drawn by B. Adebayo),,4,101,100,1,2488.0
6:32.0, ,100-101,Miami full timeout,,4,101,100,1,2488.0
6:32.0,J. Brunson enters the game for I. Quickley,100-101, ,,4,101,100,1,2488.0
6:32.0,J. Randle enters the game for O. Toppin,100-101, ,,4,101,100,1,2488.0
6:32.0, ,100-101,J. Butler enters the game for C. Martin,,4,101,100,1,2488.0
6:32.0, ,100-102,B. Adebayo makes free throw 1 of 2,,4,102,100,2,2488.0
6:32.0, ,100-103,B. Adebayo makes free throw 2 of 2,,4,103,100,3,2488.0
6:16.0,J. Brunson misses 2-pt jump shot from 12 ft,100-103, ,,4,103,100,3,2504.0
6:16.0, ,100-103,Defensive rebound by Team,,4,103,100,3,2504.0
5:58.0, ,100-105,K. Lowry makes 2-pt jump shot from 13 ft,,4,105,100,5,2522.0
5:33.0,J. Brunson makes 2-pt layup from 2 ft (assist by J. Randle),102-105, ,,4,105,102,3,2547.0
5:10.0, ,102-108,T. Herro makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,4,108,102,6,2570.0
4:55.0,R. Barrett misses 3-pt jump shot from 25 ft,102-108, ,,4,108,102,6,2585.0
4:51.0, ,102-108,Defensive rebound by J. Butler,,4,108,102,6,2589.0
4:35.0, ,102-111,M. Strus makes 3-pt jump shot from 26 ft (assist by J. Butler),,4,111,102,9,2605.0
4:35.0,New York full timeout,102-111, ,,4,111,102,9,2605.0
4:35.0,M. Robinson enters the game for I. Hartenstein,102-111, ,,4,111,102,9,2605.0
4:24.0,Offensive foul by J. Randle (drawn by J. Butler),102-111, ,,4,111,102,9,2616.0
4:24.0,Turnover by J. Randle (offensive foul),102-111, ,,4,111,102,9,2616.0
4:05.0, ,102-111,Personal foul by J. Randle (drawn by B. Adebayo),,4,111,102,9,2635.0
3:54.0, ,102-114,T. Herro makes 3-pt jump shot from 23 ft (assist by K. Lowry),,4,114,102,12,2646.0
3:47.0,Shooting foul by M. Strus (drawn by R. Barrett),102-114, ,,4,114,102,12,2653.0
3:47.0,R. Barrett makes free throw 1 of 2,103-114, ,,4,114,103,11,2653.0
3:47.0,Q. Grimes enters the game for M. Robinson,103-114, ,,4,114,103,11,2653.0
3:47.0,R. Barrett makes free throw 2 of 2,104-114, ,,4,114,104,10,2653.0
3:43.0, ,104-114,Turnover by T. Herro (bad pass; steal by J. Brunson),,4,114,104,10,2657.0
3:41.0,Shooting foul by T. Herro (drawn by R. Barrett),104-114, ,,4,114,104,10,2659.0
3:41.0,R. Barrett makes free throw 1 of 2,105-114, ,,4,114,105,9,2659.0
3:41.0,R. Barrett makes free throw 2 of 2,106-114, ,,4,114,106,8,2659.0
3:41.0, ,106-114,Miami full timeout,,4,114,106,8,2659.0
3:23.0, ,106-114,Shooting foul by J. Brunson (drawn by J. Butler),,4,114,106,8,2677.0
3:23.0, ,106-115,J. Butler makes free throw 1 of 2,,4,115,106,9,2677.0
3:23.0, ,106-116,J. Butler makes free throw 2 of 2,,4,116,106,10,2677.0
3:13.0,Q. Grimes makes 3-pt jump shot from 23 ft (assist by J. Hart),109-116, ,,4,116,109,7,2687.0
2:51.0, ,109-119,T. Herro makes 3-pt jump shot from 26 ft,,4,119,109,10,2709.0
2:40.0,J. Brunson makes 2-pt jump shot from 3 ft,111-119, ,,4,119,111,8,2720.0
2:18.0, ,111-121,J. Butler makes 2-pt jump shot from 2 ft (assist by T. Herro),,4,121,111,10,2742.0
2:06.0,J. Randle makes 2-pt layup from 2 ft (assist by J. Brunson),113-121, ,,4,121,113,8,2754.0
1:46.0, ,113-123,J. Butler makes 2-pt jump shot from 18 ft,,4,123,113,10,2774.0
1:46.0,New York full timeout,113-123, ,,4,123,113,10,2774.0
1:41.0,Turnover by R. Barrett (bad pass; steal by J. Butler),113-123, ,,4,123,113,10,2779.0
1:26.0, ,113-123,Shooting foul by J. Randle (drawn by J. Butler),,4,123,113,10,2794.0
1:26.0, ,113-123,J. Butler misses free throw 1 of 2,,4,123,113,10,2794.0
1:26.0, ,113-123,Offensive rebound by Team,,4,123,113,10,2794.0
1:26.0, ,113-123,J. Butler misses free throw 2 of 2,,4,123,113,10,2794.0
1:22.0,Defensive rebound by J. Randle,113-123, ,,4,123,113,10,2798.0
1:20.0,Shooting foul by J. Butler (drawn by R. Barrett),113-123, ,,4,123,113,10,2800.0
1:20.0,R. Barrett makes free throw 1 of 2,114-123, ,,4,123,114,9,2800.0
1:20.0,R. Barrett makes free throw 2 of 2,115-123, ,,4,123,115,8,2800.0
1:04.0, ,115-123,T. Herro misses 2-pt jump shot from 8 ft,,4,123,115,8,2816.0
1:01.0,Defensive rebound by J. Randle,115-123, ,,4,123,115,8,2819.0
0:59.0,Q. Grimes misses 3-pt jump shot from 23 ft,115-123, ,,4,123,115,8,2821.0
0:56.0, ,115-123,Defensive rebound by J. Butler,,4,123,115,8,2824.0
0:55.0, ,115-123,Turnover by J. Butler (step out of bounds),,4,123,115,8,2825.0
0:55.0, ,115-123,C. Martin enters the game for M. Strus,,4,123,115,8,2825.0
0:49.0,R. Barrett misses 3-pt jump shot from 24 ft,115-123, ,,4,123,115,8,2831.0
0:47.0,Offensive rebound by R. Barrett,115-123, ,,4,123,115,8,2833.0
0:42.0,R. Barrett makes 3-pt jump shot from 23 ft (assist by J. Randle),118-123, ,,4,123,118,5,2838.0
0:42.0, ,118-123,Miami full timeout,,4,123,118,5,2838.0
0:42.0, ,118-123,M. Strus enters the game for C. Martin,,4,123,118,5,2838.0
0:34.0, ,118-123,Personal foul by R. Barrett (drawn by J. Butler),,4,123,118,5,2846.0
0:34.0, ,118-124,J. Butler makes free throw 1 of 2,,4,124,118,6,2846.0
0:34.0, ,118-124,C. Martin enters the game for T. Herro,,4,124,118,6,2846.0
0:34.0, ,118-124,G. Vincent enters the game for M. Strus,,4,124,118,6,2846.0
0:34.0, ,118-125,J. Butler makes free throw 2 of 2,,4,125,118,7,2846.0
0:22.0,Personal foul by C. Martin (drawn by J. Brunson),118-125, ,,4,125,118,7,2858.0
0:22.0,J. Brunson misses free throw 1 of 2,118-125, ,,4,125,118,7,2858.0
0:22.0,Offensive rebound by Team,118-125, ,,4,125,118,7,2858.0
0:22.0, ,118-125,K. Love enters the game for G. Vincent,,4,125,118,7,2858.0
0:22.0,J. Brunson misses free throw 2 of 2,118-125, ,,4,125,118,7,2858.0
0:20.0, ,118-125,Defensive rebound by K. Lowry,,4,125,118,7,2860.0
0:19.0, ,118-125,Personal take foul by R. Barrett (drawn by K. Lowry),,4,125,118,7,2861.0
0:19.0, ,118-126,K. Lowry makes free throw 1 of 2,,4,126,118,8,2861.0
0:19.0, ,118-126,G. Vincent enters the game for K. Love,,4,126,118,8,2861.0
0:19.0, ,118-127,K. Lowry makes free throw 2 of 2,,4,127,118,9,2861.0
0:11.0,J. Randle makes 2-pt layup from 2 ft (assist by J. Brunson),120-127, ,,4,127,120,7,2869.0
0:00.0,End of 4th quarter,120-127,,,4,127,120,7,2880.0
