Time,Miami,Score,LA Lakers,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
5:04.0,D. Dedmon enters the game for B. Adebayo,67-67, ,,3,67,67,0,1856.0
5:04.0,M. Strus enters the game for C. Martin,67-67, ,,3,67,67,0,1856.0
5:04.0,J. Butler makes free throw 1 of 1,68-67, ,Lead change,3,68,67,1,1856.0
4:54.0, ,68-67,Shooting foul by D. Dedmon (drawn by W. Gabriel),,3,68,67,1,1866.0
4:54.0, ,68-67,W. Gabriel misses free throw 1 of 2,,3,68,67,1,1866.0
4:54.0, ,68-67,Offensive rebound by Team,,3,68,67,1,1866.0
4:54.0, ,68-67,M. Christie enters the game for J. Toscano-Anderson,,3,68,67,1,1866.0
4:54.0, ,68-68,W. Gabriel makes free throw 2 of 2,Tie,3,68,68,0,1866.0
4:32.0,J. Butler misses 3-pt jump shot from 26 ft,68-68, ,,3,68,68,0,1888.0
4:29.0, ,68-68,Defensive rebound by M. Christie,,3,68,68,0,1891.0
4:21.0, ,68-70,R. Westbrook makes 2-pt jump shot from 8 ft,Lead change,3,68,70,-2,1899.0
4:00.0,V. Oladipo misses 3-pt jump shot from 27 ft,68-70, ,,3,68,70,-2,1920.0
3:59.0, ,68-70,Defensive rebound by R. Westbrook,,3,68,70,-2,1921.0
3:54.0, ,68-70,A. Reaves misses 2-pt layup from 3 ft,,3,68,70,-2,1926.0
3:54.0, ,68-70,Offensive rebound by K. Nunn,,3,68,70,-2,1926.0
3:53.0, ,68-70,K. Nunn misses 2-pt layup at rim,,3,68,70,-2,1927.0
3:53.0, ,68-70,Offensive rebound by K. Nunn,,3,68,70,-2,1927.0
3:53.0, ,68-72,K. Nunn makes 2-pt layup at rim,,3,68,72,-4,1927.0
3:53.0,Miami full timeout,68-72, ,,3,68,72,-4,1927.0
3:53.0, ,68-72,P. Beverley enters the game for A. Reaves,,3,68,72,-4,1927.0
3:40.0,V. Oladipo makes 2-pt jump shot from 12 ft (assist by K. Lowry),70-72, ,,3,70,72,-2,1940.0
3:27.0, ,70-72,Personal foul by M. Strus (drawn by R. Westbrook),,3,70,72,-2,1953.0
3:27.0,G. Vincent enters the game for K. Lowry,70-72, ,,3,70,72,-2,1953.0
3:15.0, ,70-72,K. Nunn misses 3-pt jump shot from 25 ft,,3,70,72,-2,1965.0
3:10.0,Defensive rebound by M. Strus,70-72, ,,3,70,72,-2,1970.0
3:02.0,D. Dedmon makes 2-pt jump shot from 7 ft (assist by V. Oladipo),72-72, ,Tie,3,72,72,0,1978.0
2:53.0, ,72-72,Shooting foul by D. Dedmon (drawn by R. Westbrook),,3,72,72,0,1987.0
2:53.0, ,72-72,R. Westbrook misses free throw 1 of 2,,3,72,72,0,1987.0
2:53.0, ,72-72,Offensive rebound by Team,,3,72,72,0,1987.0
2:53.0, ,72-73,R. Westbrook makes free throw 2 of 2,,3,72,73,-1,1987.0
2:46.0,Turnover by V. Oladipo (bad pass; steal by R. Westbrook),72-73, ,,3,72,73,-1,1994.0
2:38.0, ,72-73,Turnover by M. Christie (bad pass; steal by M. Strus),,3,72,73,-1,2002.0
2:34.0,J. Butler makes 2-pt dunk from 1 ft (assist by V. Oladipo),74-73, ,Lead change,3,74,73,1,2006.0
2:19.0, ,74-75,W. Gabriel makes 2-pt hook shot from 5 ft (assist by M. Christie),Lead change,3,74,75,-1,2021.0
2:04.0,M. Strus misses 3-pt jump shot from 27 ft,74-75, ,,3,74,75,-1,2036.0
2:03.0, ,74-75,Defensive rebound by R. Westbrook,,3,74,75,-1,2037.0
1:55.0, ,74-75,P. Beverley misses 3-pt jump shot from 26 ft,,3,74,75,-1,2045.0
1:54.0,Defensive rebound by Team,74-75, ,,3,74,75,-1,2046.0
1:54.0, ,74-75,Loose ball foul by W. Gabriel (drawn by D. Dedmon),,3,74,75,-1,2046.0
1:54.0,B. Adebayo enters the game for J. Butler,74-75, ,,3,74,75,-1,2046.0
1:54.0,T. Herro enters the game for D. Dedmon,74-75, ,,3,74,75,-1,2046.0
1:54.0, ,74-75,D. Schröder enters the game for M. Christie,,3,74,75,-1,2046.0
1:43.0,Personal foul by R. Westbrook (drawn by B. Adebayo),74-75, ,,3,74,75,-1,2057.0
1:43.0,B. Adebayo makes free throw 1 of 2,75-75, ,Tie,3,75,75,0,2057.0
1:43.0,B. Adebayo makes free throw 2 of 2,76-75, ,Lead change,3,76,75,1,2057.0
1:22.0, ,76-75,R. Westbrook misses 3-pt jump shot from 26 ft,,3,76,75,1,2078.0
1:19.0,Defensive rebound by V. Oladipo,76-75, ,,3,76,75,1,2081.0
1:11.0,B. Adebayo makes 2-pt jump shot from 10 ft (assist by M. Strus),78-75, ,,3,78,75,3,2089.0
0:55.0, ,78-77,R. Westbrook makes 2-pt layup from 2 ft,,3,78,77,1,2105.0
0:37.0,B. Adebayo misses 2-pt hook shot from 8 ft,78-77, ,,3,78,77,1,2123.0
0:35.0, ,78-77,Defensive rebound by W. Gabriel,,3,78,77,1,2125.0
0:22.0, ,78-79,K. Nunn makes 2-pt jump shot from 15 ft,Lead change,3,78,79,-1,2138.0
0:06.0,Turnover by V. Oladipo (lost ball; steal by P. Beverley),78-79, ,,3,78,79,-1,2154.0
0:06.0, ,78-79,J. Toscano-Anderson enters the game for K. Nunn,,3,78,79,-1,2154.0
0:03.0,Jump ball: P. Beverley vs. V. Oladipo (P. Beverley gains possession),78-79,,,3,78,79,-1,2157.0
0:00.0,End of 3rd quarter,78-79,,,3,78,79,-1,2160.0
12:00.0,Start of 4th quarter,78-79,,,4,78,79,-1,2160.0
11:36.0, ,78-79,W. Gabriel misses 2-pt jump shot from 11 ft,,4,78,79,-1,2184.0
11:32.0,Defensive rebound by B. Adebayo,78-79, ,,4,78,79,-1,2188.0
11:20.0,V. Oladipo misses 2-pt jump shot from 17 ft,78-79, ,,4,78,79,-1,2200.0
11:16.0, ,78-79,Defensive rebound by W. Gabriel,,4,78,79,-1,2204.0
11:14.0, ,78-79,Offensive foul by W. Gabriel (drawn by G. Vincent),,4,78,79,-1,2206.0
11:14.0, ,78-79,Turnover by W. Gabriel (offensive foul),,4,78,79,-1,2206.0
10:58.0,T. Herro makes 2-pt jump shot from 8 ft,80-79, ,Lead change,4,80,79,1,2222.0
10:33.0, ,80-79,W. Gabriel misses 2-pt hook shot from 9 ft,,4,80,79,1,2247.0
10:30.0,Defensive rebound by V. Oladipo,80-79, ,,4,80,79,1,2250.0
10:10.0,T. Herro misses 2-pt jump shot from 13 ft,80-79, ,,4,80,79,1,2270.0
10:05.0, ,80-79,Defensive rebound by R. Westbrook,,4,80,79,1,2275.0
10:03.0, ,80-79,K. Nunn misses 2-pt layup from 4 ft,,4,80,79,1,2277.0
10:01.0,Defensive rebound by B. Adebayo,80-79, ,,4,80,79,1,2279.0
9:55.0,V. Oladipo makes 3-pt jump shot from 28 ft (assist by G. Vincent),83-79, ,,4,83,79,4,2285.0
9:33.0, ,83-81,J. Toscano-Anderson makes 2-pt layup from 3 ft (assist by D. Schröder),,4,83,81,2,2307.0
9:17.0,Shooting foul by J. Toscano-Anderson (drawn by M. Strus),83-81, ,,4,83,81,2,2323.0
9:17.0,M. Strus makes free throw 1 of 3,84-81, ,,4,84,81,3,2323.0
9:17.0,M. Strus makes free throw 2 of 3,85-81, ,,4,85,81,4,2323.0
9:17.0, ,85-81,T. Bryant enters the game for W. Gabriel,,4,85,81,4,2323.0
9:17.0, ,85-81,A. Reaves enters the game for K. Nunn,,4,85,81,4,2323.0
9:17.0,M. Strus makes free throw 3 of 3,86-81, ,,4,86,81,5,2323.0
9:09.0, ,86-81,R. Westbrook misses 3-pt jump shot from 25 ft,,4,86,81,5,2331.0
9:04.0, ,86-81,Offensive rebound by J. Toscano-Anderson,,4,86,81,5,2336.0
9:00.0, ,86-81,A. Reaves misses 2-pt jump shot from 16 ft,,4,86,81,5,2340.0
8:55.0, ,86-81,Offensive rebound by A. Reaves,,4,86,81,5,2345.0
8:53.0, ,86-83,A. Reaves makes 2-pt layup from 3 ft,,4,86,83,3,2347.0
8:42.0,B. Adebayo misses 2-pt hook shot from 7 ft,86-83, ,,4,86,83,3,2358.0
8:39.0, ,86-83,Defensive rebound by Team,,4,86,83,3,2361.0
8:39.0,Violation by Team (kicked ball),86-83, ,,4,86,83,3,2361.0
8:29.0, ,86-83,R. Westbrook misses 3-pt jump shot from 23 ft,,4,86,83,3,2371.0
8:26.0,Defensive rebound by V. Oladipo,86-83, ,,4,86,83,3,2374.0
8:13.0,V. Oladipo misses 2-pt jump shot from 9 ft,86-83, ,,4,86,83,3,2387.0
8:09.0,Offensive rebound by V. Oladipo,86-83, ,,4,86,83,3,2391.0
8:09.0,T. Herro makes 3-pt jump shot from 28 ft (assist by V. Oladipo),89-83, ,,4,89,83,6,2391.0
7:44.0, ,89-85,T. Bryant makes 2-pt jump shot from 11 ft,,4,89,85,4,2416.0
7:30.0,Personal foul by R. Westbrook (drawn by V. Oladipo),89-85, ,,4,89,85,4,2430.0
7:30.0, ,89-85,P. Beverley enters the game for R. Westbrook,,4,89,85,4,2430.0
7:14.0,M. Strus misses 3-pt jump shot from 28 ft,89-85, ,,4,89,85,4,2446.0
7:12.0, ,89-85,Defensive rebound by D. Schröder,,4,89,85,4,2448.0
6:58.0, ,89-87,T. Bryant makes 2-pt dunk from 1 ft (assist by P. Beverley),,4,89,87,2,2462.0
6:58.0,Miami full timeout,89-87, ,,4,89,87,2,2462.0
6:58.0,J. Butler enters the game for M. Strus,89-87, ,,4,89,87,2,2462.0
6:58.0,K. Lowry enters the game for G. Vincent,89-87, ,,4,89,87,2,2462.0
6:41.0,Turnover by T. Herro (bad pass; steal by D. Schröder),89-87, ,,4,89,87,2,2479.0
6:29.0, ,89-87,Personal foul by T. Herro (drawn by J. Toscano-Anderson),,4,89,87,2,2491.0
6:16.0, ,89-87,Turnover by J. Toscano-Anderson (traveling),,4,89,87,2,2504.0
5:57.0,J. Butler misses 2-pt layup from 5 ft,89-87, ,,4,89,87,2,2523.0
5:57.0,Offensive rebound by B. Adebayo,89-87, ,,4,89,87,2,2523.0
5:57.0,Shooting foul by J. Toscano-Anderson (drawn by B. Adebayo),89-87, ,,4,89,87,2,2523.0
5:57.0,B. Adebayo makes free throw 1 of 2,90-87, ,,4,90,87,3,2523.0
5:57.0, ,90-87,R. Westbrook enters the game for J. Toscano-Anderson,,4,90,87,3,2523.0
5:57.0,B. Adebayo misses free throw 2 of 2,90-87, ,,4,90,87,3,2523.0
5:55.0, ,90-87,Defensive rebound by T. Bryant,,4,90,87,3,2525.0
5:41.0, ,90-87,Shooting foul by B. Adebayo (drawn by D. Schröder),,4,90,87,3,2539.0
5:41.0, ,90-87,LA Lakers full timeout,,4,90,87,3,2539.0
5:41.0, ,90-88,D. Schröder makes free throw 1 of 2,,4,90,88,2,2539.0
5:41.0, ,90-89,D. Schröder makes free throw 2 of 2,,4,90,89,1,2539.0
5:27.0,Turnover by B. Adebayo (bad pass; steal by R. Westbrook),90-89, ,,4,90,89,1,2553.0
5:22.0, ,90-92,D. Schröder makes 3-pt jump shot from 23 ft (assist by R. Westbrook),Lead change,4,90,92,-2,2558.0
5:04.0,V. Oladipo misses 3-pt jump shot from 26 ft,90-92, ,,4,90,92,-2,2576.0
5:01.0, ,90-92,Defensive rebound by T. Bryant,,4,90,92,-2,2579.0
4:42.0, ,90-94,T. Bryant makes 2-pt hook shot from 6 ft (assist by R. Westbrook),,4,90,94,-4,2598.0
4:37.0,Personal foul by P. Beverley (drawn by K. Lowry),90-94, ,,4,90,94,-4,2603.0
4:22.0,K. Lowry misses 3-pt jump shot from 22 ft (block by P. Beverley),90-94, ,,4,90,94,-4,2618.0
4:21.0,Offensive rebound by Team,90-94, ,,4,90,94,-4,2619.0
4:17.0,B. Adebayo makes 2-pt jump shot from 15 ft (assist by T. Herro),92-94, ,,4,92,94,-2,2623.0
3:49.0, ,92-94,R. Westbrook misses 2-pt jump shot from 13 ft,,4,92,94,-2,2651.0
3:46.0, ,92-94,Offensive rebound by T. Bryant,,4,92,94,-2,2654.0
3:46.0, ,92-96,T. Bryant makes 2-pt layup from 5 ft,,4,92,96,-4,2654.0
3:46.0, ,92-96,Shooting foul by K. Lowry (drawn by T. Bryant),,4,92,96,-4,2654.0
3:46.0, ,92-97,T. Bryant makes free throw 1 of 1,,4,92,97,-5,2654.0
3:32.0,J. Butler misses 2-pt layup from 6 ft,92-97, ,,4,92,97,-5,2668.0
3:32.0,Offensive rebound by Team,92-97, ,,4,92,97,-5,2668.0
3:32.0, ,92-97,Loose ball foul by P. Beverley (drawn by J. Butler),,4,92,97,-5,2668.0
3:32.0,J. Butler makes free throw 1 of 2,93-97, ,,4,93,97,-4,2668.0
3:32.0,J. Butler makes free throw 2 of 2,94-97, ,,4,94,97,-3,2668.0
3:17.0, ,94-99,R. Westbrook makes 2-pt layup from 3 ft,,4,94,99,-5,2683.0
3:17.0, ,94-99,Shooting foul by T. Herro (drawn by R. Westbrook),,4,94,99,-5,2683.0
3:17.0, ,94-99,R. Westbrook misses free throw 1 of 1,,4,94,99,-5,2683.0
3:15.0,Defensive rebound by J. Butler,94-99, ,,4,94,99,-5,2685.0
3:11.0,Miami full timeout,94-99, ,,4,94,99,-5,2689.0
2:57.0,Shooting foul by A. Reaves (drawn by K. Lowry),94-99, ,,4,94,99,-5,2703.0
2:57.0,K. Lowry makes free throw 1 of 2,95-99, ,,4,95,99,-4,2703.0
2:57.0,K. Lowry makes free throw 2 of 2,96-99, ,,4,96,99,-3,2703.0
2:35.0, ,96-99,Shooting foul by V. Oladipo (drawn by D. Schröder),,4,96,99,-3,2725.0
2:35.0, ,96-100,D. Schröder makes free throw 1 of 3,,4,96,100,-4,2725.0
2:35.0, ,96-101,D. Schröder makes free throw 2 of 3,,4,96,101,-5,2725.0
2:35.0, ,96-102,D. Schröder makes free throw 3 of 3,,4,96,102,-6,2725.0
2:24.0,J. Butler makes 3-pt jump shot from 26 ft,99-102, ,,4,99,102,-3,2736.0
2:01.0, ,99-104,T. Bryant makes 2-pt dunk at rim (assist by R. Westbrook),,4,99,104,-5,2759.0
1:39.0,V. Oladipo makes 2-pt jump shot from 7 ft,101-104, ,,4,101,104,-3,2781.0
1:18.0, ,101-104,D. Schröder misses 2-pt layup from 11 ft (block by B. Adebayo),,4,101,104,-3,2802.0
1:18.0, ,101-104,Offensive rebound by Team,,4,101,104,-3,2802.0
1:15.0, ,101-104,R. Westbrook misses 2-pt jump shot from 10 ft,,4,101,104,-3,2805.0
1:13.0,Defensive rebound by V. Oladipo,101-104, ,,4,101,104,-3,2807.0
1:03.0,J. Butler misses 2-pt jump shot from 7 ft,101-104, ,,4,101,104,-3,2817.0
1:03.0,Offensive rebound by B. Adebayo,101-104, ,,4,101,104,-3,2817.0
1:02.0,B. Adebayo misses 2-pt layup from 4 ft,101-104, ,,4,101,104,-3,2818.0
1:02.0,Offensive rebound by B. Adebayo,101-104, ,,4,101,104,-3,2818.0
1:00.0,B. Adebayo makes 2-pt layup at rim,103-104, ,,4,103,104,-1,2820.0
0:43.0, ,103-104,Shooting foul by V. Oladipo (drawn by D. Schröder),,4,103,104,-1,2837.0
0:43.0, ,103-105,D. Schröder makes free throw 1 of 2,,4,103,105,-2,2837.0
0:43.0, ,103-106,D. Schröder makes free throw 2 of 2,,4,103,106,-3,2837.0
0:40.0, ,103-106,LA Lakers full timeout,,4,103,106,-3,2840.0
0:40.0,C. Martin enters the game for T. Herro,103-106, ,,4,103,106,-3,2840.0
0:40.0, ,103-106,Instant Replay (Challenge: Ruling Stands),,4,103,106,-3,2840.0
0:40.0,Shooting foul by A. Reaves (drawn by V. Oladipo),103-106, ,,4,103,106,-3,2840.0
0:40.0,V. Oladipo misses free throw 1 of 2,103-106, ,,4,103,106,-3,2840.0
0:40.0,Offensive rebound by Team,103-106, ,,4,103,106,-3,2840.0
0:40.0,V. Oladipo makes free throw 2 of 2,104-106, ,,4,104,106,-2,2840.0
0:20.0, ,104-108,D. Schröder makes 2-pt layup from 2 ft,,4,104,108,-4,2860.0
0:20.0,Miami full timeout,104-108, ,,4,104,108,-4,2860.0
0:20.0,T. Herro enters the game for C. Martin,104-108, ,,4,104,108,-4,2860.0
0:20.0,M. Strus enters the game for V. Oladipo,104-108, ,,4,104,108,-4,2860.0
0:20.0, ,104-108,W. Gabriel enters the game for T. Bryant,,4,104,108,-4,2860.0
0:20.0, ,104-108,J. Toscano-Anderson enters the game for A. Reaves,,4,104,108,-4,2860.0
0:15.0,J. Butler misses 2-pt layup from 4 ft,104-108, ,,4,104,108,-4,2865.0
0:15.0,Offensive rebound by B. Adebayo,104-108, ,,4,104,108,-4,2865.0
0:15.0,B. Adebayo makes 2-pt dunk at rim,106-108, ,,4,106,108,-2,2865.0
0:15.0, ,106-108,LA Lakers full timeout,,4,106,108,-2,2865.0
0:15.0,V. Oladipo enters the game for M. Strus,106-108, ,,4,106,108,-2,2865.0
0:15.0, ,106-108,T. Bryant enters the game for W. Gabriel,,4,106,108,-2,2865.0
0:15.0, ,106-108,A. Reaves enters the game for J. Toscano-Anderson,,4,106,108,-2,2865.0
0:14.0, ,106-110,R. Westbrook makes 2-pt layup from 2 ft (assist by A. Reaves),,4,106,110,-4,2866.0
0:14.0, ,106-110,Shooting foul by V. Oladipo (drawn by R. Westbrook),,4,106,110,-4,2866.0
0:14.0,M. Strus enters the game for V. Oladipo,106-110, ,,4,106,110,-4,2866.0
0:14.0, ,106-110,W. Gabriel enters the game for T. Bryant,,4,106,110,-4,2866.0
0:14.0, ,106-110,J. Toscano-Anderson enters the game for A. Reaves,,4,106,110,-4,2866.0
0:14.0, ,106-110,R. Westbrook misses free throw 1 of 1,,4,106,110,-4,2866.0
0:11.0,Defensive rebound by T. Herro,106-110, ,,4,106,110,-4,2869.0
0:08.0,M. Strus misses 3-pt jump shot from 25 ft,106-110, ,,4,106,110,-4,2872.0
0:04.0,Offensive rebound by K. Lowry,106-110, ,,4,106,110,-4,2876.0
0:04.0,M. Strus makes 3-pt jump shot from 26 ft (assist by K. Lowry),109-110, ,,4,109,110,-1,2876.0
0:03.0, ,109-110,Personal take foul by K. Lowry (drawn by D. Schröder),,4,109,110,-1,2877.0
0:03.0, ,109-111,D. Schröder makes free throw 1 of 2,,4,109,111,-2,2877.0
0:03.0, ,109-112,D. Schröder makes free throw 2 of 2,,4,109,112,-3,2877.0
0:00.0,J. Butler misses 3-pt jump shot from 26 ft,109-112, ,,4,109,112,-3,2880.0
0:00.0,Offensive rebound by Team,109-112, ,,4,109,112,-3,2880.0
0:00.0,End of 4th quarter,109-112,,,4,109,112,-3,2880.0
