Time,Portland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
0:28.0,Defensive rebound by Team,69-81, ,,3,81,69,12,2132.0
0:28.0, ,69-81,Loose ball foul by G. Vincent (drawn by J. Hart),,3,81,69,12,2132.0
0:28.0,J. Hart makes free throw 1 of 2,70-81, ,,3,81,70,11,2132.0
0:28.0,J. Hart makes free throw 2 of 2,71-81, ,,3,81,71,10,2132.0
0:03.0, ,71-81,K. Lowry misses 3-pt jump shot from 23 ft,,3,81,71,10,2157.0
0:01.0,Defensive rebound by J. Hart,71-81, ,,3,81,71,10,2159.0
0:00.0,Shooting foul by G. Vincent (drawn by J. Hart),71-81, ,,3,81,71,10,2160.0
0:00.0,J. Hart makes free throw 1 of 3,72-81, ,,3,81,72,9,2160.0
0:00.0,J. Hart makes free throw 2 of 3,73-81, ,,3,81,73,8,2160.0
0:00.0,J. Hart misses free throw 3 of 3,73-81, ,,3,81,73,8,2160.0
0:00.0, ,73-81,Defensive rebound by D. Dedmon,,3,81,73,8,2160.0
0:00.0,End of 3rd quarter,73-81,,,3,81,73,8,2160.0
12:00.0,Start of 4th quarter,73-81,,,4,81,73,8,2160.0
11:42.0, ,73-84,M. Strus makes 3-pt jump shot from 24 ft (assist by B. Adebayo),,4,84,73,11,2178.0
11:13.0,A. Simons misses 3-pt jump shot from 26 ft,73-84, ,,4,84,73,11,2207.0
11:10.0, ,73-84,Defensive rebound by B. Adebayo,,4,84,73,11,2210.0
10:57.0, ,73-84,M. Strus misses 3-pt jump shot from 28 ft,,4,84,73,11,2223.0
10:54.0,Defensive rebound by T. Watford,73-84, ,,4,84,73,11,2226.0
10:46.0,J. Winslow makes 2-pt layup from 1 ft,75-84, ,,4,84,75,9,2234.0
10:24.0, ,75-84,D. Robinson misses 3-pt jump shot from 26 ft,,4,84,75,9,2256.0
10:21.0,Defensive rebound by J. Nurkić,75-84, ,,4,84,75,9,2259.0
10:09.0,J. Winslow makes 2-pt jump shot from 8 ft,77-84, ,,4,84,77,7,2271.0
9:56.0, ,77-84,B. Adebayo misses 2-pt jump shot from 12 ft,,4,84,77,7,2284.0
9:53.0,Defensive rebound by T. Watford,77-84, ,,4,84,77,7,2287.0
9:37.0,A. Simons makes 3-pt jump shot from 27 ft (assist by T. Watford),80-84, ,,4,84,80,4,2303.0
9:37.0, ,80-84,Miami full timeout,,4,84,80,4,2303.0
9:18.0, ,80-86,B. Adebayo makes 2-pt layup from 1 ft (assist by D. Robinson),,4,86,80,6,2322.0
9:03.0,Turnover by J. Nurkić (traveling),80-86, ,,4,86,80,6,2337.0
8:44.0, ,80-86,B. Adebayo misses 2-pt jump shot from 8 ft,,4,86,80,6,2356.0
8:42.0,Defensive rebound by J. Winslow,80-86, ,,4,86,80,6,2358.0
8:28.0,A. Simons makes 2-pt layup from 3 ft,82-86, ,,4,86,82,4,2372.0
8:07.0, ,82-89,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Robinson),,4,89,82,7,2393.0
7:37.0,T. Watford misses 2-pt jump shot from 17 ft,82-89, ,,4,89,82,7,2423.0
7:34.0, ,82-89,Defensive rebound by K. Lowry,,4,89,82,7,2426.0
7:30.0, ,82-91,M. Strus makes 2-pt dunk from 1 ft (assist by K. Lowry),,4,91,82,9,2430.0
7:08.0,J. Winslow misses 2-pt layup from 2 ft,82-91, ,,4,91,82,9,2452.0
7:06.0,Offensive rebound by J. Nurkić,82-91, ,,4,91,82,9,2454.0
7:04.0,J. Nurkić makes 2-pt layup from 6 ft,84-91, ,,4,91,84,7,2456.0
6:54.0, ,84-91,G. Vincent misses 3-pt jump shot from 25 ft,,4,91,84,7,2466.0
6:51.0,Defensive rebound by J. Nurkić,84-91, ,,4,91,84,7,2469.0
6:34.0,A. Simons misses 3-pt jump shot from 27 ft,84-91, ,,4,91,84,7,2486.0
6:32.0, ,84-91,Defensive rebound by Team,,4,91,84,7,2488.0
6:32.0,D. Lillard enters the game for S. Sharpe,84-91, ,,4,91,84,7,2488.0
6:32.0, ,84-91,J. Butler enters the game for G. Vincent,,4,91,84,7,2488.0
6:15.0, ,84-93,K. Lowry makes 2-pt jump shot from 11 ft,,4,93,84,9,2505.0
6:15.0, ,84-93,Shooting foul by J. Nurkić (drawn by K. Lowry),,4,93,84,9,2505.0
6:15.0,J. Grant enters the game for J. Nurkić,84-93, ,,4,93,84,9,2505.0
6:15.0,J. Hart enters the game for A. Simons,84-93, ,,4,93,84,9,2505.0
6:15.0,N. Little enters the game for T. Watford,84-93, ,,4,93,84,9,2505.0
6:15.0, ,84-94,K. Lowry makes free throw 1 of 1,,4,94,84,10,2505.0
6:09.0,Shooting foul by D. Robinson (drawn by D. Lillard),84-94, ,,4,94,84,10,2511.0
6:09.0,D. Lillard makes free throw 1 of 2,85-94, ,,4,94,85,9,2511.0
6:09.0,D. Lillard makes free throw 2 of 2,86-94, ,,4,94,86,8,2511.0
6:09.0, ,86-94,C. Martin enters the game for D. Robinson,,4,94,86,8,2511.0
5:50.0, ,86-96,B. Adebayo makes 2-pt layup from 1 ft,,4,96,86,10,2530.0
5:29.0,N. Little makes 3-pt jump shot from 26 ft (assist by J. Hart),89-96, ,,4,96,89,7,2551.0
5:01.0, ,89-96,J. Butler misses 2-pt jump shot from 19 ft,,4,96,89,7,2579.0
4:58.0,Defensive rebound by N. Little,89-96, ,,4,96,89,7,2582.0
4:55.0,Turnover by D. Lillard (lost ball; steal by J. Butler),89-96, ,,4,96,89,7,2585.0
4:53.0, ,89-96,Shooting foul by N. Little (drawn by J. Butler),,4,96,89,7,2587.0
4:53.0, ,89-97,J. Butler makes free throw 1 of 2,,4,97,89,8,2587.0
4:53.0,A. Simons enters the game for N. Little,89-97, ,,4,97,89,8,2587.0
4:53.0, ,89-98,J. Butler makes free throw 2 of 2,,4,98,89,9,2587.0
4:35.0,J. Winslow makes 2-pt dunk from 1 ft (assist by J. Hart),91-98, ,,4,98,91,7,2605.0
4:08.0, ,91-98,C. Martin misses 2-pt jump shot from 17 ft,,4,98,91,7,2632.0
4:08.0, ,91-98,Offensive rebound by Team,,4,98,91,7,2632.0
4:08.0, ,91-98,Turnover by Team (shot clock),,4,98,91,7,2632.0
3:51.0,Portland full timeout,91-98, ,,4,98,91,7,2649.0
3:46.0,A. Simons makes 2-pt jump shot from 11 ft (assist by J. Hart),93-98, ,,4,98,93,5,2654.0
3:18.0, ,93-98,J. Butler misses 2-pt jump shot from 18 ft,,4,98,93,5,2682.0
3:15.0,Defensive rebound by Team,93-98, ,,4,98,93,5,2685.0
3:15.0,Portland full timeout,93-98, ,,4,98,93,5,2685.0
3:15.0, ,93-98,G. Vincent enters the game for C. Martin,,4,98,93,5,2685.0
2:54.0,J. Grant makes 3-pt jump shot from 23 ft (assist by J. Hart),96-98, ,,4,98,96,2,2706.0
2:34.0, ,96-98,M. Strus misses 3-pt jump shot from 26 ft,,4,98,96,2,2726.0
2:30.0,Defensive rebound by D. Lillard,96-98, ,,4,98,96,2,2730.0
2:21.0,D. Lillard makes 2-pt layup from 2 ft,98-98, ,Tie,4,98,98,0,2739.0
2:05.0, ,98-98,Personal foul by J. Hart (drawn by B. Adebayo),,4,98,98,0,2755.0
1:57.0, ,98-100,J. Butler makes 2-pt layup from 2 ft (assist by B. Adebayo),,4,100,98,2,2763.0
1:40.0,A. Simons makes 2-pt jump shot from 3 ft,100-100, ,Tie,4,100,100,0,2780.0
1:40.0,Shooting foul by K. Lowry (drawn by A. Simons),100-100, ,,4,100,100,0,2780.0
1:40.0,A. Simons makes free throw 1 of 1,101-100, ,Lead change,4,100,101,-1,2780.0
1:26.0, ,101-100,Shooting foul by J. Winslow (drawn by G. Vincent),,4,100,101,-1,2794.0
1:26.0, ,101-101,G. Vincent makes free throw 1 of 2,Tie,4,101,101,0,2794.0
1:26.0, ,101-102,G. Vincent makes free throw 2 of 2,Lead change,4,102,101,1,2794.0
1:11.0,Shooting foul by M. Strus (drawn by D. Lillard),101-102, ,,4,102,101,1,2809.0
1:11.0,D. Lillard misses free throw 1 of 2,101-102, ,,4,102,101,1,2809.0
1:11.0,Offensive rebound by Team,101-102, ,,4,102,101,1,2809.0
1:11.0,D. Lillard makes free throw 2 of 2,102-102, ,Tie,4,102,102,0,2809.0
0:52.0, ,102-102,Shooting foul by J. Winslow (drawn by J. Butler),,4,102,102,0,2828.0
0:52.0, ,102-103,J. Butler makes free throw 1 of 2,,4,103,102,1,2828.0
0:52.0, ,102-103,C. Martin enters the game for M. Strus,,4,103,102,1,2828.0
0:52.0, ,102-104,J. Butler makes free throw 2 of 2,,4,104,102,2,2828.0
0:29.0,J. Grant makes 3-pt jump shot from 23 ft (assist by D. Lillard),105-104, ,Lead change,4,104,105,-1,2851.0
0:14.0, ,105-104,J. Butler misses 2-pt jump shot from 9 ft,,4,104,105,-1,2866.0
0:14.0, ,105-104,Offensive rebound by Team,,4,104,105,-1,2866.0
0:14.0, ,105-104,M. Strus enters the game for C. Martin,,4,104,105,-1,2866.0
0:11.0, ,105-104,Instant Replay (Challenge: Ruling Stands),,4,104,105,-1,2869.0
0:11.0,Portland full timeout,105-104, ,,4,104,105,-1,2869.0
0:11.0, ,105-104,Offensive foul by B. Adebayo (drawn by A. Simons),,4,104,105,-1,2869.0
0:11.0, ,105-104,Turnover by B. Adebayo (offensive foul),,4,104,105,-1,2869.0
0:11.0, ,105-104,C. Martin enters the game for M. Strus,,4,104,105,-1,2869.0
0:08.0,Personal foul by K. Lowry (drawn by A. Simons),105-104, ,,4,104,105,-1,2872.0
0:08.0,A. Simons makes free throw 1 of 2,106-104, ,,4,104,106,-2,2872.0
0:08.0,A. Simons makes free throw 2 of 2,107-104, ,,4,104,107,-3,2872.0
0:08.0, ,107-104,Miami full timeout,,4,104,107,-3,2872.0
0:08.0, ,107-104,D. Robinson enters the game for C. Martin,,4,104,107,-3,2872.0
0:08.0, ,107-104,M. Strus enters the game for G. Vincent,,4,104,107,-3,2872.0
0:06.0, ,107-107,M. Strus makes 3-pt jump shot from 23 ft (assist by K. Lowry),Tie,4,107,107,0,2874.0
0:00.0,J. Hart makes 3-pt jump shot from 23 ft (assist by D. Lillard),110-107, ,,4,107,110,-3,2880.0
0:00.0,Instant Replay (Request: Ruling Stands),110-107, ,,4,107,110,-3,2880.0
0:00.0,End of 4th quarter,110-107,,,4,107,110,-3,2880.0
