Time,Miami,Score,Chicago,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
1:41.0,J. Butler makes free throw 1 of 2,72-88, ,,3,72,88,-16,2059.0
1:41.0,V. Oladipo enters the game for G. Vincent,72-88, ,,3,72,88,-16,2059.0
1:41.0,J. Butler makes free throw 2 of 2,73-88, ,,3,73,88,-15,2059.0
1:26.0, ,73-88,Shooting foul by C. Martin (drawn by D. DeRozan),,3,73,88,-15,2074.0
1:26.0, ,73-89,D. DeRozan makes free throw 1 of 2,,3,73,89,-16,2074.0
1:26.0, ,73-90,D. DeRozan makes free throw 2 of 2,,3,73,90,-17,2074.0
1:03.0,C. Martin misses 3-pt jump shot from 24 ft,73-90, ,,3,73,90,-17,2097.0
0:59.0,Offensive rebound by H. Highsmith,73-90, ,,3,73,90,-17,2101.0
0:59.0,H. Highsmith makes 2-pt layup at rim,75-90, ,,3,75,90,-15,2101.0
0:43.0, ,75-90,P. Williams misses 2-pt hook shot from 7 ft,,3,75,90,-15,2117.0
0:41.0,Defensive rebound by C. Martin,75-90, ,,3,75,90,-15,2119.0
0:36.0,C. Martin misses 2-pt layup from 1 ft,75-90, ,,3,75,90,-15,2124.0
0:34.0, ,75-90,Defensive rebound by P. Williams,,3,75,90,-15,2126.0
0:13.0, ,75-90,Turnover by Team (shot clock),,3,75,90,-15,2147.0
0:13.0,T. Herro enters the game for H. Highsmith,75-90, ,,3,75,90,-15,2147.0
0:04.0,V. Oladipo misses 3-pt jump shot from 26 ft (block by P. Williams),75-90, ,,3,75,90,-15,2156.0
0:01.0,Offensive rebound by V. Oladipo,75-90, ,,3,75,90,-15,2159.0
0:01.0,V. Oladipo makes 2-pt jump shot from 11 ft,77-90, ,,3,77,90,-13,2159.0
0:00.0,End of 3rd quarter,77-90,,,3,77,90,-13,2160.0
12:00.0,Start of 4th quarter,77-90,,,4,77,90,-13,2160.0
11:46.0,B. Adebayo misses 2-pt layup from 2 ft (block by N. Vučević),77-90, ,,4,77,90,-13,2174.0
11:44.0,Offensive rebound by B. Adebayo,77-90, ,,4,77,90,-13,2176.0
11:37.0,B. Adebayo misses 2-pt jump shot from 17 ft,77-90, ,,4,77,90,-13,2183.0
11:35.0,Offensive rebound by C. Martin,77-90, ,,4,77,90,-13,2185.0
11:32.0,M. Strus makes 3-pt jump shot from 22 ft (assist by V. Oladipo),80-90, ,,4,80,90,-10,2188.0
11:04.0, ,80-90,D. DeRozan misses 2-pt jump shot from 14 ft,,4,80,90,-10,2216.0
11:02.0,Defensive rebound by M. Strus,80-90, ,,4,80,90,-10,2218.0
10:50.0,M. Strus misses 3-pt jump shot from 23 ft,80-90, ,,4,80,90,-10,2230.0
10:47.0, ,80-90,Defensive rebound by N. Vučević,,4,80,90,-10,2233.0
10:36.0, ,80-90,Turnover by A. Dosunmu (traveling),,4,80,90,-10,2244.0
10:14.0,M. Strus makes 3-pt jump shot from 23 ft (assist by C. Martin),83-90, ,,4,83,90,-7,2266.0
10:14.0,Shooting foul by C. White (drawn by M. Strus),83-90, ,,4,83,90,-7,2266.0
10:14.0,Instant Replay (Request: Ruling Stands),83-90, ,,4,83,90,-7,2266.0
10:14.0,M. Strus makes free throw 1 of 1,84-90, ,,4,84,90,-6,2266.0
10:02.0, ,84-93,C. White makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,4,84,93,-9,2278.0
9:44.0,B. Adebayo makes 2-pt jump shot from 14 ft (assist by M. Strus),86-93, ,,4,86,93,-7,2296.0
9:32.0, ,86-93,Turnover by N. Vučević (bad pass; steal by B. Adebayo),,4,86,93,-7,2308.0
9:28.0,Shooting foul by N. Vučević (drawn by B. Adebayo),86-93, ,,4,86,93,-7,2312.0
9:28.0,B. Adebayo misses free throw 1 of 2,86-93, ,,4,86,93,-7,2312.0
9:28.0,Offensive rebound by Team,86-93, ,,4,86,93,-7,2312.0
9:28.0, ,86-93,P. Beverley enters the game for A. Dosunmu,,4,86,93,-7,2312.0
9:28.0,B. Adebayo makes free throw 2 of 2,87-93, ,,4,87,93,-6,2312.0
9:06.0, ,87-93,D. DeRozan misses 3-pt jump shot from 27 ft,,4,87,93,-6,2334.0
9:04.0, ,87-93,Offensive rebound by P. Beverley,,4,87,93,-6,2336.0
8:53.0, ,87-93,C. White misses 3-pt jump shot from 26 ft,,4,87,93,-6,2347.0
8:50.0,Defensive rebound by T. Herro,87-93, ,,4,87,93,-6,2350.0
8:43.0,T. Herro makes 3-pt jump shot from 25 ft,90-93, ,,4,90,93,-3,2357.0
8:17.0, ,90-96,Z. LaVine makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,4,90,96,-6,2383.0
7:59.0,B. Adebayo makes 2-pt jump shot from 10 ft (assist by T. Herro),92-96, ,,4,92,96,-4,2401.0
7:29.0, ,92-96,C. White misses 3-pt jump shot from 27 ft,,4,92,96,-4,2431.0
7:27.0,Defensive rebound by Team,92-96, ,,4,92,96,-4,2433.0
7:10.0,Turnover by T. Herro (bad pass; steal by C. White),92-96, ,,4,92,96,-4,2450.0
7:03.0, ,92-98,N. Vučević makes 2-pt hook shot from 5 ft (assist by Z. LaVine),,4,92,98,-6,2457.0
7:03.0,Miami full timeout,92-98, ,,4,92,98,-6,2457.0
7:03.0,J. Butler enters the game for B. Adebayo,92-98, ,,4,92,98,-6,2457.0
7:03.0,H. Highsmith enters the game for V. Oladipo,92-98, ,,4,92,98,-6,2457.0
6:40.0,J. Butler misses 3-pt jump shot from 25 ft,92-98, ,,4,92,98,-6,2480.0
6:34.0, ,92-98,Defensive rebound by N. Vučević,,4,92,98,-6,2486.0
6:19.0, ,92-101,C. White makes 3-pt jump shot from 26 ft (assist by P. Beverley),,4,92,101,-9,2501.0
5:58.0,M. Strus misses 2-pt layup from 6 ft,92-101, ,,4,92,101,-9,2522.0
5:56.0,Offensive rebound by C. Martin,92-101, ,,4,92,101,-9,2524.0
5:50.0,M. Strus makes 2-pt layup at rim (assist by C. Martin),94-101, ,,4,94,101,-7,2530.0
5:23.0, ,94-104,D. DeRozan makes 3-pt jump shot from 24 ft (assist by C. White),,4,94,104,-10,2557.0
5:03.0,T. Herro misses 3-pt jump shot from 25 ft,94-104, ,,4,94,104,-10,2577.0
5:00.0, ,94-104,Defensive rebound by N. Vučević,,4,94,104,-10,2580.0
4:39.0, ,94-104,P. Beverley misses 3-pt jump shot from 23 ft (block by T. Herro),,4,94,104,-10,2601.0
4:38.0, ,94-104,Offensive rebound by Team,,4,94,104,-10,2602.0
4:38.0, ,94-104,Turnover by Team (shot clock),,4,94,104,-10,2602.0
4:38.0,B. Adebayo enters the game for H. Highsmith,94-104, ,,4,94,104,-10,2602.0
4:22.0,Offensive foul by B. Adebayo (drawn by P. Beverley),94-104, ,,4,94,104,-10,2618.0
4:22.0,Turnover by B. Adebayo (offensive foul),94-104, ,,4,94,104,-10,2618.0
4:22.0, ,94-104,P. Williams enters the game for P. Beverley,,4,94,104,-10,2618.0
4:03.0, ,94-104,D. DeRozan misses 3-pt jump shot from 27 ft,,4,94,104,-10,2637.0
4:01.0,Defensive rebound by M. Strus,94-104, ,,4,94,104,-10,2639.0
3:44.0,B. Adebayo makes 2-pt hook shot from 6 ft (assist by M. Strus),96-104, ,,4,96,104,-8,2656.0
3:26.0, ,96-107,P. Williams makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,4,96,107,-11,2674.0
3:26.0,Miami full timeout,96-107, ,,4,96,107,-11,2674.0
3:12.0,J. Butler misses 2-pt layup from 2 ft,96-107, ,,4,96,107,-11,2688.0
3:10.0, ,96-107,Defensive rebound by N. Vučević,,4,96,107,-11,2690.0
2:49.0, ,96-107,Turnover by Team (shot clock),,4,96,107,-11,2711.0
2:40.0,M. Strus misses 3-pt jump shot from 26 ft,96-107, ,,4,96,107,-11,2720.0
2:36.0, ,96-107,Defensive rebound by P. Williams,,4,96,107,-11,2724.0
2:23.0, ,96-109,D. DeRozan makes 2-pt layup from 2 ft,,4,96,109,-13,2737.0
2:13.0,Turnover by J. Butler (lost ball; steal by D. DeRozan),96-109, ,,4,96,109,-13,2747.0
1:57.0, ,96-111,N. Vučević makes 2-pt hook shot from 6 ft (assist by C. White),,4,96,111,-15,2763.0
1:47.0,Turnover by T. Herro (bad pass; steal by P. Williams),96-111, ,,4,96,111,-15,2773.0
1:43.0, ,96-113,C. White makes 2-pt layup from 2 ft (assist by Z. LaVine),,4,96,113,-17,2777.0
1:43.0,Miami full timeout,96-113, ,,4,96,113,-17,2777.0
1:43.0,H. Highsmith enters the game for B. Adebayo,96-113, ,,4,96,113,-17,2777.0
1:43.0,D. Robinson enters the game for J. Butler,96-113, ,,4,96,113,-17,2777.0
1:43.0,G. Vincent enters the game for T. Herro,96-113, ,,4,96,113,-17,2777.0
1:43.0,O. Yurtseven enters the game for C. Martin,96-113, ,,4,96,113,-17,2777.0
1:35.0,M. Strus makes 3-pt jump shot from 26 ft (assist by G. Vincent),99-113, ,,4,99,113,-14,2785.0
1:22.0, ,99-113,Turnover by C. White (bad pass; steal by O. Yurtseven),,4,99,113,-14,2798.0
1:15.0,D. Robinson misses 3-pt jump shot from 26 ft,99-113, ,,4,99,113,-14,2805.0
1:12.0,Offensive rebound by H. Highsmith,99-113, ,,4,99,113,-14,2808.0
1:10.0,H. Highsmith misses 2-pt hook shot from 5 ft,99-113, ,,4,99,113,-14,2810.0
1:08.0, ,99-113,Defensive rebound by N. Vučević,,4,99,113,-14,2812.0
0:51.0, ,99-113,D. DeRozan misses 2-pt jump shot from 13 ft,,4,99,113,-14,2829.0
0:49.0,Defensive rebound by O. Yurtseven,99-113, ,,4,99,113,-14,2831.0
0:43.0,D. Robinson misses 3-pt jump shot from 25 ft,99-113, ,,4,99,113,-14,2837.0
0:39.0,Offensive rebound by O. Yurtseven,99-113, ,,4,99,113,-14,2841.0
0:33.0,M. Strus misses 3-pt jump shot from 27 ft,99-113, ,,4,99,113,-14,2847.0
0:32.0, ,99-113,Defensive rebound by Team,,4,99,113,-14,2848.0
0:08.0, ,99-113,Turnover by Team (shot clock),,4,99,113,-14,2872.0
0:00.0,End of 4th quarter,99-113,,,4,99,113,-14,2880.0
