Time,Phoenix,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:25.0, ,84-76,Loose ball foul by G. Vincent (drawn by D. Ayton),,3,76,84,-8,2015.0
2:22.0,Personal foul by J. Butler (drawn by D. Booker),84-76, ,,3,76,84,-8,2018.0
2:17.0,D. Washington misses 3-pt jump shot from 23 ft,84-76, ,,3,76,84,-8,2023.0
2:13.0, ,84-76,Defensive rebound by J. Butler,,3,76,84,-8,2027.0
2:06.0, ,84-76,J. Butler misses 2-pt layup from 4 ft (block by M. Bridges),,3,76,84,-8,2034.0
2:01.0,Defensive rebound by D. Lee,84-76, ,,3,76,84,-8,2039.0
1:55.0,Phoenix full timeout,84-76, ,,3,76,84,-8,2045.0
1:55.0,J. Landale enters the game for D. Ayton,84-76, ,,3,76,84,-8,2045.0
1:48.0,D. Washington makes 2-pt layup from 3 ft,86-76, ,,3,76,86,-10,2052.0
1:48.0, ,86-76,Violation by Team (def goaltending),,3,76,86,-10,2052.0
1:26.0, ,86-78,J. Butler makes 2-pt jump shot from 10 ft,,3,78,86,-8,2074.0
1:15.0,D. Booker misses 3-pt jump shot from 24 ft,86-78, ,,3,78,86,-8,2085.0
1:12.0, ,86-78,Defensive rebound by J. Butler,,3,78,86,-8,2088.0
1:02.0, ,86-78,J. Butler misses 3-pt jump shot from 27 ft,,3,78,86,-8,2098.0
0:59.0,Defensive rebound by D. Booker,86-78, ,,3,78,86,-8,2101.0
0:55.0,D. Lee makes 3-pt jump shot from 23 ft (assist by D. Washington),89-78, ,,3,78,89,-11,2105.0
0:43.0, ,89-81,D. Dedmon makes 3-pt jump shot from 26 ft (assist by G. Vincent),,3,81,89,-8,2117.0
0:31.0,D. Booker misses 2-pt jump shot from 11 ft,89-81, ,,3,81,89,-8,2129.0
0:27.0, ,89-81,Defensive rebound by D. Dedmon,,3,81,89,-8,2133.0
0:14.0, ,89-84,D. Dedmon makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,84,89,-5,2146.0
0:01.0,D. Lee misses 2-pt jump shot from 5 ft,89-84, ,,3,84,89,-5,2159.0
0:01.0,Offensive rebound by J. Landale,89-84, ,,3,84,89,-5,2159.0
0:01.0,J. Landale makes 2-pt layup from 3 ft,91-84, ,,3,84,91,-7,2159.0
0:00.0,End of 3rd quarter,91-84,,,3,84,91,-7,2160.0
12:00.0,Start of 4th quarter,91-84,,,4,84,91,-7,2160.0
11:39.0, ,91-84,G. Vincent misses 3-pt jump shot from 28 ft,,4,84,91,-7,2181.0
11:35.0,Defensive rebound by D. Booker,91-84, ,,4,84,91,-7,2185.0
11:16.0,D. Booker makes 2-pt jump shot from 17 ft,93-84, ,,4,84,93,-9,2204.0
11:04.0, ,93-84,Shooting foul by B. Biyombo (drawn by B. Adebayo),,4,84,93,-9,2216.0
11:04.0, ,93-85,B. Adebayo makes free throw 1 of 2,,4,85,93,-8,2216.0
11:04.0, ,93-86,B. Adebayo makes free throw 2 of 2,,4,86,93,-7,2216.0
10:48.0,Turnover by D. Washington (bad pass; steal by C. Martin),93-86, ,,4,86,93,-7,2232.0
10:43.0, ,93-89,M. Strus makes 3-pt jump shot from 26 ft (assist by C. Martin),,4,89,93,-4,2237.0
10:24.0,D. Booker makes 2-pt jump shot from 19 ft,95-89, ,,4,89,95,-6,2256.0
10:05.0, ,95-89,G. Vincent misses 3-pt jump shot from 25 ft,,4,89,95,-6,2275.0
10:01.0, ,95-89,Offensive rebound by C. Martin,,4,89,95,-6,2279.0
10:00.0, ,95-89,C. Martin misses 3-pt jump shot from 24 ft,,4,89,95,-6,2280.0
9:59.0,Defensive rebound by B. Biyombo,95-89, ,,4,89,95,-6,2281.0
9:58.0,Personal foul by G. Vincent (drawn by B. Biyombo),95-89, ,,4,89,95,-6,2282.0
9:48.0,Turnover by  (8 sec),95-89, ,,4,89,95,-6,2292.0
9:41.0, ,95-89,M. Strus misses 3-pt jump shot from 26 ft,,4,89,95,-6,2299.0
9:37.0,Defensive rebound by D. Booker,95-89, ,,4,89,95,-6,2303.0
9:28.0,D. Lee makes 3-pt jump shot from 23 ft (assist by D. Booker),98-89, ,,4,89,98,-9,2312.0
9:12.0, ,98-89,C. Martin misses 2-pt layup from 5 ft (block by D. Booker),,4,89,98,-9,2328.0
9:12.0, ,98-89,Offensive rebound by Team,,4,89,98,-9,2328.0
9:12.0,C. Payne enters the game for D. Washington,98-89, ,,4,89,98,-9,2328.0
9:09.0, ,98-89,Turnover by K. Lowry (bad pass; steal by D. Booker),,4,89,98,-9,2331.0
9:06.0,D. Booker misses 3-pt jump shot from 29 ft,98-89, ,,4,89,98,-9,2334.0
9:01.0, ,98-89,Defensive rebound by C. Martin,,4,89,98,-9,2339.0
8:57.0, ,98-89,C. Martin misses 2-pt layup from 4 ft (block by B. Biyombo),,4,89,98,-9,2343.0
8:55.0,Defensive rebound by D. Lee,98-89, ,,4,89,98,-9,2345.0
8:40.0,C. Payne misses 2-pt jump shot from 12 ft,98-89, ,,4,89,98,-9,2360.0
8:35.0,Offensive rebound by T. Craig,98-89, ,,4,89,98,-9,2365.0
8:33.0,D. Lee makes 2-pt jump shot from 14 ft (assist by T. Craig),100-89, ,,4,89,100,-11,2367.0
8:33.0, ,100-89,Miami full timeout,,4,89,100,-11,2367.0
8:13.0, ,100-89,Turnover by G. Vincent (bad pass; steal by D. Booker),,4,89,100,-11,2387.0
8:10.0,D. Lee misses 3-pt jump shot from 24 ft,100-89, ,,4,89,100,-11,2390.0
8:08.0,Offensive rebound by T. Craig,100-89, ,,4,89,100,-11,2392.0
8:03.0,T. Craig makes 2-pt layup from 2 ft,102-89, ,,4,89,102,-13,2397.0
7:52.0, ,102-89,B. Adebayo misses 2-pt jump shot from 11 ft,,4,89,102,-13,2408.0
7:52.0, ,102-89,Offensive rebound by C. Martin,,4,89,102,-13,2408.0
7:44.0, ,102-89,Turnover by B. Adebayo (out of bounds lost ball),,4,89,102,-13,2416.0
7:44.0, ,102-89,J. Butler enters the game for G. Vincent,,4,89,102,-13,2416.0
7:31.0,D. Booker misses 2-pt jump shot from 19 ft,102-89, ,,4,89,102,-13,2429.0
7:28.0, ,102-89,Defensive rebound by J. Butler,,4,89,102,-13,2432.0
7:08.0, ,102-91,K. Lowry makes 2-pt jump shot from 7 ft,,4,91,102,-11,2452.0
6:49.0,Turnover by B. Biyombo (lost ball; steal by J. Butler),102-91, ,,4,91,102,-11,2471.0
6:47.0, ,102-93,B. Adebayo makes 2-pt layup from 4 ft,,4,93,102,-9,2473.0
6:47.0, ,102-93,Shooting foul by T. Craig (drawn by B. Adebayo),,4,93,102,-9,2473.0
6:47.0,D. Ayton enters the game for B. Biyombo,102-93, ,,4,93,102,-9,2473.0
6:47.0,M. Bridges enters the game for D. Lee,102-93, ,,4,93,102,-9,2473.0
6:47.0, ,102-94,B. Adebayo makes free throw 1 of 1,,4,94,102,-8,2473.0
6:35.0,C. Payne misses 3-pt jump shot from 27 ft,102-94, ,,4,94,102,-8,2485.0
6:30.0,Offensive rebound by T. Craig,102-94, ,,4,94,102,-8,2490.0
6:23.0,D. Ayton misses 2-pt jump shot from 14 ft,102-94, ,,4,94,102,-8,2497.0
6:19.0,Offensive rebound by T. Craig,102-94, ,,4,94,102,-8,2501.0
6:07.0,C. Payne misses 2-pt jump shot from 16 ft,102-94, ,,4,94,102,-8,2513.0
6:04.0, ,102-94,Defensive rebound by B. Adebayo,,4,94,102,-8,2516.0
5:56.0, ,102-94,K. Lowry misses 3-pt jump shot from 23 ft,,4,94,102,-8,2524.0
5:54.0, ,102-94,Offensive rebound by Team,,4,94,102,-8,2526.0
5:54.0,Loose ball foul by D. Booker (drawn by B. Adebayo),102-94, ,,4,94,102,-8,2526.0
5:43.0, ,102-96,M. Strus makes 2-pt layup from 2 ft,,4,96,102,-6,2537.0
5:23.0,C. Payne misses 2-pt layup from 6 ft,102-96, ,,4,96,102,-6,2557.0
5:22.0,Offensive rebound by D. Ayton,102-96, ,,4,96,102,-6,2558.0
5:20.0,Turnover by D. Ayton (bad pass; steal by C. Martin),102-96, ,,4,96,102,-6,2560.0
5:18.0, ,102-98,B. Adebayo makes 2-pt jump shot from 6 ft (assist by J. Butler),,4,98,102,-4,2562.0
5:18.0, ,102-98,Shooting foul by D. Booker (drawn by B. Adebayo),,4,98,102,-4,2562.0
5:18.0,Phoenix full timeout,102-98, ,,4,98,102,-4,2562.0
5:18.0, ,102-99,B. Adebayo makes free throw 1 of 1,,4,99,102,-3,2562.0
4:55.0,Turnover by M. Bridges (lost ball; steal by B. Adebayo),102-99, ,,4,99,102,-3,2585.0
4:48.0, ,102-101,B. Adebayo makes 2-pt dunk from 1 ft (assist by M. Strus),,4,101,102,-1,2592.0
4:35.0,Personal foul by J. Butler (drawn by D. Booker),102-101, ,,4,101,102,-1,2605.0
4:22.0,T. Craig misses 2-pt layup from 2 ft,102-101, ,,4,101,102,-1,2618.0
4:19.0,Offensive rebound by T. Craig,102-101, ,,4,101,102,-1,2621.0
4:19.0,T. Craig makes 2-pt layup at rim,104-101, ,,4,101,104,-3,2621.0
4:05.0, ,104-101,Shooting foul by D. Ayton (drawn by J. Butler),,4,101,104,-3,2635.0
4:05.0, ,104-102,J. Butler makes free throw 1 of 2,,4,102,104,-2,2635.0
4:05.0, ,104-103,J. Butler makes free throw 2 of 2,,4,103,104,-1,2635.0
4:05.0,Phoenix full timeout,104-103, ,,4,103,104,-1,2635.0
3:54.0,C. Payne misses 2-pt layup from 3 ft (block by C. Martin),104-103, ,,4,103,104,-1,2646.0
3:54.0,Offensive rebound by Team,104-103, ,,4,103,104,-1,2646.0
3:42.0,T. Craig misses 2-pt jump shot from 10 ft,104-103, ,,4,103,104,-1,2658.0
3:38.0, ,104-103,Defensive rebound by M. Strus,,4,103,104,-1,2662.0
3:22.0, ,104-103,Turnover by K. Lowry (traveling),,4,103,104,-1,2678.0
3:11.0,Offensive foul by D. Booker (drawn by K. Lowry),104-103, ,,4,103,104,-1,2689.0
3:11.0,Turnover by D. Booker (offensive foul),104-103, ,,4,103,104,-1,2689.0
2:55.0, ,104-103,J. Butler misses 2-pt jump shot from 13 ft,,4,103,104,-1,2705.0
2:52.0,Defensive rebound by M. Bridges,104-103, ,,4,103,104,-1,2708.0
2:43.0,D. Booker makes 2-pt jump shot from 20 ft (assist by C. Payne),106-103, ,,4,103,106,-3,2717.0
2:43.0,Shooting foul by J. Butler (drawn by D. Booker),106-103, ,,4,103,106,-3,2717.0
2:43.0,D. Booker makes free throw 1 of 1,107-103, ,,4,103,107,-4,2717.0
2:23.0, ,107-106,C. Martin makes 3-pt jump shot from 23 ft (assist by J. Butler),,4,106,107,-1,2737.0
1:57.0,M. Bridges misses 3-pt jump shot from 49 ft,107-106, ,,4,106,107,-1,2763.0
1:55.0,Offensive rebound by Team,107-106, ,,4,106,107,-1,2765.0
1:55.0,Turnover by Team (shot clock),107-106, ,,4,106,107,-1,2765.0
1:38.0, ,107-109,K. Lowry makes 3-pt jump shot from 26 ft (assist by M. Strus),Lead change,4,109,107,2,2782.0
1:38.0,Phoenix full timeout,107-109, ,,4,109,107,2,2782.0
1:21.0,D. Booker makes 3-pt jump shot from 25 ft (assist by C. Payne),110-109, ,Lead change,4,109,110,-1,2799.0
0:59.0, ,110-109,K. Lowry misses 2-pt layup from 4 ft,,4,109,110,-1,2821.0
0:58.0, ,110-109,Offensive rebound by B. Adebayo,,4,109,110,-1,2822.0
0:58.0, ,110-111,B. Adebayo makes 2-pt layup from 2 ft,Lead change,4,111,110,1,2822.0
0:46.0,C. Payne makes 2-pt jump shot from 11 ft,112-111, ,Lead change,4,111,112,-1,2834.0
0:46.0, ,112-111,Miami full timeout,,4,111,112,-1,2834.0
0:35.0, ,112-111,Shooting foul by D. Ayton (drawn by B. Adebayo),,4,111,112,-1,2845.0
0:35.0, ,112-112,B. Adebayo makes free throw 1 of 2,Tie,4,112,112,0,2845.0
0:35.0, ,112-113,B. Adebayo makes free throw 2 of 2,Lead change,4,113,112,1,2845.0
0:22.0,Personal foul by B. Adebayo (drawn by D. Booker),112-113, ,,4,113,112,1,2858.0
0:13.0,C. Payne misses 2-pt layup from 4 ft,112-113, ,,4,113,112,1,2867.0
0:10.0,Offensive rebound by D. Ayton,112-113, ,,4,113,112,1,2870.0
0:06.0,D. Booker misses 2-pt jump shot from 15 ft (block by J. Butler),112-113, ,,4,113,112,1,2874.0
0:05.0,Offensive rebound by D. Booker,112-113, ,,4,113,112,1,2875.0
0:01.0,D. Booker misses 3-pt jump shot from 26 ft,112-113, ,,4,113,112,1,2879.0
0:01.0,Offensive rebound by Team,112-113, ,,4,113,112,1,2879.0
0:00.0,End of 4th quarter,112-113,,,4,113,112,1,2880.0
