Time,Cleveland,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:50.0, ,78-58,Turnover by B. Bogdanović (bad pass; steal by M. Strus),,3,58,78,-20,1870.0
4:48.0,Turnover by J. Allen (bad pass; steal by P. Mills),78-58, ,,3,58,78,-20,1872.0
4:40.0, ,78-61,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Murray),,3,61,78,-17,1880.0
4:25.0,Personal foul by D. Murray (drawn by M. Strus),78-61, ,,3,61,78,-17,1895.0
4:25.0,G. Niang enters the game for M. Strus,78-61, ,,3,61,78,-17,1895.0
4:25.0,C. Porter enters the game for D. Wade,78-61, ,,3,61,78,-17,1895.0
4:21.0,S. Merrill misses 3-pt jump shot from 25 ft,78-61, ,,3,61,78,-17,1899.0
4:18.0, ,78-61,Defensive rebound by S. Bey,,3,61,78,-17,1902.0
4:08.0, ,78-61,P. Mills misses 3-pt jump shot from 26 ft,,3,61,78,-17,1912.0
4:03.0, ,78-61,Offensive rebound by S. Bey,,3,61,78,-17,1917.0
4:03.0, ,78-61,S. Bey misses 2-pt layup at rim,,3,61,78,-17,1917.0
4:02.0,Defensive rebound by S. Merrill,78-61, ,,3,61,78,-17,1918.0
3:56.0,S. Merrill misses 2-pt layup from 1 ft,78-61, ,,3,61,78,-17,1924.0
3:54.0, ,78-61,Defensive rebound by D. Murray,,3,61,78,-17,1926.0
3:45.0, ,78-63,D. Murray makes 2-pt jump shot from 6 ft,,3,63,78,-15,1935.0
3:28.0,J. Allen makes 2-pt dunk from 1 ft (assist by D. Mitchell),80-63, ,,3,63,80,-17,1952.0
3:11.0, ,80-65,D. Murray makes 2-pt layup from 1 ft,,3,65,80,-15,1969.0
2:47.0,S. Merrill makes 3-pt jump shot from 23 ft (assist by G. Niang),83-65, ,,3,65,83,-18,1993.0
2:33.0, ,83-68,P. Mills makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,3,68,83,-15,2007.0
2:11.0,G. Niang makes 3-pt jump shot from 23 ft (assist by S. Merrill),86-68, ,,3,68,86,-18,2029.0
1:51.0,Cleveland full timeout,86-68, ,,3,68,86,-18,2049.0
1:51.0,I. Okoro enters the game for J. Allen,86-68, ,,3,68,86,-18,2049.0
1:51.0,T. Thompson enters the game for C. Porter,86-68, ,,3,68,86,-18,2049.0
1:51.0, ,86-68,J. Johnson enters the game for S. Bey,,3,68,86,-18,2049.0
1:51.0, ,86-68,T. Young enters the game for P. Mills,,3,68,86,-18,2049.0
1:46.0, ,86-68,B. Bogdanović misses 3-pt jump shot from 26 ft,,3,68,86,-18,2054.0
1:43.0,Defensive rebound by D. Mitchell,86-68, ,,3,68,86,-18,2057.0
1:37.0,S. Merrill misses 3-pt jump shot from 23 ft,86-68, ,,3,68,86,-18,2063.0
1:34.0, ,86-68,Defensive rebound by D. Murray,,3,68,86,-18,2066.0
1:28.0, ,86-68,Shooting foul by D. Mitchell (drawn by O. Okongwu),,3,68,86,-18,2072.0
1:28.0,Cleveland full timeout,86-68, ,,3,68,86,-18,2072.0
1:28.0,Instant Replay (Challenge: Ruling Stands),86-68, ,,3,68,86,-18,2072.0
1:28.0, ,86-68,O. Okongwu misses free throw 1 of 2,,3,68,86,-18,2072.0
1:28.0, ,86-68,Offensive rebound by Team,,3,68,86,-18,2072.0
1:28.0, ,86-69,O. Okongwu makes free throw 2 of 2,,3,69,86,-17,2072.0
1:09.0,S. Merrill makes 3-pt jump shot from 26 ft (assist by D. Mitchell),89-69, ,,3,69,89,-20,2091.0
0:57.0, ,89-69,B. Bogdanović misses 2-pt layup from 1 ft,,3,69,89,-20,2103.0
0:54.0,Defensive rebound by S. Merrill,89-69, ,,3,69,89,-20,2106.0
0:46.0,S. Merrill makes 2-pt layup from 2 ft,91-69, ,,3,69,91,-22,2114.0
0:38.0, ,91-69,Turnover by D. Murray (bad pass; steal by I. Okoro),,3,69,91,-22,2122.0
0:34.0,I. Okoro makes 2-pt layup from 2 ft,93-69, ,,3,69,93,-24,2126.0
0:34.0,Shooting foul by T. Young (drawn by I. Okoro),93-69, ,,3,69,93,-24,2126.0
0:34.0,I. Okoro misses free throw 1 of 1,93-69, ,,3,69,93,-24,2126.0
0:32.0, ,93-69,Defensive rebound by J. Johnson,,3,69,93,-24,2128.0
0:21.0, ,93-69,Shooting foul by G. Niang (drawn by J. Johnson),,3,69,93,-24,2139.0
0:21.0, ,93-70,J. Johnson makes free throw 1 of 2,,3,70,93,-23,2139.0
0:21.0,M. Strus enters the game for T. Thompson,93-70, ,,3,70,93,-23,2139.0
0:21.0, ,93-70,J. Johnson misses free throw 2 of 2,,3,70,93,-23,2139.0
0:19.0,Defensive rebound by D. Mitchell,93-70, ,,3,70,93,-23,2141.0
0:02.0,S. Merrill misses 3-pt jump shot from 25 ft,93-70, ,,3,70,93,-23,2158.0
0:02.0, ,93-70,Defensive rebound by O. Okongwu,,3,70,93,-23,2158.0
0:00.0,End of 3rd quarter,93-70,,,3,70,93,-23,2160.0
12:00.0,Start of 4th quarter,93-70,,,4,70,93,-23,2160.0
11:46.0,J. Allen makes 2-pt dunk at rim (assist by G. Niang),95-70, ,,4,70,95,-25,2174.0
11:24.0, ,95-70,J. Johnson misses 3-pt jump shot from 25 ft,,4,70,95,-25,2196.0
11:21.0,Defensive rebound by C. Porter,95-70, ,,4,70,95,-25,2199.0
11:09.0,J. Allen makes 2-pt jump shot from 12 ft (assist by S. Merrill),97-70, ,,4,70,97,-27,2211.0
10:53.0, ,97-73,T. Young makes 3-pt jump shot from 25 ft (assist by G. Mathews),,4,73,97,-24,2227.0
10:40.0,C. Porter misses 2-pt jump shot from 8 ft,97-73, ,,4,73,97,-24,2240.0
10:39.0, ,97-73,Defensive rebound by Team,,4,73,97,-24,2241.0
10:34.0, ,97-73,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,73,97,-24,2246.0
10:31.0,Defensive rebound by J. Allen,97-73, ,,4,73,97,-24,2249.0
10:14.0,G. Niang misses 3-pt jump shot from 25 ft,97-73, ,,4,73,97,-24,2266.0
10:10.0, ,97-73,Defensive rebound by O. Okongwu,,4,73,97,-24,2270.0
10:05.0, ,97-75,B. Bogdanović makes 2-pt layup from 4 ft,,4,75,97,-22,2275.0
9:51.0,J. Allen makes 2-pt jump shot from 19 ft (assist by S. Merrill),99-75, ,,4,75,99,-24,2289.0
9:41.0, ,99-77,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by T. Young),,4,77,99,-22,2299.0
9:22.0,G. Niang makes 3-pt jump shot from 26 ft (assist by S. Merrill),102-77, ,,4,77,102,-25,2318.0
9:07.0, ,102-77,J. Johnson misses 2-pt layup from 5 ft,,4,77,102,-25,2333.0
9:03.0,Defensive rebound by J. Allen,102-77, ,,4,77,102,-25,2337.0
8:55.0,Turnover by C. Porter (out of bounds lost ball),102-77, ,,4,77,102,-25,2345.0
8:47.0, ,102-77,J. Johnson misses 2-pt layup from 3 ft,,4,77,102,-25,2353.0
8:45.0,Defensive rebound by G. Niang,102-77, ,,4,77,102,-25,2355.0
8:43.0,Offensive foul by I. Okoro (drawn by T. Young),102-77, ,,4,77,102,-25,2357.0
8:43.0,Turnover by I. Okoro (offensive foul),102-77, ,,4,77,102,-25,2357.0
8:43.0,Instant Replay (Request: Ruling Stands),102-77, ,,4,77,102,-25,2357.0
8:43.0,D. Mitchell enters the game for I. Okoro,102-77, ,,4,77,102,-25,2357.0
8:43.0, ,102-77,D. Murray enters the game for T. Young,,4,77,102,-25,2357.0
8:34.0, ,102-80,G. Mathews makes 3-pt jump shot from 26 ft (assist by O. Okongwu),,4,80,102,-22,2366.0
8:34.0, ,102-80,Shooting foul by C. Porter (drawn by G. Mathews),,4,80,102,-22,2366.0
8:34.0, ,102-81,G. Mathews makes free throw 1 of 1,,4,81,102,-21,2366.0
8:16.0,G. Niang misses 3-pt jump shot from 23 ft,102-81, ,,4,81,102,-21,2384.0
8:12.0, ,102-81,Defensive rebound by D. Murray,,4,81,102,-21,2388.0
8:07.0, ,102-83,D. Murray makes 2-pt layup from 1 ft,,4,83,102,-19,2393.0
7:44.0,D. Mitchell misses 3-pt jump shot from 27 ft,102-83, ,,4,83,102,-19,2416.0
7:41.0, ,102-83,Defensive rebound by D. Murray,,4,83,102,-19,2419.0
7:34.0, ,102-86,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Murray),,4,86,102,-16,2426.0
7:33.0,Cleveland full timeout,102-86, ,,4,86,102,-16,2427.0
7:33.0,D. Wade enters the game for C. Porter,102-86, ,,4,86,102,-16,2427.0
7:21.0,D. Mitchell makes 2-pt jump shot from 19 ft,104-86, ,,4,86,104,-18,2439.0
7:02.0, ,104-88,D. Murray makes 2-pt jump shot from 12 ft (assist by B. Bogdanović),,4,88,104,-16,2458.0
6:43.0,D. Mitchell makes 2-pt jump shot from 19 ft,106-88, ,,4,88,106,-18,2477.0
6:26.0, ,106-88,O. Okongwu misses 2-pt layup from 6 ft (block by J. Allen),,4,88,106,-18,2494.0
6:22.0,Defensive rebound by J. Allen,106-88, ,,4,88,106,-18,2498.0
6:05.0,D. Mitchell misses 2-pt jump shot from 18 ft,106-88, ,,4,88,106,-18,2515.0
6:02.0, ,106-88,Defensive rebound by J. Johnson,,4,88,106,-18,2518.0
5:55.0, ,106-88,Shooting foul by D. Mitchell (drawn by J. Johnson),,4,88,106,-18,2525.0
5:55.0, ,106-89,J. Johnson makes free throw 1 of 2,,4,89,106,-17,2525.0
5:55.0,I. Okoro enters the game for G. Niang,106-89, ,,4,89,106,-17,2525.0
5:55.0, ,106-89,S. Bey enters the game for G. Mathews,,4,89,106,-17,2525.0
5:55.0, ,106-89,C. Capela enters the game for O. Okongwu,,4,89,106,-17,2525.0
5:55.0, ,106-90,J. Johnson makes free throw 2 of 2,,4,90,106,-16,2525.0
5:40.0,Shooting foul by J. Johnson (drawn by D. Mitchell),106-90, ,,4,90,106,-16,2540.0
5:40.0,D. Mitchell makes free throw 1 of 2,107-90, ,,4,90,107,-17,2540.0
5:40.0,D. Mitchell makes free throw 2 of 2,108-90, ,,4,90,108,-18,2540.0
5:21.0, ,108-90,D. Murray misses 3-pt jump shot from 26 ft,,4,90,108,-18,2559.0
5:17.0, ,108-90,Offensive rebound by S. Bey,,4,90,108,-18,2563.0
5:17.0, ,108-90,S. Bey misses 2-pt layup at rim,,4,90,108,-18,2563.0
5:16.0,Defensive rebound by J. Allen,108-90, ,,4,90,108,-18,2564.0
4:54.0,D. Wade makes 3-pt jump shot from 24 ft (assist by I. Okoro),111-90, ,,4,90,111,-21,2586.0
4:42.0, ,111-90,S. Bey misses 2-pt layup from 2 ft,,4,90,111,-21,2598.0
4:37.0,Defensive rebound by D. Mitchell,111-90, ,,4,90,111,-21,2603.0
4:29.0,S. Merrill misses 3-pt jump shot from 25 ft,111-90, ,,4,90,111,-21,2611.0
4:26.0, ,111-90,Defensive rebound by S. Bey,,4,90,111,-21,2614.0
4:19.0, ,111-90,C. Capela misses 2-pt hook shot from 6 ft,,4,90,111,-21,2621.0
4:16.0,Defensive rebound by D. Wade,111-90, ,,4,90,111,-21,2624.0
3:52.0,S. Merrill misses 3-pt jump shot from 26 ft,111-90, ,,4,90,111,-21,2648.0
3:49.0, ,111-90,Defensive rebound by D. Murray,,4,90,111,-21,2651.0
3:44.0, ,111-90,Personal foul by D. Mitchell (drawn by D. Murray),,4,90,111,-21,2656.0
3:31.0, ,111-90,Turnover by J. Johnson (lost ball; steal by D. Wade),,4,90,111,-21,2669.0
3:16.0,D. Wade makes 3-pt jump shot from 24 ft (assist by S. Merrill),114-90, ,,4,90,114,-24,2684.0
3:15.0, ,114-90,Atlanta full timeout,,4,90,114,-24,2685.0
3:15.0, ,114-90,B. Fernando enters the game for S. Bey,,4,90,114,-24,2685.0
3:15.0, ,114-90,T. Forrest enters the game for B. Bogdanović,,4,90,114,-24,2685.0
3:15.0, ,114-90,A. Griffin enters the game for C. Capela,,4,90,114,-24,2685.0
3:15.0, ,114-90,S. Lundy enters the game for J. Johnson,,4,90,114,-24,2685.0
3:15.0, ,114-90,G. Mathews enters the game for D. Murray,,4,90,114,-24,2685.0
2:56.0, ,114-92,A. Griffin makes 2-pt jump shot from 20 ft (assist by B. Fernando),,4,92,114,-22,2704.0
2:46.0,Cleveland full timeout,114-92, ,,4,92,114,-22,2714.0
2:46.0,D. Jones enters the game for J. Allen,114-92, ,,4,92,114,-22,2714.0
2:46.0,P. Nance enters the game for D. Mitchell,114-92, ,,4,92,114,-22,2714.0
2:46.0,C. Porter enters the game for I. Okoro,114-92, ,,4,92,114,-22,2714.0
2:46.0,T. Thompson enters the game for D. Wade,114-92, ,,4,92,114,-22,2714.0
2:37.0,T. Thompson makes 2-pt jump shot from 8 ft (assist by C. Porter),116-92, ,,4,92,116,-24,2723.0
2:22.0, ,116-95,S. Lundy makes 3-pt jump shot from 24 ft (assist by G. Mathews),,4,95,116,-21,2738.0
1:58.0,Turnover by C. Porter (bad pass),116-95, ,,4,95,116,-21,2762.0
1:46.0, ,116-95,S. Lundy misses 3-pt jump shot from 23 ft,,4,95,116,-21,2774.0
1:42.0,Defensive rebound by T. Thompson,116-95, ,,4,95,116,-21,2778.0
1:24.0,P. Nance misses 2-pt jump shot from 10 ft,116-95, ,,4,95,116,-21,2796.0
1:21.0, ,116-95,Defensive rebound by B. Fernando,,4,95,116,-21,2799.0
1:14.0, ,116-95,A. Griffin misses 3-pt jump shot from 24 ft,,4,95,116,-21,2806.0
1:12.0,Defensive rebound by C. Porter,116-95, ,,4,95,116,-21,2808.0
0:49.0,P. Nance misses 2-pt layup from 3 ft,116-95, ,,4,95,116,-21,2831.0
0:47.0, ,116-95,Defensive rebound by G. Mathews,,4,95,116,-21,2833.0
0:38.0, ,116-95,B. Fernando misses 3-pt jump shot from 25 ft,,4,95,116,-21,2842.0
0:35.0,Defensive rebound by T. Thompson,116-95, ,,4,95,116,-21,2845.0
0:12.0,Turnover by Team (shot clock),116-95, ,,4,95,116,-21,2868.0
0:00.0,End of 4th quarter,116-95,,,4,95,116,-21,2880.0
