Time,Atlanta,Score,Brooklyn,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:33.0, ,70-79,D. Sharpe makes 2-pt dunk at rim (assist by D. Schröder),,3,70,79,-9,1887.0
4:18.0,D. Murray makes 3-pt jump shot from 28 ft,73-79, ,,3,73,79,-6,1902.0
4:08.0, ,73-79,C. Johnson misses 3-pt jump shot from 27 ft,,3,73,79,-6,1912.0
4:06.0, ,73-79,Offensive rebound by J. Wilson,,3,73,79,-6,1914.0
4:04.0, ,73-82,C. Johnson makes 3-pt jump shot from 25 ft (assist by D. Schröder),,3,73,82,-9,1916.0
4:03.0, ,73-82,Shooting foul by G. Mathews (drawn by C. Johnson),,3,73,82,-9,1917.0
4:03.0, ,73-82,L. Walker enters the game for D. Finney-Smith,,3,73,82,-9,1917.0
4:03.0, ,73-83,C. Johnson makes free throw 1 of 1,,3,73,83,-10,1917.0
3:50.0,Personal foul by C. Johnson (drawn by D. Hunter),73-83, ,,3,73,83,-10,1930.0
3:50.0,J. Johnson enters the game for S. Bey,73-83, ,,3,73,83,-10,1930.0
3:50.0, ,73-83,M. Bridges enters the game for C. Johnson,,3,73,83,-10,1930.0
3:50.0, ,73-83,D. Smith enters the game for D. Schröder,,3,73,83,-10,1930.0
3:48.0,D. Murray misses 2-pt layup from 3 ft (block by D. Smith),73-83, ,,3,73,83,-10,1932.0
3:47.0,Offensive rebound by B. Fernando,73-83, ,,3,73,83,-10,1933.0
3:42.0,B. Fernando makes 2-pt layup from 3 ft,75-83, ,,3,75,83,-8,1938.0
3:19.0, ,75-83,Shooting foul by D. Murray (drawn by D. Sharpe),,3,75,83,-8,1961.0
3:19.0, ,75-83,D. Sharpe misses free throw 1 of 2,,3,75,83,-8,1961.0
3:19.0, ,75-83,Offensive rebound by Team,,3,75,83,-8,1961.0
3:19.0, ,75-84,D. Sharpe makes free throw 2 of 2,,3,75,84,-9,1961.0
3:06.0,D. Murray misses 3-pt jump shot from 29 ft,75-84, ,,3,75,84,-9,1974.0
3:04.0,Offensive rebound by J. Johnson,75-84, ,,3,75,84,-9,1976.0
2:54.0,Turnover by D. Hunter (traveling),75-84, ,,3,75,84,-9,1986.0
2:54.0, ,75-84,Brooklyn full timeout,,3,75,84,-9,1986.0
2:54.0,K. Bufkin enters the game for D. Murray,75-84, ,,3,75,84,-9,1986.0
2:34.0, ,75-84,M. Bridges misses 3-pt jump shot from 23 ft,,3,75,84,-9,2006.0
2:29.0,Defensive rebound by B. Fernando,75-84, ,,3,75,84,-9,2011.0
2:22.0,K. Bufkin misses 2-pt layup from 4 ft (block by D. Sharpe),75-84, ,,3,75,84,-9,2018.0
2:20.0, ,75-84,Defensive rebound by J. Wilson,,3,75,84,-9,2020.0
2:06.0, ,75-84,D. Smith misses 2-pt layup from 2 ft,,3,75,84,-9,2034.0
2:05.0,Defensive rebound by B. Fernando,75-84, ,,3,75,84,-9,2035.0
1:57.0,B. Fernando misses 2-pt layup from 4 ft,75-84, ,,3,75,84,-9,2043.0
1:55.0, ,75-84,Defensive rebound by D. Smith,,3,75,84,-9,2045.0
1:43.0, ,75-84,Shooting foul by B. Fernando (drawn by M. Bridges),,3,75,84,-9,2057.0
1:43.0, ,75-85,M. Bridges makes free throw 1 of 2,,3,75,85,-10,2057.0
1:43.0, ,75-86,M. Bridges makes free throw 2 of 2,,3,75,86,-11,2057.0
1:32.0,Def 3 sec tech foul by Team,75-86, ,,3,75,86,-11,2068.0
1:32.0,B. Bogdanović enters the game for G. Mathews,75-86, ,,3,75,86,-11,2068.0
1:32.0,D. Hunter makes technical free throw,76-86, ,,3,76,86,-10,2068.0
1:21.0,K. Bufkin misses 2-pt layup from 4 ft,76-86, ,,3,76,86,-10,2079.0
1:20.0,Offensive rebound by B. Fernando,76-86, ,,3,76,86,-10,2080.0
1:20.0,Shooting foul by J. Wilson (drawn by B. Fernando),76-86, ,,3,76,86,-10,2080.0
1:20.0,B. Fernando makes free throw 1 of 2,77-86, ,,3,77,86,-9,2080.0
1:20.0,B. Fernando makes free throw 2 of 2,78-86, ,,3,78,86,-8,2080.0
0:58.0, ,78-86,J. Wilson misses 3-pt jump shot from 26 ft,,3,78,86,-8,2102.0
0:55.0, ,78-86,Offensive rebound by D. Smith,,3,78,86,-8,2105.0
0:48.0, ,78-86,D. Smith misses 2-pt layup from 2 ft (block by B. Fernando),,3,78,86,-8,2112.0
0:47.0, ,78-86,Offensive rebound by Team,,3,78,86,-8,2113.0
0:46.0, ,78-88,L. Walker makes 2-pt jump shot from 20 ft (assist by D. Smith),,3,78,88,-10,2114.0
0:30.0,Turnover by J. Johnson (bad pass; steal by M. Bridges),78-88, ,,3,78,88,-10,2130.0
0:26.0, ,78-90,M. Bridges makes 2-pt layup from 1 ft,,3,78,90,-12,2134.0
0:12.0,Personal foul by L. Walker (drawn by B. Bogdanović),78-90, ,,3,78,90,-12,2148.0
0:12.0,B. Bogdanović makes free throw 1 of 2,79-90, ,,3,79,90,-11,2148.0
0:12.0, ,79-90,D. Finney-Smith enters the game for D. Sharpe,,3,79,90,-11,2148.0
0:12.0, ,79-90,C. Johnson enters the game for D. Smith,,3,79,90,-11,2148.0
0:12.0, ,79-90,D. Schröder enters the game for J. Wilson,,3,79,90,-11,2148.0
0:12.0,B. Bogdanović makes free throw 2 of 2,80-90, ,,3,80,90,-10,2148.0
0:00.0, ,80-90,D. Schröder misses 2-pt layup from 4 ft,,3,80,90,-10,2160.0
0:00.0,Defensive rebound by K. Bufkin,80-90, ,,3,80,90,-10,2160.0
0:00.0,End of 3rd quarter,80-90,,,3,80,90,-10,2160.0
12:00.0,Start of 4th quarter,80-90,,,4,80,90,-10,2160.0
11:48.0, ,80-90,D. Schröder misses 2-pt layup from 5 ft,,4,80,90,-10,2172.0
11:46.0,Defensive rebound by J. Johnson,80-90, ,,4,80,90,-10,2174.0
11:42.0,Turnover by K. Bufkin (bad pass; steal by D. Finney-Smith),80-90, ,,4,80,90,-10,2178.0
11:35.0, ,80-90,Turnover by N. Claxton (bad pass),,4,80,90,-10,2185.0
11:21.0,K. Bufkin makes 2-pt jump shot from 7 ft,82-90, ,,4,82,90,-8,2199.0
11:02.0, ,82-92,C. Johnson makes 2-pt jump shot from 13 ft,,4,82,92,-10,2218.0
10:45.0,Turnover by D. Hunter (bad pass; steal by N. Claxton),82-92, ,,4,82,92,-10,2235.0
10:45.0, ,82-92,Personal foul by B. Fernando (drawn by N. Claxton),,4,82,92,-10,2235.0
10:31.0, ,82-92,C. Johnson misses 2-pt layup from 5 ft (block by B. Fernando),,4,82,92,-10,2249.0
10:30.0, ,82-92,Offensive rebound by C. Johnson,,4,82,92,-10,2250.0
10:30.0, ,82-92,Brooklyn full timeout,,4,82,92,-10,2250.0
10:17.0, ,82-92,D. Smith misses 3-pt jump shot from 22 ft,,4,82,92,-10,2263.0
10:16.0, ,82-92,Offensive rebound by N. Claxton,,4,82,92,-10,2264.0
10:14.0, ,82-92,N. Claxton misses 2-pt hook shot from 5 ft,,4,82,92,-10,2266.0
10:11.0,Defensive rebound by D. Hunter,82-92, ,,4,82,92,-10,2269.0
10:05.0,D. Hunter misses 2-pt layup from 5 ft,82-92, ,,4,82,92,-10,2275.0
10:04.0,Offensive rebound by Team,82-92, ,,4,82,92,-10,2276.0
10:04.0, ,82-92,Loose ball foul by D. Schröder (drawn by B. Fernando),,4,82,92,-10,2276.0
9:54.0,K. Bufkin misses 2-pt jump shot from 15 ft,82-92, ,,4,82,92,-10,2286.0
9:51.0, ,82-92,Defensive rebound by N. Claxton,,4,82,92,-10,2289.0
9:38.0, ,82-92,N. Claxton misses 2-pt hook shot from 6 ft,,4,82,92,-10,2302.0
9:34.0,Defensive rebound by K. Bufkin,82-92, ,,4,82,92,-10,2306.0
9:19.0,J. Johnson misses 3-pt jump shot from 22 ft,82-92, ,,4,82,92,-10,2321.0
9:15.0, ,82-92,Defensive rebound by D. Schröder,,4,82,92,-10,2325.0
9:13.0, ,82-92,C. Johnson misses 3-pt jump shot from 27 ft,,4,82,92,-10,2327.0
9:11.0,Defensive rebound by Team,82-92, ,,4,82,92,-10,2329.0
9:11.0,S. Bey enters the game for K. Bufkin,82-92, ,,4,82,92,-10,2329.0
9:11.0,C. Capela enters the game for B. Fernando,82-92, ,,4,82,92,-10,2329.0
9:11.0,D. Murray enters the game for D. Hunter,82-92, ,,4,82,92,-10,2329.0
8:50.0,D. Murray misses 2-pt jump shot from 20 ft,82-92, ,,4,82,92,-10,2350.0
8:47.0,Offensive rebound by C. Capela,82-92, ,,4,82,92,-10,2353.0
8:47.0,C. Capela misses 2-pt layup from 6 ft,82-92, ,,4,82,92,-10,2353.0
8:47.0,Offensive rebound by J. Johnson,82-92, ,,4,82,92,-10,2353.0
8:45.0,Shooting foul by D. Smith (drawn by J. Johnson),82-92, ,,4,82,92,-10,2355.0
8:45.0,J. Johnson misses free throw 1 of 2,82-92, ,,4,82,92,-10,2355.0
8:45.0,Offensive rebound by Team,82-92, ,,4,82,92,-10,2355.0
8:45.0, ,82-92,M. Bridges enters the game for C. Johnson,,4,82,92,-10,2355.0
8:45.0, ,82-92,J. Wilson enters the game for D. Smith,,4,82,92,-10,2355.0
8:45.0,J. Johnson makes free throw 2 of 2,83-92, ,,4,83,92,-9,2355.0
8:31.0, ,83-94,N. Claxton makes 2-pt dunk at rim (assist by D. Schröder),,4,83,94,-11,2369.0
8:14.0,S. Bey misses 3-pt jump shot from 27 ft,83-94, ,,4,83,94,-11,2386.0
8:11.0, ,83-94,Defensive rebound by D. Schröder,,4,83,94,-11,2389.0
7:59.0, ,83-94,D. Schröder misses 2-pt jump shot from 11 ft,,4,83,94,-11,2401.0
7:56.0,Defensive rebound by J. Johnson,83-94, ,,4,83,94,-11,2404.0
7:47.0,Turnover by D. Murray (bad pass; steal by N. Claxton),83-94, ,,4,83,94,-11,2413.0
7:42.0, ,83-96,N. Claxton makes 2-pt dunk from 1 ft (assist by J. Wilson),,4,83,96,-13,2418.0
7:42.0,Atlanta full timeout,83-96, ,,4,83,96,-13,2418.0
7:23.0,D. Murray makes 2-pt layup from 3 ft,85-96, ,,4,85,96,-11,2437.0
7:07.0, ,85-99,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Schröder),,4,85,99,-14,2453.0
7:07.0, ,85-99,Shooting foul by S. Bey (drawn by M. Bridges),,4,85,99,-14,2453.0
7:07.0,D. Hunter enters the game for B. Bogdanović,85-99, ,,4,85,99,-14,2453.0
7:07.0, ,85-99,C. Johnson enters the game for J. Wilson,,4,85,99,-14,2453.0
7:07.0, ,85-100,M. Bridges makes free throw 1 of 1,,4,85,100,-15,2453.0
6:50.0,D. Murray makes 2-pt layup from 4 ft,87-100, ,,4,87,100,-13,2470.0
6:24.0, ,87-100,D. Schröder misses 2-pt layup from 4 ft,,4,87,100,-13,2496.0
6:22.0,Defensive rebound by D. Hunter,87-100, ,,4,87,100,-13,2498.0
6:10.0,S. Bey makes 2-pt layup from 3 ft (assist by D. Hunter),89-100, ,,4,89,100,-11,2510.0
6:10.0,Shooting foul by D. Finney-Smith (drawn by S. Bey),89-100, ,,4,89,100,-11,2510.0
6:10.0,B. Bogdanović enters the game for C. Capela,89-100, ,,4,89,100,-11,2510.0
6:10.0,S. Bey makes free throw 1 of 1,90-100, ,,4,90,100,-10,2510.0
5:47.0, ,90-102,N. Claxton makes 2-pt dunk from 1 ft (assist by D. Schröder),,4,90,102,-12,2533.0
5:34.0,D. Murray misses 3-pt jump shot from 31 ft,90-102, ,,4,90,102,-12,2546.0
5:31.0, ,90-102,Defensive rebound by N. Claxton,,4,90,102,-12,2549.0
5:11.0, ,90-102,Offensive foul by M. Bridges (drawn by S. Bey),,4,90,102,-12,2569.0
5:11.0, ,90-102,Turnover by M. Bridges (offensive foul),,4,90,102,-12,2569.0
5:10.0, ,90-102,Technical foul by M. Bridges,,4,90,102,-12,2570.0
5:10.0,D. Hunter misses technical free throw,90-102, ,,4,90,102,-12,2570.0
5:10.0,Offensive rebound by Team,90-102, ,,4,90,102,-12,2570.0
5:00.0,Turnover by B. Bogdanović (bad pass; steal by M. Bridges),90-102, ,,4,90,102,-12,2580.0
4:57.0, ,90-104,M. Bridges makes 2-pt layup from 1 ft,,4,90,104,-14,2583.0
4:36.0,Turnover by B. Bogdanović (bad pass),90-104, ,,4,90,104,-14,2604.0
4:19.0, ,90-107,D. Schröder makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,4,90,107,-17,2621.0
4:16.0,Atlanta full timeout,90-107, ,,4,90,107,-17,2624.0
4:16.0,Technical foul by D. Murray,90-107, ,,4,90,107,-17,2624.0
4:16.0, ,90-108,C. Johnson makes technical free throw,,4,90,108,-18,2624.0
4:03.0,D. Murray makes 2-pt layup from 2 ft,92-108, ,,4,92,108,-16,2637.0
3:40.0, ,92-108,Shooting foul by J. Johnson (drawn by D. Schröder),,4,92,108,-16,2660.0
3:40.0, ,92-109,D. Schröder makes free throw 1 of 2,,4,92,109,-17,2660.0
3:40.0, ,92-109,J. Wilson enters the game for C. Johnson,,4,92,109,-17,2660.0
3:40.0, ,92-110,D. Schröder makes free throw 2 of 2,,4,92,110,-18,2660.0
3:32.0,Shooting foul by J. Wilson (drawn by D. Murray),92-110, ,,4,92,110,-18,2668.0
3:32.0,D. Murray makes free throw 1 of 2,93-110, ,,4,93,110,-17,2668.0
3:32.0,D. Murray makes free throw 2 of 2,94-110, ,,4,94,110,-16,2668.0
3:19.0, ,94-110,Personal foul by D. Hunter (drawn by D. Finney-Smith),,4,94,110,-16,2681.0
3:19.0, ,94-110,D. Sharpe enters the game for N. Claxton,,4,94,110,-16,2681.0
3:13.0, ,94-112,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by D. Sharpe),,4,94,112,-18,2687.0
3:05.0,S. Bey misses 3-pt jump shot from 26 ft,94-112, ,,4,94,112,-18,2695.0
3:03.0, ,94-112,Defensive rebound by M. Bridges,,4,94,112,-18,2697.0
2:53.0, ,94-112,Turnover by D. Sharpe (lost ball; steal by B. Bogdanović),,4,94,112,-18,2707.0
2:46.0,J. Johnson misses 3-pt jump shot from 27 ft,94-112, ,,4,94,112,-18,2714.0
2:44.0, ,94-112,Defensive rebound by D. Sharpe,,4,94,112,-18,2716.0
2:26.0, ,94-112,M. Bridges misses 3-pt jump shot from 26 ft,,4,94,112,-18,2734.0
2:23.0,Defensive rebound by S. Bey,94-112, ,,4,94,112,-18,2737.0
2:18.0,S. Bey misses 2-pt layup from 4 ft,94-112, ,,4,94,112,-18,2742.0
2:18.0,Offensive rebound by Team,94-112, ,,4,94,112,-18,2742.0
2:18.0,Shooting foul by D. Schröder (drawn by S. Bey),94-112, ,,4,94,112,-18,2742.0
2:18.0,S. Bey makes free throw 1 of 2,95-112, ,,4,95,112,-17,2742.0
2:18.0,K. Bufkin enters the game for B. Bogdanović,95-112, ,,4,95,112,-17,2742.0
2:18.0,B. Fernando enters the game for D. Hunter,95-112, ,,4,95,112,-17,2742.0
2:18.0,G. Mathews enters the game for D. Murray,95-112, ,,4,95,112,-17,2742.0
2:18.0, ,95-112,K. Bates-Diop enters the game for M. Bridges,,4,95,112,-17,2742.0
2:18.0, ,95-112,D. Smith enters the game for D. Finney-Smith,,4,95,112,-17,2742.0
2:18.0, ,95-112,T. Watford enters the game for D. Schröder,,4,95,112,-17,2742.0
2:18.0,S. Bey makes free throw 2 of 2,96-112, ,,4,96,112,-16,2742.0
2:03.0, ,96-112,D. Sharpe misses 2-pt hook shot from 9 ft,,4,96,112,-16,2757.0
2:01.0,Defensive rebound by J. Johnson,96-112, ,,4,96,112,-16,2759.0
1:45.0,Shooting foul by D. Smith (drawn by S. Bey),96-112, ,,4,96,112,-16,2775.0
1:45.0,S. Bey makes free throw 1 of 2,97-112, ,,4,97,112,-15,2775.0
1:45.0,T. Forrest enters the game for J. Johnson,97-112, ,,4,97,112,-15,2775.0
1:45.0,S. Bey makes free throw 2 of 2,98-112, ,,4,98,112,-14,2775.0
1:28.0, ,98-112,J. Wilson misses 2-pt hook shot from 5 ft (block by B. Fernando),,4,98,112,-14,2792.0
1:27.0,Defensive rebound by Team,98-112, ,,4,98,112,-14,2793.0
1:10.0,K. Bufkin misses 3-pt jump shot from 24 ft,98-112, ,,4,98,112,-14,2810.0
1:09.0,Offensive rebound by S. Bey,98-112, ,,4,98,112,-14,2811.0
1:09.0,S. Bey makes 2-pt dunk from 2 ft,100-112, ,,4,100,112,-12,2811.0
0:54.0, ,100-114,T. Watford makes 2-pt layup from 2 ft,,4,100,114,-14,2826.0
0:41.0,B. Fernando makes 2-pt layup from 1 ft (assist by T. Forrest),102-114, ,,4,102,114,-12,2839.0
0:16.0, ,102-114,Turnover by Team (shot clock),,4,102,114,-12,2864.0
0:00.0,End of 4th quarter,102-114,,,4,102,114,-12,2880.0
