Time,Atlanta,Score,Milwaukee,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:51.0, ,90-86,Shooting foul by O. Okongwu (drawn by G. Antetokounmpo),,3,90,86,4,1929.0
3:51.0, ,90-87,G. Antetokounmpo makes free throw 1 of 1,,3,90,87,3,1929.0
3:31.0,D. Hunter misses 2-pt jump shot from 15 ft,90-87, ,,3,90,87,3,1949.0
3:28.0, ,90-87,Defensive rebound by G. Antetokounmpo,,3,90,87,3,1952.0
3:22.0, ,90-89,D. Lillard makes 2-pt layup from 2 ft,,3,90,89,1,1958.0
3:12.0,Atlanta full timeout,90-89, ,,3,90,89,1,1968.0
3:12.0,G. Mathews enters the game for S. Bey,90-89, ,,3,90,89,1,1968.0
3:12.0,W. Matthews enters the game for D. Hunter,90-89, ,,3,90,89,1,1968.0
3:12.0,T. Young enters the game for D. Murray,90-89, ,,3,90,89,1,1968.0
3:12.0, ,90-89,A. Green enters the game for G. Antetokounmpo,,3,90,89,1,1968.0
3:12.0, ,90-89,B. Lopez enters the game for M. Beasley,,3,90,89,1,1968.0
3:02.0,B. Bogdanović misses 3-pt jump shot from 27 ft,90-89, ,,3,90,89,1,1978.0
3:00.0, ,90-89,Defensive rebound by B. Portis,,3,90,89,1,1980.0
2:53.0, ,90-89,Personal foul by O. Okongwu (drawn by D. Lillard),,3,90,89,1,1987.0
2:42.0, ,90-89,Turnover by B. Lopez (lost ball; steal by W. Matthews),,3,90,89,1,1998.0
2:38.0,T. Young misses 3-pt jump shot from 25 ft,90-89, ,,3,90,89,1,2002.0
2:34.0, ,90-89,Defensive rebound by Team,,3,90,89,1,2006.0
2:21.0, ,90-91,B. Portis makes 2-pt dunk from 2 ft (assist by B. Lopez),Lead change,3,90,91,-1,2019.0
2:04.0,W. Matthews misses 3-pt jump shot from 28 ft,90-91, ,,3,90,91,-1,2036.0
2:01.0, ,90-91,Defensive rebound by D. Lillard,,3,90,91,-1,2039.0
1:56.0, ,90-94,D. Lillard makes 3-pt jump shot from 30 ft,,3,90,94,-4,2044.0
1:45.0,T. Young makes 3-pt jump shot from 26 ft,93-94, ,,3,93,94,-1,2055.0
1:28.0, ,93-94,Shooting foul by G. Mathews (drawn by B. Lopez),,3,93,94,-1,2072.0
1:28.0, ,93-94,C. Payne enters the game for M. Beauchamp,,3,93,94,-1,2072.0
1:28.0, ,93-94,B. Lopez misses free throw 1 of 2,,3,93,94,-1,2072.0
1:28.0, ,93-94,Offensive rebound by Team,,3,93,94,-1,2072.0
1:28.0, ,93-94,B. Lopez misses free throw 2 of 2,,3,93,94,-1,2072.0
1:27.0,Defensive rebound by B. Bogdanović,93-94, ,,3,93,94,-1,2073.0
1:05.0,B. Bogdanović misses 3-pt jump shot from 30 ft,93-94, ,,3,93,94,-1,2095.0
1:03.0,Offensive rebound by G. Mathews,93-94, ,,3,93,94,-1,2097.0
1:03.0,Turnover by G. Mathews (out of bounds lost ball),93-94, ,,3,93,94,-1,2097.0
0:49.0, ,93-94,Shooting foul by B. Bogdanović (drawn by C. Payne),,3,93,94,-1,2111.0
0:49.0, ,93-95,C. Payne makes free throw 1 of 2,,3,93,95,-2,2111.0
0:49.0, ,93-96,C. Payne makes free throw 2 of 2,,3,93,96,-3,2111.0
0:37.0,T. Young makes 2-pt layup from 1 ft,95-96, ,,3,95,96,-1,2123.0
0:31.0, ,95-96,Offensive foul by D. Lillard (drawn by G. Mathews),,3,95,96,-1,2129.0
0:31.0, ,95-96,Turnover by D. Lillard (offensive foul),,3,95,96,-1,2129.0
0:28.0,T. Young misses 3-pt jump shot from 27 ft,95-96, ,,3,95,96,-1,2132.0
0:24.0, ,95-96,Defensive rebound by B. Portis,,3,95,96,-1,2136.0
0:06.0, ,95-99,C. Payne makes 3-pt jump shot from 24 ft (assist by D. Lillard),,3,95,99,-4,2154.0
0:00.0,B. Bogdanović makes 3-pt jump shot from 30 ft,98-99, ,,3,98,99,-1,2160.0
0:00.0,End of 3rd quarter,98-99,,,3,98,99,-1,2160.0
12:00.0,Start of 4th quarter,98-99,,,4,98,99,-1,2160.0
11:41.0, ,98-99,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,4,98,99,-1,2179.0
11:38.0,Defensive rebound by C. Capela,98-99, ,,4,98,99,-1,2182.0
11:35.0,Personal foul by C. Payne (drawn by T. Young),98-99, ,,4,98,99,-1,2185.0
11:25.0,B. Bogdanović misses 2-pt jump shot from 11 ft,98-99, ,,4,98,99,-1,2195.0
11:22.0, ,98-99,Defensive rebound by B. Portis,,4,98,99,-1,2198.0
11:17.0, ,98-99,K. Middleton misses 3-pt jump shot from 26 ft,,4,98,99,-1,2203.0
11:13.0,Defensive rebound by C. Capela,98-99, ,,4,98,99,-1,2207.0
11:05.0,O. Okongwu makes 2-pt layup from 1 ft (assist by C. Capela),100-99, ,Lead change,4,100,99,1,2215.0
10:49.0, ,100-101,C. Payne makes 2-pt jump shot from 15 ft,Lead change,4,100,101,-1,2231.0
10:41.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by T. Young),103-101, ,Lead change,4,103,101,2,2239.0
10:22.0, ,103-103,C. Payne makes 2-pt jump shot from 14 ft,Tie,4,103,103,0,2258.0
10:10.0,Shooting foul by C. Payne (drawn by O. Okongwu),103-103, ,,4,103,103,0,2270.0
10:10.0,O. Okongwu misses free throw 1 of 2,103-103, ,,4,103,103,0,2270.0
10:10.0,Offensive rebound by Team,103-103, ,,4,103,103,0,2270.0
10:10.0,O. Okongwu misses free throw 2 of 2,103-103, ,,4,103,103,0,2270.0
10:07.0, ,103-103,Defensive rebound by B. Portis,,4,103,103,0,2273.0
9:54.0, ,103-106,M. Beasley makes 3-pt jump shot from 23 ft (assist by C. Payne),Lead change,4,103,106,-3,2286.0
9:47.0,Personal foul by B. Portis (drawn by T. Young),103-106, ,,4,103,106,-3,2293.0
9:39.0,O. Okongwu misses 3-pt jump shot from 23 ft,103-106, ,,4,103,106,-3,2301.0
9:36.0,Offensive rebound by C. Capela,103-106, ,,4,103,106,-3,2304.0
9:36.0,C. Capela misses 2-pt layup at rim,103-106, ,,4,103,106,-3,2304.0
9:35.0,Offensive rebound by C. Capela,103-106, ,,4,103,106,-3,2305.0
9:34.0,C. Capela misses 2-pt layup at rim,103-106, ,,4,103,106,-3,2306.0
9:31.0,Offensive rebound by S. Bey,103-106, ,,4,103,106,-3,2309.0
9:26.0,Shooting foul by B. Portis (drawn by S. Bey),103-106, ,,4,103,106,-3,2314.0
9:26.0,S. Bey makes free throw 1 of 2,104-106, ,,4,104,106,-2,2314.0
9:26.0,S. Bey makes free throw 2 of 2,105-106, ,,4,105,106,-1,2314.0
9:08.0, ,105-108,K. Middleton makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),,4,105,108,-3,2332.0
8:51.0,Turnover by T. Young (bad pass),105-108, ,,4,105,108,-3,2349.0
8:39.0, ,105-108,M. Beasley misses 3-pt jump shot from 23 ft,,4,105,108,-3,2361.0
8:38.0,Defensive rebound by Team,105-108, ,,4,105,108,-3,2362.0
8:23.0,O. Okongwu misses 3-pt jump shot from 24 ft,105-108, ,,4,105,108,-3,2377.0
8:21.0,Offensive rebound by T. Young,105-108, ,,4,105,108,-3,2379.0
8:19.0,B. Bogdanović misses 3-pt jump shot from 28 ft,105-108, ,,4,105,108,-3,2381.0
8:16.0, ,105-108,Defensive rebound by K. Middleton,,4,105,108,-3,2384.0
8:16.0, ,105-108,B. Portis misses 2-pt layup from 3 ft (block by B. Bogdanović),,4,105,108,-3,2384.0
8:15.0, ,105-108,Offensive rebound by G. Antetokounmpo,,4,105,108,-3,2385.0
8:14.0, ,105-108,G. Antetokounmpo misses 2-pt layup from 1 ft (block by C. Capela),,4,105,108,-3,2386.0
8:12.0,Defensive rebound by O. Okongwu,105-108, ,,4,105,108,-3,2388.0
8:05.0,C. Capela makes 2-pt dunk from 2 ft (assist by T. Young),107-108, ,,4,107,108,-1,2395.0
8:05.0, ,107-108,Milwaukee full timeout,,4,107,108,-1,2395.0
8:05.0,D. Hunter enters the game for C. Capela,107-108, ,,4,107,108,-1,2395.0
8:05.0,D. Murray enters the game for T. Young,107-108, ,,4,107,108,-1,2395.0
8:05.0, ,107-108,D. Lillard enters the game for G. Antetokounmpo,,4,107,108,-1,2395.0
8:05.0, ,107-108,B. Lopez enters the game for K. Middleton,,4,107,108,-1,2395.0
7:47.0, ,107-110,C. Payne makes 2-pt layup from 1 ft (assist by M. Beasley),,4,107,110,-3,2413.0
7:35.0,B. Bogdanović misses 3-pt jump shot from 29 ft,107-110, ,,4,107,110,-3,2425.0
7:31.0, ,107-110,Defensive rebound by D. Lillard,,4,107,110,-3,2429.0
7:08.0, ,107-112,D. Lillard makes 2-pt layup from 1 ft,,4,107,112,-5,2452.0
6:46.0,S. Bey makes 3-pt jump shot from 27 ft (assist by O. Okongwu),110-112, ,,4,110,112,-2,2474.0
6:28.0, ,110-112,B. Lopez misses 3-pt jump shot from 27 ft,,4,110,112,-2,2492.0
6:26.0, ,110-112,Offensive rebound by B. Portis,,4,110,112,-2,2494.0
6:26.0, ,110-112,B. Portis misses 2-pt layup from 3 ft,,4,110,112,-2,2494.0
6:24.0,Defensive rebound by S. Bey,110-112, ,,4,110,112,-2,2496.0
6:06.0,B. Bogdanović misses 3-pt jump shot from 26 ft,110-112, ,,4,110,112,-2,2514.0
6:02.0, ,110-112,Defensive rebound by B. Portis,,4,110,112,-2,2518.0
5:54.0, ,110-112,D. Lillard misses 3-pt jump shot from 27 ft,,4,110,112,-2,2526.0
5:54.0,Defensive rebound by Team,110-112, ,,4,110,112,-2,2526.0
5:54.0, ,110-112,Loose ball foul by B. Portis (drawn by D. Hunter),,4,110,112,-2,2526.0
5:54.0,T. Young enters the game for B. Bogdanović,110-112, ,,4,110,112,-2,2526.0
5:54.0, ,110-112,G. Antetokounmpo enters the game for B. Portis,,4,110,112,-2,2526.0
5:54.0,D. Hunter makes free throw 1 of 2,111-112, ,,4,111,112,-1,2526.0
5:54.0,C. Capela enters the game for S. Bey,111-112, ,,4,111,112,-1,2526.0
5:54.0,D. Hunter makes free throw 2 of 2,112-112, ,Tie,4,112,112,0,2526.0
5:37.0, ,112-114,G. Antetokounmpo makes 2-pt dunk from 1 ft,,4,112,114,-2,2543.0
5:23.0,Shooting foul by C. Payne (drawn by D. Murray),112-114, ,,4,112,114,-2,2557.0
5:23.0,D. Murray makes free throw 1 of 2,113-114, ,,4,113,114,-1,2557.0
5:23.0,D. Murray makes free throw 2 of 2,114-114, ,Tie,4,114,114,0,2557.0
5:09.0, ,114-116,D. Lillard makes 2-pt jump shot from 13 ft,,4,114,116,-2,2571.0
4:59.0,Jump ball: G. Antetokounmpo vs. D. Murray (B. Lopez gains possession),114-116,,,4,114,116,-2,2581.0
4:56.0,Turnover by D. Murray (lost ball; steal by G. Antetokounmpo),114-116, ,,4,114,116,-2,2584.0
4:44.0, ,114-119,C. Payne makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),,4,114,119,-5,2596.0
4:42.0,Atlanta full timeout,114-119, ,,4,114,119,-5,2598.0
4:42.0,S. Bey enters the game for O. Okongwu,114-119, ,,4,114,119,-5,2598.0
4:42.0, ,114-119,K. Middleton enters the game for C. Payne,,4,114,119,-5,2598.0
4:20.0,S. Bey misses 3-pt jump shot from 23 ft,114-119, ,,4,114,119,-5,2620.0
4:15.0, ,114-119,Defensive rebound by G. Antetokounmpo,,4,114,119,-5,2625.0
4:07.0, ,114-119,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,4,114,119,-5,2633.0
4:04.0,Defensive rebound by C. Capela,114-119, ,,4,114,119,-5,2636.0
4:00.0,T. Young misses 3-pt jump shot from 28 ft,114-119, ,,4,114,119,-5,2640.0
3:56.0, ,114-119,Defensive rebound by K. Middleton,,4,114,119,-5,2644.0
3:51.0, ,114-119,Turnover by K. Middleton (lost ball; steal by T. Young),,4,114,119,-5,2649.0
3:40.0,D. Murray makes 2-pt jump shot from 11 ft,116-119, ,,4,116,119,-3,2660.0
3:40.0, ,116-119,Milwaukee full timeout,,4,116,119,-3,2660.0
3:40.0,W. Matthews enters the game for D. Hunter,116-119, ,,4,116,119,-3,2660.0
3:24.0, ,116-119,K. Middleton misses 2-pt jump shot from 18 ft,,4,116,119,-3,2676.0
3:21.0,Defensive rebound by W. Matthews,116-119, ,,4,116,119,-3,2679.0
3:12.0,T. Young misses 2-pt jump shot from 16 ft,116-119, ,,4,116,119,-3,2688.0
3:09.0, ,116-119,Defensive rebound by M. Beasley,,4,116,119,-3,2691.0
2:56.0, ,116-121,D. Lillard makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),,4,116,121,-5,2704.0
2:39.0,D. Murray misses 2-pt jump shot from 14 ft,116-121, ,,4,116,121,-5,2721.0
2:36.0, ,116-121,Defensive rebound by K. Middleton,,4,116,121,-5,2724.0
2:35.0, ,116-123,G. Antetokounmpo makes 2-pt layup from 3 ft,,4,116,123,-7,2725.0
2:35.0, ,116-123,Shooting foul by S. Bey (drawn by G. Antetokounmpo),,4,116,123,-7,2725.0
2:35.0, ,116-123,G. Antetokounmpo misses free throw 1 of 1,,4,116,123,-7,2725.0
2:31.0, ,116-123,Offensive rebound by B. Lopez,,4,116,123,-7,2729.0
2:25.0, ,116-123,Turnover by D. Lillard (lost ball; steal by W. Matthews),,4,116,123,-7,2735.0
2:15.0,T. Young misses 2-pt jump shot from 9 ft (block by B. Lopez),116-123, ,,4,116,123,-7,2745.0
2:15.0,Offensive rebound by Team,116-123, ,,4,116,123,-7,2745.0
2:12.0,D. Murray makes 2-pt jump shot from 17 ft (assist by T. Young),118-123, ,,4,118,123,-5,2748.0
1:53.0, ,118-125,M. Beasley makes 2-pt jump shot from 10 ft (assist by K. Middleton),,4,118,125,-7,2767.0
1:33.0,T. Young misses 2-pt layup from 6 ft (block by B. Lopez),118-125, ,,4,118,125,-7,2787.0
1:31.0,Offensive rebound by C. Capela,118-125, ,,4,118,125,-7,2789.0
1:31.0,Turnover by C. Capela (bad pass),118-125, ,,4,118,125,-7,2789.0
1:31.0,D. Hunter enters the game for W. Matthews,118-125, ,,4,118,125,-7,2789.0
1:20.0, ,118-127,D. Lillard makes 2-pt dunk from 3 ft (assist by G. Antetokounmpo),,4,118,127,-9,2800.0
1:10.0,D. Murray misses 2-pt jump shot from 16 ft,118-127, ,,4,118,127,-9,2810.0
1:09.0, ,118-127,Defensive rebound by Team,,4,118,127,-9,2811.0
0:47.0, ,118-129,B. Lopez makes 2-pt layup from 1 ft,,4,118,129,-11,2833.0
0:38.0,T. Young misses 3-pt jump shot from 26 ft,118-129, ,,4,118,129,-11,2842.0
0:38.0, ,118-129,Defensive rebound by G. Antetokounmpo,,4,118,129,-11,2842.0
0:17.0, ,118-132,M. Beasley makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,4,118,132,-14,2863.0
0:07.0,D. Murray misses 3-pt jump shot from 23 ft,118-132, ,,4,118,132,-14,2873.0
0:04.0,Offensive rebound by S. Bey,118-132, ,,4,118,132,-14,2876.0
0:03.0,S. Bey makes 3-pt jump shot from 27 ft (assist by T. Young),121-132, ,,4,121,132,-11,2877.0
0:00.0,End of 4th quarter,121-132,,,4,121,132,-11,2880.0
