Time,Atlanta,Score,Orlando,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
8:07.0,Turnover by T. Young (bad pass; steal by J. Suggs),82-77, ,,3,82,77,5,1673.0
8:07.0, ,82-77,Personal foul by S. Bey (drawn by J. Suggs),,3,82,77,5,1673.0
7:55.0, ,82-77,Shooting foul by J. Johnson (drawn by P. Banchero),,3,82,77,5,1685.0
7:55.0, ,82-77,P. Banchero misses free throw 1 of 2,,3,82,77,5,1685.0
7:55.0, ,82-77,Offensive rebound by Team,,3,82,77,5,1685.0
7:55.0, ,82-78,P. Banchero makes free throw 2 of 2,,3,82,78,4,1685.0
7:36.0,T. Young makes 2-pt layup from 3 ft (assist by C. Capela),84-78, ,,3,84,78,6,1704.0
7:24.0,Violation by Team (kicked ball),84-78, ,,3,84,78,6,1716.0
7:24.0,B. Bogdanović enters the game for T. Young,84-78, ,,3,84,78,6,1716.0
7:13.0, ,84-78,M. Fultz misses 2-pt layup from 2 ft,,3,84,78,6,1727.0
7:07.0, ,84-78,Offensive rebound by P. Banchero,,3,84,78,6,1733.0
7:07.0, ,84-78,P. Banchero misses 2-pt layup at rim,,3,84,78,6,1733.0
7:07.0,Defensive rebound by J. Johnson,84-78, ,,3,84,78,6,1733.0
6:58.0,D. Murray misses 2-pt layup from 5 ft,84-78, ,,3,84,78,6,1742.0
6:58.0,Offensive rebound by Team,84-78, ,,3,84,78,6,1742.0
6:58.0, ,84-78,Loose ball foul by M. Fultz (drawn by C. Capela),,3,84,78,6,1742.0
6:49.0,D. Murray misses 3-pt jump shot from 26 ft,84-78, ,,3,84,78,6,1751.0
6:47.0, ,84-78,Defensive rebound by Team,,3,84,78,6,1753.0
6:37.0, ,84-80,G. Bitadze makes 2-pt hook shot from 5 ft (assist by P. Banchero),,3,84,80,4,1763.0
6:37.0,Violation by Team (def goaltending),84-80, ,,3,84,80,4,1763.0
6:17.0,D. Murray makes 2-pt jump shot from 13 ft,86-80, ,,3,86,80,6,1783.0
5:53.0, ,86-80,M. Fultz misses 2-pt jump shot from 20 ft,,3,86,80,6,1807.0
5:48.0, ,86-80,Offensive rebound by P. Banchero,,3,86,80,6,1812.0
5:48.0, ,86-80,P. Banchero misses 2-pt layup at rim,,3,86,80,6,1812.0
5:48.0,Defensive rebound by B. Bogdanović,86-80, ,,3,86,80,6,1812.0
5:44.0,D. Murray misses 2-pt jump shot from 7 ft,86-80, ,,3,86,80,6,1816.0
5:42.0, ,86-80,Defensive rebound by F. Wagner,,3,86,80,6,1818.0
5:36.0, ,86-82,P. Banchero makes 2-pt dunk from 1 ft (assist by F. Wagner),,3,86,82,4,1824.0
5:14.0,C. Capela misses 2-pt layup from 2 ft (block by G. Bitadze),86-82, ,,3,86,82,4,1846.0
5:09.0, ,86-82,Defensive rebound by P. Banchero,,3,86,82,4,1851.0
5:03.0, ,86-82,J. Suggs misses 3-pt jump shot from 28 ft,,3,86,82,4,1857.0
4:59.0,Defensive rebound by J. Johnson,86-82, ,,3,86,82,4,1861.0
4:50.0,B. Bogdanović misses 3-pt jump shot from 27 ft,86-82, ,,3,86,82,4,1870.0
4:46.0, ,86-82,Defensive rebound by G. Bitadze,,3,86,82,4,1874.0
4:42.0, ,86-82,Orlando full timeout,,3,86,82,4,1878.0
4:42.0,A. Griffin enters the game for C. Capela,86-82, ,,3,86,82,4,1878.0
4:42.0,O. Okongwu enters the game for J. Johnson,86-82, ,,3,86,82,4,1878.0
4:42.0, ,86-82,C. Anthony enters the game for P. Banchero,,3,86,82,4,1878.0
4:42.0, ,86-82,A. Black enters the game for G. Bitadze,,3,86,82,4,1878.0
4:42.0, ,86-82,J. Ingles enters the game for M. Fultz,,3,86,82,4,1878.0
4:42.0, ,86-82,J. Isaac enters the game for F. Wagner,,3,86,82,4,1878.0
4:29.0, ,86-85,J. Suggs makes 3-pt jump shot from 25 ft,,3,86,85,1,1891.0
4:17.0,S. Bey misses 2-pt layup from 3 ft (block by J. Ingles),86-85, ,,3,86,85,1,1903.0
4:17.0,Offensive rebound by Team,86-85, ,,3,86,85,1,1903.0
4:07.0,O. Okongwu makes 2-pt hook shot from 5 ft (assist by B. Bogdanović),88-85, ,,3,88,85,3,1913.0
4:07.0,T. Young enters the game for D. Murray,88-85, ,,3,88,85,3,1913.0
3:55.0, ,88-87,C. Anthony makes 2-pt hook shot from 4 ft (assist by A. Black),,3,88,87,1,1925.0
3:55.0, ,88-87,M. Wagner enters the game for J. Suggs,,3,88,87,1,1925.0
3:31.0,S. Bey misses 2-pt jump shot from 19 ft,88-87, ,,3,88,87,1,1949.0
3:30.0,Offensive rebound by Team,88-87, ,,3,88,87,1,1950.0
3:30.0,Turnover by Team (shot clock),88-87, ,,3,88,87,1,1950.0
3:16.0, ,88-89,A. Black makes 2-pt layup from 2 ft (assist by J. Ingles),Lead change,3,88,89,-1,1964.0
3:01.0,T. Young misses 3-pt jump shot from 27 ft,88-89, ,,3,88,89,-1,1979.0
2:57.0, ,88-89,Defensive rebound by J. Isaac,,3,88,89,-1,1983.0
2:51.0, ,88-89,Shooting foul by B. Bogdanović (drawn by J. Isaac),,3,88,89,-1,1989.0
2:51.0, ,88-90,J. Isaac makes free throw 1 of 2,,3,88,90,-2,1989.0
2:51.0,Atlanta full timeout,88-90, ,,3,88,90,-2,1989.0
2:51.0, ,88-91,J. Isaac makes free throw 2 of 2,,3,88,91,-3,1989.0
2:39.0,Turnover by S. Bey (traveling),88-91, ,,3,88,91,-3,2001.0
2:22.0, ,88-91,Turnover by C. Anthony (bad pass; steal by S. Bey),,3,88,91,-3,2018.0
2:13.0,B. Bogdanović misses 3-pt jump shot from 23 ft,88-91, ,,3,88,91,-3,2027.0
2:13.0, ,88-91,Defensive rebound by Team,,3,88,91,-3,2027.0
2:13.0,Loose ball foul by O. Okongwu (drawn by C. Anthony),88-91, ,,3,88,91,-3,2027.0
2:13.0, ,88-92,C. Anthony makes free throw 1 of 2,,3,88,92,-4,2027.0
2:13.0, ,88-93,C. Anthony makes free throw 2 of 2,,3,88,93,-5,2027.0
1:59.0,B. Bogdanović misses 2-pt layup from 3 ft (block by J. Isaac),88-93, ,,3,88,93,-5,2041.0
1:55.0, ,88-93,Defensive rebound by J. Isaac,,3,88,93,-5,2045.0
1:52.0, ,88-93,Personal foul by T. Young (drawn by C. Anthony),,3,88,93,-5,2048.0
1:52.0, ,88-94,C. Anthony makes free throw 1 of 2,,3,88,94,-6,2048.0
1:52.0, ,88-95,C. Anthony makes free throw 2 of 2,,3,88,95,-7,2048.0
1:42.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),91-95, ,,3,91,95,-4,2058.0
1:16.0, ,91-95,J. Isaac misses 2-pt jump shot from 15 ft,,3,91,95,-4,2084.0
1:12.0,Defensive rebound by S. Bey,91-95, ,,3,91,95,-4,2088.0
1:07.0,T. Young misses 3-pt jump shot from 30 ft,91-95, ,,3,91,95,-4,2093.0
1:04.0,Offensive rebound by T. Young,91-95, ,,3,91,95,-4,2096.0
1:01.0,A. Griffin misses 3-pt jump shot from 25 ft,91-95, ,,3,91,95,-4,2099.0
0:57.0,Offensive rebound by S. Bey,91-95, ,,3,91,95,-4,2103.0
0:56.0,S. Bey misses 2-pt layup from 3 ft (block by J. Isaac),91-95, ,,3,91,95,-4,2104.0
0:56.0, ,91-95,Defensive rebound by Team,,3,91,95,-4,2104.0
0:56.0, ,91-95,Flagrant foul type 1 by S. Bey (drawn by J. Isaac),,3,91,95,-4,2104.0
0:56.0, ,91-95,Instant Replay (Request: Ruling Stands),,3,91,95,-4,2104.0
0:56.0, ,91-96,J. Isaac makes flagrant free throw 1 of 2,,3,91,96,-5,2104.0
0:56.0, ,91-96,Offensive rebound by Team,,3,91,96,-5,2104.0
0:56.0,J. Johnson enters the game for A. Griffin,91-96, ,,3,91,96,-5,2104.0
0:56.0, ,91-96,J. Isaac misses flagrant free throw 2 of 2,,3,91,96,-5,2104.0
0:37.0, ,91-96,C. Anthony misses 3-pt jump shot from 26 ft,,3,91,96,-5,2123.0
0:36.0, ,91-96,Offensive rebound by Team,,3,91,96,-5,2124.0
0:36.0,Loose ball foul by J. Johnson (drawn by J. Isaac),91-96, ,,3,91,96,-5,2124.0
0:36.0, ,91-97,J. Isaac makes free throw 1 of 2,,3,91,97,-6,2124.0
0:36.0,A. Griffin enters the game for J. Johnson,91-97, ,,3,91,97,-6,2124.0
0:36.0, ,91-98,J. Isaac makes free throw 2 of 2,,3,91,98,-7,2124.0
0:27.0,T. Young misses 3-pt jump shot from 25 ft,91-98, ,,3,91,98,-7,2133.0
0:21.0, ,91-98,Defensive rebound by J. Ingles,,3,91,98,-7,2139.0
0:03.0, ,91-98,J. Isaac misses 2-pt dunk from 3 ft (block by O. Okongwu),,3,91,98,-7,2157.0
0:00.0,Defensive rebound by T. Young,91-98, ,,3,91,98,-7,2160.0
0:00.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by T. Young),93-98, ,,3,93,98,-5,2160.0
0:00.0,End of 3rd quarter,93-98,,,3,93,98,-5,2160.0
12:00.0,Start of 4th quarter,93-98,,,4,93,98,-5,2160.0
11:45.0,O. Okongwu misses 3-pt jump shot from 23 ft,93-98, ,,4,93,98,-5,2175.0
11:41.0, ,93-98,Defensive rebound by M. Wagner,,4,93,98,-5,2179.0
11:29.0, ,93-101,M. Wagner makes 3-pt jump shot from 26 ft (assist by C. Anthony),,4,93,101,-8,2191.0
11:19.0,T. Young makes 3-pt jump shot from 27 ft,96-101, ,,4,96,101,-5,2201.0
10:53.0, ,96-103,F. Wagner makes 2-pt jump shot from 8 ft,,4,96,103,-7,2227.0
10:40.0,B. Bogdanović misses 3-pt jump shot from 25 ft,96-103, ,,4,96,103,-7,2240.0
10:40.0, ,96-103,Defensive rebound by M. Wagner,,4,96,103,-7,2240.0
10:40.0, ,96-103,Personal foul by O. Okongwu (drawn by M. Wagner),,4,96,103,-7,2240.0
10:40.0,D. Hunter enters the game for A. Griffin,96-103, ,,4,96,103,-7,2240.0
10:26.0, ,96-103,M. Wagner misses 2-pt layup from 4 ft,,4,96,103,-7,2254.0
10:25.0, ,96-103,Offensive rebound by M. Wagner,,4,96,103,-7,2255.0
10:24.0, ,96-103,M. Wagner misses 2-pt jump shot from 4 ft,,4,96,103,-7,2256.0
10:22.0,Defensive rebound by B. Bogdanović,96-103, ,,4,96,103,-7,2258.0
10:20.0,Personal foul by F. Wagner (drawn by T. Young),96-103, ,,4,96,103,-7,2260.0
10:18.0,T. Young misses 3-pt jump shot from 27 ft,96-103, ,,4,96,103,-7,2262.0
10:17.0, ,96-103,Defensive rebound by Team,,4,96,103,-7,2263.0
10:17.0,Loose ball foul by B. Bogdanović (drawn by A. Black),96-103, ,,4,96,103,-7,2263.0
10:05.0, ,96-105,M. Wagner makes 2-pt layup from 3 ft (assist by J. Ingles),,4,96,105,-9,2275.0
10:05.0, ,96-105,Shooting foul by S. Bey (drawn by M. Wagner),,4,96,105,-9,2275.0
10:05.0,Atlanta full timeout,96-105, ,,4,96,105,-9,2275.0
10:05.0, ,96-106,M. Wagner makes free throw 1 of 1,,4,96,106,-10,2275.0
9:52.0,Personal foul by C. Anthony (drawn by D. Hunter),96-106, ,,4,96,106,-10,2288.0
9:44.0,T. Young misses 2-pt layup from 3 ft,96-106, ,,4,96,106,-10,2296.0
9:41.0, ,96-106,Defensive rebound by M. Wagner,,4,96,106,-10,2299.0
9:28.0, ,96-106,C. Anthony misses 3-pt jump shot from 24 ft,,4,96,106,-10,2312.0
9:25.0, ,96-106,Offensive rebound by A. Black,,4,96,106,-10,2315.0
9:23.0, ,96-106,F. Wagner misses 3-pt jump shot from 25 ft,,4,96,106,-10,2317.0
9:22.0,Defensive rebound by Team,96-106, ,,4,96,106,-10,2318.0
9:07.0,T. Young makes 2-pt layup from 3 ft,98-106, ,,4,98,106,-8,2333.0
8:50.0, ,98-108,M. Wagner makes 2-pt jump shot from 16 ft (assist by J. Ingles),,4,98,108,-10,2350.0
8:33.0,Shooting foul by C. Anthony (drawn by D. Hunter),98-108, ,,4,98,108,-10,2367.0
8:33.0,D. Hunter makes free throw 1 of 2,99-108, ,,4,99,108,-9,2367.0
8:33.0,J. Johnson enters the game for S. Bey,99-108, ,,4,99,108,-9,2367.0
8:33.0,D. Murray enters the game for T. Young,99-108, ,,4,99,108,-9,2367.0
8:33.0, ,99-108,P. Banchero enters the game for J. Ingles,,4,99,108,-9,2367.0
8:33.0,D. Hunter makes free throw 2 of 2,100-108, ,,4,100,108,-8,2367.0
8:13.0, ,100-111,A. Black makes 3-pt jump shot from 23 ft (assist by P. Banchero),,4,100,111,-11,2387.0
7:51.0,D. Hunter misses 2-pt jump shot from 10 ft,100-111, ,,4,100,111,-11,2409.0
7:49.0,Offensive rebound by J. Johnson,100-111, ,,4,100,111,-11,2411.0
7:47.0,J. Johnson makes 2-pt jump shot from 8 ft,102-111, ,,4,102,111,-9,2413.0
7:32.0, ,102-111,C. Anthony misses 2-pt jump shot from 13 ft,,4,102,111,-9,2428.0
7:26.0,Defensive rebound by Team,102-111, ,,4,102,111,-9,2434.0
7:26.0,Jump ball: O. Okongwu vs. M. Wagner (D. Murray gains possession),102-111,,,4,102,111,-9,2434.0
7:18.0,Turnover by D. Murray (bad pass),102-111, ,,4,102,111,-9,2442.0
7:18.0,C. Capela enters the game for O. Okongwu,102-111, ,,4,102,111,-9,2442.0
7:18.0, ,102-111,J. Suggs enters the game for F. Wagner,,4,102,111,-9,2442.0
7:05.0, ,102-111,A. Black misses 3-pt jump shot from 27 ft,,4,102,111,-9,2455.0
7:03.0,Defensive rebound by Team,102-111, ,,4,102,111,-9,2457.0
6:46.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by C. Capela),105-111, ,,4,105,111,-6,2474.0
6:26.0,Violation by Team (kicked ball),105-111, ,,4,105,111,-6,2494.0
6:17.0, ,105-113,P. Banchero makes 2-pt jump shot from 11 ft,,4,105,113,-8,2503.0
6:03.0,D. Murray misses 2-pt layup from 4 ft (block by A. Black),105-113, ,,4,105,113,-8,2517.0
6:03.0,Offensive rebound by Team,105-113, ,,4,105,113,-8,2517.0
5:55.0,B. Bogdanović makes 2-pt layup from 6 ft,107-113, ,,4,107,113,-6,2525.0
5:44.0, ,107-113,Turnover by J. Suggs (bad pass; steal by B. Bogdanović),,4,107,113,-6,2536.0
5:39.0,C. Capela makes 2-pt layup from 3 ft (assist by D. Hunter),109-113, ,,4,109,113,-4,2541.0
5:15.0, ,109-113,P. Banchero misses 2-pt jump shot from 7 ft,,4,109,113,-4,2565.0
5:12.0,Defensive rebound by D. Murray,109-113, ,,4,109,113,-4,2568.0
5:10.0, ,109-113,Orlando full timeout,,4,109,113,-4,2570.0
5:10.0, ,109-113,Instant Replay (Challenge: Ruling Stands),,4,109,113,-4,2570.0
5:10.0,Shooting foul by C. Anthony (drawn by D. Murray),109-113, ,,4,109,113,-4,2570.0
5:10.0,D. Murray misses free throw 1 of 2,109-113, ,,4,109,113,-4,2570.0
5:10.0,Offensive rebound by Team,109-113, ,,4,109,113,-4,2570.0
5:10.0,D. Murray makes free throw 2 of 2,110-113, ,,4,110,113,-3,2570.0
4:46.0, ,110-113,J. Suggs misses 2-pt jump shot from 6 ft,,4,110,113,-3,2594.0
4:43.0,Defensive rebound by C. Capela,110-113, ,,4,110,113,-3,2597.0
4:35.0,D. Murray makes 2-pt layup from 3 ft,112-113, ,,4,112,113,-1,2605.0
4:26.0, ,112-113,Offensive foul by M. Wagner (drawn by C. Capela),,4,112,113,-1,2614.0
4:26.0, ,112-113,Turnover by M. Wagner (offensive foul),,4,112,113,-1,2614.0
4:26.0, ,112-113,M. Fultz enters the game for C. Anthony,,4,112,113,-1,2614.0
4:26.0, ,112-113,F. Wagner enters the game for A. Black,,4,112,113,-1,2614.0
4:04.0,J. Johnson makes 2-pt layup from 5 ft,114-113, ,Lead change,4,114,113,1,2636.0
3:46.0, ,114-113,Turnover by P. Banchero (bad pass; steal by D. Murray),,4,114,113,1,2654.0
3:38.0,Turnover by D. Murray (lost ball; steal by M. Fultz),114-113, ,,4,114,113,1,2662.0
3:34.0, ,114-115,P. Banchero makes 2-pt dunk from 1 ft (assist by J. Suggs),Lead change,4,114,115,-1,2666.0
3:34.0,Atlanta full timeout,114-115, ,,4,114,115,-1,2666.0
3:34.0,T. Young enters the game for B. Bogdanović,114-115, ,,4,114,115,-1,2666.0
3:34.0, ,114-115,J. Isaac enters the game for M. Wagner,,4,114,115,-1,2666.0
3:16.0,T. Young misses 3-pt jump shot from 26 ft,114-115, ,,4,114,115,-1,2684.0
3:09.0, ,114-115,Defensive rebound by F. Wagner,,4,114,115,-1,2691.0
3:07.0, ,114-117,J. Isaac makes 2-pt dunk from 1 ft (assist by M. Fultz),,4,114,117,-3,2693.0
2:46.0,D. Murray misses 3-pt jump shot from 25 ft,114-117, ,,4,114,117,-3,2714.0
2:43.0, ,114-117,Defensive rebound by J. Isaac,,4,114,117,-3,2717.0
2:28.0, ,114-117,P. Banchero misses 3-pt jump shot from 26 ft,,4,114,117,-3,2732.0
2:24.0,Defensive rebound by C. Capela,114-117, ,,4,114,117,-3,2736.0
2:18.0,D. Murray misses 2-pt jump shot from 5 ft,114-117, ,,4,114,117,-3,2742.0
2:16.0, ,114-117,Defensive rebound by F. Wagner,,4,114,117,-3,2744.0
1:59.0, ,114-117,F. Wagner misses 2-pt jump shot from 10 ft,,4,114,117,-3,2761.0
1:56.0,Defensive rebound by J. Johnson,114-117, ,,4,114,117,-3,2764.0
1:56.0,Personal foul by P. Banchero (drawn by J. Johnson),114-117, ,,4,114,117,-3,2764.0
1:56.0,J. Johnson makes free throw 1 of 2,115-117, ,,4,115,117,-2,2764.0
1:56.0,J. Johnson misses free throw 2 of 2,115-117, ,,4,115,117,-2,2764.0
1:54.0, ,115-117,Defensive rebound by J. Isaac,,4,115,117,-2,2766.0
1:33.0, ,115-117,J. Isaac misses 3-pt jump shot from 25 ft,,4,115,117,-2,2787.0
1:28.0,Defensive rebound by C. Capela,115-117, ,,4,115,117,-2,2792.0
1:21.0,T. Young misses 3-pt jump shot from 27 ft,115-117, ,,4,115,117,-2,2799.0
1:20.0,Offensive rebound by C. Capela,115-117, ,,4,115,117,-2,2800.0
1:20.0,C. Capela misses 2-pt layup at rim,115-117, ,,4,115,117,-2,2800.0
1:20.0,Offensive rebound by Team,115-117, ,,4,115,117,-2,2800.0
1:20.0, ,115-117,Loose ball foul by J. Suggs (drawn by C. Capela),,4,115,117,-2,2800.0
1:20.0,C. Capela makes free throw 1 of 2,116-117, ,,4,116,117,-1,2800.0
1:20.0,C. Capela misses free throw 2 of 2,116-117, ,,4,116,117,-1,2800.0
1:17.0, ,116-117,Defensive rebound by J. Isaac,,4,116,117,-1,2803.0
1:11.0, ,116-117,Offensive foul by P. Banchero (drawn by J. Johnson),,4,116,117,-1,2809.0
1:11.0, ,116-117,Turnover by P. Banchero (offensive foul),,4,116,117,-1,2809.0
1:03.0,Shooting foul by P. Banchero (drawn by T. Young),116-117, ,,4,116,117,-1,2817.0
1:03.0,T. Young misses free throw 1 of 2,116-117, ,,4,116,117,-1,2817.0
1:03.0,Offensive rebound by Team,116-117, ,,4,116,117,-1,2817.0
1:03.0,T. Young makes free throw 2 of 2,117-117, ,Tie,4,117,117,0,2817.0
0:42.0, ,117-119,F. Wagner makes 2-pt hook shot from 8 ft,,4,117,119,-2,2838.0
0:31.0,D. Murray makes 3-pt jump shot from 23 ft (assist by T. Young),120-119, ,Lead change,4,120,119,1,2849.0
0:07.0, ,120-119,P. Banchero misses 3-pt jump shot from 27 ft,,4,120,119,1,2873.0
0:07.0, ,120-119,Offensive rebound by M. Fultz,,4,120,119,1,2873.0
0:06.0, ,120-119,Turnover by M. Fultz (bad pass; steal by T. Young),,4,120,119,1,2874.0
0:00.0,End of 4th quarter,120-119,,,4,120,119,1,2880.0
