Time,Detroit,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:14.0, ,65-86,B. Fernando enters the game for C. Capela,,3,86,65,21,1906.0
4:14.0,T. Evbuomwan makes free throw 2 of 2,66-86, ,,3,86,66,20,1906.0
4:01.0, ,66-86,Turnover by V. Krejci (lost ball; steal by T. Evbuomwan),,3,86,66,20,1919.0
3:57.0,M. Flynn makes 2-pt layup from 1 ft,68-86, ,,3,86,68,18,1923.0
3:36.0, ,68-86,D. Murray misses 3-pt jump shot from 25 ft,,3,86,68,18,1944.0
3:34.0,Defensive rebound by M. Flynn,68-86, ,,3,86,68,18,1946.0
3:25.0,T. Evbuomwan makes 2-pt layup from 1 ft (assist by C. Metu),70-86, ,,3,86,70,16,1955.0
3:09.0, ,70-88,D. Hunter makes 2-pt jump shot from 17 ft (assist by B. Fernando),,3,88,70,18,1971.0
2:55.0,J. Wiseman makes 2-pt hook shot from 5 ft (assist by M. Flynn),72-88, ,,3,88,72,16,1985.0
2:36.0, ,72-88,Shooting foul by T. Evbuomwan (drawn by D. Hunter),,3,88,72,16,2004.0
2:36.0, ,72-88,Atlanta full timeout,,3,88,72,16,2004.0
2:36.0, ,72-88,B. Bogdanović enters the game for V. Krejci,,3,88,72,16,2004.0
2:36.0, ,72-88,K. Bufkin enters the game for G. Mathews,,3,88,72,16,2004.0
2:36.0, ,72-88,J. Johnson enters the game for D. Murray,,3,88,72,16,2004.0
2:36.0, ,72-88,D. Hunter misses free throw 1 of 3,,3,88,72,16,2004.0
2:36.0, ,72-88,Offensive rebound by Team,,3,88,72,16,2004.0
2:36.0, ,72-89,D. Hunter makes free throw 2 of 3,,3,89,72,17,2004.0
2:36.0, ,72-89,D. Hunter misses free throw 3 of 3,,3,89,72,17,2004.0
2:31.0,Defensive rebound by C. Metu,72-89, ,,3,89,72,17,2009.0
2:24.0,J. Wiseman makes 2-pt dunk from 1 ft (assist by J. Ivey),74-89, ,,3,89,74,15,2016.0
1:59.0, ,74-89,J. Johnson misses 2-pt jump shot from 10 ft (block by C. Metu),,3,89,74,15,2041.0
1:55.0, ,74-89,Offensive rebound by K. Bufkin,,3,89,74,15,2045.0
1:54.0, ,74-89,K. Bufkin misses 3-pt jump shot from 25 ft,,3,89,74,15,2046.0
1:54.0,Defensive rebound by J. Wiseman,74-89, ,,3,89,74,15,2046.0
1:45.0,M. Flynn makes 3-pt jump shot from 25 ft (assist by J. Ivey),77-89, ,,3,89,77,12,2055.0
1:23.0, ,77-89,B. Bogdanović misses 2-pt jump shot from 10 ft,,3,89,77,12,2077.0
1:19.0,Defensive rebound by C. Metu,77-89, ,,3,89,77,12,2081.0
1:09.0,Personal foul by B. Fernando (drawn by C. Metu),77-89, ,,3,89,77,12,2091.0
1:09.0,E. Fournier enters the game for T. Evbuomwan,77-89, ,,3,89,77,12,2091.0
1:09.0, ,77-89,V. Krejci enters the game for D. Hunter,,3,89,77,12,2091.0
1:04.0,Shooting foul by V. Krejci (drawn by M. Flynn),77-89, ,,3,89,77,12,2096.0
1:04.0,M. Flynn misses free throw 1 of 3,77-89, ,,3,89,77,12,2096.0
1:04.0,Offensive rebound by Team,77-89, ,,3,89,77,12,2096.0
1:04.0,M. Flynn makes free throw 2 of 3,78-89, ,,3,89,78,11,2096.0
1:04.0,M. Flynn makes free throw 3 of 3,79-89, ,,3,89,79,10,2096.0
0:51.0, ,79-91,J. Johnson makes 2-pt dunk from 1 ft,,3,91,79,12,2109.0
0:51.0, ,79-91,Shooting foul by M. Flynn (drawn by J. Johnson),,3,91,79,12,2109.0
0:51.0, ,79-92,J. Johnson makes free throw 1 of 1,,3,92,79,13,2109.0
0:38.0,J. Ivey misses 2-pt jump shot from 8 ft (block by K. Bufkin),79-92, ,,3,92,79,13,2122.0
0:37.0,Offensive rebound by J. Wiseman,79-92, ,,3,92,79,13,2123.0
0:30.0,C. Metu misses 2-pt jump shot from 11 ft,79-92, ,,3,92,79,13,2130.0
0:23.0, ,79-92,Defensive rebound by J. Johnson,,3,92,79,13,2137.0
0:09.0, ,79-92,K. Bufkin misses 3-pt jump shot from 23 ft,,3,92,79,13,2151.0
0:04.0, ,79-92,Offensive rebound by Team,,3,92,79,13,2156.0
0:04.0,T. Evbuomwan enters the game for M. Flynn,79-92, ,,3,92,79,13,2156.0
0:00.0, ,79-92,J. Johnson misses 3-pt jump shot from 25 ft,,3,92,79,13,2160.0
0:00.0, ,79-92,Offensive rebound by Team,,3,92,79,13,2160.0
0:00.0,End of 3rd quarter,79-92,,,3,92,79,13,2160.0
12:00.0,Start of 4th quarter,79-92,,,4,92,79,13,2160.0
11:45.0, ,79-92,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,92,79,13,2175.0
11:44.0,Defensive rebound by Team,79-92, ,,4,92,79,13,2176.0
11:32.0,C. Metu misses 3-pt jump shot from 23 ft,79-92, ,,4,92,79,13,2188.0
11:29.0, ,79-92,Defensive rebound by J. Johnson,,4,92,79,13,2191.0
11:23.0, ,79-92,Personal foul by M. Flynn (drawn by J. Johnson),,4,92,79,13,2197.0
11:19.0, ,79-92,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,92,79,13,2201.0
11:16.0,Defensive rebound by C. Metu,79-92, ,,4,92,79,13,2204.0
11:12.0,Detroit full timeout,79-92, ,,4,92,79,13,2208.0
11:12.0,M. Sasser enters the game for J. Ivey,79-92, ,,4,92,79,13,2208.0
11:00.0,C. Metu misses 2-pt hook shot from 5 ft,79-92, ,,4,92,79,13,2220.0
10:56.0, ,79-92,Defensive rebound by J. Johnson,,4,92,79,13,2224.0
10:48.0, ,79-92,B. Bogdanović misses 2-pt jump shot from 19 ft,,4,92,79,13,2232.0
10:46.0,Defensive rebound by M. Flynn,79-92, ,,4,92,79,13,2234.0
10:40.0,M. Flynn makes 3-pt jump shot from 23 ft (assist by M. Sasser),82-92, ,,4,92,82,10,2240.0
10:17.0, ,82-94,K. Bufkin makes 2-pt jump shot from 15 ft (assist by B. Fernando),,4,94,82,12,2263.0
10:02.0,M. Sasser makes 3-pt jump shot from 23 ft (assist by E. Fournier),85-94, ,,4,94,85,9,2278.0
9:47.0, ,85-94,B. Bogdanović misses 2-pt jump shot from 10 ft,,4,94,85,9,2293.0
9:41.0, ,85-94,Offensive rebound by J. Johnson,,4,94,85,9,2299.0
9:41.0, ,85-96,J. Johnson makes 2-pt layup at rim,,4,96,85,11,2299.0
9:29.0,E. Fournier misses 3-pt jump shot from 22 ft,85-96, ,,4,96,85,11,2311.0
9:26.0, ,85-96,Defensive rebound by J. Johnson,,4,96,85,11,2314.0
9:23.0, ,85-99,G. Mathews makes 3-pt jump shot from 23 ft (assist by J. Johnson),,4,99,85,14,2317.0
9:08.0,M. Flynn makes 2-pt jump shot from 14 ft,87-99, ,,4,99,87,12,2332.0
8:48.0, ,87-99,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,99,87,12,2352.0
8:45.0,Defensive rebound by M. Flynn,87-99, ,,4,99,87,12,2355.0
8:40.0,M. Flynn makes 2-pt layup from 5 ft,89-99, ,,4,99,89,10,2360.0
8:37.0, ,89-99,Atlanta full timeout,,4,99,89,10,2363.0
8:37.0, ,89-99,D. Hunter enters the game for B. Bogdanović,,4,99,89,10,2363.0
8:37.0, ,89-99,V. Krejci enters the game for K. Bufkin,,4,99,89,10,2363.0
8:37.0, ,89-99,D. Murray enters the game for J. Johnson,,4,99,89,10,2363.0
8:21.0, ,89-99,D. Hunter misses 2-pt jump shot from 13 ft,,4,99,89,10,2379.0
8:18.0,Defensive rebound by M. Flynn,89-99, ,,4,99,89,10,2382.0
7:58.0,M. Flynn misses 3-pt jump shot from 26 ft,89-99, ,,4,99,89,10,2402.0
7:55.0, ,89-99,Defensive rebound by D. Hunter,,4,99,89,10,2405.0
7:46.0, ,89-99,Turnover by D. Hunter (bad pass; steal by C. Metu),,4,99,89,10,2414.0
7:42.0,J. Wiseman makes 2-pt layup from 1 ft (assist by C. Metu),91-99, ,,4,99,91,8,2418.0
7:42.0,Shooting foul by G. Mathews (drawn by J. Wiseman),91-99, ,,4,99,91,8,2418.0
7:42.0,J. Wiseman makes free throw 1 of 1,92-99, ,,4,99,92,7,2418.0
7:30.0, ,92-101,D. Murray makes 2-pt jump shot from 13 ft,,4,101,92,9,2430.0
7:10.0,C. Metu misses 2-pt dunk from 2 ft (block by B. Fernando),92-101, ,,4,101,92,9,2450.0
7:06.0, ,92-101,Defensive rebound by G. Mathews,,4,101,92,9,2454.0
6:52.0, ,92-104,G. Mathews makes 3-pt jump shot from 25 ft (assist by D. Murray),,4,104,92,12,2468.0
6:52.0, ,92-104,J. Johnson enters the game for V. Krejci,,4,104,92,12,2468.0
6:24.0,M. Sasser misses 3-pt jump shot from 25 ft,92-104, ,,4,104,92,12,2496.0
6:21.0, ,92-104,Defensive rebound by G. Mathews,,4,104,92,12,2499.0
6:07.0, ,92-104,Turnover by D. Murray (lost ball; steal by E. Fournier),,4,104,92,12,2513.0
6:03.0,J. Wiseman makes 2-pt dunk from 1 ft (assist by E. Fournier),94-104, ,,4,104,94,10,2517.0
5:48.0, ,94-104,Turnover by J. Johnson (bad pass; steal by C. Metu),,4,104,94,10,2532.0
5:44.0,C. Metu makes 2-pt dunk from 1 ft (assist by M. Sasser),96-104, ,,4,104,96,8,2536.0
5:44.0, ,96-104,Atlanta full timeout,,4,104,96,8,2536.0
5:44.0,J. Duren enters the game for E. Fournier,96-104, ,,4,104,96,8,2536.0
5:44.0,T. Evbuomwan enters the game for J. Wiseman,96-104, ,,4,104,96,8,2536.0
5:44.0, ,96-104,B. Bogdanović enters the game for B. Fernando,,4,104,96,8,2536.0
5:44.0, ,96-104,C. Capela enters the game for G. Mathews,,4,104,96,8,2536.0
5:28.0, ,96-104,D. Murray misses 3-pt jump shot from 26 ft,,4,104,96,8,2552.0
5:26.0,Defensive rebound by Team,96-104, ,,4,104,96,8,2554.0
5:19.0,M. Flynn makes 3-pt jump shot from 24 ft,99-104, ,,4,104,99,5,2561.0
5:06.0, ,99-107,D. Hunter makes 3-pt jump shot from 25 ft (assist by D. Murray),,4,107,99,8,2574.0
4:39.0,Turnover by M. Flynn (lost ball; steal by B. Bogdanović),99-107, ,,4,107,99,8,2601.0
4:33.0, ,99-107,Turnover by D. Murray (bad pass; steal by J. Duren),,4,107,99,8,2607.0
4:28.0,Turnover by J. Duren (bad pass; steal by J. Johnson),99-107, ,,4,107,99,8,2612.0
4:23.0, ,99-109,C. Capela makes 2-pt dunk from 1 ft (assist by J. Johnson),,4,109,99,10,2617.0
4:23.0,Detroit full timeout,99-109, ,,4,109,99,10,2617.0
4:04.0,M. Flynn makes 2-pt jump shot from 6 ft (assist by T. Evbuomwan),101-109, ,,4,109,101,8,2636.0
3:45.0, ,101-112,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Murray),,4,112,101,11,2655.0
3:27.0,M. Flynn makes 2-pt layup from 2 ft,103-112, ,,4,112,103,9,2673.0
3:06.0, ,103-114,J. Johnson makes 2-pt jump shot from 9 ft (assist by D. Murray),,4,114,103,11,2694.0
2:46.0,M. Sasser makes 3-pt jump shot from 25 ft (assist by M. Flynn),106-114, ,,4,114,106,8,2714.0
2:22.0, ,106-114,Personal foul by C. Metu (drawn by C. Capela),,4,114,106,8,2738.0
2:16.0, ,106-114,Turnover by D. Murray (bad pass; steal by M. Sasser),,4,114,106,8,2744.0
2:11.0,M. Flynn misses 3-pt jump shot from 25 ft,106-114, ,,4,114,106,8,2749.0
2:07.0, ,106-114,Defensive rebound by C. Capela,,4,114,106,8,2753.0
1:55.0, ,106-116,D. Murray makes 2-pt jump shot from 13 ft,,4,116,106,10,2765.0
1:44.0,C. Metu makes 2-pt dunk from 1 ft (assist by M. Flynn),108-116, ,,4,116,108,8,2776.0
1:27.0, ,108-118,J. Johnson makes 2-pt jump shot from 12 ft (assist by D. Murray),,4,118,108,10,2793.0
1:14.0,C. Metu misses 3-pt jump shot from 24 ft,108-118, ,,4,118,108,10,2806.0
1:11.0, ,108-118,Defensive rebound by D. Hunter,,4,118,108,10,2809.0
0:56.0, ,108-118,D. Murray misses 2-pt jump shot from 16 ft,,4,118,108,10,2824.0
0:53.0,Defensive rebound by C. Metu,108-118, ,,4,118,108,10,2827.0
0:51.0,M. Flynn makes 3-pt jump shot from 25 ft,111-118, ,,4,118,111,7,2829.0
0:46.0, ,111-118,Turnover by J. Johnson (bad pass; steal by M. Flynn),,4,118,111,7,2834.0
0:43.0,M. Flynn misses 2-pt layup from 5 ft,111-118, ,,4,118,111,7,2837.0
0:42.0, ,111-118,Defensive rebound by J. Johnson,,4,118,111,7,2838.0
0:32.0, ,111-118,Turnover by D. Murray (lost ball; steal by C. Metu),,4,118,111,7,2848.0
0:30.0,M. Flynn makes 2-pt layup from 2 ft (assist by C. Metu),113-118, ,,4,118,113,5,2850.0
0:23.0, ,113-118,Personal foul by M. Sasser (drawn by B. Bogdanović),,4,118,113,5,2857.0
0:21.0, ,113-118,Atlanta full timeout,,4,118,113,5,2859.0
0:19.0, ,113-118,Personal take foul by M. Sasser (drawn by D. Murray),,4,118,113,5,2861.0
0:19.0, ,113-118,D. Murray misses free throw 1 of 2,,4,118,113,5,2861.0
0:19.0, ,113-118,Offensive rebound by Team,,4,118,113,5,2861.0
0:19.0, ,113-119,D. Murray makes free throw 2 of 2,,4,119,113,6,2861.0
0:19.0,Detroit full timeout,113-119, ,,4,119,113,6,2861.0
0:19.0,E. Fournier enters the game for T. Evbuomwan,113-119, ,,4,119,113,6,2861.0
0:14.0,M. Flynn misses 3-pt jump shot from 24 ft,113-119, ,,4,119,113,6,2866.0
0:13.0, ,113-119,Defensive rebound by Team,,4,119,113,6,2867.0
0:13.0, ,113-119,Personal take foul by C. Metu (drawn by J. Johnson),,4,119,113,6,2867.0
0:13.0, ,113-120,J. Johnson makes free throw 1 of 2,,4,120,113,7,2867.0
0:13.0, ,113-121,J. Johnson makes free throw 2 of 2,,4,121,113,8,2867.0
0:13.0,Detroit full timeout,113-121, ,,4,121,113,8,2867.0
0:10.0,E. Fournier misses 3-pt jump shot from 27 ft,113-121, ,,4,121,113,8,2870.0
0:05.0, ,113-121,Defensive rebound by J. Johnson,,4,121,113,8,2875.0
0:00.0,End of 4th quarter,113-121,,,4,121,113,8,2880.0
