Time,Orlando,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
2:25.0, ,73-70,Personal foul by M. Fultz (drawn by J. Johnson),,3,70,73,-3,2015.0
2:18.0, ,73-72,O. Okongwu makes 2-pt layup from 4 ft (assist by T. Young),,3,72,73,-1,2022.0
2:03.0,P. Banchero misses 2-pt jump shot from 19 ft,73-72, ,,3,72,73,-1,2037.0
1:59.0, ,73-72,Defensive rebound by J. Johnson,,3,72,73,-1,2041.0
1:54.0, ,73-72,O. Okongwu misses 2-pt dunk from 1 ft,,3,72,73,-1,2046.0
1:51.0, ,73-72,Offensive rebound by T. Young,,3,72,73,-1,2049.0
1:50.0, ,73-74,T. Young makes 2-pt jump shot from 11 ft,Lead change,3,74,73,1,2050.0
1:27.0,Turnover by J. Ingles (bad pass; steal by G. Mathews),73-74, ,,3,74,73,1,2073.0
1:20.0, ,73-77,G. Mathews makes 3-pt jump shot from 23 ft (assist by J. Johnson),,3,77,73,4,2080.0
0:54.0,Shooting foul by J. Johnson (drawn by P. Banchero),73-77, ,,3,77,73,4,2106.0
0:54.0,P. Banchero makes free throw 1 of 2,74-77, ,,3,77,74,3,2106.0
0:54.0,P. Banchero misses free throw 2 of 2,74-77, ,,3,77,74,3,2106.0
0:52.0, ,74-77,Defensive rebound by J. Johnson,,3,77,74,3,2108.0
0:40.0, ,74-77,Turnover by J. Johnson (traveling),,3,77,74,3,2120.0
0:31.0,M. Fultz makes 2-pt layup from 1 ft,76-77, ,,3,77,76,1,2129.0
0:28.0, ,76-77,T. Young misses 3-pt jump shot from 26 ft,,3,77,76,1,2132.0
0:25.0,Defensive rebound by M. Fultz,76-77, ,,3,77,76,1,2135.0
0:08.0,Turnover by M. Fultz (bad pass; steal by T. Young),76-77, ,,3,77,76,1,2152.0
0:02.0, ,76-77,Shooting foul by M. Fultz (drawn by J. Johnson),,3,77,76,1,2158.0
0:02.0, ,76-78,J. Johnson makes free throw 1 of 2,,3,78,76,2,2158.0
0:02.0, ,76-78,J. Johnson misses free throw 2 of 2,,3,78,76,2,2158.0
0:01.0,Defensive rebound by P. Banchero,76-78, ,,3,78,76,2,2159.0
0:00.0,End of 3rd quarter,76-78,,,3,78,76,2,2160.0
12:00.0,Start of 4th quarter,76-78,,,4,78,76,2,2160.0
11:40.0, ,76-78,J. Johnson misses 2-pt jump shot from 11 ft,,4,78,76,2,2180.0
11:37.0,Defensive rebound by J. Ingles,76-78, ,,4,78,76,2,2183.0
11:17.0,C. Anthony makes 3-pt jump shot from 27 ft (assist by J. Ingles),79-78, ,Lead change,4,78,79,-1,2203.0
11:03.0, ,79-78,O. Okongwu misses 2-pt layup from 3 ft (block by C. Anthony),,4,78,79,-1,2217.0
11:01.0,Defensive rebound by C. Anthony,79-78, ,,4,78,79,-1,2219.0
10:58.0,M. Fultz makes 2-pt layup from 2 ft (assist by C. Anthony),81-78, ,,4,78,81,-3,2222.0
10:41.0, ,81-78,G. Mathews misses 3-pt jump shot from 27 ft,,4,78,81,-3,2239.0
10:37.0, ,81-78,Offensive rebound by G. Mathews,,4,78,81,-3,2243.0
10:37.0, ,81-81,G. Mathews makes 3-pt jump shot from 25 ft,Tie,4,81,81,0,2243.0
10:18.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by J. Isaac),84-81, ,,4,81,84,-3,2262.0
10:05.0, ,84-83,O. Okongwu makes 2-pt dunk from 1 ft (assist by T. Young),,4,83,84,-1,2275.0
9:47.0,J. Isaac misses 2-pt jump shot from 12 ft,84-83, ,,4,83,84,-1,2293.0
9:42.0,Offensive rebound by W. Carter,84-83, ,,4,83,84,-1,2298.0
9:42.0,W. Carter makes 2-pt layup at rim,86-83, ,,4,83,86,-3,2298.0
9:32.0, ,86-85,O. Okongwu makes 2-pt layup from 1 ft (assist by T. Young),,4,85,86,-1,2308.0
9:32.0, ,86-85,Shooting foul by W. Carter (drawn by O. Okongwu),,4,85,86,-1,2308.0
9:32.0, ,86-85,D. Murray enters the game for G. Mathews,,4,85,86,-1,2308.0
9:32.0, ,86-86,O. Okongwu makes free throw 1 of 1,Tie,4,86,86,0,2308.0
9:20.0,C. Anthony misses 3-pt jump shot from 26 ft,86-86, ,,4,86,86,0,2320.0
9:15.0, ,86-86,Defensive rebound by B. Bogdanović,,4,86,86,0,2325.0
9:11.0, ,86-86,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,86,86,0,2329.0
9:07.0,Defensive rebound by W. Carter,86-86, ,,4,86,86,0,2333.0
8:59.0,M. Fultz misses 2-pt jump shot from 13 ft,86-86, ,,4,86,86,0,2341.0
8:56.0, ,86-86,Defensive rebound by O. Okongwu,,4,86,86,0,2344.0
8:47.0, ,86-86,Shooting foul by J. Ingles (drawn by B. Bogdanović),,4,86,86,0,2353.0
8:47.0, ,86-87,B. Bogdanović makes free throw 1 of 2,Lead change,4,87,86,1,2353.0
8:47.0, ,86-87,S. Bey enters the game for J. Johnson,,4,87,86,1,2353.0
8:47.0, ,86-88,B. Bogdanović makes free throw 2 of 2,,4,88,86,2,2353.0
8:35.0,Personal foul by B. Bogdanović (drawn by W. Carter),86-88, ,,4,88,86,2,2365.0
8:27.0,C. Anthony makes 2-pt dunk at rim (assist by W. Carter),88-88, ,Tie,4,88,88,0,2373.0
8:07.0, ,88-88,B. Bogdanović misses 2-pt jump shot from 13 ft (block by C. Anthony),,4,88,88,0,2393.0
8:06.0,Defensive rebound by J. Ingles,88-88, ,,4,88,88,0,2394.0
8:06.0,Personal foul by S. Bey (drawn by C. Anthony),88-88, ,,4,88,88,0,2394.0
8:06.0,P. Banchero enters the game for J. Isaac,88-88, ,,4,88,88,0,2394.0
7:54.0,Offensive foul by J. Ingles (drawn by B. Bogdanović),88-88, ,,4,88,88,0,2406.0
7:54.0,Turnover by J. Ingles (offensive foul),88-88, ,,4,88,88,0,2406.0
7:54.0, ,88-88,C. Capela enters the game for O. Okongwu,,4,88,88,0,2406.0
7:39.0, ,88-88,Turnover by T. Young (bad pass; steal by W. Carter),,4,88,88,0,2421.0
7:32.0,Shooting foul by C. Capela (drawn by W. Carter),88-88, ,,4,88,88,0,2428.0
7:32.0,W. Carter makes free throw 1 of 2,89-88, ,Lead change,4,88,89,-1,2428.0
7:32.0,W. Carter makes free throw 2 of 2,90-88, ,,4,88,90,-2,2428.0
7:22.0, ,90-90,D. Murray makes 2-pt jump shot from 10 ft,Tie,4,90,90,0,2438.0
7:03.0,J. Ingles misses 3-pt jump shot from 26 ft,90-90, ,,4,90,90,0,2457.0
7:03.0, ,90-90,Defensive rebound by C. Capela,,4,90,90,0,2457.0
6:54.0, ,90-90,Turnover by T. Young (bad pass; steal by W. Carter),,4,90,90,0,2466.0
6:53.0,Personal foul by T. Young (drawn by P. Banchero),90-90, ,,4,90,90,0,2467.0
6:53.0, ,90-90,Atlanta full timeout,,4,90,90,0,2467.0
6:53.0,G. Bitadze enters the game for W. Carter,90-90, ,,4,90,90,0,2467.0
6:53.0,C. Okeke enters the game for M. Fultz,90-90, ,,4,90,90,0,2467.0
6:53.0,J. Suggs enters the game for J. Ingles,90-90, ,,4,90,90,0,2467.0
6:53.0, ,90-90,J. Johnson enters the game for B. Bogdanović,,4,90,90,0,2467.0
6:39.0,C. Anthony misses 3-pt jump shot from 26 ft,90-90, ,,4,90,90,0,2481.0
6:37.0, ,90-90,Defensive rebound by D. Murray,,4,90,90,0,2483.0
6:14.0, ,90-92,D. Murray makes 2-pt layup from 3 ft,Lead change,4,92,90,2,2506.0
5:58.0,P. Banchero makes 2-pt jump shot from 2 ft,92-92, ,Tie,4,92,92,0,2522.0
5:36.0, ,92-94,D. Murray makes 2-pt layup from 3 ft (assist by T. Young),,4,94,92,2,2544.0
5:22.0,Shooting foul by C. Capela (drawn by P. Banchero),92-94, ,,4,94,92,2,2558.0
5:22.0,P. Banchero makes free throw 1 of 3,93-94, ,,4,94,93,1,2558.0
5:22.0,P. Banchero makes free throw 2 of 3,94-94, ,Tie,4,94,94,0,2558.0
5:22.0,P. Banchero makes free throw 3 of 3,95-94, ,Lead change,4,94,95,-1,2558.0
5:14.0, ,95-94,T. Young misses 2-pt layup from 5 ft (block by C. Anthony),,4,94,95,-1,2566.0
5:13.0,Defensive rebound by Team,95-94, ,,4,94,95,-1,2567.0
5:00.0,C. Okeke misses 2-pt dunk from 2 ft,95-94, ,,4,94,95,-1,2580.0
4:56.0, ,95-94,Defensive rebound by T. Young,,4,94,95,-1,2584.0
4:49.0, ,95-94,D. Murray misses 3-pt jump shot from 27 ft,,4,94,95,-1,2591.0
4:47.0,Defensive rebound by J. Suggs,95-94, ,,4,94,95,-1,2593.0
4:34.0,P. Banchero misses 3-pt jump shot from 26 ft,95-94, ,,4,94,95,-1,2606.0
4:32.0, ,95-94,Defensive rebound by Team,,4,94,95,-1,2608.0
4:32.0,Loose ball foul by G. Bitadze (drawn by C. Capela),95-94, ,,4,94,95,-1,2608.0
4:32.0, ,95-94,Atlanta full timeout,,4,94,95,-1,2608.0
4:32.0,W. Carter enters the game for C. Anthony,95-94, ,,4,94,95,-1,2608.0
4:32.0,M. Fultz enters the game for G. Bitadze,95-94, ,,4,94,95,-1,2608.0
4:21.0, ,95-94,Personal foul by J. Suggs (drawn by J. Johnson),,4,94,95,-1,2619.0
4:21.0, ,95-94,O. Okongwu enters the game for C. Capela,,4,94,95,-1,2619.0
4:08.0, ,95-94,T. Young misses 3-pt jump shot from 35 ft,,4,94,95,-1,2632.0
4:04.0,Defensive rebound by W. Carter,95-94, ,,4,94,95,-1,2636.0
3:47.0,P. Banchero misses 2-pt jump shot from 12 ft,95-94, ,,4,94,95,-1,2653.0
3:44.0, ,95-94,Defensive rebound by J. Johnson,,4,94,95,-1,2656.0
3:27.0, ,95-96,O. Okongwu makes 2-pt layup from 1 ft (assist by D. Murray),Lead change,4,96,95,1,2673.0
3:12.0,Offensive foul by M. Fultz (drawn by T. Young),95-96, ,,4,96,95,1,2688.0
3:12.0,Turnover by M. Fultz (offensive foul),95-96, ,,4,96,95,1,2688.0
3:00.0, ,95-96,T. Young misses 3-pt jump shot from 26 ft,,4,96,95,1,2700.0
2:56.0,Defensive rebound by W. Carter,95-96, ,,4,96,95,1,2704.0
2:43.0,P. Banchero makes 2-pt layup from 2 ft,97-96, ,Lead change,4,96,97,-1,2717.0
2:32.0, ,97-96,Personal foul by J. Suggs (drawn by T. Young),,4,96,97,-1,2728.0
2:32.0, ,97-97,T. Young makes free throw 1 of 2,Tie,4,97,97,0,2728.0
2:32.0, ,97-98,T. Young makes free throw 2 of 2,Lead change,4,98,97,1,2728.0
2:19.0,P. Banchero misses 2-pt jump shot from 15 ft,97-98, ,,4,98,97,1,2741.0
2:14.0, ,97-98,Defensive rebound by D. Murray,,4,98,97,1,2746.0
2:03.0, ,97-98,S. Bey misses 3-pt jump shot from 24 ft,,4,98,97,1,2757.0
1:58.0, ,97-98,Offensive rebound by S. Bey,,4,98,97,1,2762.0
1:50.0, ,97-98,D. Murray misses 2-pt layup from 2 ft,,4,98,97,1,2770.0
1:48.0, ,97-98,Offensive rebound by O. Okongwu,,4,98,97,1,2772.0
1:48.0, ,97-98,O. Okongwu misses 2-pt layup at rim,,4,98,97,1,2772.0
1:47.0, ,97-98,Offensive rebound by O. Okongwu,,4,98,97,1,2773.0
1:45.0, ,97-98,J. Johnson misses 2-pt layup from 1 ft,,4,98,97,1,2775.0
1:42.0, ,97-98,Offensive rebound by S. Bey,,4,98,97,1,2778.0
1:42.0, ,97-98,S. Bey misses 2-pt layup at rim,,4,98,97,1,2778.0
1:41.0, ,97-98,Offensive rebound by D. Murray,,4,98,97,1,2779.0
1:41.0, ,97-100,D. Murray makes 2-pt jump shot from 8 ft,,4,100,97,3,2779.0
1:41.0,Orlando full timeout,97-100, ,,4,100,97,3,2779.0
1:41.0,J. Ingles enters the game for C. Okeke,97-100, ,,4,100,97,3,2779.0
1:24.0,M. Fultz makes 2-pt layup from 1 ft,99-100, ,,4,100,99,1,2796.0
1:13.0, ,99-100,Personal foul by J. Suggs (drawn by T. Young),,4,100,99,1,2807.0
1:13.0, ,99-101,T. Young makes free throw 1 of 2,,4,101,99,2,2807.0
1:13.0, ,99-102,T. Young makes free throw 2 of 2,,4,102,99,3,2807.0
0:56.0,Shooting foul by O. Okongwu (drawn by J. Suggs),99-102, ,,4,102,99,3,2824.0
0:56.0,J. Suggs makes free throw 1 of 2,100-102, ,,4,102,100,2,2824.0
0:56.0,C. Okeke enters the game for J. Ingles,100-102, ,,4,102,100,2,2824.0
0:56.0,J. Suggs misses free throw 2 of 2,100-102, ,,4,102,100,2,2824.0
0:53.0,Offensive rebound by C. Okeke,100-102, ,,4,102,100,2,2827.0
0:43.0,P. Banchero misses 2-pt jump shot from 8 ft,100-102, ,,4,102,100,2,2837.0
0:40.0,Offensive rebound by J. Suggs,100-102, ,,4,102,100,2,2840.0
0:40.0,Instant Replay (Request: Ruling Stands),100-102, ,,4,102,100,2,2840.0
0:40.0,Personal foul by T. Young (drawn by W. Carter),100-102, ,,4,102,100,2,2840.0
0:40.0,W. Carter makes free throw 1 of 2,101-102, ,,4,102,101,1,2840.0
0:40.0,W. Carter misses free throw 2 of 2,101-102, ,,4,102,101,1,2840.0
0:39.0, ,101-102,Defensive rebound by O. Okongwu,,4,102,101,1,2841.0
0:26.0, ,101-102,Personal foul by C. Okeke (drawn by T. Young),,4,102,101,1,2854.0
0:26.0, ,101-103,T. Young makes free throw 1 of 2,,4,103,101,2,2854.0
0:26.0,J. Ingles enters the game for C. Okeke,101-103, ,,4,103,101,2,2854.0
0:26.0, ,101-104,T. Young makes free throw 2 of 2,,4,104,101,3,2854.0
0:09.0,P. Banchero makes 3-pt jump shot from 26 ft (assist by J. Suggs),104-104, ,Tie,4,104,104,0,2871.0
0:00.0, ,104-106,D. Murray makes 2-pt jump shot from 18 ft,,4,106,104,2,2880.0
0:00.0, ,104-106,Instant Replay (Request: Ruling Stands),,4,106,104,2,2880.0
0:00.0,End of 4th quarter,104-106,,,4,106,104,2,2880.0
