Time,Indiana,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:55.0,A. Nembhard makes 3-pt jump shot from 27 ft (assist by B. Brown),90-72, ,,3,72,90,-18,1925.0
3:35.0, ,90-74,D. Murray makes 2-pt jump shot from 20 ft,,3,74,90,-16,1945.0
3:10.0,Turnover by B. Mathurin (bad pass; steal by D. Murray),90-74, ,,3,74,90,-16,1970.0
3:00.0, ,90-74,Turnover by D. Murray (bad pass; steal by A. Nembhard),,3,74,90,-16,1980.0
2:55.0,Indiana full timeout,90-74, ,,3,74,90,-16,1985.0
2:55.0,B. Hield enters the game for B. Brown,90-74, ,,3,74,90,-16,1985.0
2:55.0,I. Jackson enters the game for A. Nembhard,90-74, ,,3,74,90,-16,1985.0
2:55.0,T. McConnell enters the game for A. Nesmith,90-74, ,,3,74,90,-16,1985.0
2:55.0,O. Toppin enters the game for M. Turner,90-74, ,,3,74,90,-16,1985.0
2:55.0, ,90-74,J. Johnson enters the game for S. Bey,,3,74,90,-16,1985.0
2:55.0, ,90-74,T. Young enters the game for D. Murray,,3,74,90,-16,1985.0
2:43.0,Turnover by B. Hield (bad pass; steal by T. Young),90-74, ,,3,74,90,-16,1997.0
2:35.0, ,90-74,T. Young misses 2-pt jump shot from 12 ft,,3,74,90,-16,2005.0
2:32.0, ,90-74,Offensive rebound by T. Young,,3,74,90,-16,2008.0
2:30.0, ,90-74,T. Forrest misses 2-pt layup at rim,,3,74,90,-16,2010.0
2:26.0,Defensive rebound by I. Jackson,90-74, ,,3,74,90,-16,2014.0
2:22.0,I. Jackson makes 2-pt dunk from 2 ft (assist by O. Toppin),92-74, ,,3,74,92,-18,2018.0
2:18.0, ,92-74,Personal foul by B. Hield (drawn by T. Forrest),,3,74,92,-18,2022.0
2:03.0, ,92-77,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Forrest),,3,77,92,-15,2037.0
1:43.0,Turnover by T. McConnell (traveling),92-77, ,,3,77,92,-15,2057.0
1:30.0, ,92-77,Turnover by T. Young (bad pass; steal by I. Jackson),,3,77,92,-15,2070.0
1:26.0,I. Jackson makes 2-pt dunk from 1 ft (assist by O. Toppin),94-77, ,,3,77,94,-17,2074.0
1:04.0, ,94-79,J. Johnson makes 2-pt jump shot from 8 ft (assist by T. Forrest),,3,79,94,-15,2096.0
0:46.0,B. Hield makes 3-pt jump shot from 25 ft (assist by T. McConnell),97-79, ,,3,79,97,-18,2114.0
0:38.0, ,97-79,T. Young misses 2-pt layup from 10 ft (block by I. Jackson),,3,79,97,-18,2122.0
0:34.0,Defensive rebound by T. McConnell,97-79, ,,3,79,97,-18,2126.0
0:33.0,B. Hield misses 2-pt jump shot from 2 ft,97-79, ,,3,79,97,-18,2127.0
0:33.0,Offensive rebound by O. Toppin,97-79, ,,3,79,97,-18,2127.0
0:33.0,O. Toppin makes 2-pt layup at rim,99-79, ,,3,79,99,-20,2127.0
0:23.0, ,99-79,Offensive foul by J. Johnson (drawn by T. McConnell),,3,79,99,-20,2137.0
0:23.0, ,99-79,Turnover by J. Johnson (offensive foul),,3,79,99,-20,2137.0
0:05.0,Turnover by T. McConnell (lost ball; steal by J. Johnson),99-79, ,,3,79,99,-20,2155.0
0:01.0, ,99-81,J. Johnson makes 2-pt dunk from 1 ft (assist by T. Forrest),,3,81,99,-18,2159.0
0:00.0,End of 3rd quarter,99-81,,,3,81,99,-18,2160.0
12:00.0,Start of 4th quarter,99-81,,,4,81,99,-18,2160.0
11:51.0, ,99-81,Turnover by  (8 sec),,4,81,99,-18,2169.0
11:36.0,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Mathurin),102-81, ,,4,81,102,-21,2184.0
11:26.0, ,102-84,T. Young makes 3-pt jump shot from 26 ft,,4,84,102,-18,2194.0
11:08.0,Turnover by B. Mathurin (bad pass; steal by B. Bogdanović),102-84, ,,4,84,102,-18,2212.0
11:08.0, ,102-84,Personal foul by I. Jackson (drawn by J. Johnson),,4,84,102,-18,2212.0
10:48.0, ,102-86,P. Mills makes 2-pt layup from 2 ft (assist by T. Young),,4,86,102,-16,2232.0
10:43.0,Shooting foul by B. Bogdanović (drawn by B. Mathurin),102-86, ,,4,86,102,-16,2237.0
10:43.0,B. Mathurin makes free throw 1 of 2,103-86, ,,4,86,103,-17,2237.0
10:43.0,B. Mathurin makes free throw 2 of 2,104-86, ,,4,86,104,-18,2237.0
10:29.0, ,104-89,T. Young makes 3-pt jump shot from 26 ft,,4,89,104,-15,2251.0
10:11.0,Personal foul by B. Bogdanović (drawn by I. Jackson),104-89, ,,4,89,104,-15,2269.0
10:02.0,B. Hield misses 3-pt jump shot from 26 ft,104-89, ,,4,89,104,-15,2278.0
9:55.0,Offensive rebound by B. Mathurin,104-89, ,,4,89,104,-15,2285.0
9:51.0,O. Toppin makes 2-pt layup at rim (assist by T. McConnell),106-89, ,,4,89,106,-17,2289.0
9:36.0, ,106-89,T. Young misses 2-pt layup from 3 ft,,4,89,106,-17,2304.0
9:30.0,Defensive rebound by I. Jackson,106-89, ,,4,89,106,-17,2310.0
9:12.0,B. Hield makes 3-pt jump shot from 24 ft (assist by O. Toppin),109-89, ,,4,89,109,-20,2328.0
8:48.0, ,109-89,Turnover by T. Young (bad pass; steal by T. McConnell),,4,89,109,-20,2352.0
8:44.0,O. Toppin makes 2-pt dunk from 1 ft (assist by T. McConnell),111-89, ,,4,89,111,-22,2356.0
8:44.0, ,111-89,Atlanta full timeout,,4,89,111,-22,2356.0
8:44.0, ,111-89,S. Bey enters the game for J. Johnson,,4,89,111,-22,2356.0
8:44.0, ,111-89,D. Murray enters the game for T. Young,,4,89,111,-22,2356.0
8:33.0, ,111-89,P. Mills misses 2-pt jump shot from 5 ft,,4,89,111,-22,2367.0
8:29.0,Defensive rebound by T. McConnell,111-89, ,,4,89,111,-22,2371.0
8:16.0,T. McConnell makes 2-pt jump shot from 7 ft,113-89, ,,4,89,113,-24,2384.0
8:02.0, ,113-89,Personal foul by B. Mathurin (drawn by B. Bogdanović),,4,89,113,-24,2398.0
7:58.0, ,113-89,B. Bogdanović misses 2-pt layup from 4 ft (block by B. Hield),,4,89,113,-24,2402.0
7:54.0, ,113-89,Offensive rebound by B. Bogdanović,,4,89,113,-24,2406.0
7:54.0, ,113-89,B. Bogdanović misses 2-pt layup from 3 ft,,4,89,113,-24,2406.0
7:53.0, ,113-89,B. Bogdanović misses 2-pt layup from 4 ft (block by I. Jackson),,4,89,113,-24,2407.0
7:53.0,Defensive rebound by T. McConnell,113-89, ,,4,89,113,-24,2407.0
7:50.0,Shooting foul by O. Okongwu (drawn by B. Mathurin),113-89, ,,4,89,113,-24,2410.0
7:50.0,B. Mathurin misses free throw 1 of 2,113-89, ,,4,89,113,-24,2410.0
7:50.0,Offensive rebound by Team,113-89, ,,4,89,113,-24,2410.0
7:50.0,B. Mathurin makes free throw 2 of 2,114-89, ,,4,89,114,-25,2410.0
7:43.0, ,114-89,Personal foul by B. Hield (drawn by D. Murray),,4,89,114,-25,2417.0
7:36.0, ,114-89,B. Bogdanović misses 3-pt jump shot from 27 ft,,4,89,114,-25,2424.0
7:33.0,Defensive rebound by O. Toppin,114-89, ,,4,89,114,-25,2427.0
7:19.0,Turnover by I. Jackson (bad pass; steal by B. Bogdanović),114-89, ,,4,89,114,-25,2441.0
7:15.0, ,114-89,Shooting foul by I. Jackson (drawn by S. Bey),,4,89,114,-25,2445.0
7:15.0, ,114-90,S. Bey makes free throw 1 of 2,,4,90,114,-24,2445.0
7:15.0,M. Turner enters the game for I. Jackson,114-90, ,,4,90,114,-24,2445.0
7:15.0, ,114-90,J. Johnson enters the game for B. Bogdanović,,4,90,114,-24,2445.0
7:15.0, ,114-90,T. Young enters the game for P. Mills,,4,90,114,-24,2445.0
7:15.0, ,114-91,S. Bey makes free throw 2 of 2,,4,91,114,-23,2445.0
7:00.0,B. Hield makes 2-pt layup from 1 ft (assist by T. McConnell),116-91, ,,4,91,116,-25,2460.0
6:54.0, ,116-91,Turnover by J. Johnson (bad pass; steal by T. McConnell),,4,91,116,-25,2466.0
6:51.0,B. Hield makes 2-pt layup from 2 ft (assist by T. McConnell),118-91, ,,4,91,118,-27,2469.0
6:41.0, ,118-91,Turnover by J. Johnson (bad pass),,4,91,118,-27,2479.0
6:31.0,Turnover by B. Mathurin (bad pass; steal by D. Murray),118-91, ,,4,91,118,-27,2489.0
6:28.0, ,118-93,D. Murray makes 2-pt dunk from 1 ft (assist by S. Bey),,4,93,118,-25,2492.0
6:27.0,Indiana full timeout,118-93, ,,4,93,118,-25,2493.0
6:27.0,Technical foul by R. Carlisle,118-93, ,,4,93,118,-25,2493.0
6:27.0, ,118-94,T. Young makes technical free throw,,4,94,118,-24,2493.0
6:17.0,Offensive foul by O. Toppin (drawn by J. Johnson),118-94, ,,4,94,118,-24,2503.0
6:17.0,Turnover by O. Toppin (offensive foul),118-94, ,,4,94,118,-24,2503.0
6:04.0, ,118-94,D. Murray misses 3-pt jump shot from 25 ft,,4,94,118,-24,2516.0
6:01.0,Defensive rebound by O. Toppin,118-94, ,,4,94,118,-24,2519.0
5:45.0,Shooting foul by O. Okongwu (drawn by O. Toppin),118-94, ,,4,94,118,-24,2535.0
5:45.0,O. Toppin makes free throw 1 of 2,119-94, ,,4,94,119,-25,2535.0
5:45.0,O. Toppin makes free throw 2 of 2,120-94, ,,4,94,120,-26,2535.0
5:32.0, ,120-94,Shooting foul by B. Hield (drawn by S. Bey),,4,94,120,-26,2548.0
5:32.0, ,120-95,S. Bey makes free throw 1 of 2,,4,95,120,-25,2548.0
5:32.0, ,120-95,T. Forrest enters the game for T. Young,,4,95,120,-25,2548.0
5:32.0, ,120-96,S. Bey makes free throw 2 of 2,,4,96,120,-24,2548.0
5:08.0,T. McConnell misses 2-pt jump shot from 11 ft,120-96, ,,4,96,120,-24,2572.0
5:05.0, ,120-96,Defensive rebound by J. Johnson,,4,96,120,-24,2575.0
4:56.0, ,120-96,S. Bey misses 3-pt jump shot from 23 ft,,4,96,120,-24,2584.0
4:53.0, ,120-96,Offensive rebound by O. Okongwu,,4,96,120,-24,2587.0
4:51.0, ,120-98,O. Okongwu makes 2-pt layup from 1 ft,,4,98,120,-22,2589.0
4:31.0,O. Toppin makes 2-pt dunk from 2 ft (assist by B. Hield),122-98, ,,4,98,122,-24,2609.0
4:14.0, ,122-100,O. Okongwu makes 2-pt layup at rim (assist by J. Johnson),,4,100,122,-22,2626.0
3:50.0,Turnover by T. McConnell (bad pass; steal by S. Bey),122-100, ,,4,100,122,-22,2650.0
3:43.0, ,122-102,D. Murray makes 2-pt jump shot from 3 ft,,4,102,122,-20,2657.0
3:42.0,Indiana full timeout,122-102, ,,4,102,122,-20,2658.0
3:42.0,K. Brown enters the game for B. Hield,122-102, ,,4,102,122,-20,2658.0
3:42.0,A. Nembhard enters the game for B. Mathurin,122-102, ,,4,102,122,-20,2658.0
3:42.0,J. Nwora enters the game for T. McConnell,122-102, ,,4,102,122,-20,2658.0
3:42.0,B. Sheppard enters the game for O. Toppin,122-102, ,,4,102,122,-20,2658.0
3:42.0,O. Tshiebwe enters the game for M. Turner,122-102, ,,4,102,122,-20,2658.0
3:42.0, ,122-102,B. Fernando enters the game for S. Bey,,4,102,122,-20,2658.0
3:42.0, ,122-102,A. Griffin enters the game for J. Johnson,,4,102,122,-20,2658.0
3:42.0, ,122-102,S. Lundy enters the game for D. Murray,,4,102,122,-20,2658.0
3:42.0, ,122-102,P. Mills enters the game for O. Okongwu,,4,102,122,-20,2658.0
3:26.0,Turnover by A. Nembhard (out of bounds lost ball),122-102, ,,4,102,122,-20,2674.0
3:02.0, ,122-102,B. Fernando misses 3-pt jump shot from 26 ft,,4,102,122,-20,2698.0
2:55.0,Defensive rebound by A. Nembhard,122-102, ,,4,102,122,-20,2705.0
2:42.0,Turnover by A. Nembhard (lost ball; steal by P. Mills),122-102, ,,4,102,122,-20,2718.0
2:37.0, ,122-102,A. Griffin misses 3-pt jump shot from 25 ft,,4,102,122,-20,2723.0
2:31.0,Defensive rebound by J. Nwora,122-102, ,,4,102,122,-20,2729.0
2:19.0,O. Tshiebwe makes 2-pt hook shot from 6 ft (assist by J. Nwora),124-102, ,,4,102,124,-22,2741.0
1:57.0, ,124-102,S. Lundy misses 3-pt jump shot from 25 ft,,4,102,124,-22,2763.0
1:54.0,Defensive rebound by O. Tshiebwe,124-102, ,,4,102,124,-22,2766.0
1:43.0,Turnover by A. Nembhard (traveling),124-102, ,,4,102,124,-22,2777.0
1:18.0, ,124-104,T. Forrest makes 2-pt jump shot from 12 ft,,4,104,124,-20,2802.0
0:58.0,O. Tshiebwe makes 2-pt layup from 5 ft (assist by J. Nwora),126-104, ,,4,104,126,-22,2822.0
0:43.0, ,126-104,Shooting foul by K. Brown (drawn by S. Lundy),,4,104,126,-22,2837.0
0:43.0, ,126-105,S. Lundy makes free throw 1 of 2,,4,105,126,-21,2837.0
0:43.0, ,126-106,S. Lundy makes free throw 2 of 2,,4,106,126,-20,2837.0
0:34.0,J. Nwora misses 2-pt jump shot from 6 ft (block by A. Griffin),126-106, ,,4,106,126,-20,2846.0
0:29.0, ,126-106,Defensive rebound by B. Fernando,,4,106,126,-20,2851.0
0:26.0, ,126-108,A. Griffin makes 2-pt layup from 1 ft (assist by T. Forrest),,4,108,126,-18,2854.0
0:02.0,Turnover by Team (shot clock),126-108, ,,4,108,126,-18,2878.0
0:00.0,End of 4th quarter,126-108,,,4,108,126,-18,2880.0
