Time,Atlanta,Score,Philadelphia,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:10.0, ,95-76,B. Hield misses 3-pt jump shot from 27 ft,,3,95,76,19,1910.0
4:07.0, ,95-76,Offensive rebound by P. Reed,,3,95,76,19,1913.0
4:03.0, ,95-76,Turnover by T. Harris (lost ball; steal by D. Hunter),,3,95,76,19,1917.0
4:03.0, ,95-76,K. Oubre enters the game for B. Hield,,3,95,76,19,1917.0
4:03.0, ,95-76,T. Smith enters the game for C. Payne,,3,95,76,19,1917.0
3:59.0,Jump ball: P. Reed vs. D. Hunter (K. Martin gains possession),95-76,,,3,95,76,19,1921.0
3:59.0,Turnover by D. Hunter (lost ball; steal by P. Reed),95-76, ,,3,95,76,19,1921.0
3:50.0, ,95-78,T. Harris makes 2-pt jump shot from 7 ft,,3,95,78,17,1930.0
3:36.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by O. Okongwu),97-78, ,,3,97,78,19,1944.0
3:23.0, ,97-78,T. Harris misses 2-pt jump shot from 15 ft,,3,97,78,19,1957.0
3:19.0,Defensive rebound by S. Bey,97-78, ,,3,97,78,19,1961.0
3:11.0,Atlanta full timeout,97-78, ,,3,97,78,19,1969.0
3:11.0,B. Fernando enters the game for S. Bey,97-78, ,,3,97,78,19,1969.0
3:11.0,J. Johnson enters the game for B. Bogdanović,97-78, ,,3,97,78,19,1969.0
3:11.0,G. Mathews enters the game for T. Forrest,97-78, ,,3,97,78,19,1969.0
3:11.0,T. Young enters the game for O. Okongwu,97-78, ,,3,97,78,19,1969.0
3:11.0, ,97-78,M. Bamba enters the game for T. Harris,,3,97,78,19,1969.0
3:11.0, ,97-78,B. Hield enters the game for P. Reed,,3,97,78,19,1969.0
3:04.0,J. Johnson misses 3-pt jump shot from 23 ft,97-78, ,,3,97,78,19,1976.0
3:01.0, ,97-78,Defensive rebound by K. Oubre,,3,97,78,19,1979.0
2:53.0, ,97-78,T. Smith misses 3-pt jump shot from 27 ft,,3,97,78,19,1987.0
2:53.0,Defensive rebound by Team,97-78, ,,3,97,78,19,1987.0
2:51.0, ,97-78,Loose ball foul by K. Martin (drawn by G. Mathews),,3,97,78,19,1989.0
2:39.0,Turnover by D. Hunter (bad pass; steal by K. Martin),97-78, ,,3,97,78,19,2001.0
2:26.0, ,97-81,M. Bamba makes 3-pt jump shot from 27 ft (assist by B. Hield),,3,97,81,16,2014.0
2:13.0,J. Johnson makes 2-pt dunk from 1 ft (assist by T. Young),99-81, ,,3,99,81,18,2027.0
2:00.0, ,99-83,K. Oubre makes 2-pt dunk from 1 ft (assist by B. Hield),,3,99,83,16,2040.0
1:45.0,G. Mathews misses 3-pt jump shot from 24 ft,99-83, ,,3,99,83,16,2055.0
1:42.0, ,99-83,Defensive rebound by K. Martin,,3,99,83,16,2058.0
1:21.0, ,99-86,K. Oubre makes 3-pt jump shot from 28 ft (assist by M. Bamba),,3,99,86,13,2079.0
1:00.0,D. Hunter makes 3-pt jump shot from 22 ft (assist by T. Young),102-86, ,,3,102,86,16,2100.0
0:50.0, ,102-86,K. Martin misses 3-pt jump shot from 26 ft,,3,102,86,16,2110.0
0:47.0, ,102-86,Offensive rebound by M. Bamba,,3,102,86,16,2113.0
0:46.0, ,102-86,Turnover by M. Bamba (lost ball; steal by T. Young),,3,102,86,16,2114.0
0:44.0,Personal foul by K. Martin (drawn by J. Johnson),102-86, ,,3,102,86,16,2116.0
0:28.0,T. Young misses 3-pt jump shot from 27 ft,102-86, ,,3,102,86,16,2132.0
0:26.0, ,102-86,Defensive rebound by K. Oubre,,3,102,86,16,2134.0
0:24.0, ,102-86,B. Hield misses 3-pt jump shot from 27 ft,,3,102,86,16,2136.0
0:21.0,Defensive rebound by B. Fernando,102-86, ,,3,102,86,16,2139.0
0:01.0,Shooting foul by K. Oubre (drawn by T. Young),102-86, ,,3,102,86,16,2159.0
0:01.0,T. Young makes free throw 1 of 2,103-86, ,,3,103,86,17,2159.0
0:01.0,T. Young misses free throw 2 of 2,103-86, ,,3,103,86,17,2159.0
0:00.0, ,103-86,Defensive rebound by K. Martin,,3,103,86,17,2160.0
0:00.0,End of 3rd quarter,103-86,,,3,103,86,17,2160.0
12:00.0,Start of 4th quarter,103-86,,,4,103,86,17,2160.0
11:45.0,T. Young misses 2-pt jump shot from 19 ft,103-86, ,,4,103,86,17,2175.0
11:41.0, ,103-86,Defensive rebound by T. Harris,,4,103,86,17,2179.0
11:29.0, ,103-86,T. Harris misses 2-pt jump shot from 9 ft,,4,103,86,17,2191.0
11:28.0, ,103-86,Offensive rebound by K. Oubre,,4,103,86,17,2192.0
11:26.0, ,103-86,Shooting foul by B. Fernando (drawn by K. Oubre),,4,103,86,17,2194.0
11:26.0, ,103-86,K. Oubre misses free throw 1 of 2,,4,103,86,17,2194.0
11:26.0, ,103-86,Offensive rebound by Team,,4,103,86,17,2194.0
11:26.0, ,103-87,K. Oubre makes free throw 2 of 2,,4,103,87,16,2194.0
11:10.0,B. Fernando makes 2-pt layup from 3 ft (assist by D. Hunter),105-87, ,,4,105,87,18,2210.0
10:57.0, ,105-89,K. Oubre makes 2-pt jump shot from 12 ft (assist by C. Payne),,4,105,89,16,2223.0
10:37.0,J. Johnson misses 2-pt jump shot from 10 ft (block by M. Bamba),105-89, ,,4,105,89,16,2243.0
10:35.0, ,105-89,Defensive rebound by K. Oubre,,4,105,89,16,2245.0
10:33.0, ,105-89,Shooting foul by T. Young (drawn by K. Oubre),,4,105,89,16,2247.0
10:33.0, ,105-90,K. Oubre makes free throw 1 of 2,,4,105,90,15,2247.0
10:33.0, ,105-91,K. Oubre makes free throw 2 of 2,,4,105,91,14,2247.0
10:22.0,Personal foul by K. Martin (drawn by D. Hunter),105-91, ,,4,105,91,14,2258.0
10:22.0, ,105-91,R. Council enters the game for K. Martin,,4,105,91,14,2258.0
10:12.0,T. Young misses 2-pt jump shot from 8 ft (block by M. Bamba),105-91, ,,4,105,91,14,2268.0
10:12.0,Offensive rebound by Team,105-91, ,,4,105,91,14,2268.0
10:09.0,Shooting foul by T. Harris (drawn by G. Mathews),105-91, ,,4,105,91,14,2271.0
10:09.0, ,105-91,Philadelphia full timeout,,4,105,91,14,2271.0
10:09.0, ,105-91,K. Martin enters the game for R. Council,,4,105,91,14,2271.0
10:09.0, ,105-91,Instant Replay (Challenge: Ruling Stands),,4,105,91,14,2271.0
10:09.0, ,105-91,R. Council enters the game for K. Martin,,4,105,91,14,2271.0
10:09.0,G. Mathews makes free throw 1 of 3,106-91, ,,4,106,91,15,2271.0
10:09.0,G. Mathews makes free throw 2 of 3,107-91, ,,4,107,91,16,2271.0
10:09.0,G. Mathews makes free throw 3 of 3,108-91, ,,4,108,91,17,2271.0
10:00.0, ,108-91,Shooting foul by B. Fernando (drawn by K. Oubre),,4,108,91,17,2280.0
10:00.0, ,108-91,K. Oubre misses free throw 1 of 2,,4,108,91,17,2280.0
10:00.0, ,108-91,Offensive rebound by Team,,4,108,91,17,2280.0
10:00.0, ,108-92,K. Oubre makes free throw 2 of 2,,4,108,92,16,2280.0
9:45.0,Shooting foul by R. Council (drawn by T. Young),108-92, ,,4,108,92,16,2295.0
9:45.0,T. Young misses free throw 1 of 2,108-92, ,,4,108,92,16,2295.0
9:45.0,Offensive rebound by Team,108-92, ,,4,108,92,16,2295.0
9:45.0,T. Young makes free throw 2 of 2,109-92, ,,4,109,92,17,2295.0
9:32.0, ,109-95,C. Payne makes 3-pt jump shot from 26 ft (assist by T. Harris),,4,109,95,14,2308.0
9:17.0,T. Young misses 3-pt jump shot from 28 ft,109-95, ,,4,109,95,14,2323.0
9:14.0, ,109-95,Defensive rebound by R. Council,,4,109,95,14,2326.0
9:10.0, ,109-95,Shooting foul by G. Mathews (drawn by K. Oubre),,4,109,95,14,2330.0
9:10.0, ,109-96,K. Oubre makes free throw 1 of 2,,4,109,96,13,2330.0
9:10.0,S. Bey enters the game for B. Fernando,109-96, ,,4,109,96,13,2330.0
9:10.0,B. Bogdanović enters the game for J. Johnson,109-96, ,,4,109,96,13,2330.0
9:10.0,O. Okongwu enters the game for G. Mathews,109-96, ,,4,109,96,13,2330.0
9:10.0, ,109-96,B. Hield enters the game for R. Council,,4,109,96,13,2330.0
9:10.0, ,109-97,K. Oubre makes free throw 2 of 2,,4,109,97,12,2330.0
8:54.0,S. Bey misses 2-pt jump shot from 7 ft (block by C. Payne),109-97, ,,4,109,97,12,2346.0
8:51.0, ,109-97,Defensive rebound by K. Oubre,,4,109,97,12,2349.0
8:46.0, ,109-100,C. Payne makes 3-pt jump shot from 27 ft (assist by B. Hield),,4,109,100,9,2354.0
8:45.0,Atlanta full timeout,109-100, ,,4,109,100,9,2355.0
8:24.0,Turnover by T. Young (bad pass; steal by M. Bamba),109-100, ,,4,109,100,9,2376.0
8:18.0, ,109-100,K. Oubre misses 3-pt jump shot from 28 ft,,4,109,100,9,2382.0
8:14.0,Defensive rebound by D. Hunter,109-100, ,,4,109,100,9,2386.0
8:02.0,S. Bey misses 3-pt jump shot from 26 ft,109-100, ,,4,109,100,9,2398.0
7:58.0, ,109-100,Defensive rebound by T. Harris,,4,109,100,9,2402.0
7:45.0, ,109-102,T. Harris makes 2-pt jump shot from 5 ft,,4,109,102,7,2415.0
7:15.0,B. Bogdanović misses 3-pt jump shot from 26 ft,109-102, ,,4,109,102,7,2445.0
7:10.0, ,109-102,Defensive rebound by M. Bamba,,4,109,102,7,2450.0
6:58.0, ,109-102,T. Harris misses 2-pt jump shot from 10 ft,,4,109,102,7,2462.0
6:56.0,Defensive rebound by S. Bey,109-102, ,,4,109,102,7,2464.0
6:47.0,T. Young makes 2-pt jump shot from 16 ft,111-102, ,,4,111,102,9,2473.0
6:32.0, ,111-102,Shooting foul by O. Okongwu (drawn by T. Harris),,4,111,102,9,2488.0
6:32.0, ,111-103,T. Harris makes free throw 1 of 2,,4,111,103,8,2488.0
6:32.0,J. Johnson enters the game for D. Hunter,111-103, ,,4,111,103,8,2488.0
6:32.0, ,111-103,P. Reed enters the game for M. Bamba,,4,111,103,8,2488.0
6:32.0, ,111-104,T. Harris makes free throw 2 of 2,,4,111,104,7,2488.0
6:15.0,T. Young makes 2-pt layup from 2 ft,113-104, ,,4,113,104,9,2505.0
5:53.0, ,113-104,B. Hield misses 3-pt jump shot from 28 ft,,4,113,104,9,2527.0
5:49.0,Defensive rebound by B. Bogdanović,113-104, ,,4,113,104,9,2531.0
5:30.0,T. Young makes 2-pt jump shot from 22 ft,115-104, ,,4,115,104,11,2550.0
5:29.0, ,115-104,Philadelphia full timeout,,4,115,104,11,2551.0
5:11.0, ,115-104,Shooting foul by S. Bey (drawn by T. Harris),,4,115,104,11,2569.0
5:11.0, ,115-105,T. Harris makes free throw 1 of 2,,4,115,105,10,2569.0
5:11.0, ,115-106,T. Harris makes free throw 2 of 2,,4,115,106,9,2569.0
4:55.0,Shooting foul by P. Reed (drawn by O. Okongwu),115-106, ,,4,115,106,9,2585.0
4:55.0,O. Okongwu makes free throw 1 of 2,116-106, ,,4,116,106,10,2585.0
4:55.0,O. Okongwu makes free throw 2 of 2,117-106, ,,4,117,106,11,2585.0
4:45.0, ,117-106,K. Oubre misses 3-pt jump shot from 25 ft,,4,117,106,11,2595.0
4:42.0,Defensive rebound by O. Okongwu,117-106, ,,4,117,106,11,2598.0
4:32.0,T. Young misses 3-pt jump shot from 29 ft,117-106, ,,4,117,106,11,2608.0
4:29.0, ,117-106,Defensive rebound by P. Reed,,4,117,106,11,2611.0
4:23.0, ,117-109,B. Hield makes 3-pt jump shot from 25 ft (assist by T. Harris),,4,117,109,8,2617.0
3:59.0,B. Bogdanović misses 3-pt jump shot from 24 ft,117-109, ,,4,117,109,8,2641.0
3:56.0, ,117-109,Defensive rebound by T. Harris,,4,117,109,8,2644.0
3:50.0, ,117-111,T. Harris makes 2-pt layup from 1 ft,,4,117,111,6,2650.0
3:50.0,Atlanta full timeout,117-111, ,,4,117,111,6,2650.0
3:37.0,Personal foul by K. Oubre (drawn by T. Young),117-111, ,,4,117,111,6,2663.0
3:37.0,T. Young makes free throw 1 of 2,118-111, ,,4,118,111,7,2663.0
3:37.0,T. Young misses free throw 2 of 2,118-111, ,,4,118,111,7,2663.0
3:35.0, ,118-111,Defensive rebound by K. Oubre,,4,118,111,7,2665.0
3:26.0, ,118-111,C. Payne misses 2-pt layup from 2 ft,,4,118,111,7,2674.0
3:23.0,Defensive rebound by O. Okongwu,118-111, ,,4,118,111,7,2677.0
3:00.0,O. Okongwu misses 2-pt hook shot from 9 ft,118-111, ,,4,118,111,7,2700.0
2:57.0, ,118-111,Defensive rebound by T. Harris,,4,118,111,7,2703.0
2:35.0, ,118-111,K. Oubre misses 3-pt jump shot from 26 ft,,4,118,111,7,2725.0
2:31.0,Defensive rebound by O. Okongwu,118-111, ,,4,118,111,7,2729.0
2:26.0,Turnover by T. Young (bad pass; steal by K. Oubre),118-111, ,,4,118,111,7,2734.0
2:20.0, ,118-111,K. Oubre misses 2-pt layup from 1 ft,,4,118,111,7,2740.0
2:18.0, ,118-111,Offensive rebound by K. Oubre,,4,118,111,7,2742.0
2:18.0, ,118-111,Shooting foul by J. Johnson (drawn by K. Oubre),,4,118,111,7,2742.0
2:18.0, ,118-111,K. Oubre misses free throw 1 of 2,,4,118,111,7,2742.0
2:18.0, ,118-111,Offensive rebound by Team,,4,118,111,7,2742.0
2:18.0, ,118-112,K. Oubre makes free throw 2 of 2,,4,118,112,6,2742.0
2:08.0,J. Johnson makes 2-pt dunk from 1 ft (assist by T. Young),120-112, ,,4,120,112,8,2752.0
1:53.0, ,120-112,P. Reed misses 3-pt jump shot from 26 ft,,4,120,112,8,2767.0
1:50.0,Defensive rebound by J. Johnson,120-112, ,,4,120,112,8,2770.0
1:29.0,T. Young misses 2-pt jump shot from 22 ft,120-112, ,,4,120,112,8,2791.0
1:25.0, ,120-112,Defensive rebound by K. Oubre,,4,120,112,8,2795.0
1:21.0, ,120-114,B. Hield makes 2-pt layup from 2 ft (assist by T. Harris),,4,120,114,6,2799.0
1:09.0,Personal foul by B. Hield (drawn by T. Young),120-114, ,,4,120,114,6,2811.0
1:09.0,T. Young makes free throw 1 of 2,121-114, ,,4,121,114,7,2811.0
1:09.0,T. Young makes free throw 2 of 2,122-114, ,,4,122,114,8,2811.0
1:02.0,Atlanta full timeout,122-114, ,,4,122,114,8,2818.0
1:02.0,Instant Replay (Challenge: Ruling Stands),122-114, ,,4,122,114,8,2818.0
1:02.0, ,122-114,B. Hield misses 2-pt layup from 4 ft (block by B. Bogdanović),,4,122,114,8,2818.0
1:02.0, ,122-114,Offensive rebound by Team,,4,122,114,8,2818.0
0:47.0, ,122-114,C. Payne misses 3-pt jump shot from 26 ft,,4,122,114,8,2833.0
0:44.0,Defensive rebound by J. Johnson,122-114, ,,4,122,114,8,2836.0
0:43.0,Personal take foul by B. Hield (drawn by J. Johnson),122-114, ,,4,122,114,8,2837.0
0:43.0,J. Johnson misses free throw 1 of 2,122-114, ,,4,122,114,8,2837.0
0:43.0,Offensive rebound by Team,122-114, ,,4,122,114,8,2837.0
0:43.0,J. Johnson misses free throw 2 of 2,122-114, ,,4,122,114,8,2837.0
0:42.0, ,122-114,Defensive rebound by T. Harris,,4,122,114,8,2838.0
0:32.0, ,122-116,K. Oubre makes 2-pt jump shot from 5 ft (assist by T. Harris),,4,122,116,6,2848.0
0:30.0,Personal take foul by K. Oubre (drawn by T. Young),122-116, ,,4,122,116,6,2850.0
0:30.0,T. Young misses free throw 1 of 2,122-116, ,,4,122,116,6,2850.0
0:30.0,Offensive rebound by Team,122-116, ,,4,122,116,6,2850.0
0:30.0,T. Young makes free throw 2 of 2,123-116, ,,4,123,116,7,2850.0
0:30.0, ,123-116,Philadelphia full timeout,,4,123,116,7,2850.0
0:24.0, ,123-116,P. Reed misses 3-pt jump shot from 29 ft,,4,123,116,7,2856.0
0:24.0, ,123-116,Offensive rebound by C. Payne,,4,123,116,7,2856.0
0:20.0, ,123-119,K. Oubre makes 3-pt jump shot from 28 ft (assist by C. Payne),,4,123,119,4,2860.0
0:14.0,Atlanta full timeout,123-119, ,,4,123,119,4,2866.0
0:10.0,Personal take foul by P. Reed (drawn by T. Young),123-119, ,,4,123,119,4,2870.0
0:10.0,T. Young makes free throw 1 of 2,124-119, ,,4,124,119,5,2870.0
0:10.0,T. Young makes free throw 2 of 2,125-119, ,,4,125,119,6,2870.0
0:10.0, ,125-119,Philadelphia full timeout,,4,125,119,6,2870.0
0:05.0, ,125-119,T. Harris misses 3-pt jump shot from 27 ft (block by J. Johnson),,4,125,119,6,2875.0
0:03.0, ,125-119,Offensive rebound by B. Hield,,4,125,119,6,2877.0
0:03.0, ,125-121,B. Hield makes 2-pt layup at rim,,4,125,121,4,2877.0
0:03.0,Atlanta full timeout,125-121, ,,4,125,121,4,2877.0
0:01.0,Personal take foul by P. Reed (drawn by S. Bey),125-121, ,,4,125,121,4,2879.0
0:01.0, ,125-121,T. Smith enters the game for P. Reed,,4,125,121,4,2879.0
0:01.0,S. Bey makes free throw 1 of 2,126-121, ,,4,126,121,5,2879.0
0:01.0,S. Bey makes free throw 2 of 2,127-121, ,,4,127,121,6,2879.0
0:00.0,End of 4th quarter,127-121,,,4,127,121,6,2880.0
