Time,Toronto,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
7:38.0,I. Quickley makes 3-pt jump shot from 25 ft (assist by S. Barnes),74-75, ,,3,75,74,1,1702.0
7:19.0, ,74-75,Shooting foul by S. Barnes (drawn by C. Capela),,3,75,74,1,1721.0
7:19.0, ,74-76,C. Capela makes free throw 1 of 2,,3,76,74,2,1721.0
7:19.0, ,74-76,C. Capela misses free throw 2 of 2,,3,76,74,2,1721.0
7:17.0,Defensive rebound by J. Poeltl,74-76, ,,3,76,74,2,1723.0
7:04.0,G. Trent misses 2-pt jump shot from 12 ft,74-76, ,,3,76,74,2,1736.0
7:00.0, ,74-76,Defensive rebound by C. Capela,,3,76,74,2,1740.0
6:54.0, ,74-76,T. Young misses 2-pt jump shot from 13 ft,,3,76,74,2,1746.0
6:50.0,Defensive rebound by B. Brown,74-76, ,,3,76,74,2,1750.0
6:47.0,I. Quickley makes 3-pt jump shot from 26 ft (assist by B. Brown),77-76, ,Lead change,3,76,77,-1,1753.0
6:24.0, ,77-78,D. Murray makes 2-pt jump shot from 14 ft,Lead change,3,78,77,1,1776.0
6:06.0,J. Poeltl misses 2-pt layup from 1 ft,77-78, ,,3,78,77,1,1794.0
6:02.0, ,77-78,Defensive rebound by J. Johnson,,3,78,77,1,1798.0
5:48.0, ,77-78,T. Young misses 3-pt jump shot from 26 ft,,3,78,77,1,1812.0
5:45.0,Defensive rebound by S. Barnes,77-78, ,,3,78,77,1,1815.0
5:35.0,J. Poeltl misses 2-pt layup from 2 ft (block by C. Capela),77-78, ,,3,78,77,1,1825.0
5:34.0,Offensive rebound by Team,77-78, ,,3,78,77,1,1826.0
5:34.0,O. Agbaji enters the game for S. Barnes,77-78, ,,3,78,77,1,1826.0
5:34.0,K. Olynyk enters the game for J. Poeltl,77-78, ,,3,78,77,1,1826.0
5:34.0, ,77-78,B. Bogdanović enters the game for C. Capela,,3,78,77,1,1826.0
5:34.0, ,77-78,D. Hunter enters the game for T. Young,,3,78,77,1,1826.0
5:31.0,K. Olynyk makes 2-pt dunk at rim (assist by I. Quickley),79-78, ,Lead change,3,78,79,-1,1829.0
5:14.0, ,79-78,Turnover by J. Johnson (bad pass; steal by O. Agbaji),,3,78,79,-1,1846.0
5:02.0,I. Quickley misses 3-pt jump shot from 27 ft,79-78, ,,3,78,79,-1,1858.0
4:58.0,Offensive rebound by O. Agbaji,79-78, ,,3,78,79,-1,1862.0
4:46.0,I. Quickley misses 2-pt layup from 2 ft,79-78, ,,3,78,79,-1,1874.0
4:43.0, ,79-78,Defensive rebound by S. Bey,,3,78,79,-1,1877.0
4:42.0, ,79-78,D. Murray misses 2-pt layup from 2 ft (block by G. Trent),,3,78,79,-1,1878.0
4:41.0, ,79-78,Offensive rebound by Team,,3,78,79,-1,1879.0
4:41.0,G. Dick enters the game for G. Trent,79-78, ,,3,78,79,-1,1879.0
4:39.0, ,79-78,B. Bogdanović misses 2-pt jump shot from 16 ft,,3,78,79,-1,1881.0
4:35.0,Defensive rebound by B. Brown,79-78, ,,3,78,79,-1,1885.0
4:32.0,G. Dick makes 3-pt jump shot from 23 ft (assist by B. Brown),82-78, ,,3,78,82,-4,1888.0
4:30.0, ,82-78,Atlanta full timeout,,3,78,82,-4,1890.0
4:20.0, ,82-78,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,78,82,-4,1900.0
4:17.0,Defensive rebound by O. Agbaji,82-78, ,,3,78,82,-4,1903.0
4:02.0,B. Brown makes 2-pt layup at rim (assist by K. Olynyk),84-78, ,,3,78,84,-6,1918.0
3:50.0, ,84-80,D. Hunter makes 2-pt jump shot from 22 ft (assist by J. Johnson),,3,80,84,-4,1930.0
3:34.0,I. Quickley misses 3-pt jump shot from 25 ft,84-80, ,,3,80,84,-4,1946.0
3:32.0, ,84-80,Defensive rebound by J. Johnson,,3,80,84,-4,1948.0
3:23.0, ,84-82,S. Bey makes 2-pt layup from 1 ft,,3,82,84,-2,1957.0
3:02.0,G. Dick makes 2-pt jump shot from 20 ft (assist by K. Olynyk),86-82, ,,3,82,86,-4,1978.0
2:49.0, ,86-82,J. Johnson misses 2-pt hook shot from 4 ft (block by O. Agbaji),,3,82,86,-4,1991.0
2:43.0,Defensive rebound by I. Quickley,86-82, ,,3,82,86,-4,1997.0
2:42.0,G. Dick misses 3-pt jump shot from 25 ft,86-82, ,,3,82,86,-4,1998.0
2:41.0, ,86-82,Defensive rebound by D. Hunter,,3,82,86,-4,1999.0
2:26.0, ,86-82,B. Bogdanović misses 3-pt jump shot from 24 ft,,3,82,86,-4,2014.0
2:22.0, ,86-82,Offensive rebound by D. Hunter,,3,82,86,-4,2018.0
2:22.0, ,86-84,D. Hunter makes 2-pt layup at rim,,3,84,86,-2,2018.0
1:57.0,G. Dick makes 2-pt layup from 2 ft (assist by B. Brown),88-84, ,,3,84,88,-4,2043.0
1:41.0, ,88-86,D. Hunter makes 2-pt jump shot from 10 ft,,3,86,88,-2,2059.0
1:27.0,O. Agbaji makes 3-pt jump shot from 23 ft (assist by I. Quickley),91-86, ,,3,86,91,-5,2073.0
1:16.0, ,91-86,Shooting foul by O. Agbaji (drawn by D. Murray),,3,86,91,-5,2084.0
1:16.0, ,91-87,D. Murray makes free throw 1 of 2,,3,87,91,-4,2084.0
1:16.0,S. Barnes enters the game for I. Quickley,91-87, ,,3,87,91,-4,2084.0
1:16.0, ,91-87,B. Fernando enters the game for S. Bey,,3,87,91,-4,2084.0
1:16.0, ,91-87,G. Mathews enters the game for J. Johnson,,3,87,91,-4,2084.0
1:16.0, ,91-88,D. Murray makes free throw 2 of 2,,3,88,91,-3,2084.0
1:04.0,Turnover by O. Agbaji (step out of bounds),91-88, ,,3,88,91,-3,2096.0
1:04.0, ,91-88,T. Young enters the game for D. Murray,,3,88,91,-3,2096.0
0:52.0, ,91-88,D. Hunter misses 2-pt layup from 2 ft,,3,88,91,-3,2108.0
0:49.0,Defensive rebound by S. Barnes,91-88, ,,3,88,91,-3,2111.0
0:46.0,K. Olynyk makes 2-pt layup from 1 ft,93-88, ,,3,88,93,-5,2114.0
0:31.0, ,93-88,B. Fernando misses 2-pt layup from 2 ft,,3,88,93,-5,2129.0
0:29.0, ,93-88,Offensive rebound by B. Fernando,,3,88,93,-5,2131.0
0:29.0, ,93-90,B. Fernando makes 2-pt layup at rim,,3,90,93,-3,2131.0
0:13.0,O. Agbaji makes 3-pt jump shot from 24 ft (assist by K. Olynyk),96-90, ,,3,90,96,-6,2147.0
0:02.0, ,96-90,T. Young misses 2-pt jump shot from 11 ft,,3,90,96,-6,2158.0
0:00.0, ,96-90,Offensive rebound by Team,,3,90,96,-6,2160.0
0:00.0,J. Poeltl enters the game for G. Dick,96-90, ,,3,90,96,-6,2160.0
0:00.0, ,96-90,Instant Replay (Request: Ruling Stands),,3,90,96,-6,2160.0
0:00.0,End of 3rd quarter,96-90,,,3,90,96,-6,2160.0
12:00.0,Start of 4th quarter,96-90,,,4,90,96,-6,2160.0
11:45.0, ,96-92,D. Hunter makes 2-pt layup from 1 ft (assist by T. Young),,4,92,96,-4,2175.0
11:36.0,B. Brown makes 2-pt layup from 3 ft (assist by S. Barnes),98-92, ,,4,92,98,-6,2184.0
11:36.0,Shooting foul by T. Young (drawn by B. Brown),98-92, ,,4,92,98,-6,2184.0
11:36.0,B. Brown makes free throw 1 of 1,99-92, ,,4,92,99,-7,2184.0
11:21.0, ,99-92,D. Hunter misses 3-pt jump shot from 23 ft,,4,92,99,-7,2199.0
11:18.0,Defensive rebound by G. Dick,99-92, ,,4,92,99,-7,2202.0
11:00.0,O. Agbaji misses 3-pt jump shot from 26 ft,99-92, ,,4,92,99,-7,2220.0
10:57.0, ,99-92,Defensive rebound by D. Hunter,,4,92,99,-7,2223.0
10:47.0, ,99-94,B. Bogdanović makes 2-pt jump shot from 6 ft (assist by D. Hunter),,4,94,99,-5,2233.0
10:31.0,B. Brown makes 2-pt layup from 1 ft (assist by K. Olynyk),101-94, ,,4,94,101,-7,2249.0
10:20.0, ,101-94,Turnover by B. Fernando (bad pass),,4,94,101,-7,2260.0
9:58.0,G. Dick misses 3-pt jump shot from 25 ft,101-94, ,,4,94,101,-7,2282.0
9:55.0, ,101-94,Defensive rebound by B. Bogdanović,,4,94,101,-7,2285.0
9:49.0, ,101-96,T. Young makes 2-pt layup from 1 ft,,4,96,101,-5,2291.0
9:39.0,G. Dick makes 2-pt layup at rim (assist by S. Barnes),103-96, ,,4,96,103,-7,2301.0
9:27.0, ,103-96,T. Young misses 3-pt jump shot from 28 ft,,4,96,103,-7,2313.0
9:26.0, ,103-96,Offensive rebound by Team,,4,96,103,-7,2314.0
9:26.0,Loose ball foul by K. Olynyk (drawn by B. Fernando),103-96, ,,4,96,103,-7,2314.0
9:26.0, ,103-96,C. Capela enters the game for B. Fernando,,4,96,103,-7,2314.0
9:26.0, ,103-96,J. Johnson enters the game for D. Hunter,,4,96,103,-7,2314.0
9:17.0, ,103-96,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,96,103,-7,2323.0
9:15.0,Defensive rebound by S. Barnes,103-96, ,,4,96,103,-7,2325.0
9:11.0,O. Agbaji makes 2-pt layup from 1 ft,105-96, ,,4,96,105,-9,2329.0
8:58.0, ,105-96,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,96,105,-9,2342.0
8:55.0,Defensive rebound by O. Agbaji,105-96, ,,4,96,105,-9,2345.0
8:47.0,G. Dick misses 2-pt layup from 1 ft,105-96, ,,4,96,105,-9,2353.0
8:42.0, ,105-96,Defensive rebound by J. Johnson,,4,96,105,-9,2358.0
8:40.0, ,105-96,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,96,105,-9,2360.0
8:40.0, ,105-96,Offensive rebound by J. Johnson,,4,96,105,-9,2360.0
8:35.0, ,105-98,J. Johnson makes 2-pt layup at rim,,4,98,105,-7,2365.0
8:25.0,S. Barnes makes 2-pt hook shot from 4 ft,107-98, ,,4,98,107,-9,2375.0
8:14.0, ,107-98,Shooting foul by K. Olynyk (drawn by C. Capela),,4,98,107,-9,2386.0
8:14.0, ,107-99,C. Capela makes free throw 1 of 2,,4,99,107,-8,2386.0
8:14.0,J. Poeltl enters the game for S. Barnes,107-99, ,,4,99,107,-8,2386.0
8:14.0,I. Quickley enters the game for K. Olynyk,107-99, ,,4,99,107,-8,2386.0
8:14.0, ,107-99,D. Murray enters the game for G. Mathews,,4,99,107,-8,2386.0
8:14.0, ,107-100,C. Capela makes free throw 2 of 2,,4,100,107,-7,2386.0
8:02.0,J. Poeltl misses 2-pt jump shot from 9 ft,107-100, ,,4,100,107,-7,2398.0
7:58.0, ,107-100,Defensive rebound by C. Capela,,4,100,107,-7,2402.0
7:52.0, ,107-100,D. Murray misses 3-pt jump shot from 26 ft,,4,100,107,-7,2408.0
7:49.0,Defensive rebound by J. Poeltl,107-100, ,,4,100,107,-7,2411.0
7:29.0,B. Brown misses 2-pt jump shot from 8 ft,107-100, ,,4,100,107,-7,2431.0
7:28.0, ,107-100,Defensive rebound by Team,,4,100,107,-7,2432.0
7:28.0, ,107-100,Atlanta full timeout,,4,100,107,-7,2432.0
7:28.0,G. Trent enters the game for B. Brown,107-100, ,,4,100,107,-7,2432.0
7:28.0, ,107-100,S. Bey enters the game for T. Young,,4,100,107,-7,2432.0
7:17.0, ,107-103,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by C. Capela),,4,103,107,-4,2443.0
6:52.0,G. Dick misses 2-pt layup from 3 ft (block by J. Johnson),107-103, ,,4,103,107,-4,2468.0
6:48.0,Offensive rebound by J. Poeltl,107-103, ,,4,103,107,-4,2472.0
6:46.0,J. Poeltl misses 2-pt jump shot from 10 ft,107-103, ,,4,103,107,-4,2474.0
6:44.0,Offensive rebound by J. Poeltl,107-103, ,,4,103,107,-4,2476.0
6:43.0,G. Trent misses 3-pt jump shot from 24 ft,107-103, ,,4,103,107,-4,2477.0
6:42.0, ,107-103,Defensive rebound by D. Murray,,4,103,107,-4,2478.0
6:24.0, ,107-103,S. Bey misses 2-pt layup from 6 ft (block by J. Poeltl),,4,103,107,-4,2496.0
6:23.0,Defensive rebound by J. Poeltl,107-103, ,,4,103,107,-4,2497.0
6:21.0,G. Trent misses 2-pt layup from 2 ft,107-103, ,,4,103,107,-4,2499.0
6:20.0,Offensive rebound by J. Poeltl,107-103, ,,4,103,107,-4,2500.0
6:20.0,J. Poeltl misses 2-pt layup at rim,107-103, ,,4,103,107,-4,2500.0
6:19.0,Offensive rebound by J. Poeltl,107-103, ,,4,103,107,-4,2501.0
6:19.0,Personal foul by C. Capela (drawn by J. Poeltl),107-103, ,,4,103,107,-4,2501.0
6:19.0,S. Barnes enters the game for G. Dick,107-103, ,,4,103,107,-4,2501.0
6:19.0, ,107-103,D. Hunter enters the game for C. Capela,,4,103,107,-4,2501.0
6:12.0,J. Poeltl misses 2-pt jump shot from 6 ft,107-103, ,,4,103,107,-4,2508.0
6:08.0, ,107-103,Defensive rebound by D. Murray,,4,103,107,-4,2512.0
5:55.0, ,107-105,D. Hunter makes 2-pt jump shot from 10 ft (assist by D. Murray),,4,105,107,-2,2525.0
5:36.0,O. Agbaji makes 3-pt jump shot from 24 ft (assist by J. Poeltl),110-105, ,,4,105,110,-5,2544.0
5:17.0, ,110-105,S. Bey misses 3-pt jump shot from 23 ft,,4,105,110,-5,2563.0
5:15.0,Defensive rebound by G. Trent,110-105, ,,4,105,110,-5,2565.0
5:04.0,I. Quickley misses 3-pt jump shot from 27 ft,110-105, ,,4,105,110,-5,2576.0
4:58.0, ,110-105,Defensive rebound by J. Johnson,,4,105,110,-5,2582.0
4:57.0, ,110-105,J. Johnson misses 2-pt layup from 4 ft (block by S. Barnes),,4,105,110,-5,2583.0
4:56.0, ,110-105,Offensive rebound by Team,,4,105,110,-5,2584.0
4:56.0,B. Brown enters the game for O. Agbaji,110-105, ,,4,105,110,-5,2584.0
4:56.0,K. Olynyk enters the game for J. Poeltl,110-105, ,,4,105,110,-5,2584.0
4:56.0, ,110-105,T. Young enters the game for B. Bogdanović,,4,105,110,-5,2584.0
4:49.0, ,110-107,D. Murray makes 2-pt jump shot from 12 ft,,4,107,110,-3,2591.0
4:30.0,K. Olynyk misses 2-pt layup from 3 ft (block by J. Johnson),110-107, ,,4,107,110,-3,2610.0
4:25.0,Offensive rebound by K. Olynyk,110-107, ,,4,107,110,-3,2615.0
4:23.0,S. Barnes makes 2-pt dunk from 1 ft (assist by I. Quickley),112-107, ,,4,107,112,-5,2617.0
4:10.0, ,112-107,D. Hunter misses 3-pt jump shot from 26 ft,,4,107,112,-5,2630.0
4:08.0, ,112-107,Offensive rebound by D. Murray,,4,107,112,-5,2632.0
4:08.0, ,112-107,Atlanta full timeout,,4,107,112,-5,2632.0
4:04.0, ,112-107,Personal foul by I. Quickley (drawn by D. Hunter),,4,107,112,-5,2636.0
4:02.0, ,112-109,D. Murray makes 2-pt layup from 1 ft (assist by D. Hunter),,4,109,112,-3,2638.0
4:02.0,Violation by Team (def goaltending),112-109, ,,4,109,112,-3,2638.0
3:52.0,S. Barnes makes 2-pt dunk from 1 ft,114-109, ,,4,109,114,-5,2648.0
3:31.0, ,114-109,D. Hunter misses 3-pt jump shot from 26 ft,,4,109,114,-5,2669.0
3:29.0,Defensive rebound by I. Quickley,114-109, ,,4,109,114,-5,2671.0
3:09.0,I. Quickley misses 2-pt layup from 3 ft,114-109, ,,4,109,114,-5,2691.0
3:06.0, ,114-109,Defensive rebound by D. Hunter,,4,109,114,-5,2694.0
3:01.0, ,114-109,D. Murray misses 2-pt layup from 1 ft,,4,109,114,-5,2699.0
2:58.0, ,114-109,Offensive rebound by D. Murray,,4,109,114,-5,2702.0
2:57.0, ,114-112,D. Hunter makes 3-pt jump shot from 26 ft (assist by D. Murray),,4,112,114,-2,2703.0
2:28.0,K. Olynyk makes 2-pt jump shot from 14 ft,116-112, ,,4,112,116,-4,2732.0
2:14.0, ,116-112,J. Johnson misses 2-pt jump shot from 6 ft (block by K. Olynyk),,4,112,116,-4,2746.0
2:09.0, ,116-112,Offensive rebound by S. Bey,,4,112,116,-4,2751.0
2:06.0, ,116-114,S. Bey makes 2-pt layup from 2 ft,,4,114,116,-2,2754.0
1:48.0,G. Trent misses 3-pt jump shot from 26 ft,116-114, ,,4,114,116,-2,2772.0
1:45.0, ,116-114,Defensive rebound by D. Hunter,,4,114,116,-2,2775.0
1:38.0, ,116-114,T. Young misses 3-pt jump shot from 25 ft,,4,114,116,-2,2782.0
1:34.0,Defensive rebound by K. Olynyk,116-114, ,,4,114,116,-2,2786.0
1:18.0,G. Trent makes 3-pt jump shot from 25 ft (assist by S. Barnes),119-114, ,,4,114,119,-5,2802.0
1:05.0, ,119-114,S. Bey misses 2-pt layup from 2 ft,,4,114,119,-5,2815.0
1:04.0, ,119-114,Offensive rebound by S. Bey,,4,114,119,-5,2816.0
1:04.0, ,119-114,Shooting foul by K. Olynyk (drawn by S. Bey),,4,114,119,-5,2816.0
1:04.0, ,119-115,S. Bey makes free throw 1 of 2,,4,115,119,-4,2816.0
1:04.0, ,119-116,S. Bey makes free throw 2 of 2,,4,116,119,-3,2816.0
0:47.0,K. Olynyk makes 2-pt layup from 2 ft (assist by G. Trent),121-116, ,,4,116,121,-5,2833.0
0:42.0, ,121-116,Shooting foul by I. Quickley (drawn by D. Hunter),,4,116,121,-5,2838.0
0:42.0, ,121-117,D. Hunter makes free throw 1 of 2,,4,117,121,-4,2838.0
0:42.0, ,121-118,D. Hunter makes free throw 2 of 2,,4,118,121,-3,2838.0
0:20.0,I. Quickley misses 2-pt jump shot from 16 ft,121-118, ,,4,118,121,-3,2860.0
0:18.0, ,121-118,Defensive rebound by Team,,4,118,121,-3,2862.0
0:18.0, ,121-118,Atlanta full timeout,,4,118,121,-3,2862.0
0:18.0,O. Agbaji enters the game for K. Olynyk,121-118, ,,4,118,121,-3,2862.0
0:18.0, ,121-118,B. Bogdanović enters the game for S. Bey,,4,118,121,-3,2862.0
0:18.0, ,121-118,C. Capela enters the game for D. Hunter,,4,118,121,-3,2862.0
0:15.0, ,121-118,Turnover by D. Murray (step out of bounds),,4,118,121,-3,2865.0
0:15.0,K. Olynyk enters the game for O. Agbaji,121-118, ,,4,118,121,-3,2865.0
0:15.0, ,121-118,S. Bey enters the game for B. Bogdanović,,4,118,121,-3,2865.0
0:13.0,Personal take foul by T. Young (drawn by B. Brown),121-118, ,,4,118,121,-3,2867.0
0:11.0,B. Brown makes 2-pt dunk from 1 ft (assist by K. Olynyk),123-118, ,,4,118,123,-5,2869.0
0:00.0, ,123-121,T. Young makes 3-pt jump shot from 26 ft (assist by S. Bey),,4,121,123,-2,2880.0
0:00.0,End of 4th quarter,123-121,,,4,121,123,-2,2880.0
