Time,Philadelphia,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
5:01.0, ,73-73,Offensive rebound by S. Bey,,3,73,73,0,1859.0
5:01.0, ,73-75,S. Bey makes 2-pt layup at rim,,3,75,73,2,1859.0
5:01.0, ,73-75,Shooting foul by P. Beverley (drawn by S. Bey),,3,75,73,2,1859.0
5:01.0,D. House enters the game for T. Harris,73-75, ,,3,75,73,2,1859.0
5:01.0, ,73-75,B. Bogdanović enters the game for T. Young,,3,75,73,2,1859.0
5:01.0, ,73-76,S. Bey makes free throw 1 of 1,,3,76,73,3,1859.0
4:41.0,J. Embiid makes 2-pt jump shot from 18 ft,75-76, ,,3,76,75,1,1879.0
4:21.0, ,75-76,Turnover by D. Murray (lost ball; steal by D. Melton),,3,76,75,1,1899.0
4:13.0,T. Maxey makes 3-pt jump shot from 24 ft (assist by P. Beverley),78-76, ,Lead change,3,76,78,-2,1907.0
3:51.0, ,78-76,J. Johnson misses 2-pt jump shot from 6 ft,,3,76,78,-2,1929.0
3:48.0,Defensive rebound by P. Beverley,78-76, ,,3,76,78,-2,1932.0
3:45.0,Shooting foul by B. Bogdanović (drawn by T. Maxey),78-76, ,,3,76,78,-2,1935.0
3:45.0,T. Maxey makes free throw 1 of 2,79-76, ,,3,76,79,-3,1935.0
3:45.0,J. Springer enters the game for D. Melton,79-76, ,,3,76,79,-3,1935.0
3:45.0, ,79-76,W. Matthews enters the game for C. Capela,,3,76,79,-3,1935.0
3:45.0, ,79-76,O. Okongwu enters the game for J. Johnson,,3,76,79,-3,1935.0
3:45.0,T. Maxey makes free throw 2 of 2,80-76, ,,3,76,80,-4,1935.0
3:28.0, ,80-76,Turnover by B. Bogdanović (bad pass; steal by J. Embiid),,3,76,80,-4,1952.0
3:24.0,D. House makes 2-pt layup from 2 ft (assist by J. Embiid),82-76, ,,3,76,82,-6,1956.0
3:04.0, ,82-76,B. Bogdanović misses 2-pt layup from 3 ft,,3,76,82,-6,1976.0
3:02.0,Defensive rebound by D. House,82-76, ,,3,76,82,-6,1978.0
2:54.0,D. House makes 2-pt layup from 1 ft (assist by J. Embiid),84-76, ,,3,76,84,-8,1986.0
2:54.0, ,84-76,Atlanta full timeout,,3,76,84,-8,1986.0
2:54.0, ,84-76,T. Young enters the game for D. Murray,,3,76,84,-8,1986.0
2:39.0, ,84-76,Personal foul by J. Springer (drawn by T. Young),,3,76,84,-8,2001.0
2:39.0, ,84-77,T. Young makes free throw 1 of 2,,3,77,84,-7,2001.0
2:39.0, ,84-78,T. Young makes free throw 2 of 2,,3,78,84,-6,2001.0
2:22.0,J. Springer makes 2-pt layup from 1 ft (assist by T. Maxey),86-78, ,,3,78,86,-8,2018.0
2:14.0, ,86-78,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,78,86,-8,2026.0
2:12.0,Defensive rebound by J. Embiid,86-78, ,,3,78,86,-8,2028.0
2:03.0,Turnover by J. Embiid (bad pass; steal by B. Bogdanović),86-78, ,,3,78,86,-8,2037.0
1:57.0, ,86-81,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Young),,3,81,86,-5,2043.0
1:37.0,Personal foul by W. Matthews (drawn by T. Maxey),86-81, ,,3,81,86,-5,2063.0
1:22.0,J. Embiid misses 2-pt jump shot from 17 ft,86-81, ,,3,81,86,-5,2078.0
1:22.0, ,86-81,Defensive rebound by Team,,3,81,86,-5,2078.0
1:22.0,Loose ball foul by J. Springer (drawn by W. Matthews),86-81, ,,3,81,86,-5,2078.0
1:22.0, ,86-81,W. Matthews misses free throw 1 of 2,,3,81,86,-5,2078.0
1:22.0, ,86-81,Offensive rebound by Team,,3,81,86,-5,2078.0
1:22.0, ,86-82,W. Matthews makes free throw 2 of 2,,3,82,86,-4,2078.0
1:03.0,D. House makes 3-pt jump shot from 23 ft (assist by J. Embiid),89-82, ,,3,82,89,-7,2097.0
0:52.0, ,89-82,Personal foul by P. Beverley (drawn by T. Young),,3,82,89,-7,2108.0
0:52.0, ,89-83,T. Young makes free throw 1 of 2,,3,83,89,-6,2108.0
0:52.0, ,89-84,T. Young makes free throw 2 of 2,,3,84,89,-5,2108.0
0:35.0,D. House misses 3-pt jump shot from 23 ft,89-84, ,,3,84,89,-5,2125.0
0:33.0,Offensive rebound by J. Embiid,89-84, ,,3,84,89,-5,2127.0
0:33.0,J. Embiid makes 2-pt layup at rim,91-84, ,,3,84,91,-7,2127.0
0:33.0,Shooting foul by O. Okongwu (drawn by J. Embiid),91-84, ,,3,84,91,-7,2127.0
0:33.0,J. Embiid makes free throw 1 of 1,92-84, ,,3,84,92,-8,2127.0
0:15.0, ,92-87,T. Young makes 3-pt jump shot from 28 ft,,3,87,92,-5,2145.0
0:01.0,J. Springer misses 2-pt jump shot from 9 ft,92-87, ,,3,87,92,-5,2159.0
0:00.0,Offensive rebound by Team,92-87, ,,3,87,92,-5,2160.0
0:00.0, ,92-87,Loose ball foul by O. Okongwu (drawn by P. Beverley),,3,87,92,-5,2160.0
0:00.0,P. Beverley makes free throw 1 of 2,93-87, ,,3,87,93,-6,2160.0
0:00.0,P. Beverley makes free throw 2 of 2,94-87, ,,3,87,94,-7,2160.0
0:00.0,End of 3rd quarter,94-87,,,3,87,94,-7,2160.0
12:00.0,Start of 4th quarter,94-87,,,4,87,94,-7,2160.0
11:48.0, ,94-89,J. Johnson makes 2-pt jump shot from 12 ft (assist by B. Bogdanović),,4,89,94,-5,2172.0
11:22.0,T. Harris makes 2-pt jump shot from 11 ft,96-89, ,,4,89,96,-7,2198.0
11:22.0,Shooting foul by W. Matthews (drawn by T. Harris),96-89, ,,4,89,96,-7,2198.0
11:22.0,T. Harris makes free throw 1 of 1,97-89, ,,4,89,97,-8,2198.0
11:06.0, ,97-89,B. Bogdanović misses 3-pt jump shot from 27 ft,,4,89,97,-8,2214.0
11:02.0,Defensive rebound by T. Harris,97-89, ,,4,89,97,-8,2218.0
10:50.0,D. Melton misses 3-pt jump shot from 26 ft,97-89, ,,4,89,97,-8,2230.0
10:47.0, ,97-89,Defensive rebound by J. Johnson,,4,89,97,-8,2233.0
10:40.0, ,97-89,Shooting foul by D. Melton (drawn by T. Young),,4,89,97,-8,2240.0
10:40.0, ,97-90,T. Young makes free throw 1 of 2,,4,90,97,-7,2240.0
10:40.0, ,97-91,T. Young makes free throw 2 of 2,,4,91,97,-6,2240.0
10:29.0,P. Reed makes 2-pt layup from 3 ft (assist by D. Melton),99-91, ,,4,91,99,-8,2251.0
10:13.0, ,99-94,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),,4,94,99,-5,2267.0
9:57.0,D. House misses 3-pt jump shot from 26 ft,99-94, ,,4,94,99,-5,2283.0
9:54.0,Offensive rebound by J. Springer,99-94, ,,4,94,99,-5,2286.0
9:53.0,D. Melton makes 3-pt jump shot from 26 ft (assist by J. Springer),102-94, ,,4,94,102,-8,2287.0
9:30.0, ,102-94,W. Matthews misses 3-pt jump shot from 23 ft,,4,94,102,-8,2310.0
9:27.0,Defensive rebound by T. Harris,102-94, ,,4,94,102,-8,2313.0
9:18.0,Turnover by D. Melton (out of bounds lost ball),102-94, ,,4,94,102,-8,2322.0
9:18.0, ,102-94,D. Murray enters the game for T. Young,,4,94,102,-8,2322.0
9:07.0, ,102-94,O. Okongwu misses 2-pt hook shot from 11 ft,,4,94,102,-8,2333.0
9:07.0, ,102-94,Offensive rebound by Team,,4,94,102,-8,2333.0
9:07.0, ,102-94,S. Bey enters the game for W. Matthews,,4,94,102,-8,2333.0
9:03.0,Jump ball: O. Okongwu vs. P. Reed (D. Murray gains possession),102-94,,,4,94,102,-8,2337.0
8:46.0, ,102-94,Shooting foul by J. Springer (drawn by S. Bey),,4,94,102,-8,2354.0
8:46.0,Violation by Team (delay of game),102-94, ,,4,94,102,-8,2354.0
8:46.0, ,102-94,S. Bey misses free throw 1 of 2,,4,94,102,-8,2354.0
8:46.0, ,102-94,Offensive rebound by Team,,4,94,102,-8,2354.0
8:46.0, ,102-95,S. Bey makes free throw 2 of 2,,4,95,102,-7,2354.0
8:29.0,D. House makes 2-pt layup from 1 ft (assist by T. Harris),104-95, ,,4,95,104,-9,2371.0
8:20.0, ,104-95,O. Okongwu misses 2-pt dunk from 6 ft,,4,95,104,-9,2380.0
8:20.0,Defensive rebound by D. Melton,104-95, ,,4,95,104,-9,2380.0
8:11.0,T. Harris makes 3-pt jump shot from 23 ft (assist by D. House),107-95, ,,4,95,107,-12,2389.0
8:07.0,Technical foul by P. Beverley,107-95, ,,4,95,107,-12,2393.0
8:07.0, ,107-95,B. Bogdanović misses technical free throw,,4,95,107,-12,2393.0
8:07.0, ,107-95,Offensive rebound by Team,,4,95,107,-12,2393.0
8:07.0,T. Maxey enters the game for D. Melton,107-95, ,,4,95,107,-12,2393.0
7:50.0, ,107-95,Turnover by B. Bogdanović (bad pass),,4,95,107,-12,2410.0
7:33.0,T. Harris makes 2-pt jump shot from 16 ft,109-95, ,,4,95,109,-14,2427.0
7:21.0, ,109-95,Turnover by D. Murray (bad pass; steal by J. Springer),,4,95,109,-14,2439.0
7:18.0,Turnover by J. Springer (bad pass; steal by B. Bogdanović),109-95, ,,4,95,109,-14,2442.0
7:15.0, ,109-98,S. Bey makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,4,98,109,-11,2445.0
6:49.0,T. Harris misses 2-pt jump shot from 21 ft,109-98, ,,4,98,109,-11,2471.0
6:46.0, ,109-98,Defensive rebound by S. Bey,,4,98,109,-11,2474.0
6:36.0, ,109-98,D. Murray misses 2-pt jump shot from 14 ft,,4,98,109,-11,2484.0
6:34.0, ,109-98,Offensive rebound by O. Okongwu,,4,98,109,-11,2486.0
6:33.0, ,109-98,O. Okongwu misses 2-pt layup from 2 ft,,4,98,109,-11,2487.0
6:31.0,Defensive rebound by P. Reed,109-98, ,,4,98,109,-11,2489.0
6:24.0,Philadelphia full timeout,109-98, ,,4,98,109,-11,2496.0
6:24.0,J. Embiid enters the game for P. Reed,109-98, ,,4,98,109,-11,2496.0
6:24.0, ,109-98,C. Capela enters the game for B. Bogdanović,,4,98,109,-11,2496.0
6:24.0, ,109-98,T. Young enters the game for O. Okongwu,,4,98,109,-11,2496.0
6:17.0,Shooting foul by T. Young (drawn by J. Springer),109-98, ,,4,98,109,-11,2503.0
6:17.0,J. Springer makes free throw 1 of 2,110-98, ,,4,98,110,-12,2503.0
6:17.0,D. Melton enters the game for D. House,110-98, ,,4,98,110,-12,2503.0
6:17.0,J. Springer makes free throw 2 of 2,111-98, ,,4,98,111,-13,2503.0
6:00.0, ,111-98,Shooting foul by J. Embiid (drawn by C. Capela),,4,98,111,-13,2520.0
6:00.0, ,111-98,C. Capela misses free throw 1 of 2,,4,98,111,-13,2520.0
6:00.0, ,111-98,Offensive rebound by Team,,4,98,111,-13,2520.0
6:00.0, ,111-99,C. Capela makes free throw 2 of 2,,4,99,111,-12,2520.0
5:48.0,D. Melton misses 3-pt jump shot from 23 ft,111-99, ,,4,99,111,-12,2532.0
5:45.0, ,111-99,Defensive rebound by J. Johnson,,4,99,111,-12,2535.0
5:28.0, ,111-101,D. Murray makes 2-pt layup from 2 ft,,4,101,111,-10,2552.0
5:01.0,J. Springer makes 2-pt layup from 1 ft (assist by J. Embiid),113-101, ,,4,101,113,-12,2579.0
4:48.0, ,113-101,Turnover by T. Young (bad pass; steal by T. Maxey),,4,101,113,-12,2592.0
4:32.0,J. Embiid makes 2-pt jump shot from 13 ft (assist by T. Maxey),115-101, ,,4,101,115,-14,2608.0
4:18.0, ,115-101,D. Murray misses 2-pt layup from 5 ft,,4,101,115,-14,2622.0
4:15.0,Defensive rebound by T. Harris,115-101, ,,4,101,115,-14,2625.0
3:57.0,Turnover by J. Embiid (lost ball; steal by C. Capela),115-101, ,,4,101,115,-14,2643.0
3:52.0, ,115-101,S. Bey misses 3-pt jump shot from 26 ft,,4,101,115,-14,2648.0
3:49.0,Defensive rebound by T. Harris,115-101, ,,4,101,115,-14,2651.0
3:46.0,D. Melton makes 2-pt layup from 1 ft (assist by T. Harris),117-101, ,,4,101,117,-16,2654.0
3:28.0, ,117-104,S. Bey makes 3-pt jump shot from 23 ft (assist by T. Young),,4,104,117,-13,2672.0
3:08.0,Shooting foul by C. Capela (drawn by J. Embiid),117-104, ,,4,104,117,-13,2692.0
3:08.0,J. Embiid makes free throw 1 of 2,118-104, ,,4,104,118,-14,2692.0
3:08.0,J. Embiid makes free throw 2 of 2,119-104, ,,4,104,119,-15,2692.0
3:02.0, ,119-104,T. Young misses 3-pt jump shot from 27 ft,,4,104,119,-15,2698.0
2:59.0, ,119-104,Offensive rebound by C. Capela,,4,104,119,-15,2701.0
2:58.0, ,119-107,D. Murray makes 3-pt jump shot from 26 ft (assist by C. Capela),,4,107,119,-12,2702.0
2:28.0,J. Embiid misses 3-pt jump shot from 26 ft,119-107, ,,4,107,119,-12,2732.0
2:26.0,Offensive rebound by J. Springer,119-107, ,,4,107,119,-12,2734.0
2:24.0,J. Springer misses 2-pt layup from 2 ft (block by C. Capela),119-107, ,,4,107,119,-12,2736.0
2:22.0, ,119-107,Defensive rebound by C. Capela,,4,107,119,-12,2738.0
2:18.0, ,119-107,J. Johnson misses 3-pt jump shot from 25 ft,,4,107,119,-12,2742.0
2:18.0,Defensive rebound by T. Maxey,119-107, ,,4,107,119,-12,2742.0
2:03.0,Personal foul by D. Murray (drawn by T. Maxey),119-107, ,,4,107,119,-12,2757.0
1:55.0,T. Maxey misses 2-pt jump shot from 11 ft,119-107, ,,4,107,119,-12,2765.0
1:51.0,Offensive rebound by T. Harris,119-107, ,,4,107,119,-12,2769.0
1:51.0,T. Harris misses 2-pt layup at rim,119-107, ,,4,107,119,-12,2769.0
1:50.0, ,119-107,Defensive rebound by J. Johnson,,4,107,119,-12,2770.0
1:43.0, ,119-109,T. Young makes 2-pt jump shot from 11 ft (assist by S. Bey),,4,109,119,-10,2777.0
1:27.0,T. Harris makes 2-pt jump shot from 5 ft (assist by D. Melton),121-109, ,,4,109,121,-12,2793.0
1:19.0, ,121-109,T. Young misses 2-pt jump shot from 16 ft,,4,109,121,-12,2801.0
1:16.0,Defensive rebound by T. Maxey,121-109, ,,4,109,121,-12,2804.0
0:57.0,T. Harris makes 2-pt layup from 2 ft (assist by J. Springer),123-109, ,,4,109,123,-14,2823.0
0:50.0, ,123-112,D. Murray makes 3-pt jump shot from 26 ft (assist by T. Young),,4,112,123,-11,2830.0
0:35.0,Offensive foul by T. Harris (drawn by C. Capela),123-112, ,,4,112,123,-11,2845.0
0:35.0,Turnover by T. Harris (offensive foul),123-112, ,,4,112,123,-11,2845.0
0:28.0, ,123-112,T. Young misses 2-pt jump shot from 9 ft,,4,112,123,-11,2852.0
0:27.0, ,123-112,Offensive rebound by C. Capela,,4,112,123,-11,2853.0
0:27.0, ,123-112,C. Capela misses 2-pt layup at rim,,4,112,123,-11,2853.0
0:26.0, ,123-112,Offensive rebound by C. Capela,,4,112,123,-11,2854.0
0:26.0, ,123-114,C. Capela makes 2-pt layup at rim,,4,114,123,-9,2854.0
0:15.0,Personal take foul by J. Johnson (drawn by D. Melton),123-114, ,,4,114,123,-9,2865.0
0:15.0,D. Melton misses free throw 1 of 2,123-114, ,,4,114,123,-9,2865.0
0:15.0,Offensive rebound by Team,123-114, ,,4,114,123,-9,2865.0
0:15.0,D. Melton makes free throw 2 of 2,124-114, ,,4,114,124,-10,2865.0
0:10.0, ,124-114,Turnover by T. Young (lost ball; steal by D. Melton),,4,114,124,-10,2870.0
0:07.0,J. Springer makes 2-pt dunk from 1 ft (assist by D. Melton),126-114, ,,4,114,126,-12,2873.0
0:02.0, ,126-116,C. Capela makes 2-pt dunk from 1 ft (assist by J. Johnson),,4,116,126,-10,2878.0
0:00.0,Turnover by D. Melton (bad pass; steal by D. Murray),126-116, ,,4,116,126,-10,2880.0
0:00.0, ,126-116,Turnover by D. Murray (traveling),,4,116,126,-10,2880.0
0:00.0,J. Embiid misses 3-pt jump shot from 26 ft,126-116, ,,4,116,126,-10,2880.0
0:00.0,Offensive rebound by Team,126-116, ,,4,116,126,-10,2880.0
0:00.0,End of 4th quarter,126-116,,,4,116,126,-10,2880.0
