Time,Boston,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:45.0, ,88-83,D. Murray misses 2-pt jump shot from 9 ft (block by S. Hauser),,3,83,88,-5,1935.0
3:43.0, ,88-83,Offensive rebound by D. Murray,,3,83,88,-5,1937.0
3:42.0, ,88-83,D. Murray misses 2-pt jump shot from 7 ft,,3,83,88,-5,1938.0
3:40.0,Defensive rebound by P. Pritchard,88-83, ,,3,83,88,-5,1940.0
3:34.0,P. Pritchard makes 2-pt layup from 2 ft,90-83, ,,3,83,90,-7,1946.0
3:16.0, ,90-83,D. Hunter misses 3-pt jump shot from 25 ft,,3,83,90,-7,1964.0
3:13.0,Defensive rebound by S. Hauser,90-83, ,,3,83,90,-7,1967.0
2:54.0,P. Pritchard makes 2-pt layup from 1 ft,92-83, ,,3,83,92,-9,1986.0
2:40.0, ,92-83,Offensive foul by C. Capela (drawn by J. Brown),,3,83,92,-9,2000.0
2:40.0, ,92-83,Turnover by C. Capela (offensive foul),,3,83,92,-9,2000.0
2:40.0, ,92-83,B. Bogdanović enters the game for C. Capela,,3,83,92,-9,2000.0
2:40.0, ,92-83,B. Fernando enters the game for D. Hunter,,3,83,92,-9,2000.0
2:23.0,Turnover by J. Brown (lost ball),92-83, ,,3,83,92,-9,2017.0
2:23.0,Loose ball foul by J. Brown (drawn by B. Fernando),92-83, ,,3,83,92,-9,2017.0
2:06.0, ,92-83,V. Krejci misses 3-pt jump shot from 23 ft,,3,83,92,-9,2034.0
2:03.0,Defensive rebound by A. Horford,92-83, ,,3,83,92,-9,2037.0
1:56.0,P. Pritchard makes 2-pt layup from 1 ft,94-83, ,,3,83,94,-11,2044.0
1:39.0, ,94-85,B. Fernando makes 2-pt layup from 2 ft (assist by D. Murray),,3,85,94,-9,2061.0
1:18.0,S. Hauser misses 3-pt jump shot from 24 ft,94-85, ,,3,85,94,-9,2082.0
1:14.0, ,94-85,Defensive rebound by D. Murray,,3,85,94,-9,2086.0
1:12.0, ,94-85,Turnover by V. Krejci (lost ball; steal by S. Hauser),,3,85,94,-9,2088.0
1:09.0,Personal foul by B. Fernando (drawn by A. Horford),94-85, ,,3,85,94,-9,2091.0
1:07.0,J. Brown misses 3-pt jump shot from 26 ft,94-85, ,,3,85,94,-9,2093.0
1:04.0, ,94-85,Defensive rebound by Team,,3,85,94,-9,2096.0
1:04.0,Loose ball foul by A. Horford (drawn by B. Bogdanović),94-85, ,,3,85,94,-9,2096.0
0:55.0, ,94-87,B. Fernando makes 2-pt dunk from 1 ft (assist by D. Murray),,3,87,94,-7,2105.0
0:34.0,P. Pritchard makes 2-pt jump shot from 10 ft,96-87, ,,3,87,96,-9,2126.0
0:29.0, ,96-90,D. Murray makes 3-pt jump shot from 26 ft,,3,90,96,-6,2131.0
0:05.0,S. Hauser misses 3-pt jump shot from 26 ft,96-90, ,,3,90,96,-6,2155.0
0:02.0, ,96-90,Defensive rebound by V. Krejci,,3,90,96,-6,2158.0
0:00.0, ,96-90,V. Krejci misses 3-pt jump shot from 38 ft,,3,90,96,-6,2160.0
0:00.0, ,96-90,Offensive rebound by Team,,3,90,96,-6,2160.0
0:00.0,End of 3rd quarter,96-90,,,3,90,96,-6,2160.0
12:00.0,Start of 4th quarter,96-90,,,4,90,96,-6,2160.0
11:37.0,J. Tatum misses 2-pt jump shot from 19 ft,96-90, ,,4,90,96,-6,2183.0
11:36.0,Offensive rebound by Team,96-90, ,,4,90,96,-6,2184.0
11:36.0,Turnover by Team (shot clock),96-90, ,,4,90,96,-6,2184.0
11:22.0, ,96-92,B. Fernando makes 2-pt layup from 1 ft,,4,92,96,-4,2198.0
11:01.0,J. Tatum misses 3-pt jump shot from 25 ft,96-92, ,,4,92,96,-4,2219.0
10:57.0, ,96-92,Defensive rebound by Team,,4,92,96,-4,2223.0
10:39.0, ,96-94,B. Bogdanović makes 2-pt layup from 1 ft,,4,94,96,-2,2241.0
10:17.0,S. Hauser misses 3-pt jump shot from 25 ft,96-94, ,,4,94,96,-2,2263.0
10:14.0, ,96-94,Defensive rebound by W. Matthews,,4,94,96,-2,2266.0
10:02.0, ,96-94,T. Forrest misses 2-pt jump shot from 8 ft (block by J. Springer),,4,94,96,-2,2278.0
9:59.0, ,96-94,Offensive rebound by T. Forrest,,4,94,96,-2,2281.0
9:58.0, ,96-97,W. Matthews makes 3-pt jump shot from 25 ft (assist by T. Forrest),Lead change,4,97,96,1,2282.0
9:42.0,Personal foul by B. Bogdanović (drawn by L. Kornet),96-97, ,,4,97,96,1,2298.0
9:38.0,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by J. Tatum),99-97, ,Lead change,4,97,99,-2,2302.0
9:17.0, ,99-99,B. Bogdanović makes 2-pt jump shot from 10 ft,Tie,4,99,99,0,2323.0
8:56.0,J. Tatum makes 2-pt jump shot from 20 ft,101-99, ,,4,99,101,-2,2344.0
8:39.0, ,101-102,G. Mathews makes 3-pt jump shot from 25 ft (assist by B. Fernando),Lead change,4,102,101,1,2361.0
8:26.0,Turnover by  (8 sec),101-102, ,,4,102,101,1,2374.0
8:26.0,K. Porziņģis enters the game for L. Kornet,101-102, ,,4,102,101,1,2374.0
8:26.0,P. Pritchard enters the game for J. Springer,101-102, ,,4,102,101,1,2374.0
8:26.0, ,101-102,D. Murray enters the game for T. Forrest,,4,102,101,1,2374.0
8:16.0, ,101-105,B. Bogdanović makes 3-pt jump shot from 25 ft,,4,105,101,4,2384.0
8:15.0,Boston full timeout,101-105, ,,4,105,101,4,2385.0
8:15.0,J. Springer enters the game for S. Hauser,101-105, ,,4,105,101,4,2385.0
7:59.0,J. Tatum misses 2-pt jump shot from 12 ft,101-105, ,,4,105,101,4,2401.0
7:55.0,Offensive rebound by P. Pritchard,101-105, ,,4,105,101,4,2405.0
7:47.0,Shooting foul by G. Mathews (drawn by P. Pritchard),101-105, ,,4,105,101,4,2413.0
7:47.0,P. Pritchard misses free throw 1 of 2,101-105, ,,4,105,101,4,2413.0
7:47.0,Offensive rebound by Team,101-105, ,,4,105,101,4,2413.0
7:47.0,J. Brown enters the game for S. Mykhailiuk,101-105, ,,4,105,101,4,2413.0
7:47.0, ,101-105,D. Hunter enters the game for G. Mathews,,4,105,101,4,2413.0
7:47.0,P. Pritchard misses free throw 2 of 2,101-105, ,,4,105,101,4,2413.0
7:44.0, ,101-105,Defensive rebound by B. Bogdanović,,4,105,101,4,2416.0
7:38.0, ,101-105,Personal foul by P. Pritchard (drawn by D. Hunter),,4,105,101,4,2422.0
7:38.0,A. Horford enters the game for P. Pritchard,101-105, ,,4,105,101,4,2422.0
7:29.0, ,101-105,Turnover by B. Bogdanović (traveling),,4,105,101,4,2431.0
7:12.0,Personal foul by B. Fernando (drawn by J. Tatum),101-105, ,,4,105,101,4,2448.0
7:00.0,J. Tatum misses 2-pt layup from 6 ft,101-105, ,,4,105,101,4,2460.0
6:56.0,Offensive rebound by J. Tatum,101-105, ,,4,105,101,4,2464.0
6:56.0,J. Tatum makes 2-pt dunk at rim,103-105, ,,4,105,103,2,2464.0
6:45.0, ,103-105,D. Murray misses 2-pt layup from 2 ft,,4,105,103,2,2475.0
6:42.0, ,103-105,Offensive rebound by B. Fernando,,4,105,103,2,2478.0
6:41.0, ,103-107,B. Fernando makes 2-pt layup from 1 ft,,4,107,103,4,2479.0
6:20.0,J. Brown makes 2-pt jump shot from 13 ft,105-107, ,,4,107,105,2,2500.0
6:03.0, ,105-107,B. Bogdanović misses 2-pt layup from 1 ft,,4,107,105,2,2517.0
6:01.0,Defensive rebound by J. Springer,105-107, ,,4,107,105,2,2519.0
5:57.0,J. Springer makes 2-pt layup from 1 ft,107-107, ,Tie,4,107,107,0,2523.0
5:57.0, ,107-107,Atlanta full timeout,,4,107,107,0,2523.0
5:57.0, ,107-107,C. Capela enters the game for B. Fernando,,4,107,107,0,2523.0
5:40.0, ,107-107,B. Bogdanović misses 2-pt hook shot from 3 ft (block by K. Porziņģis),,4,107,107,0,2540.0
5:35.0, ,107-107,Offensive rebound by D. Hunter,,4,107,107,0,2545.0
5:33.0, ,107-107,D. Hunter misses 3-pt jump shot from 26 ft,,4,107,107,0,2547.0
5:31.0,Defensive rebound by J. Tatum,107-107, ,,4,107,107,0,2549.0
5:11.0,J. Tatum misses 3-pt jump shot from 26 ft,107-107, ,,4,107,107,0,2569.0
5:07.0, ,107-107,Defensive rebound by W. Matthews,,4,107,107,0,2573.0
4:58.0, ,107-107,Shooting foul by J. Springer (drawn by D. Murray),,4,107,107,0,2582.0
4:58.0, ,107-107,D. Murray misses free throw 1 of 2,,4,107,107,0,2582.0
4:58.0, ,107-107,Offensive rebound by Team,,4,107,107,0,2582.0
4:58.0, ,107-107,D. Murray misses free throw 2 of 2,,4,107,107,0,2582.0
4:57.0,Defensive rebound by J. Tatum,107-107, ,,4,107,107,0,2583.0
4:48.0,J. Brown makes 2-pt jump shot from 21 ft,109-107, ,Lead change,4,107,109,-2,2592.0
4:26.0, ,109-107,Offensive foul by D. Hunter (drawn by J. Springer),,4,107,109,-2,2614.0
4:26.0, ,109-107,Turnover by D. Hunter (offensive foul),,4,107,109,-2,2614.0
4:04.0,J. Springer misses 3-pt jump shot from 23 ft,109-107, ,,4,107,109,-2,2636.0
4:02.0, ,109-107,Defensive rebound by Team,,4,107,109,-2,2638.0
4:02.0,Loose ball foul by J. Brown (drawn by D. Hunter),109-107, ,,4,107,109,-2,2638.0
3:43.0, ,109-107,Shooting foul by J. Springer (drawn by D. Hunter),,4,107,109,-2,2657.0
3:43.0, ,109-108,D. Hunter makes free throw 1 of 2,,4,108,109,-1,2657.0
3:43.0,P. Pritchard enters the game for J. Springer,109-108, ,,4,108,109,-1,2657.0
3:43.0, ,109-108,V. Krejci enters the game for W. Matthews,,4,108,109,-1,2657.0
3:43.0, ,109-109,D. Hunter makes free throw 2 of 2,Tie,4,109,109,0,2657.0
3:20.0,J. Tatum makes 2-pt dunk from 2 ft,111-109, ,,4,109,111,-2,2680.0
3:11.0, ,111-109,D. Murray misses 3-pt jump shot from 25 ft,,4,109,111,-2,2689.0
3:07.0,Defensive rebound by A. Horford,111-109, ,,4,109,111,-2,2693.0
3:03.0,K. Porziņģis misses 2-pt layup from 2 ft (block by C. Capela),111-109, ,,4,109,111,-2,2697.0
3:03.0,Offensive rebound by K. Porziņģis,111-109, ,,4,109,111,-2,2697.0
3:03.0, ,111-109,Atlanta full timeout,,4,109,111,-2,2697.0
3:03.0, ,111-109,Instant Replay (Challenge: Ruling Stands),,4,109,111,-2,2697.0
3:03.0,Boston full timeout,111-109, ,,4,109,111,-2,2697.0
2:54.0,Shooting foul by V. Krejci (drawn by J. Brown),111-109, ,,4,109,111,-2,2706.0
2:54.0,J. Brown makes free throw 1 of 2,112-109, ,,4,109,112,-3,2706.0
2:54.0,J. Brown misses free throw 2 of 2,112-109, ,,4,109,112,-3,2706.0
2:52.0, ,112-109,Defensive rebound by C. Capela,,4,109,112,-3,2708.0
2:36.0, ,112-109,Personal foul by J. Brown (drawn by D. Hunter),,4,109,112,-3,2724.0
2:36.0, ,112-110,D. Hunter makes free throw 1 of 2,,4,110,112,-2,2724.0
2:36.0, ,112-111,D. Hunter makes free throw 2 of 2,,4,111,112,-1,2724.0
2:14.0,J. Tatum makes 2-pt jump shot from 16 ft,114-111, ,,4,111,114,-3,2746.0
2:01.0, ,114-111,Personal foul by J. Tatum (drawn by D. Murray),,4,111,114,-3,2759.0
2:01.0, ,114-112,D. Murray makes free throw 1 of 2,,4,112,114,-2,2759.0
2:01.0, ,114-112,W. Matthews enters the game for V. Krejci,,4,112,114,-2,2759.0
2:01.0, ,114-112,D. Murray misses free throw 2 of 2,,4,112,114,-2,2759.0
1:58.0, ,114-112,Offensive rebound by C. Capela,,4,112,114,-2,2762.0
1:57.0, ,114-112,C. Capela misses 2-pt dunk from 1 ft (block by K. Porziņģis),,4,112,114,-2,2763.0
1:55.0,Defensive rebound by P. Pritchard,114-112, ,,4,112,114,-2,2765.0
1:39.0,Turnover by J. Tatum (lost ball; steal by D. Murray),114-112, ,,4,112,114,-2,2781.0
1:34.0, ,114-115,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Murray),Lead change,4,115,114,1,2786.0
1:17.0,J. Brown makes 2-pt jump shot from 13 ft,116-115, ,Lead change,4,115,116,-1,2803.0
1:00.0, ,116-117,D. Murray makes 2-pt layup at rim,Lead change,4,117,116,1,2820.0
0:36.0,J. Brown misses 3-pt jump shot from 25 ft,116-117, ,,4,117,116,1,2844.0
0:32.0, ,116-117,Defensive rebound by D. Murray,,4,117,116,1,2848.0
0:15.0, ,116-117,D. Murray misses 2-pt jump shot from 18 ft,,4,117,116,1,2865.0
0:11.0, ,116-117,Offensive rebound by C. Capela,,4,117,116,1,2869.0
0:10.0, ,116-120,D. Hunter makes 3-pt jump shot from 26 ft (assist by C. Capela),,4,120,116,4,2870.0
0:09.0,Boston full timeout,116-120, ,,4,120,116,4,2871.0
0:05.0,J. Tatum misses 2-pt layup at rim,116-120, ,,4,120,116,4,2875.0
0:04.0,Offensive rebound by K. Porziņģis,116-120, ,,4,120,116,4,2876.0
0:04.0,K. Porziņģis misses 2-pt layup from 1 ft,116-120, ,,4,120,116,4,2876.0
0:04.0,Offensive rebound by A. Horford,116-120, ,,4,120,116,4,2876.0
0:02.0,A. Horford misses 2-pt layup from 8 ft,116-120, ,,4,120,116,4,2878.0
0:01.0,Offensive rebound by J. Tatum,116-120, ,,4,120,116,4,2879.0
0:01.0,J. Tatum makes 2-pt layup at rim,118-120, ,,4,120,118,2,2879.0
0:01.0, ,118-120,Atlanta full timeout,,4,120,118,2,2879.0
0:00.0,End of 4th quarter,118-120,,,4,120,118,2,2880.0
