Time,Atlanta,Score,Charlotte,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
5:58.0, ,64-67,B. Miller enters the game for L. Ball,,3,64,67,-3,1802.0
5:58.0,T. Young makes free throw 2 of 2,65-67, ,,3,65,67,-2,1802.0
5:46.0, ,65-67,Offensive foul by G. Hayward (drawn by T. Young),,3,65,67,-2,1814.0
5:46.0, ,65-67,Turnover by G. Hayward (offensive foul),,3,65,67,-2,1814.0
5:46.0,B. Bogdanović enters the game for T. Young,65-67, ,,3,65,67,-2,1814.0
5:46.0, ,65-67,J. Thor enters the game for P. Washington,,3,65,67,-2,1814.0
5:30.0,D. Murray misses 2-pt jump shot from 19 ft,65-67, ,,3,65,67,-2,1830.0
5:26.0, ,65-67,Defensive rebound by J. Thor,,3,65,67,-2,1834.0
5:15.0, ,65-67,B. Miller misses 3-pt jump shot from 23 ft,,3,65,67,-2,1845.0
5:13.0,Defensive rebound by D. Murray,65-67, ,,3,65,67,-2,1847.0
5:03.0,B. Bogdanović misses 2-pt jump shot from 14 ft,65-67, ,,3,65,67,-2,1857.0
5:00.0, ,65-67,Defensive rebound by B. Miller,,3,65,67,-2,1860.0
4:54.0, ,65-69,G. Hayward makes 2-pt layup from 2 ft (assist by B. Miller),,3,65,69,-4,1866.0
4:41.0,Shooting foul by M. Williams (drawn by D. Murray),65-69, ,,3,65,69,-4,1879.0
4:41.0,D. Murray makes free throw 1 of 2,66-69, ,,3,66,69,-3,1879.0
4:41.0,A. Griffin enters the game for S. Bey,66-69, ,,3,66,69,-3,1879.0
4:41.0,O. Okongwu enters the game for C. Capela,66-69, ,,3,66,69,-3,1879.0
4:41.0,D. Murray makes free throw 2 of 2,67-69, ,,3,67,69,-2,1879.0
4:29.0, ,67-69,T. Rozier misses 2-pt jump shot from 8 ft,,3,67,69,-2,1891.0
4:26.0, ,67-69,Offensive rebound by M. Williams,,3,67,69,-2,1894.0
4:26.0, ,67-69,Turnover by M. Williams (lost ball; steal by J. Johnson),,3,67,69,-2,1894.0
4:21.0,B. Bogdanović misses 3-pt jump shot from 23 ft,67-69, ,,3,67,69,-2,1899.0
4:17.0, ,67-69,Defensive rebound by T. Rozier,,3,67,69,-2,1903.0
4:14.0, ,67-69,Turnover by G. Hayward (out of bounds lost ball),,3,67,69,-2,1906.0
4:04.0,D. Murray misses 2-pt jump shot from 7 ft,67-69, ,,3,67,69,-2,1916.0
4:00.0,Offensive rebound by O. Okongwu,67-69, ,,3,67,69,-2,1920.0
4:00.0,O. Okongwu misses 2-pt layup at rim,67-69, ,,3,67,69,-2,1920.0
3:59.0, ,67-69,Defensive rebound by M. Williams,,3,67,69,-2,1921.0
3:52.0, ,67-69,J. Thor misses 3-pt jump shot from 24 ft,,3,67,69,-2,1928.0
3:49.0,Defensive rebound by B. Bogdanović,67-69, ,,3,67,69,-2,1931.0
3:43.0,D. Murray misses 3-pt jump shot from 23 ft,67-69, ,,3,67,69,-2,1937.0
3:41.0, ,67-69,Defensive rebound by G. Hayward,,3,67,69,-2,1939.0
3:34.0, ,67-69,B. Miller misses 3-pt jump shot from 24 ft,,3,67,69,-2,1946.0
3:30.0,Defensive rebound by O. Okongwu,67-69, ,,3,67,69,-2,1950.0
3:24.0,Turnover by O. Okongwu (bad pass),67-69, ,,3,67,69,-2,1956.0
3:24.0, ,67-69,Charlotte full timeout,,3,67,69,-2,1956.0
3:24.0, ,67-69,Instant Replay (Challenge: Ruling Stands),,3,67,69,-2,1956.0
3:24.0,T. Young enters the game for D. Murray,67-69, ,,3,67,69,-2,1956.0
3:24.0, ,67-69,L. Ball enters the game for G. Hayward,,3,67,69,-2,1956.0
3:24.0, ,67-69,T. Maledon enters the game for T. Rozier,,3,67,69,-2,1956.0
3:24.0, ,67-69,N. Richards enters the game for M. Williams,,3,67,69,-2,1956.0
3:15.0, ,67-69,Turnover by N. Richards (out of bounds lost ball),,3,67,69,-2,1965.0
3:04.0,O. Okongwu misses 2-pt layup from 6 ft,67-69, ,,3,67,69,-2,1976.0
3:02.0, ,67-69,Defensive rebound by Team,,3,67,69,-2,1978.0
2:39.0, ,67-71,J. Thor makes 2-pt jump shot from 16 ft (assist by T. Maledon),,3,67,71,-4,2001.0
2:26.0,A. Griffin misses 3-pt jump shot from 23 ft,67-71, ,,3,67,71,-4,2014.0
2:24.0, ,67-71,Defensive rebound by N. Richards,,3,67,71,-4,2016.0
2:16.0, ,67-73,B. Miller makes 2-pt dunk from 2 ft (assist by L. Ball),,3,67,73,-6,2024.0
2:03.0,Shooting foul by N. Richards (drawn by T. Young),67-73, ,,3,67,73,-6,2037.0
2:03.0,T. Young makes free throw 1 of 2,68-73, ,,3,68,73,-5,2037.0
2:03.0,T. Young makes free throw 2 of 2,69-73, ,,3,69,73,-4,2037.0
1:44.0, ,69-76,L. Ball makes 3-pt jump shot from 25 ft (assist by T. Maledon),,3,69,76,-7,2056.0
1:23.0,J. Johnson makes 2-pt layup from 3 ft (assist by T. Young),71-76, ,,3,71,76,-5,2077.0
1:07.0, ,71-76,Personal foul by J. Johnson (drawn by T. Maledon),,3,71,76,-5,2093.0
1:07.0, ,71-76,P. Washington enters the game for J. Thor,,3,71,76,-5,2093.0
0:54.0, ,71-78,N. Richards makes 2-pt layup from 1 ft (assist by L. Ball),,3,71,78,-7,2106.0
0:45.0,T. Young misses 3-pt jump shot from 27 ft,71-78, ,,3,71,78,-7,2115.0
0:43.0, ,71-78,Defensive rebound by B. Miller,,3,71,78,-7,2117.0
0:29.0, ,71-78,T. Maledon misses 3-pt jump shot from 26 ft,,3,71,78,-7,2131.0
0:26.0,Defensive rebound by A. Griffin,71-78, ,,3,71,78,-7,2134.0
0:06.0,T. Young misses 2-pt layup from 6 ft (block by N. Richards),71-78, ,,3,71,78,-7,2154.0
0:06.0,Offensive rebound by Team,71-78, ,,3,71,78,-7,2154.0
0:03.0,J. Johnson makes 2-pt jump shot from 7 ft (assist by T. Young),73-78, ,,3,73,78,-5,2157.0
0:00.0, ,73-78,B. Miller misses 3-pt jump shot from 46 ft,,3,73,78,-5,2160.0
0:00.0, ,73-78,Offensive rebound by Team,,3,73,78,-5,2160.0
0:00.0,End of 3rd quarter,73-78,,,3,73,78,-5,2160.0
12:00.0,Start of 4th quarter,73-78,,,4,73,78,-5,2160.0
11:48.0, ,73-80,T. Maledon makes 2-pt jump shot from 9 ft (assist by L. Ball),,4,73,80,-7,2172.0
11:27.0,O. Okongwu makes 2-pt layup from 4 ft (assist by J. Johnson),75-80, ,,4,75,80,-5,2193.0
11:27.0,Shooting foul by P. Washington (drawn by O. Okongwu),75-80, ,,4,75,80,-5,2193.0
11:27.0,O. Okongwu makes free throw 1 of 1,76-80, ,,4,76,80,-4,2193.0
11:06.0, ,76-82,P. Washington makes 2-pt dunk from 2 ft (assist by T. Maledon),,4,76,82,-6,2214.0
10:50.0,J. Johnson misses 2-pt jump shot from 10 ft,76-82, ,,4,76,82,-6,2230.0
10:48.0, ,76-82,Defensive rebound by N. Richards,,4,76,82,-6,2232.0
10:43.0, ,76-82,L. Ball misses 3-pt jump shot from 30 ft,,4,76,82,-6,2237.0
10:39.0,Defensive rebound by B. Bogdanović,76-82, ,,4,76,82,-6,2241.0
10:35.0,S. Bey makes 2-pt layup from 2 ft (assist by B. Bogdanović),78-82, ,,4,78,82,-4,2245.0
10:35.0,Shooting foul by P. Washington (drawn by S. Bey),78-82, ,,4,78,82,-4,2245.0
10:35.0,Instant Replay (Request: Ruling Stands),78-82, ,,4,78,82,-4,2245.0
10:35.0,D. Hunter enters the game for B. Bogdanović,78-82, ,,4,78,82,-4,2245.0
10:35.0, ,78-82,J. Thor enters the game for P. Washington,,4,78,82,-4,2245.0
10:35.0,S. Bey makes free throw 1 of 1,79-82, ,,4,79,82,-3,2245.0
10:23.0, ,79-82,T. Maledon misses 3-pt jump shot from 25 ft,,4,79,82,-3,2257.0
10:20.0, ,79-82,Offensive rebound by J. Thor,,4,79,82,-3,2260.0
10:17.0, ,79-85,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Thor),,4,79,85,-6,2263.0
10:02.0,J. Johnson makes 2-pt layup from 3 ft (assist by O. Okongwu),81-85, ,,4,81,85,-4,2278.0
9:51.0, ,81-85,Shooting foul by O. Okongwu (drawn by N. Richards),,4,81,85,-4,2289.0
9:51.0, ,81-86,N. Richards makes free throw 1 of 2,,4,81,86,-5,2289.0
9:51.0, ,81-87,N. Richards makes free throw 2 of 2,,4,81,87,-6,2289.0
9:38.0,O. Okongwu makes 2-pt dunk from 2 ft (assist by T. Young),83-87, ,,4,83,87,-4,2302.0
9:16.0, ,83-87,T. Maledon misses 2-pt jump shot from 8 ft,,4,83,87,-4,2324.0
9:14.0,Defensive rebound by O. Okongwu,83-87, ,,4,83,87,-4,2326.0
9:08.0,S. Bey makes 3-pt jump shot from 27 ft (assist by T. Young),86-87, ,,4,86,87,-1,2332.0
9:07.0, ,86-87,Charlotte full timeout,,4,86,87,-1,2333.0
9:07.0, ,86-87,G. Hayward enters the game for L. Ball,,4,86,87,-1,2333.0
9:07.0, ,86-87,T. Rozier enters the game for T. Maledon,,4,86,87,-1,2333.0
8:51.0, ,86-87,Turnover by B. Miller (bad pass; steal by S. Bey),,4,86,87,-1,2349.0
8:47.0,S. Bey makes 2-pt dunk from 2 ft,88-87, ,Lead change,4,88,87,1,2353.0
8:32.0, ,88-87,J. Thor misses 2-pt jump shot from 16 ft,,4,88,87,1,2368.0
8:31.0, ,88-87,Offensive rebound by N. Richards,,4,88,87,1,2369.0
8:31.0, ,88-87,Shooting foul by O. Okongwu (drawn by N. Richards),,4,88,87,1,2369.0
8:31.0, ,88-88,N. Richards makes free throw 1 of 2,Tie,4,88,88,0,2369.0
8:31.0, ,88-88,N. Richards misses free throw 2 of 2,,4,88,88,0,2369.0
8:26.0,Defensive rebound by S. Bey,88-88, ,,4,88,88,0,2374.0
8:09.0,D. Hunter misses 2-pt jump shot from 8 ft,88-88, ,,4,88,88,0,2391.0
8:06.0, ,88-88,Defensive rebound by B. Miller,,4,88,88,0,2394.0
8:03.0, ,88-88,T. Rozier misses 3-pt jump shot from 25 ft,,4,88,88,0,2397.0
8:03.0,Defensive rebound by J. Johnson,88-88, ,,4,88,88,0,2397.0
7:55.0,S. Bey misses 3-pt jump shot from 23 ft,88-88, ,,4,88,88,0,2405.0
7:55.0,Offensive rebound by Team,88-88, ,,4,88,88,0,2405.0
7:55.0,D. Murray enters the game for T. Young,88-88, ,,4,88,88,0,2405.0
7:49.0,S. Bey makes 2-pt layup from 2 ft (assist by D. Murray),90-88, ,,4,90,88,2,2411.0
7:49.0,Shooting foul by N. Richards (drawn by S. Bey),90-88, ,,4,90,88,2,2411.0
7:49.0,S. Bey makes free throw 1 of 1,91-88, ,,4,91,88,3,2411.0
7:34.0, ,91-88,B. Miller misses 3-pt jump shot from 30 ft,,4,91,88,3,2426.0
7:33.0, ,91-88,Offensive rebound by Team,,4,91,88,3,2427.0
7:33.0,Loose ball foul by O. Okongwu (drawn by N. Richards),91-88, ,,4,91,88,3,2427.0
7:33.0,B. Bogdanović enters the game for J. Johnson,91-88, ,,4,91,88,3,2427.0
7:33.0,C. Capela enters the game for O. Okongwu,91-88, ,,4,91,88,3,2427.0
7:33.0, ,91-88,M. Williams enters the game for N. Richards,,4,91,88,3,2427.0
7:21.0, ,91-90,T. Rozier makes 2-pt layup from 4 ft,,4,91,90,1,2439.0
7:04.0,Turnover by S. Bey (traveling),91-90, ,,4,91,90,1,2456.0
6:52.0, ,91-90,Turnover by G. Hayward (traveling),,4,91,90,1,2468.0
6:39.0,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Murray),94-90, ,,4,94,90,4,2481.0
6:10.0, ,94-93,B. Miller makes 3-pt jump shot from 23 ft (assist by G. Hayward),,4,94,93,1,2510.0
5:49.0,Shooting foul by T. Rozier (drawn by D. Murray),94-93, ,,4,94,93,1,2531.0
5:49.0,D. Murray misses free throw 1 of 2,94-93, ,,4,94,93,1,2531.0
5:49.0,Offensive rebound by Team,94-93, ,,4,94,93,1,2531.0
5:49.0,J. Johnson enters the game for S. Bey,94-93, ,,4,94,93,1,2531.0
5:49.0, ,94-93,P. Washington enters the game for J. Thor,,4,94,93,1,2531.0
5:49.0,D. Murray makes free throw 2 of 2,95-93, ,,4,95,93,2,2531.0
5:31.0, ,95-95,B. Miller makes 2-pt layup from 2 ft (assist by M. Williams),Tie,4,95,95,0,2549.0
5:06.0,J. Johnson makes 2-pt jump shot from 10 ft,97-95, ,,4,97,95,2,2574.0
4:53.0, ,97-98,P. Washington makes 3-pt jump shot from 26 ft (assist by T. Rozier),Lead change,4,97,98,-1,2587.0
4:37.0,C. Capela makes 2-pt dunk from 2 ft (assist by D. Murray),99-98, ,Lead change,4,99,98,1,2603.0
4:19.0, ,99-101,B. Miller makes 3-pt jump shot from 25 ft (assist by T. Rozier),Lead change,4,99,101,-2,2621.0
4:12.0,Atlanta full timeout,99-101, ,,4,99,101,-2,2628.0
4:12.0,T. Young enters the game for B. Bogdanović,99-101, ,,4,99,101,-2,2628.0
4:12.0, ,99-101,L. Ball enters the game for B. Miller,,4,99,101,-2,2628.0
4:01.0,J. Johnson misses 3-pt jump shot from 24 ft,99-101, ,,4,99,101,-2,2639.0
3:59.0,Offensive rebound by C. Capela,99-101, ,,4,99,101,-2,2641.0
3:54.0,T. Young misses 3-pt jump shot from 27 ft,99-101, ,,4,99,101,-2,2646.0
3:52.0, ,99-101,Defensive rebound by T. Rozier,,4,99,101,-2,2648.0
3:39.0, ,99-101,P. Washington misses 2-pt hook shot from 4 ft,,4,99,101,-2,2661.0
3:35.0, ,99-101,Offensive rebound by M. Williams,,4,99,101,-2,2665.0
3:35.0, ,99-103,M. Williams makes 2-pt dunk at rim,,4,99,103,-4,2665.0
3:24.0,Shooting foul by T. Rozier (drawn by T. Young),99-103, ,,4,99,103,-4,2676.0
3:24.0,T. Young makes free throw 1 of 2,100-103, ,,4,100,103,-3,2676.0
3:24.0,T. Young makes free throw 2 of 2,101-103, ,,4,101,103,-2,2676.0
3:04.0, ,101-105,P. Washington makes 2-pt dunk from 1 ft (assist by L. Ball),,4,101,105,-4,2696.0
2:50.0,D. Murray makes 2-pt layup from 3 ft,103-105, ,,4,103,105,-2,2710.0
2:32.0, ,103-105,P. Washington misses 3-pt jump shot from 24 ft,,4,103,105,-2,2728.0
2:28.0,Defensive rebound by C. Capela,103-105, ,,4,103,105,-2,2732.0
2:18.0,T. Young misses 3-pt jump shot from 27 ft,103-105, ,,4,103,105,-2,2742.0
2:16.0, ,103-105,Defensive rebound by G. Hayward,,4,103,105,-2,2744.0
2:06.0, ,103-107,T. Rozier makes 2-pt jump shot from 7 ft (assist by L. Ball),,4,103,107,-4,2754.0
1:56.0,D. Murray misses 2-pt jump shot from 11 ft,103-107, ,,4,103,107,-4,2764.0
1:53.0, ,103-107,Defensive rebound by M. Williams,,4,103,107,-4,2767.0
1:44.0, ,103-107,Personal foul by D. Hunter (drawn by M. Williams),,4,103,107,-4,2776.0
1:37.0, ,103-109,P. Washington makes 2-pt jump shot from 6 ft (assist by G. Hayward),,4,103,109,-6,2783.0
1:23.0,D. Hunter misses 3-pt jump shot from 25 ft,103-109, ,,4,103,109,-6,2797.0
1:21.0,Offensive rebound by C. Capela,103-109, ,,4,103,109,-6,2799.0
1:19.0,T. Young makes 2-pt jump shot from 11 ft,105-109, ,,4,105,109,-4,2801.0
1:00.0, ,105-109,T. Rozier misses 3-pt jump shot from 23 ft,,4,105,109,-4,2820.0
0:59.0,Defensive rebound by D. Hunter,105-109, ,,4,105,109,-4,2821.0
0:52.0,Turnover by C. Capela (bad pass; steal by M. Williams),105-109, ,,4,105,109,-4,2828.0
0:51.0, ,105-109,Personal foul by T. Young (drawn by M. Williams),,4,105,109,-4,2829.0
0:51.0, ,105-110,M. Williams makes free throw 1 of 2,,4,105,110,-5,2829.0
0:51.0, ,105-111,M. Williams makes free throw 2 of 2,,4,105,111,-6,2829.0
0:45.0,Atlanta full timeout,105-111, ,,4,105,111,-6,2835.0
0:45.0,S. Bey enters the game for J. Johnson,105-111, ,,4,105,111,-6,2835.0
0:43.0,T. Young makes 3-pt jump shot from 33 ft (assist by D. Murray),108-111, ,,4,108,111,-3,2837.0
0:22.0, ,108-113,T. Rozier makes 2-pt jump shot from 11 ft,,4,108,113,-5,2858.0
0:15.0,Shooting foul by M. Williams (drawn by T. Young),108-113, ,,4,108,113,-5,2865.0
0:15.0,T. Young makes free throw 1 of 2,109-113, ,,4,109,113,-4,2865.0
0:15.0,J. Johnson enters the game for C. Capela,109-113, ,,4,109,113,-4,2865.0
0:15.0, ,109-113,B. Miller enters the game for M. Williams,,4,109,113,-4,2865.0
0:15.0,T. Young makes free throw 2 of 2,110-113, ,,4,110,113,-3,2865.0
0:15.0, ,110-113,Charlotte full timeout,,4,110,113,-3,2865.0
0:13.0, ,110-113,Personal take foul by D. Hunter (drawn by T. Rozier),,4,110,113,-3,2867.0
0:13.0,C. Capela enters the game for D. Hunter,110-113, ,,4,110,113,-3,2867.0
0:13.0, ,110-113,T. Rozier misses free throw 1 of 2,,4,110,113,-3,2867.0
0:13.0, ,110-113,Offensive rebound by Team,,4,110,113,-3,2867.0
0:13.0,O. Okongwu enters the game for T. Young,110-113, ,,4,110,113,-3,2867.0
0:13.0, ,110-114,T. Rozier makes free throw 2 of 2,,4,110,114,-4,2867.0
0:13.0,Atlanta full timeout,110-114, ,,4,110,114,-4,2867.0
0:13.0,B. Bogdanović enters the game for S. Bey,110-114, ,,4,110,114,-4,2867.0
0:13.0,T. Young enters the game for O. Okongwu,110-114, ,,4,110,114,-4,2867.0
0:13.0, ,110-114,M. Williams enters the game for B. Miller,,4,110,114,-4,2867.0
0:08.0,T. Young misses 3-pt jump shot from 31 ft,110-114, ,,4,110,114,-4,2872.0
0:06.0, ,110-114,Defensive rebound by T. Rozier,,4,110,114,-4,2874.0
0:06.0, ,110-114,Personal take foul by B. Bogdanović (drawn by T. Rozier),,4,110,114,-4,2874.0
0:06.0, ,110-115,T. Rozier makes free throw 1 of 2,,4,110,115,-5,2874.0
0:06.0, ,110-116,T. Rozier makes free throw 2 of 2,,4,110,116,-6,2874.0
0:02.0,B. Bogdanović misses 3-pt jump shot from 35 ft,110-116, ,,4,110,116,-6,2878.0
0:02.0, ,110-116,Defensive rebound by M. Williams,,4,110,116,-6,2878.0
0:00.0,End of 4th quarter,110-116,,,4,110,116,-6,2880.0
