Time,New York,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:39.0, ,84-80,Defensive rebound by J. Johnson,,3,80,84,-4,1881.0
4:36.0, ,84-80,T. Young misses 2-pt layup from 4 ft,,3,80,84,-4,1884.0
4:34.0,Defensive rebound by J. Randle,84-80, ,,3,80,84,-4,1886.0
4:29.0,J. Hart misses 2-pt layup from 2 ft,84-80, ,,3,80,84,-4,1891.0
4:24.0, ,84-80,Defensive rebound by D. Murray,,3,80,84,-4,1896.0
4:20.0, ,84-82,D. Murray makes 2-pt layup from 4 ft,,3,82,84,-2,1900.0
4:08.0,New York full timeout,84-82, ,,3,82,84,-2,1912.0
4:08.0,I. Quickley enters the game for Q. Grimes,84-82, ,,3,82,84,-2,1912.0
4:08.0, ,84-82,B. Bogdanović enters the game for C. Capela,,3,82,84,-2,1912.0
4:08.0, ,84-82,A. Griffin enters the game for D. Hunter,,3,82,84,-2,1912.0
4:08.0, ,84-82,O. Okongwu enters the game for T. Young,,3,82,84,-2,1912.0
3:59.0,J. Randle makes 3-pt jump shot from 24 ft (assist by J. Brunson),87-82, ,,3,82,87,-5,1921.0
3:40.0, ,87-85,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by O. Okongwu),,3,85,87,-2,1940.0
3:24.0,Personal foul by O. Okongwu (drawn by J. Brunson),87-85, ,,3,85,87,-2,1956.0
3:14.0,J. Brunson makes 3-pt jump shot from 25 ft (assist by J. Randle),90-85, ,,3,85,90,-5,1966.0
2:52.0, ,90-87,D. Murray makes 2-pt layup from 1 ft (assist by B. Bogdanović),,3,87,90,-3,1988.0
2:30.0,Turnover by J. Brunson (lost ball),90-87, ,,3,87,90,-3,2010.0
2:30.0,D. DiVincenzo enters the game for J. Brunson,90-87, ,,3,87,90,-3,2010.0
2:30.0, ,90-87,T. Young enters the game for D. Murray,,3,87,90,-3,2010.0
2:30.0,Jump ball: O. Okongwu vs. M. Robinson (B. Bogdanović gains possession),90-87,,,3,87,90,-3,2010.0
2:12.0, ,90-90,A. Griffin makes 3-pt jump shot from 25 ft (assist by T. Young),Tie,3,90,90,0,2028.0
2:02.0,I. Quickley misses 3-pt jump shot from 25 ft,90-90, ,,3,90,90,0,2038.0
1:59.0,Offensive rebound by D. DiVincenzo,90-90, ,,3,90,90,0,2041.0
1:59.0,D. DiVincenzo misses 2-pt layup at rim (block by J. Johnson),90-90, ,,3,90,90,0,2041.0
1:58.0, ,90-90,Defensive rebound by A. Griffin,,3,90,90,0,2042.0
1:54.0, ,90-90,A. Griffin misses 3-pt jump shot from 25 ft,,3,90,90,0,2046.0
1:52.0,Defensive rebound by D. DiVincenzo,90-90, ,,3,90,90,0,2048.0
1:40.0,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by J. Randle),93-90, ,,3,90,93,-3,2060.0
1:23.0, ,93-90,Shooting foul by J. Randle (drawn by J. Johnson),,3,90,93,-3,2077.0
1:23.0, ,93-90,J. Johnson misses free throw 1 of 2,,3,90,93,-3,2077.0
1:23.0, ,93-90,Offensive rebound by Team,,3,90,93,-3,2077.0
1:23.0,R. Barrett enters the game for J. Randle,93-90, ,,3,90,93,-3,2077.0
1:23.0,I. Hartenstein enters the game for M. Robinson,93-90, ,,3,90,93,-3,2077.0
1:23.0, ,93-91,J. Johnson makes free throw 2 of 2,,3,91,93,-2,2077.0
1:05.0,I. Hartenstein misses 2-pt jump shot from 11 ft,93-91, ,,3,91,93,-2,2095.0
1:04.0, ,93-91,Defensive rebound by J. Johnson,,3,91,93,-2,2096.0
1:04.0, ,93-91,Turnover by J. Johnson (step out of bounds),,3,91,93,-2,2096.0
0:53.0,D. DiVincenzo makes 3-pt jump shot from 25 ft (assist by I. Quickley),96-91, ,,3,91,96,-5,2107.0
0:48.0, ,96-91,Shooting foul by D. DiVincenzo (drawn by T. Young),,3,91,96,-5,2112.0
0:48.0, ,96-91,T. Young misses free throw 1 of 2,,3,91,96,-5,2112.0
0:48.0, ,96-91,Offensive rebound by Team,,3,91,96,-5,2112.0
0:48.0, ,96-92,T. Young makes free throw 2 of 2,,3,92,96,-4,2112.0
0:28.0,I. Hartenstein makes 2-pt layup from 1 ft (assist by D. DiVincenzo),98-92, ,,3,92,98,-6,2132.0
0:17.0, ,98-92,A. Griffin misses 3-pt jump shot from 23 ft,,3,92,98,-6,2143.0
0:13.0,Defensive rebound by J. Hart,98-92, ,,3,92,98,-6,2147.0
0:00.0,Shooting foul by O. Okongwu (drawn by I. Quickley),98-92, ,,3,92,98,-6,2160.0
0:00.0,I. Quickley makes free throw 1 of 2,99-92, ,,3,92,99,-7,2160.0
0:00.0,I. Quickley makes free throw 2 of 2,100-92, ,,3,92,100,-8,2160.0
0:00.0,End of 3rd quarter,100-92,,,3,92,100,-8,2160.0
12:00.0,Start of 4th quarter,100-92,,,4,92,100,-8,2160.0
11:59.0,Turnover by D. DiVincenzo (out of bounds lost ball),100-92, ,,4,92,100,-8,2161.0
11:46.0, ,100-92,J. Johnson misses 2-pt layup from 5 ft,,4,92,100,-8,2174.0
11:43.0,Defensive rebound by I. Hartenstein,100-92, ,,4,92,100,-8,2177.0
11:36.0,R. Barrett makes 2-pt layup at rim (assist by I. Quickley),102-92, ,,4,92,102,-10,2184.0
11:29.0, ,102-92,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,92,102,-10,2191.0
11:27.0,Defensive rebound by I. Quickley,102-92, ,,4,92,102,-10,2193.0
11:18.0,Turnover by I. Hartenstein (bad pass; steal by T. Young),102-92, ,,4,92,102,-10,2202.0
11:14.0, ,102-94,J. Johnson makes 2-pt layup from 1 ft (assist by T. Young),,4,94,102,-8,2206.0
10:52.0,Shooting foul by B. Bogdanović (drawn by I. Hartenstein),102-94, ,,4,94,102,-8,2228.0
10:52.0,I. Hartenstein makes free throw 1 of 2,103-94, ,,4,94,103,-9,2228.0
10:52.0,I. Hartenstein misses free throw 2 of 2,103-94, ,,4,94,103,-9,2228.0
10:50.0,Offensive rebound by I. Hartenstein,103-94, ,,4,94,103,-9,2230.0
10:49.0,I. Hartenstein makes 2-pt dunk from 1 ft,105-94, ,,4,94,105,-11,2231.0
10:31.0, ,105-94,Personal foul by J. Hart (drawn by J. Johnson),,4,94,105,-11,2249.0
10:29.0, ,105-96,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Johnson),,4,96,105,-9,2251.0
10:18.0,I. Quickley misses 3-pt jump shot from 23 ft (block by S. Bey),105-96, ,,4,96,105,-9,2262.0
10:17.0,Offensive rebound by Team,105-96, ,,4,96,105,-9,2263.0
10:12.0,D. DiVincenzo misses 3-pt jump shot from 24 ft,105-96, ,,4,96,105,-9,2268.0
10:09.0, ,105-96,Defensive rebound by J. Johnson,,4,96,105,-9,2271.0
10:00.0, ,105-98,T. Young makes 2-pt jump shot from 22 ft,,4,98,105,-7,2280.0
9:35.0,D. DiVincenzo misses 2-pt layup from 1 ft,105-98, ,,4,98,105,-7,2305.0
9:33.0, ,105-98,Defensive rebound by O. Okongwu,,4,98,105,-7,2307.0
9:24.0, ,105-98,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,98,105,-7,2316.0
9:20.0,Defensive rebound by J. Hart,105-98, ,,4,98,105,-7,2320.0
9:16.0,I. Quickley misses 3-pt jump shot from 26 ft,105-98, ,,4,98,105,-7,2324.0
9:09.0, ,105-98,Defensive rebound by J. Johnson,,4,98,105,-7,2331.0
9:07.0, ,105-98,Turnover by J. Johnson (lost ball; steal by I. Quickley),,4,98,105,-7,2333.0
9:04.0,Turnover by I. Quickley (lost ball; steal by B. Bogdanović),105-98, ,,4,98,105,-7,2336.0
9:03.0, ,105-100,J. Johnson makes 2-pt layup from 4 ft (assist by B. Bogdanović),,4,100,105,-5,2337.0
9:03.0,New York full timeout,105-100, ,,4,100,105,-5,2337.0
9:03.0, ,105-100,D. Hunter enters the game for S. Bey,,4,100,105,-5,2337.0
9:03.0, ,105-100,D. Murray enters the game for T. Young,,4,100,105,-5,2337.0
8:49.0,J. Hart misses 3-pt jump shot from 23 ft,105-100, ,,4,100,105,-5,2351.0
8:46.0, ,105-100,Defensive rebound by D. Hunter,,4,100,105,-5,2354.0
8:36.0, ,105-100,O. Okongwu misses 2-pt layup from 6 ft (block by I. Hartenstein),,4,100,105,-5,2364.0
8:36.0,Defensive rebound by Team,105-100, ,,4,100,105,-5,2364.0
8:36.0, ,105-100,Violation by Team (delay of game),,4,100,105,-5,2364.0
8:26.0,Turnover by I. Quickley (out of bounds lost ball),105-100, ,,4,100,105,-5,2374.0
8:18.0, ,105-102,O. Okongwu makes 2-pt jump shot from 9 ft (assist by D. Murray),,4,102,105,-3,2382.0
8:03.0,I. Quickley misses 3-pt jump shot from 25 ft,105-102, ,,4,102,105,-3,2397.0
7:59.0, ,105-102,Defensive rebound by B. Bogdanović,,4,102,105,-3,2401.0
7:51.0, ,105-102,Shooting foul by I. Hartenstein (drawn by D. Hunter),,4,102,105,-3,2409.0
7:51.0, ,105-103,D. Hunter makes free throw 1 of 2,,4,103,105,-2,2409.0
7:51.0,J. Brunson enters the game for R. Barrett,105-103, ,,4,103,105,-2,2409.0
7:51.0,M. Robinson enters the game for I. Hartenstein,105-103, ,,4,103,105,-2,2409.0
7:51.0, ,105-104,D. Hunter makes free throw 2 of 2,,4,104,105,-1,2409.0
7:34.0,J. Hart makes 2-pt layup from 6 ft (assist by I. Quickley),107-104, ,,4,104,107,-3,2426.0
7:15.0, ,107-104,Shooting foul by I. Quickley (drawn by D. Hunter),,4,104,107,-3,2445.0
7:15.0, ,107-105,D. Hunter makes free throw 1 of 2,,4,105,107,-2,2445.0
7:15.0, ,107-106,D. Hunter makes free throw 2 of 2,,4,106,107,-1,2445.0
6:59.0,J. Brunson misses 2-pt jump shot from 16 ft,107-106, ,,4,106,107,-1,2461.0
6:57.0,Offensive rebound by M. Robinson,107-106, ,,4,106,107,-1,2463.0
6:47.0,J. Brunson makes 2-pt layup from 4 ft,109-106, ,,4,106,109,-3,2473.0
6:37.0, ,109-108,D. Murray makes 2-pt layup from 1 ft,,4,108,109,-1,2483.0
6:13.0,I. Quickley misses 2-pt jump shot from 11 ft,109-108, ,,4,108,109,-1,2507.0
6:09.0, ,109-108,Defensive rebound by D. Murray,,4,108,109,-1,2511.0
6:03.0, ,109-108,D. Hunter misses 3-pt jump shot from 22 ft,,4,108,109,-1,2517.0
5:59.0,Defensive rebound by I. Quickley,109-108, ,,4,108,109,-1,2521.0
5:57.0,Shooting foul by B. Bogdanović (drawn by D. DiVincenzo),109-108, ,,4,108,109,-1,2523.0
5:57.0,D. DiVincenzo makes free throw 1 of 2,110-108, ,,4,108,110,-2,2523.0
5:57.0,J. Randle enters the game for J. Hart,110-108, ,,4,108,110,-2,2523.0
5:57.0, ,110-108,C. Capela enters the game for O. Okongwu,,4,108,110,-2,2523.0
5:57.0,D. DiVincenzo misses free throw 2 of 2,110-108, ,,4,108,110,-2,2523.0
5:55.0, ,110-108,Defensive rebound by J. Johnson,,4,108,110,-2,2525.0
5:42.0, ,110-108,D. Murray misses 2-pt jump shot from 4 ft (block by D. DiVincenzo),,4,108,110,-2,2538.0
5:38.0,Defensive rebound by I. Quickley,110-108, ,,4,108,110,-2,2542.0
5:29.0,I. Quickley misses 3-pt jump shot from 25 ft,110-108, ,,4,108,110,-2,2551.0
5:26.0, ,110-108,Defensive rebound by C. Capela,,4,108,110,-2,2554.0
5:17.0, ,110-108,J. Johnson misses 3-pt jump shot from 26 ft,,4,108,110,-2,2563.0
5:13.0,Defensive rebound by M. Robinson,110-108, ,,4,108,110,-2,2567.0
4:57.0,J. Randle misses 3-pt jump shot from 24 ft,110-108, ,,4,108,110,-2,2583.0
4:54.0, ,110-108,Defensive rebound by D. Murray,,4,108,110,-2,2586.0
4:47.0, ,110-108,D. Murray misses 2-pt jump shot from 12 ft,,4,108,110,-2,2593.0
4:44.0,Defensive rebound by M. Robinson,110-108, ,,4,108,110,-2,2596.0
4:25.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,110-108, ,,4,108,110,-2,2615.0
4:21.0, ,110-108,Defensive rebound by J. Johnson,,4,108,110,-2,2619.0
4:21.0, ,110-108,Atlanta full timeout,,4,108,110,-2,2619.0
4:21.0,R. Barrett enters the game for D. DiVincenzo,110-108, ,,4,108,110,-2,2619.0
4:21.0,Q. Grimes enters the game for I. Quickley,110-108, ,,4,108,110,-2,2619.0
4:21.0, ,110-108,S. Bey enters the game for B. Bogdanović,,4,108,110,-2,2619.0
4:21.0, ,110-108,T. Young enters the game for J. Johnson,,4,108,110,-2,2619.0
4:12.0, ,110-108,T. Young misses 3-pt jump shot from 26 ft,,4,108,110,-2,2628.0
4:08.0,Defensive rebound by J. Brunson,110-108, ,,4,108,110,-2,2632.0
3:58.0,R. Barrett makes 2-pt layup from 1 ft,112-108, ,,4,108,112,-4,2642.0
3:38.0, ,112-110,D. Murray makes 2-pt jump shot from 16 ft,,4,110,112,-2,2662.0
3:17.0,J. Randle makes 2-pt jump shot from 9 ft,114-110, ,,4,110,114,-4,2683.0
3:00.0, ,114-112,T. Young makes 2-pt jump shot from 7 ft,,4,112,114,-2,2700.0
2:43.0,J. Brunson makes 2-pt jump shot from 6 ft,116-112, ,,4,112,116,-4,2717.0
2:37.0, ,116-114,D. Hunter makes 2-pt dunk from 1 ft (assist by T. Young),,4,114,116,-2,2723.0
2:16.0,R. Barrett makes 2-pt jump shot from 15 ft (assist by J. Brunson),118-114, ,,4,114,118,-4,2744.0
2:15.0, ,118-114,Atlanta full timeout,,4,114,118,-4,2745.0
2:15.0, ,118-114,J. Johnson enters the game for S. Bey,,4,114,118,-4,2745.0
2:04.0, ,118-114,D. Murray misses 2-pt jump shot from 12 ft,,4,114,118,-4,2756.0
2:01.0,Defensive rebound by J. Randle,118-114, ,,4,114,118,-4,2759.0
1:47.0,R. Barrett misses 2-pt layup from 3 ft (block by D. Murray),118-114, ,,4,114,118,-4,2773.0
1:43.0,Offensive rebound by R. Barrett,118-114, ,,4,114,118,-4,2777.0
1:41.0,J. Randle makes 3-pt jump shot from 24 ft (assist by R. Barrett),121-114, ,,4,114,121,-7,2779.0
1:31.0, ,121-114,C. Capela misses 2-pt layup at rim,,4,114,121,-7,2789.0
1:26.0,Defensive rebound by M. Robinson,121-114, ,,4,114,121,-7,2794.0
1:11.0,Turnover by J. Randle (out of bounds lost ball),121-114, ,,4,114,121,-7,2809.0
1:05.0, ,121-114,Shooting foul by Q. Grimes (drawn by T. Young),,4,114,121,-7,2815.0
1:05.0, ,121-115,T. Young makes free throw 1 of 2,,4,115,121,-6,2815.0
1:05.0, ,121-115,T. Young misses free throw 2 of 2,,4,115,121,-6,2815.0
1:01.0,Defensive rebound by J. Brunson,121-115, ,,4,115,121,-6,2819.0
0:51.0,Shooting foul by T. Young (drawn by J. Brunson),121-115, ,,4,115,121,-6,2829.0
0:51.0,J. Brunson misses free throw 1 of 2,121-115, ,,4,115,121,-6,2829.0
0:51.0,Offensive rebound by Team,121-115, ,,4,115,121,-6,2829.0
0:51.0,J. Brunson makes free throw 2 of 2,122-115, ,,4,115,122,-7,2829.0
0:43.0, ,122-118,D. Hunter makes 3-pt jump shot from 25 ft (assist by D. Murray),,4,118,122,-4,2837.0
0:29.0,Turnover by Q. Grimes (lost ball; steal by T. Young),122-118, ,,4,118,122,-4,2851.0
0:29.0, ,122-118,Personal foul by Q. Grimes (drawn by T. Young),,4,118,122,-4,2851.0
0:29.0, ,122-119,T. Young makes free throw 1 of 2,,4,119,122,-3,2851.0
0:29.0,I. Hartenstein enters the game for M. Robinson,122-119, ,,4,119,122,-3,2851.0
0:29.0, ,122-120,T. Young makes free throw 2 of 2,,4,120,122,-2,2851.0
0:24.0,Turnover by J. Brunson (bad pass),122-120, ,,4,120,122,-2,2856.0
0:24.0,M. Robinson enters the game for I. Hartenstein,122-120, ,,4,120,122,-2,2856.0
0:17.0, ,122-120,Turnover by T. Young (bad pass; steal by M. Robinson),,4,120,122,-2,2863.0
0:16.0,Personal take foul by J. Johnson (drawn by J. Randle),122-120, ,,4,120,122,-2,2864.0
0:16.0,J. Randle makes free throw 1 of 2,123-120, ,,4,120,123,-3,2864.0
0:16.0,J. Randle makes free throw 2 of 2,124-120, ,,4,120,124,-4,2864.0
0:12.0, ,124-120,T. Young misses 2-pt layup from 1 ft,,4,120,124,-4,2868.0
0:09.0,Defensive rebound by J. Randle,124-120, ,,4,120,124,-4,2871.0
0:07.0,Personal take foul by C. Capela (drawn by J. Randle),124-120, ,,4,120,124,-4,2873.0
0:07.0,J. Randle makes free throw 1 of 2,125-120, ,,4,120,125,-5,2873.0
0:07.0, ,125-120,O. Okongwu enters the game for T. Young,,4,120,125,-5,2873.0
0:07.0,J. Randle misses free throw 2 of 2,125-120, ,,4,120,125,-5,2873.0
0:05.0,Offensive rebound by J. Randle,125-120, ,,4,120,125,-5,2875.0
0:04.0,Personal take foul by J. Johnson (drawn by J. Randle),125-120, ,,4,120,125,-5,2876.0
0:04.0,J. Randle makes free throw 1 of 2,126-120, ,,4,120,126,-6,2876.0
0:04.0,J. Randle misses free throw 2 of 2,126-120, ,,4,120,126,-6,2876.0
0:02.0, ,126-120,Defensive rebound by J. Johnson,,4,120,126,-6,2878.0
0:00.0, ,126-120,J. Johnson misses 3-pt jump shot from 38 ft,,4,120,126,-6,2880.0
0:00.0, ,126-120,Offensive rebound by Team,,4,120,126,-6,2880.0
0:00.0,End of 4th quarter,126-120,,,4,120,126,-6,2880.0
