Time,Brooklyn,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
7:52.0, ,78-85,Turnover by J. Johnson (bad pass; steal by C. Johnson),,3,85,78,7,1688.0
7:48.0,D. Finney-Smith misses 2-pt layup from 1 ft,78-85, ,,3,85,78,7,1692.0
7:45.0, ,78-85,Defensive rebound by D. Hunter,,3,85,78,7,1695.0
7:40.0, ,78-85,D. Murray misses 2-pt layup from 2 ft,,3,85,78,7,1700.0
7:36.0, ,78-85,Offensive rebound by C. Capela,,3,85,78,7,1704.0
7:36.0, ,78-87,C. Capela makes 2-pt layup at rim,,3,87,78,9,1704.0
7:12.0,N. Claxton makes 2-pt jump shot from 12 ft (assist by M. Bridges),80-87, ,,3,87,80,7,1728.0
6:57.0, ,80-87,Turnover by T. Young (bad pass),,3,87,80,7,1743.0
6:50.0,N. Claxton makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),82-87, ,,3,87,82,5,1750.0
6:33.0, ,82-87,D. Murray misses 3-pt jump shot from 26 ft,,3,87,82,5,1767.0
6:30.0,Defensive rebound by N. Claxton,82-87, ,,3,87,82,5,1770.0
6:21.0,C. Johnson misses 2-pt jump shot from 13 ft,82-87, ,,3,87,82,5,1779.0
6:16.0,Offensive rebound by D. Finney-Smith,82-87, ,,3,87,82,5,1784.0
6:15.0,C. Johnson makes 3-pt jump shot from 26 ft (assist by M. Bridges),85-87, ,,3,87,85,2,1785.0
5:53.0, ,85-87,Shooting foul by N. Claxton (drawn by D. Hunter),,3,87,85,2,1807.0
5:53.0, ,85-88,D. Hunter makes free throw 1 of 2,,3,88,85,3,1807.0
5:53.0,D. Sharpe enters the game for N. Claxton,85-88, ,,3,88,85,3,1807.0
5:53.0, ,85-88,S. Bey enters the game for J. Johnson,,3,88,85,3,1807.0
5:53.0, ,85-88,B. Bogdanović enters the game for T. Young,,3,88,85,3,1807.0
5:53.0, ,85-89,D. Hunter makes free throw 2 of 2,,3,89,85,4,1807.0
5:40.0,M. Bridges makes 2-pt jump shot from 18 ft,87-89, ,,3,89,87,2,1820.0
5:29.0, ,87-89,D. Murray misses 2-pt layup from 1 ft,,3,89,87,2,1831.0
5:25.0, ,87-89,Offensive rebound by C. Capela,,3,89,87,2,1835.0
5:23.0, ,87-89,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,89,87,2,1837.0
5:23.0,Defensive rebound by M. Bridges,87-89, ,,3,89,87,2,1837.0
5:17.0,Shooting foul by D. Hunter (drawn by C. Johnson),87-89, ,,3,89,87,2,1843.0
5:17.0,C. Johnson makes free throw 1 of 2,88-89, ,,3,89,88,1,1843.0
5:17.0, ,88-89,O. Okongwu enters the game for C. Capela,,3,89,88,1,1843.0
5:17.0,C. Johnson makes free throw 2 of 2,89-89, ,Tie,3,89,89,0,1843.0
4:59.0, ,89-92,D. Murray makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,3,92,89,3,1861.0
4:43.0,S. Dinwiddie misses 2-pt layup from 2 ft,89-92, ,,3,92,89,3,1877.0
4:40.0, ,89-92,Defensive rebound by B. Bogdanović,,3,92,89,3,1880.0
4:33.0, ,89-92,Turnover by B. Bogdanović (bad pass; steal by C. Johnson),,3,92,89,3,1887.0
4:28.0,D. Sharpe makes 2-pt layup from 1 ft (assist by S. Dinwiddie),91-92, ,,3,92,91,1,1892.0
4:06.0, ,91-92,S. Bey misses 2-pt jump shot from 11 ft,,3,92,91,1,1914.0
4:04.0, ,91-92,Offensive rebound by Team,,3,92,91,1,1916.0
4:04.0,Loose ball foul by M. Bridges (drawn by O. Okongwu),91-92, ,,3,92,91,1,1916.0
4:04.0,R. O'Neale enters the game for C. Johnson,91-92, ,,3,92,91,1,1916.0
3:53.0, ,91-92,D. Murray misses 2-pt jump shot from 11 ft,,3,92,91,1,1927.0
3:50.0,Defensive rebound by D. Sharpe,91-92, ,,3,92,91,1,1930.0
3:40.0,D. Sharpe misses 2-pt layup from 1 ft,91-92, ,,3,92,91,1,1940.0
3:37.0, ,91-92,Defensive rebound by O. Okongwu,,3,92,91,1,1943.0
3:35.0, ,91-92,S. Bey misses 3-pt jump shot from 25 ft,,3,92,91,1,1945.0
3:32.0, ,91-92,Offensive rebound by D. Hunter,,3,92,91,1,1948.0
3:31.0, ,91-92,Turnover by D. Hunter (lost ball; steal by M. Bridges),,3,92,91,1,1949.0
3:21.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,91-92, ,,3,92,91,1,1959.0
3:19.0, ,91-92,Defensive rebound by D. Hunter,,3,92,91,1,1961.0
3:19.0, ,91-92,Personal foul by R. O'Neale (drawn by D. Hunter),,3,92,91,1,1961.0
3:19.0,T. Watford enters the game for S. Dinwiddie,91-92, ,,3,92,91,1,1961.0
3:19.0, ,91-92,J. Johnson enters the game for D. Hunter,,3,92,91,1,1961.0
3:19.0, ,91-92,T. Young enters the game for D. Murray,,3,92,91,1,1961.0
3:07.0, ,91-92,Turnover by T. Young (lost ball; steal by D. Sharpe),,3,92,91,1,1973.0
3:04.0,Shooting foul by S. Bey (drawn by R. O'Neale),91-92, ,,3,92,91,1,1976.0
3:04.0,R. O'Neale misses free throw 1 of 2,91-92, ,,3,92,91,1,1976.0
3:04.0,Offensive rebound by Team,91-92, ,,3,92,91,1,1976.0
3:04.0,R. O'Neale misses free throw 2 of 2,91-92, ,,3,92,91,1,1976.0
3:00.0, ,91-92,Defensive rebound by O. Okongwu,,3,92,91,1,1980.0
2:52.0, ,91-92,B. Bogdanović misses 3-pt jump shot from 25 ft,,3,92,91,1,1988.0
2:49.0,Defensive rebound by D. Sharpe,91-92, ,,3,92,91,1,1991.0
2:43.0,T. Watford makes 2-pt layup from 1 ft,93-92, ,Lead change,3,92,93,-1,1997.0
2:29.0, ,93-92,T. Young misses 3-pt jump shot from 27 ft,,3,92,93,-1,2011.0
2:26.0,Defensive rebound by R. O'Neale,93-92, ,,3,92,93,-1,2014.0
2:25.0,Turnover by R. O'Neale (bad pass),93-92, ,,3,92,93,-1,2015.0
2:25.0,Brooklyn full timeout,93-92, ,,3,92,93,-1,2015.0
2:03.0, ,93-92,T. Young misses 2-pt jump shot from 12 ft,,3,92,93,-1,2037.0
1:57.0, ,93-92,Offensive rebound by O. Okongwu,,3,92,93,-1,2043.0
1:57.0, ,93-94,O. Okongwu makes 2-pt layup at rim,Lead change,3,94,93,1,2043.0
1:37.0,M. Bridges misses 2-pt jump shot from 12 ft,93-94, ,,3,94,93,1,2063.0
1:32.0,Offensive rebound by D. Finney-Smith,93-94, ,,3,94,93,1,2068.0
1:32.0,D. Finney-Smith makes 2-pt layup at rim,95-94, ,Lead change,3,94,95,-1,2068.0
1:24.0, ,95-96,B. Bogdanović makes 2-pt jump shot from 7 ft,Lead change,3,96,95,1,2076.0
1:13.0,Turnover by M. Bridges (lost ball; steal by T. Young),95-96, ,,3,96,95,1,2087.0
1:08.0, ,95-98,J. Johnson makes 2-pt layup from 1 ft (assist by T. Young),,3,98,95,3,2092.0
0:44.0,Turnover by T. Watford (traveling),95-98, ,,3,98,95,3,2116.0
0:28.0, ,95-100,O. Okongwu makes 2-pt layup at rim (assist by T. Young),,3,100,95,5,2132.0
0:10.0,Turnover by T. Watford (bad pass; steal by B. Bogdanović),95-100, ,,3,100,95,5,2150.0
0:00.0, ,95-100,O. Okongwu misses 3-pt jump shot from 26 ft,,3,100,95,5,2160.0
0:00.0, ,95-100,Offensive rebound by Team,,3,100,95,5,2160.0
0:00.0,End of 3rd quarter,95-100,,,3,100,95,5,2160.0
12:00.0,Start of 4th quarter,95-100,,,4,100,95,5,2160.0
11:42.0,S. Dinwiddie misses 2-pt layup from 2 ft,95-100, ,,4,100,95,5,2178.0
11:41.0, ,95-100,Defensive rebound by O. Okongwu,,4,100,95,5,2179.0
11:41.0, ,95-100,Personal foul by S. Dinwiddie (drawn by O. Okongwu),,4,100,95,5,2179.0
11:32.0, ,95-100,Turnover by J. Johnson (traveling),,4,100,95,5,2188.0
11:13.0,S. Dinwiddie makes 2-pt layup from 1 ft,97-100, ,,4,100,97,3,2207.0
11:06.0, ,97-100,B. Bogdanović misses 3-pt jump shot from 26 ft,,4,100,97,3,2214.0
11:04.0,Defensive rebound by N. Claxton,97-100, ,,4,100,97,3,2216.0
10:57.0,N. Claxton makes 2-pt layup from 1 ft,99-100, ,,4,100,99,1,2223.0
10:41.0, ,99-100,T. Young misses 3-pt jump shot from 27 ft,,4,100,99,1,2239.0
10:38.0,Defensive rebound by T. Watford,99-100, ,,4,100,99,1,2242.0
10:32.0,N. Claxton makes 2-pt dunk at rim (assist by T. Watford),101-100, ,Lead change,4,100,101,-1,2248.0
10:18.0, ,101-102,S. Bey makes 2-pt layup from 3 ft (assist by J. Johnson),Lead change,4,102,101,1,2262.0
10:18.0, ,101-102,Shooting foul by R. O'Neale (drawn by S. Bey),,4,102,101,1,2262.0
10:18.0, ,101-103,S. Bey makes free throw 1 of 1,,4,103,101,2,2262.0
10:06.0,L. Walker misses 2-pt jump shot from 16 ft,101-103, ,,4,103,101,2,2274.0
10:03.0, ,101-103,Defensive rebound by J. Johnson,,4,103,101,2,2277.0
9:51.0, ,101-106,B. Bogdanović makes 3-pt jump shot from 23 ft,,4,106,101,5,2289.0
9:34.0,S. Dinwiddie makes 2-pt jump shot from 4 ft,103-106, ,,4,106,103,3,2306.0
9:34.0,Shooting foul by S. Bey (drawn by S. Dinwiddie),103-106, ,,4,106,103,3,2306.0
9:34.0,S. Dinwiddie makes free throw 1 of 1,104-106, ,,4,106,104,2,2306.0
9:20.0, ,104-106,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,106,104,2,2320.0
9:16.0,Defensive rebound by T. Watford,104-106, ,,4,106,104,2,2324.0
9:11.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,104-106, ,,4,106,104,2,2329.0
9:08.0, ,104-106,Defensive rebound by O. Okongwu,,4,106,104,2,2332.0
9:02.0, ,104-106,S. Bey misses 3-pt jump shot from 26 ft,,4,106,104,2,2338.0
8:59.0,Defensive rebound by T. Watford,104-106, ,,4,106,104,2,2341.0
8:47.0,T. Watford makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),107-106, ,Lead change,4,106,107,-1,2353.0
8:32.0, ,107-106,B. Bogdanović misses 3-pt jump shot from 25 ft,,4,106,107,-1,2368.0
8:30.0, ,107-106,Offensive rebound by Team,,4,106,107,-1,2370.0
8:30.0, ,107-106,Personal foul by R. O'Neale (drawn by S. Bey),,4,106,107,-1,2370.0
8:30.0,D. Finney-Smith enters the game for N. Claxton,107-106, ,,4,106,107,-1,2370.0
8:30.0,C. Johnson enters the game for R. O'Neale,107-106, ,,4,106,107,-1,2370.0
8:30.0, ,107-106,D. Hunter enters the game for J. Johnson,,4,106,107,-1,2370.0
8:30.0, ,107-106,D. Murray enters the game for T. Young,,4,106,107,-1,2370.0
8:21.0, ,107-108,D. Hunter makes 2-pt dunk from 1 ft (assist by D. Murray),Lead change,4,108,107,1,2379.0
8:21.0, ,107-108,Shooting foul by D. Finney-Smith (drawn by D. Hunter),,4,108,107,1,2379.0
8:21.0, ,107-109,D. Hunter makes free throw 1 of 1,,4,109,107,2,2379.0
8:09.0,C. Johnson makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),110-109, ,Lead change,4,109,110,-1,2391.0
7:49.0, ,110-109,Personal foul by T. Watford (drawn by D. Hunter),,4,109,110,-1,2411.0
7:49.0, ,110-110,D. Hunter makes free throw 1 of 2,Tie,4,110,110,0,2411.0
7:49.0,M. Bridges enters the game for T. Watford,110-110, ,,4,110,110,0,2411.0
7:49.0, ,110-111,D. Hunter makes free throw 2 of 2,Lead change,4,111,110,1,2411.0
7:34.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,110-111, ,,4,111,110,1,2426.0
7:30.0, ,110-111,Defensive rebound by D. Hunter,,4,111,110,1,2430.0
7:13.0, ,110-111,B. Bogdanović misses 3-pt jump shot from 28 ft,,4,111,110,1,2447.0
7:10.0,Defensive rebound by M. Bridges,110-111, ,,4,111,110,1,2450.0
7:00.0,M. Bridges misses 2-pt layup from 2 ft (block by D. Hunter),110-111, ,,4,111,110,1,2460.0
6:57.0, ,110-111,Defensive rebound by D. Murray,,4,111,110,1,2463.0
6:47.0, ,110-113,D. Hunter makes 2-pt layup from 1 ft (assist by D. Murray),,4,113,110,3,2473.0
6:29.0,S. Dinwiddie misses 2-pt layup from 3 ft,110-113, ,,4,113,110,3,2491.0
6:27.0, ,110-113,Defensive rebound by O. Okongwu,,4,113,110,3,2493.0
6:21.0, ,110-113,S. Bey misses 2-pt layup from 2 ft (block by L. Walker),,4,113,110,3,2499.0
6:20.0, ,110-113,Offensive rebound by Team,,4,113,110,3,2500.0
6:20.0, ,110-113,Atlanta full timeout,,4,113,110,3,2500.0
6:20.0,N. Claxton enters the game for L. Walker,110-113, ,,4,113,110,3,2500.0
6:12.0, ,110-115,D. Hunter makes 2-pt layup from 1 ft (assist by S. Bey),,4,115,110,5,2508.0
5:56.0,Turnover by S. Dinwiddie (bad pass),110-115, ,,4,115,110,5,2524.0
5:39.0, ,110-118,D. Murray makes 3-pt jump shot from 26 ft,,4,118,110,8,2541.0
5:26.0,M. Bridges makes 3-pt jump shot from 26 ft,113-118, ,,4,118,113,5,2554.0
5:00.0, ,113-118,D. Murray misses 3-pt jump shot from 26 ft,,4,118,113,5,2580.0
4:56.0, ,113-118,Offensive rebound by O. Okongwu,,4,118,113,5,2584.0
4:55.0, ,113-118,B. Bogdanović misses 3-pt jump shot from 27 ft,,4,118,113,5,2585.0
4:51.0, ,113-118,Offensive rebound by D. Murray,,4,118,113,5,2589.0
4:45.0, ,113-121,B. Bogdanović makes 3-pt jump shot from 25 ft,,4,121,113,8,2595.0
4:33.0,Personal foul by B. Bogdanović (drawn by M. Bridges),113-121, ,,4,121,113,8,2607.0
4:33.0, ,113-121,C. Capela enters the game for S. Bey,,4,121,113,8,2607.0
4:33.0, ,113-121,J. Johnson enters the game for B. Bogdanović,,4,121,113,8,2607.0
4:33.0, ,113-121,T. Young enters the game for O. Okongwu,,4,121,113,8,2607.0
4:26.0,M. Bridges makes 2-pt layup from 1 ft (assist by N. Claxton),115-121, ,,4,121,115,6,2614.0
4:01.0, ,115-121,T. Young misses 2-pt layup from 1 ft,,4,121,115,6,2639.0
3:58.0,Defensive rebound by M. Bridges,115-121, ,,4,121,115,6,2642.0
3:52.0,M. Bridges makes 2-pt layup from 1 ft,117-121, ,,4,121,117,4,2648.0
3:52.0,Shooting foul by C. Capela (drawn by M. Bridges),117-121, ,,4,121,117,4,2648.0
3:52.0,M. Bridges makes free throw 1 of 1,118-121, ,,4,121,118,3,2648.0
3:40.0, ,118-121,D. Murray misses 2-pt layup from 2 ft (block by N. Claxton),,4,121,118,3,2660.0
3:37.0,Defensive rebound by M. Bridges,118-121, ,,4,121,118,3,2663.0
3:27.0,Shooting foul by J. Johnson (drawn by M. Bridges),118-121, ,,4,121,118,3,2673.0
3:27.0,M. Bridges makes free throw 1 of 2,119-121, ,,4,121,119,2,2673.0
3:27.0,M. Bridges makes free throw 2 of 2,120-121, ,,4,121,120,1,2673.0
3:08.0, ,120-121,T. Young misses 2-pt layup from 1 ft,,4,121,120,1,2692.0
3:05.0, ,120-121,Offensive rebound by C. Capela,,4,121,120,1,2695.0
3:05.0, ,120-123,C. Capela makes 2-pt dunk at rim,,4,123,120,3,2695.0
2:57.0,M. Bridges makes 2-pt jump shot from 13 ft,122-123, ,,4,123,122,1,2703.0
2:40.0, ,122-123,Personal foul by S. Dinwiddie (drawn by T. Young),,4,123,122,1,2720.0
2:40.0,Brooklyn full timeout,122-123, ,,4,123,122,1,2720.0
2:40.0, ,122-124,T. Young makes free throw 1 of 2,,4,124,122,2,2720.0
2:40.0, ,122-125,T. Young makes free throw 2 of 2,,4,125,122,3,2720.0
2:18.0,M. Bridges misses 2-pt layup from 1 ft,122-125, ,,4,125,122,3,2742.0
2:14.0,Offensive rebound by N. Claxton,122-125, ,,4,125,122,3,2746.0
2:14.0,N. Claxton makes 2-pt layup at rim,124-125, ,,4,125,124,1,2746.0
2:01.0, ,124-128,T. Young makes 3-pt jump shot from 26 ft,,4,128,124,4,2759.0
1:41.0,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by C. Johnson),127-128, ,,4,128,127,1,2779.0
1:27.0, ,127-128,Turnover by J. Johnson (bad pass; steal by N. Claxton),,4,128,127,1,2793.0
1:11.0,M. Bridges makes 2-pt jump shot from 11 ft,129-128, ,Lead change,4,128,129,-1,2809.0
0:56.0, ,129-130,D. Murray makes 2-pt jump shot from 13 ft,Lead change,4,130,129,1,2824.0
0:46.0,M. Bridges misses 3-pt jump shot from 25 ft,129-130, ,,4,130,129,1,2834.0
0:43.0, ,129-130,Defensive rebound by D. Hunter,,4,130,129,1,2837.0
0:27.0, ,129-130,T. Young misses 2-pt jump shot from 11 ft,,4,130,129,1,2853.0
0:23.0, ,129-130,Offensive rebound by T. Young,,4,130,129,1,2857.0
0:23.0, ,129-130,T. Young misses 2-pt layup from 4 ft (block by N. Claxton),,4,130,129,1,2857.0
0:14.0, ,129-130,T. Young misses 2-pt layup from 3 ft,,4,130,129,1,2866.0
0:11.0,Defensive rebound by D. Finney-Smith,129-130, ,,4,130,129,1,2869.0
0:11.0,Brooklyn full timeout,129-130, ,,4,130,129,1,2869.0
0:11.0,L. Walker enters the game for N. Claxton,129-130, ,,4,130,129,1,2869.0
0:11.0, ,129-130,S. Bey enters the game for C. Capela,,4,130,129,1,2869.0
0:04.0,M. Bridges misses 2-pt layup from 2 ft,129-130, ,,4,130,129,1,2876.0
0:03.0,Offensive rebound by C. Johnson,129-130, ,,4,130,129,1,2877.0
0:03.0,C. Johnson makes 2-pt layup at rim,131-130, ,Lead change,4,130,131,-1,2877.0
0:03.0, ,131-130,Atlanta full timeout,,4,130,131,-1,2877.0
0:03.0,N. Claxton enters the game for C. Johnson,131-130, ,,4,130,131,-1,2877.0
0:03.0,R. O'Neale enters the game for L. Walker,131-130, ,,4,130,131,-1,2877.0
0:03.0, ,131-130,B. Bogdanović enters the game for S. Bey,,4,130,131,-1,2877.0
0:03.0, ,131-130,O. Okongwu enters the game for J. Johnson,,4,130,131,-1,2877.0
0:01.0, ,131-130,Personal foul by S. Dinwiddie (drawn by T. Young),,4,130,131,-1,2879.0
0:01.0, ,131-130,T. Young misses free throw 1 of 2,,4,130,131,-1,2879.0
0:01.0, ,131-130,Offensive rebound by Team,,4,130,131,-1,2879.0
0:01.0,D. Sharpe enters the game for R. O'Neale,131-130, ,,4,130,131,-1,2879.0
0:01.0, ,131-130,J. Johnson enters the game for B. Bogdanović,,4,130,131,-1,2879.0
0:01.0, ,131-131,T. Young makes free throw 2 of 2,Tie,4,131,131,0,2879.0
0:01.0,Brooklyn full timeout,131-131, ,,4,131,131,0,2879.0
0:01.0,C. Johnson enters the game for N. Claxton,131-131, ,,4,131,131,0,2879.0
0:01.0,R. O'Neale enters the game for D. Finney-Smith,131-131, ,,4,131,131,0,2879.0
0:01.0,L. Walker enters the game for D. Sharpe,131-131, ,,4,131,131,0,2879.0
0:01.0, ,131-131,S. Bey enters the game for O. Okongwu,,4,131,131,0,2879.0
0:01.0, ,131-131,C. Capela enters the game for T. Young,,4,131,131,0,2879.0
0:00.0,M. Bridges misses 2-pt jump shot from 20 ft,131-131, ,,4,131,131,0,2880.0
0:00.0,Offensive rebound by Team,131-131, ,,4,131,131,0,2880.0
0:00.0,End of 4th quarter,131-131,,,4,131,131,0,2880.0
5:00.0,Start of 1st overtime,131-131,,,5,131,131,0,2880.0
5:00.0,Jump ball: N. Claxton vs. C. Capela (S. Dinwiddie gains possession),131-131,,,5,131,131,0,2880.0
4:45.0,M. Bridges makes 2-pt jump shot from 14 ft,133-131, ,,5,131,133,-2,2895.0
4:27.0, ,133-133,T. Young makes 2-pt jump shot from 19 ft,Tie,5,133,133,0,2913.0
4:14.0,M. Bridges misses 2-pt layup from 2 ft,133-133, ,,5,133,133,0,2926.0
4:11.0, ,133-133,Defensive rebound by C. Capela,,5,133,133,0,2929.0
4:07.0, ,133-133,D. Hunter misses 3-pt jump shot from 26 ft,,5,133,133,0,2933.0
4:04.0,Defensive rebound by D. Finney-Smith,133-133, ,,5,133,133,0,2936.0
3:49.0,S. Dinwiddie misses 2-pt jump shot from 5 ft,133-133, ,,5,133,133,0,2951.0
3:44.0,Offensive rebound by D. Finney-Smith,133-133, ,,5,133,133,0,2956.0
3:42.0,Turnover by D. Finney-Smith (bad pass; steal by T. Young),133-133, ,,5,133,133,0,2958.0
3:37.0, ,133-133,T. Young misses 3-pt jump shot from 26 ft,,5,133,133,0,2963.0
3:33.0, ,133-133,Offensive rebound by D. Murray,,5,133,133,0,2967.0
3:33.0, ,133-135,D. Murray makes 2-pt layup at rim,Lead change,5,135,133,2,2967.0
3:18.0,M. Bridges misses 2-pt jump shot from 1 ft,133-135, ,,5,135,133,2,2982.0
3:15.0, ,133-135,Defensive rebound by C. Capela,,5,135,133,2,2985.0
3:09.0, ,133-138,T. Young makes 3-pt jump shot from 36 ft,,5,138,133,5,2991.0
2:55.0,N. Claxton misses 2-pt layup from 2 ft,133-138, ,,5,138,133,5,3005.0
2:52.0, ,133-138,Defensive rebound by D. Murray,,5,138,133,5,3008.0
2:51.0, ,133-138,T. Young misses 3-pt jump shot from 28 ft,,5,138,133,5,3009.0
2:51.0,Defensive rebound by C. Johnson,133-138, ,,5,138,133,5,3009.0
2:36.0,M. Bridges makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),136-138, ,,5,138,136,2,3024.0
2:18.0, ,136-138,D. Hunter misses 2-pt layup from 1 ft,,5,138,136,2,3042.0
2:15.0, ,136-138,Offensive rebound by C. Capela,,5,138,136,2,3045.0
2:15.0, ,136-138,C. Capela misses 2-pt layup at rim,,5,138,136,2,3045.0
2:14.0, ,136-138,Offensive rebound by C. Capela,,5,138,136,2,3046.0
2:09.0, ,136-138,D. Murray misses 2-pt jump shot from 7 ft,,5,138,136,2,3051.0
2:06.0,Defensive rebound by S. Dinwiddie,136-138, ,,5,138,136,2,3054.0
2:00.0,S. Dinwiddie makes 2-pt layup from 1 ft,138-138, ,Tie,5,138,138,0,3060.0
2:00.0,Shooting foul by D. Murray (drawn by S. Dinwiddie),138-138, ,,5,138,138,0,3060.0
2:00.0,R. O'Neale enters the game for C. Johnson,138-138, ,,5,138,138,0,3060.0
2:00.0,S. Dinwiddie makes free throw 1 of 1,139-138, ,Lead change,5,138,139,-1,3060.0
1:50.0, ,139-138,T. Young misses 2-pt jump shot from 9 ft,,5,138,139,-1,3070.0
1:46.0,Defensive rebound by R. O'Neale,139-138, ,,5,138,139,-1,3074.0
1:32.0,M. Bridges misses 2-pt layup from 1 ft,139-138, ,,5,138,139,-1,3088.0
1:29.0, ,139-138,Defensive rebound by D. Hunter,,5,138,139,-1,3091.0
1:22.0, ,139-138,D. Murray misses 2-pt jump shot from 14 ft,,5,138,139,-1,3098.0
1:20.0, ,139-138,Offensive rebound by Team,,5,138,139,-1,3100.0
1:11.0, ,139-138,Shooting foul by D. Finney-Smith (drawn by T. Young),,5,138,139,-1,3109.0
1:11.0, ,139-139,T. Young makes free throw 1 of 2,Tie,5,139,139,0,3109.0
1:11.0, ,139-140,T. Young makes free throw 2 of 2,Lead change,5,140,139,1,3109.0
0:58.0,M. Bridges makes 2-pt jump shot from 11 ft,141-140, ,Lead change,5,140,141,-1,3122.0
0:45.0, ,141-142,T. Young makes 2-pt jump shot from 7 ft,Lead change,5,142,141,1,3135.0
0:28.0,M. Bridges makes 2-pt jump shot from 12 ft,143-142, ,Lead change,5,142,143,-1,3152.0
0:26.0, ,143-142,Atlanta full timeout,,5,142,143,-1,3154.0
0:26.0, ,143-142,S. Bey enters the game for C. Capela,,5,142,143,-1,3154.0
0:26.0, ,143-142,O. Okongwu enters the game for J. Johnson,,5,142,143,-1,3154.0
0:18.0, ,143-144,T. Young makes 2-pt jump shot from 19 ft,Lead change,5,144,143,1,3162.0
0:08.0,M. Bridges misses 2-pt layup from 3 ft (block by O. Okongwu),143-144, ,,5,144,143,1,3172.0
0:06.0, ,143-144,Defensive rebound by T. Young,,5,144,143,1,3174.0
0:06.0, ,143-144,Personal take foul by N. Claxton (drawn by T. Young),,5,144,143,1,3174.0
0:06.0, ,143-145,T. Young makes free throw 1 of 2,,5,145,143,2,3174.0
0:06.0,D. Sharpe enters the game for R. O'Neale,143-145, ,,5,145,143,2,3174.0
0:06.0, ,143-146,T. Young makes free throw 2 of 2,,5,146,143,3,3174.0
0:06.0,Brooklyn full timeout,143-146, ,,5,146,143,3,3174.0
0:06.0,R. O'Neale enters the game for N. Claxton,143-146, ,,5,146,143,3,3174.0
0:06.0,L. Walker enters the game for D. Sharpe,143-146, ,,5,146,143,3,3174.0
0:06.0, ,143-146,J. Johnson enters the game for T. Young,,5,146,143,3,3174.0
0:03.0,Personal foul by J. Johnson (drawn by M. Bridges),143-146, ,,5,146,143,3,3177.0
0:03.0,M. Bridges makes free throw 1 of 2,144-146, ,,5,146,144,2,3177.0
0:03.0, ,144-146,C. Capela enters the game for D. Murray,,5,146,144,2,3177.0
0:03.0,M. Bridges makes free throw 2 of 2,145-146, ,,5,146,145,1,3177.0
0:03.0, ,145-146,Atlanta full timeout,,5,146,145,1,3177.0
0:03.0,N. Claxton enters the game for L. Walker,145-146, ,,5,146,145,1,3177.0
0:03.0, ,145-146,B. Bogdanović enters the game for S. Bey,,5,146,145,1,3177.0
0:03.0, ,145-146,D. Murray enters the game for C. Capela,,5,146,145,1,3177.0
0:03.0, ,145-146,T. Young enters the game for O. Okongwu,,5,146,145,1,3177.0
0:02.0, ,145-146,Personal foul by N. Claxton (drawn by T. Young),,5,146,145,1,3178.0
0:02.0,D. Sharpe enters the game for N. Claxton,145-146, ,,5,146,145,1,3178.0
0:02.0, ,145-146,T. Young misses free throw 1 of 2,,5,146,145,1,3178.0
0:02.0, ,145-146,Offensive rebound by Team,,5,146,145,1,3178.0
0:02.0, ,145-147,T. Young makes free throw 2 of 2,,5,147,145,2,3178.0
0:02.0,Brooklyn full timeout,145-147, ,,5,147,145,2,3178.0
0:00.0,End of 1st overtime,145-147,,,5,147,145,2,3180.0
