Time,Atlanta,Score,Chicago,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:03.0, ,73-69,Offensive rebound by T. Taylor,,3,73,69,4,1917.0
4:03.0, ,73-71,T. Taylor makes 2-pt layup at rim,,3,73,71,2,1917.0
3:52.0,B. Bogdanović misses 3-pt jump shot from 25 ft,73-71, ,,3,73,71,2,1928.0
3:49.0,Offensive rebound by S. Bey,73-71, ,,3,73,71,2,1931.0
3:49.0,S. Bey makes 2-pt layup at rim,75-71, ,,3,75,71,4,1931.0
3:49.0,Shooting foul by P. Williams (drawn by S. Bey),75-71, ,,3,75,71,4,1931.0
3:49.0,T. Young enters the game for D. Murray,75-71, ,,3,75,71,4,1931.0
3:49.0,S. Bey makes free throw 1 of 1,76-71, ,,3,76,71,5,1931.0
3:36.0, ,76-73,A. Dosunmu makes 2-pt jump shot from 5 ft (assist by C. White),,3,76,73,3,1944.0
3:16.0,S. Bey misses 2-pt layup from 4 ft,76-73, ,,3,76,73,3,1964.0
3:14.0, ,76-73,Defensive rebound by A. Dosunmu,,3,76,73,3,1966.0
3:13.0, ,76-73,C. White misses 2-pt layup from 8 ft (block by W. Matthews),,3,76,73,3,1967.0
3:13.0,Defensive rebound by Team,76-73, ,,3,76,73,3,1967.0
3:13.0,Atlanta full timeout,76-73, ,,3,76,73,3,1967.0
3:13.0,Instant Replay (Challenge: Ruling Stands),76-73, ,,3,76,73,3,1967.0
3:13.0,J. Johnson enters the game for S. Bey,76-73, ,,3,76,73,3,1967.0
3:13.0,G. Mathews enters the game for W. Matthews,76-73, ,,3,76,73,3,1967.0
3:13.0, ,76-73,D. DeRozan enters the game for P. Williams,,3,76,73,3,1967.0
3:13.0,Jump ball: O. Okongwu vs. T. Taylor (B. Bogdanović gains possession),76-73,,,3,76,73,3,1967.0
2:58.0,T. Young misses 2-pt jump shot from 24 ft,76-73, ,,3,76,73,3,1982.0
2:56.0, ,76-73,Defensive rebound by C. White,,3,76,73,3,1984.0
2:52.0, ,76-73,A. Dosunmu misses 2-pt layup from 2 ft,,3,76,73,3,1988.0
2:52.0, ,76-73,Offensive rebound by Team,,3,76,73,3,1988.0
2:40.0, ,76-75,J. Carter makes 2-pt jump shot from 14 ft (assist by C. White),,3,76,75,1,2000.0
2:29.0,Shooting foul by T. Taylor (drawn by O. Okongwu),76-75, ,,3,76,75,1,2011.0
2:29.0,O. Okongwu makes free throw 1 of 2,77-75, ,,3,77,75,2,2011.0
2:29.0, ,77-75,A. Drummond enters the game for T. Taylor,,3,77,75,2,2011.0
2:29.0,O. Okongwu makes free throw 2 of 2,78-75, ,,3,78,75,3,2011.0
2:21.0, ,78-75,D. DeRozan misses 3-pt jump shot from 27 ft,,3,78,75,3,2019.0
2:18.0,Defensive rebound by O. Okongwu,78-75, ,,3,78,75,3,2022.0
2:14.0,Turnover by O. Okongwu (bad pass; steal by A. Drummond),78-75, ,,3,78,75,3,2026.0
2:09.0, ,78-75,A. Drummond misses 2-pt layup from 2 ft,,3,78,75,3,2031.0
2:06.0, ,78-75,Offensive rebound by A. Drummond,,3,78,75,3,2034.0
2:06.0, ,78-77,A. Drummond makes 2-pt layup at rim,,3,78,77,1,2034.0
1:53.0,B. Bogdanović makes 2-pt jump shot from 6 ft (assist by T. Young),80-77, ,,3,80,77,3,2047.0
1:38.0, ,80-79,C. White makes 2-pt layup from 2 ft,,3,80,79,1,2062.0
1:26.0,B. Bogdanović misses 3-pt jump shot from 23 ft,80-79, ,,3,80,79,1,2074.0
1:21.0,Offensive rebound by J. Johnson,80-79, ,,3,80,79,1,2079.0
1:21.0,J. Johnson makes 2-pt dunk at rim,82-79, ,,3,82,79,3,2079.0
1:13.0, ,82-79,Personal foul by G. Mathews (drawn by D. DeRozan),,3,82,79,3,2087.0
1:13.0, ,82-80,D. DeRozan makes free throw 1 of 2,,3,82,80,2,2087.0
1:13.0, ,82-81,D. DeRozan makes free throw 2 of 2,,3,82,81,1,2087.0
1:00.0,T. Young misses 3-pt jump shot from 27 ft,82-81, ,,3,82,81,1,2100.0
0:55.0, ,82-81,Defensive rebound by C. White,,3,82,81,1,2105.0
0:50.0, ,82-83,J. Carter makes 2-pt jump shot from 9 ft (assist by A. Dosunmu),Lead change,3,82,83,-1,2110.0
0:36.0,G. Mathews makes 3-pt jump shot from 23 ft (assist by T. Young),85-83, ,Lead change,3,85,83,2,2124.0
0:20.0, ,85-83,D. DeRozan misses 2-pt jump shot from 12 ft,,3,85,83,2,2140.0
0:18.0,Defensive rebound by T. Young,85-83, ,,3,85,83,2,2142.0
0:05.0,Personal foul by D. DeRozan (drawn by T. Young),85-83, ,,3,85,83,2,2155.0
0:00.0,B. Bogdanović misses 2-pt jump shot from 23 ft,85-83, ,,3,85,83,2,2160.0
0:00.0,Offensive rebound by Team,85-83, ,,3,85,83,2,2160.0
0:00.0,End of 3rd quarter,85-83,,,3,85,83,2,2160.0
12:00.0,Start of 4th quarter,85-83,,,4,85,83,2,2160.0
11:43.0, ,85-85,A. Drummond makes 2-pt layup from 1 ft (assist by A. Caruso),Tie,4,85,85,0,2177.0
11:25.0,O. Okongwu misses 3-pt jump shot from 23 ft,85-85, ,,4,85,85,0,2195.0
11:22.0, ,85-85,Defensive rebound by A. Caruso,,4,85,85,0,2198.0
11:17.0, ,85-87,A. Dosunmu makes 2-pt layup from 1 ft (assist by J. Carter),Lead change,4,85,87,-2,2203.0
10:51.0,T. Young makes 2-pt layup from 1 ft,87-87, ,Tie,4,87,87,0,2229.0
10:40.0, ,87-87,A. Dosunmu misses 2-pt jump shot from 18 ft,,4,87,87,0,2240.0
10:36.0,Defensive rebound by B. Bogdanović,87-87, ,,4,87,87,0,2244.0
10:26.0,T. Young misses 3-pt jump shot from 33 ft,87-87, ,,4,87,87,0,2254.0
10:26.0, ,87-87,Defensive rebound by Team,,4,87,87,0,2254.0
10:07.0, ,87-89,A. Drummond makes 2-pt hook shot from 6 ft (assist by A. Dosunmu),,4,87,89,-2,2273.0
9:55.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Johnson),90-89, ,Lead change,4,90,89,1,2285.0
9:29.0, ,90-92,D. DeRozan makes 3-pt jump shot from 24 ft (assist by A. Caruso),Lead change,4,90,92,-2,2311.0
9:11.0,Shooting foul by A. Caruso (drawn by B. Bogdanović),90-92, ,,4,90,92,-2,2329.0
9:11.0,B. Bogdanović makes free throw 1 of 2,91-92, ,,4,91,92,-1,2329.0
9:11.0,D. Murray enters the game for G. Mathews,91-92, ,,4,91,92,-1,2329.0
9:11.0, ,91-92,Chicago full timeout,,4,91,92,-1,2329.0
9:11.0,S. Bey enters the game for J. Johnson,91-92, ,,4,91,92,-1,2329.0
9:11.0,B. Bogdanović makes free throw 2 of 2,92-92, ,Tie,4,92,92,0,2329.0
8:58.0, ,92-92,Shooting foul by B. Bogdanović (drawn by A. Caruso),,4,92,92,0,2342.0
8:58.0, ,92-93,A. Caruso makes free throw 1 of 2,,4,92,93,-1,2342.0
8:58.0, ,92-94,A. Caruso makes free throw 2 of 2,,4,92,94,-2,2342.0
8:45.0,B. Bogdanović misses 3-pt jump shot from 26 ft,92-94, ,,4,92,94,-2,2355.0
8:35.0,Offensive rebound by O. Okongwu,92-94, ,,4,92,94,-2,2365.0
8:35.0,O. Okongwu makes 2-pt layup at rim,94-94, ,Tie,4,94,94,0,2365.0
8:27.0, ,94-97,A. Dosunmu makes 3-pt jump shot from 23 ft (assist by J. Carter),,4,94,97,-3,2373.0
8:11.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Young),97-97, ,Tie,4,97,97,0,2389.0
7:47.0, ,97-97,J. Carter misses 3-pt jump shot from 25 ft,,4,97,97,0,2413.0
7:42.0, ,97-97,Offensive rebound by A. Drummond,,4,97,97,0,2418.0
7:39.0, ,97-97,Turnover by A. Drummond (bad pass; steal by O. Okongwu),,4,97,97,0,2421.0
7:34.0,T. Young misses 3-pt jump shot from 26 ft,97-97, ,,4,97,97,0,2426.0
7:29.0, ,97-97,Defensive rebound by A. Drummond,,4,97,97,0,2431.0
7:27.0, ,97-97,Shooting foul by T. Young (drawn by A. Dosunmu),,4,97,97,0,2433.0
7:27.0, ,97-98,A. Dosunmu makes free throw 1 of 2,,4,97,98,-1,2433.0
7:27.0,C. Capela enters the game for O. Okongwu,97-98, ,,4,97,98,-1,2433.0
7:27.0,T. Forrest enters the game for T. Young,97-98, ,,4,97,98,-1,2433.0
7:27.0, ,97-98,C. White enters the game for J. Carter,,4,97,98,-1,2433.0
7:27.0, ,97-99,A. Dosunmu makes free throw 2 of 2,,4,97,99,-2,2433.0
7:12.0,B. Bogdanović misses 2-pt jump shot from 2 ft,97-99, ,,4,97,99,-2,2448.0
7:10.0, ,97-99,Defensive rebound by A. Drummond,,4,97,99,-2,2450.0
6:59.0, ,97-101,A. Dosunmu makes 2-pt jump shot from 14 ft (assist by C. White),,4,97,101,-4,2461.0
6:59.0,Atlanta full timeout,97-101, ,,4,97,101,-4,2461.0
6:59.0,J. Johnson enters the game for S. Bey,97-101, ,,4,97,101,-4,2461.0
6:59.0,T. Young enters the game for T. Forrest,97-101, ,,4,97,101,-4,2461.0
6:59.0, ,97-101,P. Williams enters the game for A. Caruso,,4,97,101,-4,2461.0
6:42.0,Shooting foul by C. White (drawn by C. Capela),97-101, ,,4,97,101,-4,2478.0
6:42.0,C. Capela makes free throw 1 of 2,98-101, ,,4,98,101,-3,2478.0
6:42.0,C. Capela makes free throw 2 of 2,99-101, ,,4,99,101,-2,2478.0
6:32.0, ,99-103,A. Drummond makes 2-pt dunk from 1 ft (assist by D. DeRozan),,4,99,103,-4,2488.0
6:09.0,T. Young misses 3-pt jump shot from 36 ft,99-103, ,,4,99,103,-4,2511.0
6:05.0, ,99-103,Defensive rebound by A. Dosunmu,,4,99,103,-4,2515.0
5:57.0, ,99-103,Turnover by D. DeRozan (lost ball; steal by J. Johnson),,4,99,103,-4,2523.0
5:53.0,T. Young makes 2-pt jump shot from 7 ft,101-103, ,,4,101,103,-2,2527.0
5:53.0,Shooting foul by A. Drummond (drawn by T. Young),101-103, ,,4,101,103,-2,2527.0
5:53.0,S. Bey enters the game for B. Bogdanović,101-103, ,,4,101,103,-2,2527.0
5:53.0,T. Young makes free throw 1 of 1,102-103, ,,4,102,103,-1,2527.0
5:34.0, ,102-105,C. White makes 2-pt jump shot from 12 ft,,4,102,105,-3,2546.0
5:10.0,D. Murray misses 3-pt jump shot from 27 ft,102-105, ,,4,102,105,-3,2570.0
5:08.0,Offensive rebound by Team,102-105, ,,4,102,105,-3,2572.0
5:00.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),104-105, ,,4,104,105,-1,2580.0
4:48.0, ,104-105,Shooting foul by J. Johnson (drawn by C. White),,4,104,105,-1,2592.0
4:48.0, ,104-105,C. White misses free throw 1 of 2,,4,104,105,-1,2592.0
4:48.0, ,104-105,Offensive rebound by Team,,4,104,105,-1,2592.0
4:48.0, ,104-105,A. Caruso enters the game for P. Williams,,4,104,105,-1,2592.0
4:48.0, ,104-106,C. White makes free throw 2 of 2,,4,104,106,-2,2592.0
4:32.0,D. Murray makes 2-pt layup from 1 ft,106-106, ,Tie,4,106,106,0,2608.0
4:11.0, ,106-106,A. Dosunmu misses 2-pt jump shot from 5 ft,,4,106,106,0,2629.0
4:08.0, ,106-106,Offensive rebound by A. Drummond,,4,106,106,0,2632.0
4:08.0, ,106-106,A. Drummond misses 2-pt dunk at rim,,4,106,106,0,2632.0
4:08.0, ,106-106,Personal foul by T. Young (drawn by A. Drummond),,4,106,106,0,2632.0
3:57.0, ,106-109,A. Caruso makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,4,106,109,-3,2643.0
3:37.0,Turnover by T. Young (bad pass; steal by A. Drummond),106-109, ,,4,106,109,-3,2663.0
3:32.0, ,106-109,A. Caruso misses 2-pt layup from 2 ft,,4,106,109,-3,2668.0
3:32.0,Defensive rebound by Team,106-109, ,,4,106,109,-3,2668.0
3:32.0, ,106-109,Loose ball foul by A. Drummond (drawn by J. Johnson),,4,106,109,-3,2668.0
3:15.0,D. Murray misses 3-pt jump shot from 25 ft,106-109, ,,4,106,109,-3,2685.0
3:12.0,Offensive rebound by S. Bey,106-109, ,,4,106,109,-3,2688.0
3:12.0,S. Bey makes 2-pt layup at rim,108-109, ,,4,108,109,-1,2688.0
3:12.0, ,108-109,Chicago full timeout,,4,108,109,-1,2688.0
2:50.0, ,108-111,D. DeRozan makes 2-pt jump shot from 15 ft (assist by A. Dosunmu),,4,108,111,-3,2710.0
2:34.0,S. Bey misses 3-pt jump shot from 26 ft,108-111, ,,4,108,111,-3,2726.0
2:29.0, ,108-111,Defensive rebound by A. Drummond,,4,108,111,-3,2731.0
2:13.0, ,108-111,C. White misses 2-pt jump shot from 7 ft,,4,108,111,-3,2747.0
2:11.0,Defensive rebound by J. Johnson,108-111, ,,4,108,111,-3,2749.0
2:01.0,D. Murray makes 2-pt jump shot from 8 ft,110-111, ,,4,110,111,-1,2759.0
1:42.0, ,110-113,D. DeRozan makes 2-pt jump shot from 21 ft,,4,110,113,-3,2778.0
1:38.0,Offensive foul by D. Murray (drawn by A. Caruso),110-113, ,,4,110,113,-3,2782.0
1:38.0,Turnover by D. Murray (offensive foul),110-113, ,,4,110,113,-3,2782.0
1:16.0, ,110-113,C. White misses 3-pt jump shot from 26 ft,,4,110,113,-3,2804.0
1:10.0,Defensive rebound by J. Johnson,110-113, ,,4,110,113,-3,2810.0
1:09.0,Turnover by J. Johnson (bad pass; steal by A. Caruso),110-113, ,,4,110,113,-3,2811.0
0:52.0, ,110-113,A. Caruso misses 3-pt jump shot from 23 ft,,4,110,113,-3,2828.0
0:50.0, ,110-113,Offensive rebound by A. Dosunmu,,4,110,113,-3,2830.0
0:48.0, ,110-113,A. Caruso misses 2-pt layup from 3 ft,,4,110,113,-3,2832.0
0:45.0,Defensive rebound by C. Capela,110-113, ,,4,110,113,-3,2835.0
0:43.0,Shooting foul by A. Drummond (drawn by T. Young),110-113, ,,4,110,113,-3,2837.0
0:43.0,T. Young misses free throw 1 of 2,110-113, ,,4,110,113,-3,2837.0
0:43.0,Offensive rebound by Team,110-113, ,,4,110,113,-3,2837.0
0:43.0,T. Young makes free throw 2 of 2,111-113, ,,4,111,113,-2,2837.0
0:25.0, ,111-115,D. DeRozan makes 2-pt layup from 2 ft,,4,111,115,-4,2855.0
0:25.0,Atlanta full timeout,111-115, ,,4,111,115,-4,2855.0
0:21.0,T. Young misses 3-pt jump shot from 28 ft,111-115, ,,4,111,115,-4,2859.0
0:16.0, ,111-115,Defensive rebound by A. Drummond,,4,111,115,-4,2864.0
0:16.0, ,111-115,Personal take foul by S. Bey (drawn by D. DeRozan),,4,111,115,-4,2864.0
0:16.0, ,111-116,D. DeRozan makes free throw 1 of 2,,4,111,116,-5,2864.0
0:16.0,B. Bogdanović enters the game for S. Bey,111-116, ,,4,111,116,-5,2864.0
0:16.0, ,111-117,D. DeRozan makes free throw 2 of 2,,4,111,117,-6,2864.0
0:08.0,B. Bogdanović makes 2-pt jump shot from 22 ft (assist by J. Johnson),113-117, ,,4,113,117,-4,2872.0
0:08.0, ,113-117,Chicago full timeout,,4,113,117,-4,2872.0
0:08.0,S. Bey enters the game for B. Bogdanović,113-117, ,,4,113,117,-4,2872.0
0:08.0, ,113-117,P. Williams enters the game for A. Drummond,,4,113,117,-4,2872.0
0:05.0, ,113-117,Personal take foul by T. Young (drawn by A. Dosunmu),,4,113,117,-4,2875.0
0:05.0, ,113-117,A. Dosunmu misses free throw 1 of 2,,4,113,117,-4,2875.0
0:05.0, ,113-117,Offensive rebound by Team,,4,113,117,-4,2875.0
0:05.0, ,113-118,A. Dosunmu makes free throw 2 of 2,,4,113,118,-5,2875.0
0:05.0,Atlanta full timeout,113-118, ,,4,113,118,-5,2875.0
0:05.0,B. Bogdanović enters the game for S. Bey,113-118, ,,4,113,118,-5,2875.0
0:01.0,B. Bogdanović misses 2-pt jump shot from 21 ft,113-118, ,,4,113,118,-5,2879.0
0:01.0, ,113-118,Defensive rebound by A. Caruso,,4,113,118,-5,2879.0
0:00.0,End of 4th quarter,113-118,,,4,113,118,-5,2880.0
