Time,Boston,Score,New York,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:32.0,Offensive rebound by Team,66-66, ,,3,66,66,0,1888.0
4:32.0,S. Hauser enters the game for J. Holiday,66-66, ,,3,66,66,0,1888.0
4:32.0,K. Porziņģis enters the game for J. Tatum,66-66, ,,3,66,66,0,1888.0
4:32.0, ,66-66,J. Hart enters the game for R. Barrett,,3,66,66,0,1888.0
4:32.0,D. White makes free throw 2 of 2,67-66, ,,3,67,66,1,1888.0
4:21.0, ,67-66,J. Randle misses 3-pt jump shot from 24 ft,,3,67,66,1,1899.0
4:19.0,Defensive rebound by S. Hauser,67-66, ,,3,67,66,1,1901.0
4:05.0,Shooting foul by J. Hart (drawn by K. Porziņģis),67-66, ,,3,67,66,1,1915.0
4:05.0,K. Porziņģis misses free throw 1 of 2,67-66, ,,3,67,66,1,1915.0
4:05.0,Offensive rebound by Team,67-66, ,,3,67,66,1,1915.0
4:05.0, ,67-66,I. Quickley enters the game for Q. Grimes,,3,67,66,1,1915.0
4:05.0,K. Porziņģis makes free throw 2 of 2,68-66, ,,3,68,66,2,1915.0
3:54.0, ,68-66,J. Brunson misses 2-pt jump shot from 11 ft,,3,68,66,2,1926.0
3:52.0,Defensive rebound by J. Brown,68-66, ,,3,68,66,2,1928.0
3:45.0,A. Horford makes 3-pt jump shot from 25 ft (assist by J. Brown),71-66, ,,3,71,66,5,1935.0
3:20.0, ,71-66,J. Randle misses 3-pt jump shot from 26 ft,,3,71,66,5,1960.0
3:18.0,Defensive rebound by K. Porziņģis,71-66, ,,3,71,66,5,1962.0
3:07.0,D. White makes 2-pt layup from 1 ft (assist by J. Brown),73-66, ,,3,73,66,7,1973.0
2:55.0, ,73-66,J. Randle misses 3-pt jump shot from 25 ft,,3,73,66,7,1985.0
2:53.0, ,73-66,Offensive rebound by I. Quickley,,3,73,66,7,1987.0
2:52.0, ,73-66,Shooting foul by K. Porziņģis (drawn by I. Quickley),,3,73,66,7,1988.0
2:52.0, ,73-67,I. Quickley makes free throw 1 of 2,,3,73,67,6,1988.0
2:52.0,L. Kornet enters the game for K. Porziņģis,73-67, ,,3,73,67,6,1988.0
2:52.0, ,73-67,D. DiVincenzo enters the game for J. Brunson,,3,73,67,6,1988.0
2:52.0, ,73-68,I. Quickley makes free throw 2 of 2,,3,73,68,5,1988.0
2:36.0,A. Horford makes 3-pt jump shot from 23 ft (assist by L. Kornet),76-68, ,,3,76,68,8,2004.0
2:22.0, ,76-68,I. Quickley misses 2-pt jump shot from 4 ft (block by L. Kornet),,3,76,68,8,2018.0
2:21.0, ,76-68,Offensive rebound by Team,,3,76,68,8,2019.0
2:08.0, ,76-68,Turnover by Team (shot clock),,3,76,68,8,2032.0
1:51.0,D. White makes 2-pt layup from 2 ft,78-68, ,,3,78,68,10,2049.0
1:37.0, ,78-68,Turnover by I. Quickley (bad pass; steal by S. Hauser),,3,78,68,10,2063.0
1:30.0,S. Hauser misses 3-pt jump shot from 27 ft,78-68, ,,3,78,68,10,2070.0
1:28.0, ,78-68,Defensive rebound by J. Hart,,3,78,68,10,2072.0
1:26.0, ,78-68,Personal foul by J. Brown (drawn by J. Hart),,3,78,68,10,2074.0
1:26.0, ,78-68,J. Hart misses free throw 1 of 2,,3,78,68,10,2074.0
1:26.0, ,78-68,Offensive rebound by Team,,3,78,68,10,2074.0
1:26.0,P. Pritchard enters the game for D. White,78-68, ,,3,78,68,10,2074.0
1:26.0, ,78-68,R. Barrett enters the game for I. Hartenstein,,3,78,68,10,2074.0
1:26.0, ,78-68,M. Robinson enters the game for J. Randle,,3,78,68,10,2074.0
1:26.0, ,78-69,J. Hart makes free throw 2 of 2,,3,78,69,9,2074.0
1:05.0,P. Pritchard misses 3-pt jump shot from 25 ft,78-69, ,,3,78,69,9,2095.0
1:03.0, ,78-69,Defensive rebound by J. Hart,,3,78,69,9,2097.0
0:49.0, ,78-72,I. Quickley makes 3-pt jump shot from 25 ft,,3,78,72,6,2111.0
0:30.0,J. Brown makes 2-pt jump shot from 3 ft,80-72, ,,3,80,72,8,2130.0
0:12.0, ,80-72,Personal foul by J. Brown (drawn by I. Quickley),,3,80,72,8,2148.0
0:12.0, ,80-72,I. Quickley misses free throw 1 of 2,,3,80,72,8,2148.0
0:12.0, ,80-72,Offensive rebound by Team,,3,80,72,8,2148.0
0:12.0,K. Porziņģis enters the game for S. Hauser,80-72, ,,3,80,72,8,2148.0
0:12.0,J. Tatum enters the game for L. Kornet,80-72, ,,3,80,72,8,2148.0
0:12.0, ,80-73,I. Quickley makes free throw 2 of 2,,3,80,73,7,2148.0
0:03.0,J. Tatum misses 3-pt jump shot from 23 ft,80-73, ,,3,80,73,7,2157.0
0:01.0,Offensive rebound by K. Porziņģis,80-73, ,,3,80,73,7,2159.0
0:00.0,K. Porziņģis makes 2-pt layup from 2 ft,82-73, ,,3,82,73,9,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),82-73, ,,3,82,73,9,2160.0
0:00.0,End of 3rd quarter,82-73,,,3,82,73,9,2160.0
12:00.0,Start of 4th quarter,82-73,,,4,82,73,9,2160.0
11:44.0,J. Tatum misses 3-pt jump shot from 26 ft,82-73, ,,4,82,73,9,2176.0
11:43.0, ,82-73,Defensive rebound by Team,,4,82,73,9,2177.0
11:26.0, ,82-75,R. Barrett makes 2-pt layup from 1 ft,,4,82,75,7,2194.0
11:12.0,S. Hauser misses 3-pt jump shot from 23 ft,82-75, ,,4,82,75,7,2208.0
11:10.0,Offensive rebound by A. Horford,82-75, ,,4,82,75,7,2210.0
11:08.0,P. Pritchard misses 3-pt jump shot from 23 ft,82-75, ,,4,82,75,7,2212.0
11:06.0, ,82-75,Defensive rebound by I. Quickley,,4,82,75,7,2214.0
10:59.0, ,82-75,Shooting foul by J. Tatum (drawn by R. Barrett),,4,82,75,7,2221.0
10:59.0, ,82-76,R. Barrett makes free throw 1 of 2,,4,82,76,6,2221.0
10:59.0, ,82-77,R. Barrett makes free throw 2 of 2,,4,82,77,5,2221.0
10:36.0,K. Porziņģis misses 3-pt jump shot from 29 ft,82-77, ,,4,82,77,5,2244.0
10:34.0, ,82-77,Defensive rebound by Team,,4,82,77,5,2246.0
10:20.0, ,82-80,R. Barrett makes 3-pt jump shot from 25 ft (assist by I. Quickley),,4,82,80,2,2260.0
10:08.0,P. Pritchard makes 2-pt jump shot from 12 ft,84-80, ,,4,84,80,4,2272.0
9:51.0, ,84-83,I. Quickley makes 3-pt jump shot from 25 ft,,4,84,83,1,2289.0
9:38.0,K. Porziņģis misses 2-pt jump shot from 15 ft,84-83, ,,4,84,83,1,2302.0
9:36.0, ,84-83,Defensive rebound by D. DiVincenzo,,4,84,83,1,2304.0
9:32.0, ,84-83,M. Robinson misses 2-pt layup from 1 ft (block by S. Hauser),,4,84,83,1,2308.0
9:30.0, ,84-83,Offensive rebound by R. Barrett,,4,84,83,1,2310.0
9:25.0, ,84-83,D. DiVincenzo misses 3-pt jump shot from 25 ft,,4,84,83,1,2315.0
9:23.0,Defensive rebound by A. Horford,84-83, ,,4,84,83,1,2317.0
9:15.0,Jump ball: P. Pritchard vs. D. DiVincenzo (A. Horford gains possession),84-83,,,4,84,83,1,2325.0
9:15.0,J. Holiday enters the game for S. Hauser,84-83, ,,4,84,83,1,2325.0
9:04.0,J. Tatum misses 2-pt jump shot from 3 ft,84-83, ,,4,84,83,1,2336.0
9:02.0, ,84-83,Defensive rebound by M. Robinson,,4,84,83,1,2338.0
8:56.0, ,84-86,J. Hart makes 3-pt jump shot from 24 ft (assist by D. DiVincenzo),Lead change,4,84,86,-2,2344.0
8:56.0,Boston full timeout,84-86, ,,4,84,86,-2,2344.0
8:56.0,D. White enters the game for P. Pritchard,84-86, ,,4,84,86,-2,2344.0
8:38.0,Turnover by A. Horford (bad pass; steal by M. Robinson),84-86, ,,4,84,86,-2,2362.0
8:16.0, ,84-86,R. Barrett misses 2-pt jump shot from 16 ft,,4,84,86,-2,2384.0
8:14.0,Defensive rebound by J. Tatum,84-86, ,,4,84,86,-2,2386.0
8:06.0,J. Tatum makes 2-pt layup from 1 ft,86-86, ,Tie,4,86,86,0,2394.0
7:45.0, ,86-86,M. Robinson misses 2-pt layup from 2 ft,,4,86,86,0,2415.0
7:43.0, ,86-86,Offensive rebound by M. Robinson,,4,86,86,0,2417.0
7:42.0, ,86-86,Turnover by M. Robinson (lost ball; steal by D. White),,4,86,86,0,2418.0
7:30.0,J. Holiday misses 3-pt jump shot from 23 ft,86-86, ,,4,86,86,0,2430.0
7:29.0, ,86-86,Defensive rebound by R. Barrett,,4,86,86,0,2431.0
7:24.0,Technical foul by K. Porziņģis,86-86, ,,4,86,86,0,2436.0
7:24.0, ,86-87,R. Barrett makes technical free throw,,4,86,87,-1,2436.0
7:24.0,J. Brown enters the game for A. Horford,86-87, ,,4,86,87,-1,2436.0
7:24.0, ,86-87,J. Brunson enters the game for R. Barrett,,4,86,87,-1,2436.0
7:24.0, ,86-87,I. Hartenstein enters the game for D. DiVincenzo,,4,86,87,-1,2436.0
7:24.0, ,86-87,J. Randle enters the game for M. Robinson,,4,86,87,-1,2436.0
7:21.0, ,86-87,J. Randle misses 2-pt layup from 2 ft,,4,86,87,-1,2439.0
7:20.0, ,86-87,Offensive rebound by I. Hartenstein,,4,86,87,-1,2440.0
7:20.0, ,86-87,Shooting foul by J. Holiday (drawn by J. Randle),,4,86,87,-1,2440.0
7:20.0, ,86-87,I. Hartenstein misses free throw 1 of 2,,4,86,87,-1,2440.0
7:20.0, ,86-87,Offensive rebound by Team,,4,86,87,-1,2440.0
7:20.0, ,86-88,I. Hartenstein makes free throw 2 of 2,,4,86,88,-2,2440.0
7:01.0,D. White misses 3-pt jump shot from 25 ft,86-88, ,,4,86,88,-2,2459.0
6:59.0, ,86-88,Defensive rebound by J. Hart,,4,86,88,-2,2461.0
6:49.0, ,86-88,J. Brunson misses 3-pt jump shot from 24 ft,,4,86,88,-2,2471.0
6:47.0,Defensive rebound by J. Brown,86-88, ,,4,86,88,-2,2473.0
6:40.0,Shooting foul by I. Quickley (drawn by J. Tatum),86-88, ,,4,86,88,-2,2480.0
6:40.0, ,86-88,Technical foul by J. Brunson,,4,86,88,-2,2480.0
6:40.0,J. Tatum makes technical free throw,87-88, ,,4,87,88,-1,2480.0
6:40.0,J. Tatum makes free throw 1 of 2,88-88, ,Tie,4,88,88,0,2480.0
6:40.0,J. Tatum misses free throw 2 of 2,88-88, ,,4,88,88,0,2480.0
6:38.0, ,88-88,Defensive rebound by I. Hartenstein,,4,88,88,0,2482.0
6:19.0, ,88-88,I. Quickley misses 2-pt jump shot from 19 ft,,4,88,88,0,2501.0
6:17.0, ,88-88,Offensive rebound by I. Hartenstein,,4,88,88,0,2503.0
6:12.0, ,88-90,I. Quickley makes 2-pt jump shot from 13 ft (assist by J. Randle),,4,88,90,-2,2508.0
5:54.0,Personal foul by J. Randle (drawn by K. Porziņģis),88-90, ,,4,88,90,-2,2526.0
5:54.0, ,88-90,Q. Grimes enters the game for J. Hart,,4,88,90,-2,2526.0
5:48.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Brown),91-90, ,Lead change,4,91,90,1,2532.0
5:28.0, ,91-93,I. Quickley makes 3-pt jump shot from 25 ft,Lead change,4,91,93,-2,2552.0
5:11.0,Shooting foul by Q. Grimes (drawn by J. Tatum),91-93, ,,4,91,93,-2,2569.0
5:11.0,J. Tatum makes free throw 1 of 2,92-93, ,,4,92,93,-1,2569.0
5:11.0,J. Tatum makes free throw 2 of 2,93-93, ,Tie,4,93,93,0,2569.0
4:58.0, ,93-93,J. Brunson misses 2-pt jump shot from 11 ft,,4,93,93,0,2582.0
4:55.0,Defensive rebound by D. White,93-93, ,,4,93,93,0,2585.0
4:53.0,Jump ball: D. White vs. J. Brunson (K. Porziņģis gains possession),93-93,,,4,93,93,0,2587.0
4:45.0,Turnover by J. Brown (bad pass; steal by J. Brunson),93-93, ,,4,93,93,0,2595.0
4:36.0, ,93-96,J. Randle makes 3-pt jump shot from 25 ft (assist by J. Brunson),,4,93,96,-3,2604.0
4:29.0,Turnover by J. Brown (bad pass; steal by I. Quickley),93-96, ,,4,93,96,-3,2611.0
4:10.0, ,93-99,Q. Grimes makes 3-pt jump shot from 23 ft (assist by I. Hartenstein),,4,93,99,-6,2630.0
4:10.0, ,93-99,Shooting foul by J. Brown (drawn by Q. Grimes),,4,93,99,-6,2630.0
4:10.0,Boston full timeout,93-99, ,,4,93,99,-6,2630.0
4:10.0, ,93-99,Q. Grimes misses free throw 1 of 1,,4,93,99,-6,2630.0
4:08.0,Defensive rebound by J. Tatum,93-99, ,,4,93,99,-6,2632.0
3:56.0,Shooting foul by I. Quickley (drawn by D. White),93-99, ,,4,93,99,-6,2644.0
3:56.0, ,93-99,New York full timeout,,4,93,99,-6,2644.0
3:56.0, ,93-99,Instant Replay (Challenge: Ruling Stands),,4,93,99,-6,2644.0
3:56.0,D. White makes free throw 1 of 2,94-99, ,,4,94,99,-5,2644.0
3:56.0,D. White makes free throw 2 of 2,95-99, ,,4,95,99,-4,2644.0
3:39.0, ,95-101,J. Brunson makes 2-pt jump shot from 3 ft,,4,95,101,-6,2661.0
3:13.0,J. Holiday makes 2-pt layup from 1 ft (assist by J. Tatum),97-101, ,,4,97,101,-4,2687.0
2:49.0, ,97-101,J. Randle misses 2-pt layup from 3 ft (block by J. Holiday),,4,97,101,-4,2711.0
2:47.0, ,97-101,Offensive rebound by J. Brunson,,4,97,101,-4,2713.0
2:42.0, ,97-101,Q. Grimes misses 3-pt jump shot from 25 ft,,4,97,101,-4,2718.0
2:39.0,Defensive rebound by J. Brown,97-101, ,,4,97,101,-4,2721.0
2:34.0,Personal foul by Q. Grimes (drawn by K. Porziņģis),97-101, ,,4,97,101,-4,2726.0
2:34.0,K. Porziņģis makes free throw 1 of 2,98-101, ,,4,98,101,-3,2726.0
2:34.0, ,98-101,R. Barrett enters the game for Q. Grimes,,4,98,101,-3,2726.0
2:34.0,K. Porziņģis makes free throw 2 of 2,99-101, ,,4,99,101,-2,2726.0
2:19.0, ,99-101,Personal foul by J. Holiday (drawn by J. Brunson),,4,99,101,-2,2741.0
2:06.0, ,99-101,R. Barrett misses 3-pt jump shot from 26 ft,,4,99,101,-2,2754.0
2:03.0,Defensive rebound by K. Porziņģis,99-101, ,,4,99,101,-2,2757.0
2:03.0,Personal foul by I. Hartenstein (drawn by K. Porziņģis),99-101, ,,4,99,101,-2,2757.0
2:03.0,Instant Replay (Request: Ruling Stands),99-101, ,,4,99,101,-2,2757.0
2:03.0,Technical foul by K. Porziņģis,99-101, ,,4,99,101,-2,2757.0
2:03.0, ,99-101,J. Brunson misses technical free throw,,4,99,101,-2,2757.0
2:03.0,Defensive rebound by Team,99-101, ,,4,99,101,-2,2757.0
2:03.0,K. Porziņģis makes free throw 1 of 2,100-101, ,,4,100,101,-1,2757.0
2:03.0,K. Porziņģis makes free throw 2 of 2,101-101, ,Tie,4,101,101,0,2757.0
1:46.0, ,101-101,J. Brunson misses 2-pt layup from 2 ft,,4,101,101,0,2774.0
1:45.0,Defensive rebound by J. Tatum,101-101, ,,4,101,101,0,2775.0
1:29.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Tatum),104-101, ,Lead change,4,104,101,3,2791.0
1:22.0, ,104-101,R. Barrett misses 3-pt jump shot from 23 ft,,4,104,101,3,2798.0
1:22.0,Defensive rebound by J. Brown,104-101, ,,4,104,101,3,2798.0
1:02.0,K. Porziņģis misses 3-pt jump shot from 25 ft,104-101, ,,4,104,101,3,2818.0
1:00.0,Offensive rebound by J. Holiday,104-101, ,,4,104,101,3,2820.0
0:50.0,Turnover by J. Tatum (lost ball; steal by J. Randle),104-101, ,,4,104,101,3,2830.0
0:49.0, ,104-101,Personal foul by J. Tatum (drawn by J. Randle),,4,104,101,3,2831.0
0:49.0, ,104-102,J. Randle makes free throw 1 of 2,,4,104,102,2,2831.0
0:49.0, ,104-102,J. Randle misses free throw 2 of 2,,4,104,102,2,2831.0
0:48.0,Defensive rebound by K. Porziņģis,104-102, ,,4,104,102,2,2832.0
0:29.0,Personal foul by I. Hartenstein (drawn by K. Porziņģis),104-102, ,,4,104,102,2,2851.0
0:29.0,K. Porziņģis makes free throw 1 of 2,105-102, ,,4,105,102,3,2851.0
0:29.0,K. Porziņģis makes free throw 2 of 2,106-102, ,,4,106,102,4,2851.0
0:20.0, ,106-102,I. Quickley misses 3-pt jump shot from 23 ft,,4,106,102,4,2860.0
0:18.0, ,106-102,Offensive rebound by I. Hartenstein,,4,106,102,4,2862.0
0:17.0, ,106-104,I. Hartenstein makes 2-pt layup at rim,,4,106,104,2,2863.0
0:12.0,Boston full timeout,106-104, ,,4,106,104,2,2868.0
0:12.0,P. Pritchard enters the game for K. Porziņģis,106-104, ,,4,106,104,2,2868.0
0:10.0,Personal foul by J. Randle (drawn by P. Pritchard),106-104, ,,4,106,104,2,2870.0
0:10.0,P. Pritchard makes free throw 1 of 2,107-104, ,,4,107,104,3,2870.0
0:10.0,K. Porziņģis enters the game for J. Brown,107-104, ,,4,107,104,3,2870.0
0:10.0,P. Pritchard makes free throw 2 of 2,108-104, ,,4,108,104,4,2870.0
0:10.0, ,108-104,New York full timeout,,4,108,104,4,2870.0
0:10.0,J. Brown enters the game for K. Porziņģis,108-104, ,,4,108,104,4,2870.0
0:10.0,A. Horford enters the game for P. Pritchard,108-104, ,,4,108,104,4,2870.0
0:10.0, ,108-104,J. Hart enters the game for I. Hartenstein,,4,108,104,4,2870.0
0:06.0, ,108-104,J. Brunson misses 3-pt jump shot from 27 ft,,4,108,104,4,2874.0
0:01.0, ,108-104,Offensive rebound by I. Quickley,,4,108,104,4,2879.0
0:00.0, ,108-104,J. Brunson misses 3-pt jump shot from 25 ft,,4,108,104,4,2880.0
0:00.0, ,108-104,Offensive rebound by Team,,4,108,104,4,2880.0
0:00.0,End of 4th quarter,108-104,,,4,108,104,4,2880.0
