Time,Boston,Score,Toronto,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:30.0,Personal foul by R. Barrett (drawn by J. Tatum),70-73, ,,3,70,73,-3,1890.0
4:24.0,J. Tatum makes 2-pt dunk at rim (assist by J. Holiday),72-73, ,,3,72,73,-1,1896.0
4:24.0,Shooting foul by T. Young (drawn by J. Tatum),72-73, ,,3,72,73,-1,1896.0
4:24.0, ,72-73,Toronto full timeout,,3,72,73,-1,1896.0
4:24.0, ,72-73,S. Barnes enters the game for R. Barrett,,3,72,73,-1,1896.0
4:24.0,J. Tatum makes free throw 1 of 1,73-73, ,Tie,3,73,73,0,1896.0
4:06.0, ,73-73,T. Young misses 2-pt hook shot from 4 ft (block by K. Porziņģis),,3,73,73,0,1914.0
4:02.0, ,73-73,Offensive rebound by P. Siakam,,3,73,73,0,1918.0
4:01.0, ,73-73,I. Quickley misses 2-pt jump shot from 16 ft,,3,73,73,0,1919.0
3:58.0, ,73-73,Offensive rebound by T. Young,,3,73,73,0,1922.0
3:52.0, ,73-73,Turnover by D. Schröder (out of bounds lost ball),,3,73,73,0,1928.0
3:32.0,J. Tatum misses 3-pt jump shot from 27 ft,73-73, ,,3,73,73,0,1948.0
3:32.0, ,73-73,Defensive rebound by D. Schröder,,3,73,73,0,1948.0
3:22.0, ,73-75,P. Siakam makes 2-pt dunk from 1 ft (assist by T. Young),,3,73,75,-2,1958.0
3:11.0,Shooting foul by P. Siakam (drawn by K. Porziņģis),73-75, ,,3,73,75,-2,1969.0
3:11.0,K. Porziņģis makes free throw 1 of 2,74-75, ,,3,74,75,-1,1969.0
3:11.0, ,74-75,J. McDaniels enters the game for I. Quickley,,3,74,75,-1,1969.0
3:11.0,K. Porziņģis makes free throw 2 of 2,75-75, ,Tie,3,75,75,0,1969.0
2:51.0, ,75-75,J. McDaniels misses 2-pt jump shot from 8 ft (block by J. Tatum),,3,75,75,0,1989.0
2:48.0,Defensive rebound by K. Porziņģis,75-75, ,,3,75,75,0,1992.0
2:44.0,Shooting foul by S. Barnes (drawn by J. Tatum),75-75, ,,3,75,75,0,1996.0
2:44.0,J. Tatum makes free throw 1 of 2,76-75, ,Lead change,3,76,75,1,1996.0
2:44.0,A. Horford enters the game for K. Porziņģis,76-75, ,,3,76,75,1,1996.0
2:44.0,J. Tatum makes free throw 2 of 2,77-75, ,,3,77,75,2,1996.0
2:22.0, ,77-75,Turnover by S. Barnes (bad pass),,3,77,75,2,2018.0
2:11.0,J. Tatum makes 2-pt layup from 1 ft,79-75, ,,3,79,75,4,2029.0
1:51.0, ,79-75,Turnover by S. Barnes (bad pass; steal by A. Horford),,3,79,75,4,2049.0
1:42.0,A. Horford misses 3-pt jump shot from 26 ft,79-75, ,,3,79,75,4,2058.0
1:39.0, ,79-75,Defensive rebound by S. Barnes,,3,79,75,4,2061.0
1:32.0, ,79-75,Personal foul by J. Tatum (drawn by J. McDaniels),,3,79,75,4,2068.0
1:32.0, ,79-75,J. McDaniels misses free throw 1 of 2,,3,79,75,4,2068.0
1:32.0, ,79-75,Offensive rebound by Team,,3,79,75,4,2068.0
1:32.0,S. Hauser enters the game for J. Holiday,79-75, ,,3,79,75,4,2068.0
1:32.0, ,79-75,C. Boucher enters the game for T. Young,,3,79,75,4,2068.0
1:32.0, ,79-75,J. McDaniels misses free throw 2 of 2,,3,79,75,4,2068.0
1:29.0,Defensive rebound by L. Kornet,79-75, ,,3,79,75,4,2071.0
1:08.0,L. Kornet makes 2-pt dunk from 1 ft (assist by J. Tatum),81-75, ,,3,81,75,6,2092.0
0:47.0, ,81-75,S. Barnes misses 2-pt hook shot from 7 ft,,3,81,75,6,2113.0
0:45.0,Defensive rebound by A. Horford,81-75, ,,3,81,75,6,2115.0
0:32.0,P. Pritchard makes 3-pt jump shot from 26 ft (assist by J. Tatum),84-75, ,,3,84,75,9,2128.0
0:25.0, ,84-75,C. Boucher misses 3-pt jump shot from 23 ft,,3,84,75,9,2135.0
0:22.0,Defensive rebound by P. Pritchard,84-75, ,,3,84,75,9,2138.0
0:02.0,J. Tatum misses 3-pt jump shot from 30 ft,84-75, ,,3,84,75,9,2158.0
0:02.0, ,84-75,Defensive rebound by D. Schröder,,3,84,75,9,2158.0
0:00.0,End of 3rd quarter,84-75,,,3,84,75,9,2160.0
12:00.0,Start of 4th quarter,84-75,,,4,84,75,9,2160.0
11:42.0,P. Pritchard misses 3-pt jump shot from 24 ft,84-75, ,,4,84,75,9,2178.0
11:39.0, ,84-75,Defensive rebound by D. Schröder,,4,84,75,9,2181.0
11:30.0, ,84-75,S. Barnes misses 3-pt jump shot from 23 ft,,4,84,75,9,2190.0
11:28.0,Defensive rebound by S. Hauser,84-75, ,,4,84,75,9,2192.0
11:16.0,D. White misses 3-pt jump shot from 31 ft,84-75, ,,4,84,75,9,2204.0
11:13.0, ,84-75,Defensive rebound by D. Schröder,,4,84,75,9,2207.0
11:07.0,Violation by Team (kicked ball),84-75, ,,4,84,75,9,2213.0
10:52.0, ,84-75,C. Boucher misses 3-pt jump shot from 22 ft,,4,84,75,9,2228.0
10:48.0,Defensive rebound by A. Horford,84-75, ,,4,84,75,9,2232.0
10:43.0,Shooting foul by D. Schröder (drawn by D. White),84-75, ,,4,84,75,9,2237.0
10:43.0,D. White makes free throw 1 of 2,85-75, ,,4,85,75,10,2237.0
10:43.0, ,85-75,I. Quickley enters the game for J. McDaniels,,4,85,75,10,2237.0
10:43.0,D. White makes free throw 2 of 2,86-75, ,,4,86,75,11,2237.0
10:31.0, ,86-75,Shooting foul by P. Pritchard (drawn by I. Quickley),,4,86,75,11,2249.0
10:31.0, ,86-76,I. Quickley makes free throw 1 of 2,,4,86,76,10,2249.0
10:31.0, ,86-76,I. Quickley misses free throw 2 of 2,,4,86,76,10,2249.0
10:29.0,Defensive rebound by S. Hauser,86-76, ,,4,86,76,10,2251.0
10:14.0,P. Pritchard misses 3-pt jump shot from 25 ft,86-76, ,,4,86,76,10,2266.0
10:10.0, ,86-76,Defensive rebound by S. Barnes,,4,86,76,10,2270.0
10:04.0, ,86-76,R. Barrett misses 2-pt jump shot from 12 ft,,4,86,76,10,2276.0
10:02.0,Defensive rebound by A. Horford,86-76, ,,4,86,76,10,2278.0
9:56.0,Turnover by D. White (bad pass; steal by S. Barnes),86-76, ,,4,86,76,10,2284.0
9:52.0, ,86-78,R. Barrett makes 2-pt layup from 1 ft (assist by I. Quickley),,4,86,78,8,2288.0
9:34.0,D. White makes 2-pt jump shot from 12 ft (assist by A. Horford),88-78, ,,4,88,78,10,2306.0
9:34.0,Shooting foul by R. Barrett (drawn by D. White),88-78, ,,4,88,78,10,2306.0
9:34.0,D. White makes free throw 1 of 1,89-78, ,,4,89,78,11,2306.0
9:25.0, ,89-80,D. Schröder makes 2-pt jump shot from 10 ft,,4,89,80,9,2315.0
9:03.0,D. White makes 2-pt jump shot from 14 ft,91-80, ,,4,91,80,11,2337.0
8:38.0, ,91-80,I. Quickley misses 3-pt jump shot from 24 ft (block by L. Kornet),,4,91,80,11,2362.0
8:34.0,Defensive rebound by S. Hauser,91-80, ,,4,91,80,11,2366.0
8:19.0,S. Hauser makes 3-pt jump shot from 27 ft (assist by P. Pritchard),94-80, ,,4,94,80,14,2381.0
8:18.0, ,94-80,Toronto full timeout,,4,94,80,14,2382.0
8:18.0, ,94-80,P. Siakam enters the game for R. Barrett,,4,94,80,14,2382.0
7:56.0, ,94-82,D. Schröder makes 2-pt layup from 1 ft (assist by P. Siakam),,4,94,82,12,2404.0
7:33.0,P. Pritchard misses 3-pt jump shot from 28 ft,94-82, ,,4,94,82,12,2427.0
7:28.0, ,94-82,Defensive rebound by I. Quickley,,4,94,82,12,2432.0
7:22.0, ,94-82,D. Schröder misses 2-pt layup from 2 ft (block by S. Hauser),,4,94,82,12,2438.0
7:19.0, ,94-82,Offensive rebound by C. Boucher,,4,94,82,12,2441.0
7:18.0, ,94-84,C. Boucher makes 2-pt layup from 1 ft,,4,94,84,10,2442.0
7:12.0,Personal foul by D. Schröder (drawn by D. White),94-84, ,,4,94,84,10,2448.0
7:12.0,J. Holiday enters the game for S. Hauser,94-84, ,,4,94,84,10,2448.0
7:12.0,K. Porziņģis enters the game for A. Horford,94-84, ,,4,94,84,10,2448.0
7:12.0,J. Tatum enters the game for L. Kornet,94-84, ,,4,94,84,10,2448.0
6:54.0,J. Tatum misses 2-pt jump shot from 21 ft,94-84, ,,4,94,84,10,2466.0
6:52.0, ,94-84,Defensive rebound by I. Quickley,,4,94,84,10,2468.0
6:48.0, ,94-86,S. Barnes makes 2-pt layup from 4 ft (assist by I. Quickley),,4,94,86,8,2472.0
6:48.0,Boston full timeout,94-86, ,,4,94,86,8,2472.0
6:26.0,P. Pritchard misses 3-pt jump shot from 23 ft,94-86, ,,4,94,86,8,2494.0
6:24.0, ,94-86,Defensive rebound by D. Schröder,,4,94,86,8,2496.0
6:24.0, ,94-86,Personal foul by J. Tatum (drawn by D. Schröder),,4,94,86,8,2496.0
6:15.0, ,94-88,D. Schröder makes 2-pt layup from 1 ft,,4,94,88,6,2505.0
6:02.0,J. Holiday makes 3-pt jump shot from 26 ft,97-88, ,,4,97,88,9,2518.0
5:44.0, ,97-88,I. Quickley misses 3-pt jump shot from 25 ft,,4,97,88,9,2536.0
5:43.0, ,97-88,Offensive rebound by Team,,4,97,88,9,2537.0
5:43.0,Loose ball foul by K. Porziņģis (drawn by P. Siakam),97-88, ,,4,97,88,9,2537.0
5:43.0,A. Horford enters the game for D. White,97-88, ,,4,97,88,9,2537.0
5:36.0, ,97-88,P. Siakam misses 3-pt jump shot from 25 ft,,4,97,88,9,2544.0
5:33.0,Defensive rebound by J. Tatum,97-88, ,,4,97,88,9,2547.0
5:23.0,J. Holiday misses 2-pt jump shot from 14 ft,97-88, ,,4,97,88,9,2557.0
5:21.0, ,97-88,Defensive rebound by I. Quickley,,4,97,88,9,2559.0
5:16.0, ,97-88,I. Quickley misses 2-pt layup from 8 ft,,4,97,88,9,2564.0
5:14.0,Defensive rebound by A. Horford,97-88, ,,4,97,88,9,2566.0
5:10.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Tatum),100-88, ,,4,100,88,12,2570.0
5:10.0, ,100-88,Loose ball foul by I. Quickley (drawn by K. Porziņģis),,4,100,88,12,2570.0
5:10.0, ,100-88,Toronto full timeout,,4,100,88,12,2570.0
5:10.0,D. White enters the game for P. Pritchard,100-88, ,,4,100,88,12,2570.0
5:10.0, ,100-88,R. Barrett enters the game for C. Boucher,,4,100,88,12,2570.0
5:10.0,K. Porziņģis misses free throw 1 of 1,100-88, ,,4,100,88,12,2570.0
5:08.0, ,100-88,Defensive rebound by R. Barrett,,4,100,88,12,2572.0
4:47.0, ,100-88,R. Barrett misses 2-pt layup from 2 ft,,4,100,88,12,2593.0
4:45.0,Defensive rebound by J. Holiday,100-88, ,,4,100,88,12,2595.0
4:28.0,J. Tatum misses 3-pt jump shot from 25 ft,100-88, ,,4,100,88,12,2612.0
4:24.0, ,100-88,Defensive rebound by P. Siakam,,4,100,88,12,2616.0
4:16.0, ,100-88,S. Barnes misses 2-pt layup from 2 ft,,4,100,88,12,2624.0
4:12.0, ,100-88,Offensive rebound by P. Siakam,,4,100,88,12,2628.0
4:12.0, ,100-90,P. Siakam makes 2-pt layup at rim,,4,100,90,10,2628.0
4:00.0,Offensive foul by K. Porziņģis (drawn by P. Siakam),100-90, ,,4,100,90,10,2640.0
4:00.0,Turnover by K. Porziņģis (offensive foul),100-90, ,,4,100,90,10,2640.0
3:49.0, ,100-90,D. Schröder misses 3-pt jump shot from 23 ft,,4,100,90,10,2651.0
3:45.0,Defensive rebound by K. Porziņģis,100-90, ,,4,100,90,10,2655.0
3:33.0,A. Horford misses 3-pt jump shot from 27 ft,100-90, ,,4,100,90,10,2667.0
3:30.0, ,100-90,Defensive rebound by S. Barnes,,4,100,90,10,2670.0
3:24.0, ,100-90,Shooting foul by D. White (drawn by P. Siakam),,4,100,90,10,2676.0
3:24.0, ,100-91,P. Siakam makes free throw 1 of 2,,4,100,91,9,2676.0
3:24.0, ,100-92,P. Siakam makes free throw 2 of 2,,4,100,92,8,2676.0
3:15.0,Turnover by J. Holiday (lost ball; steal by P. Siakam),100-92, ,,4,100,92,8,2685.0
3:09.0, ,100-94,I. Quickley makes 2-pt jump shot from 11 ft (assist by R. Barrett),,4,100,94,6,2691.0
3:04.0,Boston full timeout,100-94, ,,4,100,94,6,2696.0
2:43.0,D. White misses 2-pt layup from 1 ft,100-94, ,,4,100,94,6,2717.0
2:41.0, ,100-94,Defensive rebound by R. Barrett,,4,100,94,6,2719.0
2:32.0, ,100-94,R. Barrett misses 2-pt jump shot from 1 ft,,4,100,94,6,2728.0
2:30.0,Defensive rebound by K. Porziņģis,100-94, ,,4,100,94,6,2730.0
2:14.0,D. White misses 2-pt jump shot from 9 ft,100-94, ,,4,100,94,6,2746.0
2:12.0, ,100-94,Defensive rebound by Team,,4,100,94,6,2748.0
2:00.0, ,100-96,S. Barnes makes 2-pt layup from 1 ft (assist by I. Quickley),,4,100,96,4,2760.0
1:47.0,J. Tatum misses 3-pt jump shot from 26 ft,100-96, ,,4,100,96,4,2773.0
1:43.0, ,100-96,Defensive rebound by D. Schröder,,4,100,96,4,2777.0
1:39.0, ,100-96,I. Quickley misses 3-pt jump shot from 24 ft,,4,100,96,4,2781.0
1:36.0,Defensive rebound by A. Horford,100-96, ,,4,100,96,4,2784.0
1:17.0,D. White makes 3-pt jump shot from 23 ft (assist by J. Tatum),103-96, ,,4,103,96,7,2803.0
0:59.0, ,103-96,P. Siakam misses 3-pt jump shot from 23 ft,,4,103,96,7,2821.0
0:57.0,Defensive rebound by J. Tatum,103-96, ,,4,103,96,7,2823.0
0:50.0,Personal foul by S. Barnes (drawn by J. Holiday),103-96, ,,4,103,96,7,2830.0
0:50.0,J. Holiday makes free throw 1 of 2,104-96, ,,4,104,96,8,2830.0
0:50.0,J. Holiday makes free throw 2 of 2,105-96, ,,4,105,96,9,2830.0
0:50.0, ,105-96,Toronto full timeout,,4,105,96,9,2830.0
0:50.0,P. Pritchard enters the game for K. Porziņģis,105-96, ,,4,105,96,9,2830.0
0:45.0, ,105-96,I. Quickley misses 2-pt jump shot from 6 ft,,4,105,96,9,2835.0
0:43.0,Defensive rebound by D. White,105-96, ,,4,105,96,9,2837.0
0:21.0,Turnover by Team (shot clock),105-96, ,,4,105,96,9,2859.0
0:00.0,End of 4th quarter,105-96,,,4,105,96,9,2880.0
