Time,Orlando,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:58.0,Defensive rebound by G. Bitadze,65-72, ,,3,72,65,7,1922.0
3:44.0,P. Banchero misses 3-pt jump shot from 27 ft,65-72, ,,3,72,65,7,1936.0
3:42.0,Offensive rebound by G. Bitadze,65-72, ,,3,72,65,7,1938.0
3:40.0,G. Bitadze misses 2-pt layup from 2 ft,65-72, ,,3,72,65,7,1940.0
3:40.0, ,65-72,Defensive rebound by Team,,3,72,65,7,1940.0
3:40.0, ,65-72,P. Pritchard enters the game for D. White,,3,72,65,7,1940.0
3:27.0, ,65-72,S. Hauser misses 3-pt jump shot from 27 ft,,3,72,65,7,1953.0
3:23.0,Defensive rebound by J. Suggs,65-72, ,,3,72,65,7,1957.0
3:18.0,P. Banchero misses 2-pt layup from 4 ft (block by J. Holiday),65-72, ,,3,72,65,7,1962.0
3:13.0, ,65-72,Defensive rebound by J. Holiday,,3,72,65,7,1967.0
3:11.0, ,65-72,Shooting foul by J. Suggs (drawn by J. Tatum),,3,72,65,7,1969.0
3:11.0, ,65-73,J. Tatum makes free throw 1 of 3,,3,73,65,8,1969.0
3:11.0, ,65-74,J. Tatum makes free throw 2 of 3,,3,74,65,9,1969.0
3:11.0,C. Anthony enters the game for J. Suggs,65-74, ,,3,74,65,9,1969.0
3:11.0, ,65-75,J. Tatum makes free throw 3 of 3,,3,75,65,10,1969.0
2:55.0,C. Anthony misses 2-pt jump shot from 12 ft,65-75, ,,3,75,65,10,1985.0
2:52.0,Offensive rebound by C. Anthony,65-75, ,,3,75,65,10,1988.0
2:46.0,P. Banchero makes 2-pt jump shot from 17 ft,67-75, ,,3,75,67,8,1994.0
2:28.0,Orlando full timeout,67-75, ,,3,75,67,8,2012.0
2:28.0,J. Isaac enters the game for P. Banchero,67-75, ,,3,75,67,8,2012.0
2:28.0,F. Wagner enters the game for G. Bitadze,67-75, ,,3,75,67,8,2012.0
2:28.0,M. Wagner enters the game for C. Houstan,67-75, ,,3,75,67,8,2012.0
2:28.0, ,67-75,A. Horford enters the game for J. Holiday,,3,75,67,8,2012.0
2:28.0, ,67-75,N. Queta enters the game for K. Porziņģis,,3,75,67,8,2012.0
2:22.0, ,67-78,J. Tatum makes 3-pt jump shot from 27 ft,,3,78,67,11,2018.0
1:59.0,M. Wagner misses 2-pt layup from 1 ft (block by A. Horford),67-78, ,,3,78,67,11,2041.0
1:57.0, ,67-78,Defensive rebound by N. Queta,,3,78,67,11,2043.0
1:36.0, ,67-78,J. Tatum misses 2-pt jump shot from 16 ft,,3,78,67,11,2064.0
1:35.0,Defensive rebound by Team,67-78, ,,3,78,67,11,2065.0
1:13.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by C. Anthony),70-78, ,,3,78,70,8,2087.0
0:56.0, ,70-81,A. Horford makes 3-pt jump shot from 27 ft (assist by P. Pritchard),,3,81,70,11,2104.0
0:50.0,Personal foul by P. Pritchard (drawn by C. Anthony),70-81, ,,3,81,70,11,2110.0
0:50.0,C. Anthony makes free throw 1 of 2,71-81, ,,3,81,71,10,2110.0
0:50.0,C. Anthony makes free throw 2 of 2,72-81, ,,3,81,72,9,2110.0
0:34.0, ,72-83,P. Pritchard makes 2-pt jump shot from 21 ft,,3,83,72,11,2126.0
0:14.0,C. Anthony makes 2-pt jump shot from 13 ft,74-83, ,,3,83,74,9,2146.0
0:03.0, ,74-83,J. Tatum misses 3-pt jump shot from 29 ft,,3,83,74,9,2157.0
0:03.0,Defensive rebound by G. Harris,74-83, ,,3,83,74,9,2157.0
0:00.0,G. Harris misses 3-pt jump shot from 68 ft,74-83, ,,3,83,74,9,2160.0
0:00.0,Offensive rebound by Team,74-83, ,,3,83,74,9,2160.0
0:00.0,End of 3rd quarter,74-83,,,3,83,74,9,2160.0
12:00.0,Start of 4th quarter,74-83,,,4,83,74,9,2160.0
11:47.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by F. Wagner),77-83, ,,4,83,77,6,2173.0
11:27.0, ,77-83,Personal foul by M. Wagner (drawn by J. Brown),,4,83,77,6,2193.0
11:15.0, ,77-85,J. Brown makes 2-pt jump shot from 16 ft,,4,85,77,8,2205.0
11:02.0,F. Wagner makes 2-pt layup from 4 ft,79-85, ,,4,85,79,6,2218.0
10:42.0, ,79-88,J. Brown makes 3-pt jump shot from 27 ft,,4,88,79,9,2238.0
10:28.0,Shooting foul by N. Queta (drawn by M. Wagner),79-88, ,,4,88,79,9,2252.0
10:28.0,M. Wagner makes free throw 1 of 2,80-88, ,,4,88,80,8,2252.0
10:28.0,M. Wagner makes free throw 2 of 2,81-88, ,,4,88,81,7,2252.0
10:15.0, ,81-90,J. Brown makes 2-pt layup from 6 ft,,4,90,81,9,2265.0
10:06.0,J. Isaac misses 3-pt jump shot from 23 ft,81-90, ,,4,90,81,9,2274.0
10:03.0, ,81-90,Defensive rebound by P. Pritchard,,4,90,81,9,2277.0
9:49.0, ,81-90,A. Horford misses 3-pt jump shot from 23 ft,,4,90,81,9,2291.0
9:45.0,Defensive rebound by J. Isaac,81-90, ,,4,90,81,9,2295.0
9:37.0,M. Wagner makes 3-pt jump shot from 26 ft (assist by C. Anthony),84-90, ,,4,90,84,6,2303.0
9:14.0, ,84-92,S. Hauser makes 2-pt jump shot from 7 ft (assist by J. Brown),,4,92,84,8,2326.0
8:54.0,C. Anthony misses 2-pt jump shot from 18 ft,84-92, ,,4,92,84,8,2346.0
8:50.0, ,84-92,Defensive rebound by A. Horford,,4,92,84,8,2350.0
8:43.0, ,84-95,J. Brown makes 3-pt jump shot from 27 ft,,4,95,84,11,2357.0
8:41.0,Orlando full timeout,84-95, ,,4,95,84,11,2359.0
8:41.0,P. Banchero enters the game for C. Anthony,84-95, ,,4,95,84,11,2359.0
8:41.0,J. Suggs enters the game for M. Wagner,84-95, ,,4,95,84,11,2359.0
8:41.0, ,84-95,J. Tatum enters the game for S. Hauser,,4,95,84,11,2359.0
8:31.0,F. Wagner misses 2-pt layup from 1 ft,84-95, ,,4,95,84,11,2369.0
8:29.0, ,84-95,Defensive rebound by P. Pritchard,,4,95,84,11,2371.0
8:14.0, ,84-95,Turnover by J. Brown (lost ball; steal by J. Isaac),,4,95,84,11,2386.0
8:04.0,P. Banchero misses 2-pt jump shot from 11 ft,84-95, ,,4,95,84,11,2396.0
8:02.0, ,84-95,Defensive rebound by A. Horford,,4,95,84,11,2398.0
7:52.0, ,84-95,A. Horford misses 2-pt jump shot from 17 ft,,4,95,84,11,2408.0
7:49.0,Defensive rebound by J. Suggs,84-95, ,,4,95,84,11,2411.0
7:44.0,Personal foul by P. Pritchard (drawn by P. Banchero),84-95, ,,4,95,84,11,2416.0
7:44.0, ,84-95,J. Holiday enters the game for P. Pritchard,,4,95,84,11,2416.0
7:44.0, ,84-95,D. White enters the game for N. Queta,,4,95,84,11,2416.0
7:32.0,P. Banchero makes 2-pt layup from 6 ft,86-95, ,,4,95,86,9,2428.0
7:10.0, ,86-98,J. Tatum makes 3-pt jump shot from 27 ft (assist by J. Brown),,4,98,86,12,2450.0
6:53.0,J. Isaac misses 2-pt layup from 3 ft (block by J. Holiday),86-98, ,,4,98,86,12,2467.0
6:52.0, ,86-98,Defensive rebound by D. White,,4,98,86,12,2468.0
6:48.0, ,86-100,J. Brown makes 2-pt jump shot from 23 ft (assist by A. Horford),,4,100,86,14,2472.0
6:32.0,P. Banchero misses 3-pt jump shot from 26 ft,86-100, ,,4,100,86,14,2488.0
6:30.0, ,86-100,Defensive rebound by J. Tatum,,4,100,86,14,2490.0
6:25.0, ,86-103,J. Brown makes 3-pt jump shot from 28 ft,,4,103,86,17,2495.0
6:24.0,Orlando full timeout,86-103, ,,4,103,86,17,2496.0
6:24.0,C. Houstan enters the game for G. Harris,86-103, ,,4,103,86,17,2496.0
6:05.0,P. Banchero misses 2-pt layup from 5 ft,86-103, ,,4,103,86,17,2515.0
6:03.0,Offensive rebound by P. Banchero,86-103, ,,4,103,86,17,2517.0
6:03.0,P. Banchero misses 2-pt layup from 3 ft,86-103, ,,4,103,86,17,2517.0
6:02.0,Offensive rebound by P. Banchero,86-103, ,,4,103,86,17,2518.0
6:00.0,Shooting foul by A. Horford (drawn by P. Banchero),86-103, ,,4,103,86,17,2520.0
6:00.0,P. Banchero makes free throw 1 of 2,87-103, ,,4,103,87,16,2520.0
6:00.0,P. Banchero misses free throw 2 of 2,87-103, ,,4,103,87,16,2520.0
5:58.0, ,87-103,Defensive rebound by A. Horford,,4,103,87,16,2522.0
5:42.0, ,87-103,J. Brown misses 2-pt layup from 3 ft,,4,103,87,16,2538.0
5:40.0,Defensive rebound by F. Wagner,87-103, ,,4,103,87,16,2540.0
5:36.0,C. Houstan misses 3-pt jump shot from 24 ft,87-103, ,,4,103,87,16,2544.0
5:32.0, ,87-103,Defensive rebound by A. Horford,,4,103,87,16,2548.0
5:30.0, ,87-103,Turnover by D. White (lost ball; steal by P. Banchero),,4,103,87,16,2550.0
5:26.0,J. Isaac misses 3-pt jump shot from 25 ft,87-103, ,,4,103,87,16,2554.0
5:22.0, ,87-103,Defensive rebound by D. White,,4,103,87,16,2558.0
5:08.0,Orlando full timeout,87-103, ,,4,103,87,16,2572.0
5:08.0,M. Wagner enters the game for J. Isaac,87-103, ,,4,103,87,16,2572.0
5:08.0, ,87-103,K. Porziņģis enters the game for A. Horford,,4,103,87,16,2572.0
5:08.0, ,87-103,J. Tatum misses 2-pt layup from 7 ft,,4,103,87,16,2572.0
5:08.0, ,87-103,Offensive rebound by Team,,4,103,87,16,2572.0
5:08.0,J. Isaac enters the game for M. Wagner,87-103, ,,4,103,87,16,2572.0
5:08.0, ,87-103,A. Horford enters the game for K. Porziņģis,,4,103,87,16,2572.0
5:08.0, ,87-103,Instant Replay (Challenge: Ruling Stands),,4,103,87,16,2572.0
5:01.0, ,87-106,J. Tatum makes 3-pt jump shot from 28 ft,,4,106,87,19,2579.0
4:43.0,P. Banchero misses 2-pt layup from 2 ft (block by J. Tatum),87-106, ,,4,106,87,19,2597.0
4:43.0, ,87-106,Defensive rebound by K. Porziņģis,,4,106,87,19,2597.0
4:29.0, ,87-108,D. White makes 2-pt layup from 3 ft,,4,108,87,21,2611.0
4:14.0,Personal foul by J. Brown (drawn by F. Wagner),87-108, ,,4,108,87,21,2626.0
4:14.0,C. Anthony enters the game for C. Houstan,87-108, ,,4,108,87,21,2626.0
4:08.0,C. Anthony misses 3-pt jump shot from 26 ft,87-108, ,,4,108,87,21,2632.0
4:08.0, ,87-108,Defensive rebound by K. Porziņģis,,4,108,87,21,2632.0
3:50.0, ,87-110,J. Brown makes 2-pt jump shot from 21 ft,,4,110,87,23,2650.0
3:33.0,P. Banchero misses 2-pt jump shot from 18 ft,87-110, ,,4,110,87,23,2667.0
3:33.0, ,87-110,Defensive rebound by J. Tatum,,4,110,87,23,2667.0
3:14.0, ,87-110,J. Holiday misses 2-pt jump shot from 8 ft,,4,110,87,23,2686.0
3:12.0, ,87-110,Offensive rebound by J. Tatum,,4,110,87,23,2688.0
3:12.0, ,87-110,J. Tatum misses 2-pt layup at rim,,4,110,87,23,2688.0
3:12.0, ,87-110,Offensive rebound by Team,,4,110,87,23,2688.0
3:12.0,A. Black enters the game for C. Anthony,87-110, ,,4,110,87,23,2688.0
3:05.0, ,87-110,J. Tatum misses 2-pt jump shot from 17 ft,,4,110,87,23,2695.0
3:03.0,Defensive rebound by F. Wagner,87-110, ,,4,110,87,23,2697.0
2:52.0,P. Banchero makes 2-pt hook shot from 6 ft (assist by F. Wagner),89-110, ,,4,110,89,21,2708.0
2:30.0, ,89-110,J. Brown misses 3-pt jump shot from 27 ft,,4,110,89,21,2730.0
2:29.0,Defensive rebound by Team,89-110, ,,4,110,89,21,2731.0
2:27.0,Personal take foul by J. Holiday (drawn by A. Black),89-110, ,,4,110,89,21,2733.0
2:27.0,A. Black misses free throw 1 of 2,89-110, ,,4,110,89,21,2733.0
2:27.0,Offensive rebound by Team,89-110, ,,4,110,89,21,2733.0
2:27.0,C. Houstan enters the game for P. Banchero,89-110, ,,4,110,89,21,2733.0
2:27.0,J. Howard enters the game for J. Suggs,89-110, ,,4,110,89,21,2733.0
2:27.0,C. Okeke enters the game for F. Wagner,89-110, ,,4,110,89,21,2733.0
2:27.0,A. Schofield enters the game for M. Wagner,89-110, ,,4,110,89,21,2733.0
2:27.0, ,89-110,D. Banton enters the game for J. Brown,,4,110,89,21,2733.0
2:27.0, ,89-110,O. Brissett enters the game for J. Holiday,,4,110,89,21,2733.0
2:27.0, ,89-110,P. Pritchard enters the game for K. Porziņģis,,4,110,89,21,2733.0
2:27.0, ,89-110,N. Queta enters the game for J. Tatum,,4,110,89,21,2733.0
2:27.0, ,89-110,L. Stevens enters the game for D. White,,4,110,89,21,2733.0
2:27.0,A. Black misses free throw 2 of 2,89-110, ,,4,110,89,21,2733.0
2:27.0, ,89-110,Defensive rebound by O. Brissett,,4,110,89,21,2733.0
2:13.0, ,89-112,N. Queta makes 2-pt dunk from 2 ft (assist by P. Pritchard),,4,112,89,23,2747.0
2:13.0, ,89-112,Technical foul by N. Queta,,4,112,89,23,2747.0
2:13.0,C. Houstan makes technical free throw,90-112, ,,4,112,90,22,2747.0
2:01.0,J. Howard misses 2-pt jump shot from 22 ft,90-112, ,,4,112,90,22,2759.0
1:59.0, ,90-112,Defensive rebound by N. Queta,,4,112,90,22,2761.0
1:43.0, ,90-112,P. Pritchard misses 2-pt jump shot from 9 ft,,4,112,90,22,2777.0
1:43.0, ,90-112,Offensive rebound by P. Pritchard,,4,112,90,22,2777.0
1:40.0, ,90-112,P. Pritchard misses 2-pt layup from 11 ft,,4,112,90,22,2780.0
1:37.0,Defensive rebound by C. Okeke,90-112, ,,4,112,90,22,2783.0
1:25.0,C. Houstan makes 2-pt jump shot from 15 ft (assist by A. Schofield),92-112, ,,4,112,92,20,2795.0
1:14.0, ,92-114,D. Banton makes 2-pt layup from 6 ft,,4,114,92,22,2806.0
1:10.0,Shooting foul by L. Stevens (drawn by C. Houstan),92-114, ,,4,114,92,22,2810.0
1:10.0,C. Houstan makes free throw 1 of 2,93-114, ,,4,114,93,21,2810.0
1:10.0,C. Houstan makes free throw 2 of 2,94-114, ,,4,114,94,20,2810.0
1:00.0, ,94-114,Turnover by P. Pritchard (step out of bounds),,4,114,94,20,2820.0
0:49.0,J. Howard makes 3-pt jump shot from 26 ft (assist by A. Black),97-114, ,,4,114,97,17,2831.0
0:26.0, ,97-114,D. Banton misses 3-pt jump shot from 27 ft,,4,114,97,17,2854.0
0:23.0,Defensive rebound by A. Black,97-114, ,,4,114,97,17,2857.0
0:06.0,A. Black misses 2-pt layup from 7 ft,97-114, ,,4,114,97,17,2874.0
0:05.0, ,97-114,Defensive rebound by O. Brissett,,4,114,97,17,2875.0
0:00.0,End of 4th quarter,97-114,,,4,114,97,17,2880.0
