Time,New York,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
0:54.0, ,74-81,Defensive rebound by A. Horford,,3,81,74,7,2106.0
0:34.0, ,74-81,Turnover by J. Holiday (out of bounds lost ball),,3,81,74,7,2126.0
0:15.0,Turnover by J. Randle (lost ball; steal by J. Brown),74-81, ,,3,81,74,7,2145.0
0:10.0, ,74-84,J. Holiday makes 3-pt jump shot from 27 ft (assist by J. Brown),,3,84,74,10,2150.0
0:01.0,Shooting foul by P. Pritchard (drawn by I. Quickley),74-84, ,,3,84,74,10,2159.0
0:01.0,I. Quickley makes free throw 1 of 2,75-84, ,,3,84,75,9,2159.0
0:01.0,I. Quickley makes free throw 2 of 2,76-84, ,,3,84,76,8,2159.0
0:00.0, ,76-84,S. Hauser misses 3-pt jump shot from 38 ft,,3,84,76,8,2160.0
0:00.0, ,76-84,Offensive rebound by Team,,3,84,76,8,2160.0
0:00.0,End of 3rd quarter,76-84,,,3,84,76,8,2160.0
12:00.0,Start of 4th quarter,76-84,,,4,84,76,8,2160.0
11:40.0,Violation by Team (kicked ball),76-84, ,,4,84,76,8,2180.0
11:37.0, ,76-86,J. Holiday makes 2-pt layup from 2 ft (assist by J. Tatum),,4,86,76,10,2183.0
11:12.0,Personal foul by P. Pritchard (drawn by J. Brunson),76-86, ,,4,86,76,10,2208.0
11:01.0,J. Brunson makes 2-pt jump shot from 17 ft,78-86, ,,4,86,78,8,2219.0
10:39.0, ,78-86,Turnover by A. Horford (lost ball; steal by I. Hartenstein),,4,86,78,8,2241.0
10:34.0,D. DiVincenzo misses 3-pt jump shot from 26 ft,78-86, ,,4,86,78,8,2246.0
10:29.0,Offensive rebound by I. Hartenstein,78-86, ,,4,86,78,8,2251.0
10:26.0,D. DiVincenzo makes 2-pt layup from 2 ft (assist by J. Brunson),80-86, ,,4,86,80,6,2254.0
10:09.0, ,80-86,J. Tatum misses 3-pt jump shot from 28 ft,,4,86,80,6,2271.0
10:08.0, ,80-86,Offensive rebound by Team,,4,86,80,6,2272.0
10:07.0,Loose ball foul by I. Quickley (drawn by A. Horford),80-86, ,,4,86,80,6,2273.0
9:56.0, ,80-88,J. Tatum makes 2-pt jump shot from 16 ft,,4,88,80,8,2284.0
9:28.0,J. Hart makes 2-pt layup from 7 ft,82-88, ,,4,88,82,6,2312.0
9:09.0, ,82-91,P. Pritchard makes 3-pt jump shot from 29 ft (assist by S. Hauser),,4,91,82,9,2331.0
8:57.0,New York full timeout,82-91, ,,4,91,82,9,2343.0
8:45.0,J. Hart makes 3-pt jump shot from 24 ft,85-91, ,,4,91,85,6,2355.0
8:30.0, ,85-91,Turnover by J. Tatum (3 sec),,4,91,85,6,2370.0
8:20.0,J. Brunson makes 3-pt jump shot from 27 ft,88-91, ,,4,91,88,3,2380.0
7:57.0, ,88-94,J. Tatum makes 3-pt jump shot from 28 ft,,4,94,88,6,2403.0
7:57.0, ,88-94,Shooting foul by J. Hart (drawn by J. Tatum),,4,94,88,6,2403.0
7:57.0, ,88-95,J. Tatum makes free throw 1 of 1,,4,95,88,7,2403.0
7:36.0,I. Quickley misses 2-pt jump shot from 7 ft,88-95, ,,4,95,88,7,2424.0
7:33.0,Offensive rebound by D. DiVincenzo,88-95, ,,4,95,88,7,2427.0
7:30.0,Offensive foul by J. Hart (drawn by J. Holiday),88-95, ,,4,95,88,7,2430.0
7:30.0,Turnover by J. Hart (offensive foul),88-95, ,,4,95,88,7,2430.0
7:16.0, ,88-95,J. Tatum misses 2-pt jump shot from 18 ft,,4,95,88,7,2444.0
7:12.0,Defensive rebound by J. Hart,88-95, ,,4,95,88,7,2448.0
7:10.0,J. Hart misses 2-pt layup from 3 ft,88-95, ,,4,95,88,7,2450.0
7:09.0, ,88-95,Defensive rebound by S. Hauser,,4,95,88,7,2451.0
7:01.0, ,88-98,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Tatum),,4,98,88,10,2459.0
6:58.0,New York full timeout,88-98, ,,4,98,88,10,2462.0
6:58.0,Instant Replay,88-98, ,,4,98,88,10,2462.0
6:58.0,J. Randle enters the game for D. DiVincenzo,88-98, ,,4,98,88,10,2462.0
6:58.0, ,88-98,J. Brown enters the game for S. Hauser,,4,98,88,10,2462.0
6:33.0,J. Brunson misses 2-pt jump shot from 15 ft,88-98, ,,4,98,88,10,2487.0
6:29.0,Offensive rebound by I. Hartenstein,88-98, ,,4,98,88,10,2491.0
6:29.0,I. Hartenstein misses 2-pt layup at rim,88-98, ,,4,98,88,10,2491.0
6:29.0,Offensive rebound by J. Randle,88-98, ,,4,98,88,10,2491.0
6:29.0,Shooting foul by J. Brown (drawn by J. Randle),88-98, ,,4,98,88,10,2491.0
6:29.0,J. Randle makes free throw 1 of 2,89-98, ,,4,98,89,9,2491.0
6:29.0,M. Robinson enters the game for I. Hartenstein,89-98, ,,4,98,89,9,2491.0
6:29.0, ,89-98,K. Porziņģis enters the game for A. Horford,,4,98,89,9,2491.0
6:29.0, ,89-98,D. White enters the game for P. Pritchard,,4,98,89,9,2491.0
6:29.0,J. Randle makes free throw 2 of 2,90-98, ,,4,98,90,8,2491.0
6:10.0, ,90-98,Turnover by J. Brown (traveling),,4,98,90,8,2510.0
5:52.0, ,90-98,Violation by Team (kicked ball),,4,98,90,8,2528.0
5:42.0,J. Randle misses 3-pt jump shot from 25 ft,90-98, ,,4,98,90,8,2538.0
5:39.0, ,90-98,Defensive rebound by J. Tatum,,4,98,90,8,2541.0
5:33.0, ,90-98,Shooting foul by J. Randle (drawn by J. Brown),,4,98,90,8,2547.0
5:33.0, ,90-99,J. Brown makes free throw 1 of 2,,4,99,90,9,2547.0
5:33.0, ,90-100,J. Brown makes free throw 2 of 2,,4,100,90,10,2547.0
5:26.0,J. Hart misses 3-pt jump shot from 26 ft,90-100, ,,4,100,90,10,2554.0
5:24.0, ,90-100,Defensive rebound by Team,,4,100,90,10,2556.0
5:07.0, ,90-102,J. Tatum makes 2-pt layup from 3 ft,,4,102,90,12,2573.0
4:47.0,Shooting foul by J. Tatum (drawn by I. Quickley),90-102, ,,4,102,90,12,2593.0
4:47.0, ,90-102,Technical foul by J. Tatum,,4,102,90,12,2593.0
4:47.0,J. Brunson misses technical free throw,90-102, ,,4,102,90,12,2593.0
4:47.0,Offensive rebound by Team,90-102, ,,4,102,90,12,2593.0
4:47.0,I. Quickley makes free throw 1 of 2,91-102, ,,4,102,91,11,2593.0
4:47.0, ,91-102,Boston full timeout,,4,102,91,11,2593.0
4:47.0,I. Quickley makes free throw 2 of 2,92-102, ,,4,102,92,10,2593.0
4:32.0, ,92-105,J. Tatum makes 3-pt jump shot from 27 ft,,4,105,92,13,2608.0
4:06.0,I. Quickley misses 2-pt hook shot from 11 ft,92-105, ,,4,105,92,13,2634.0
4:02.0, ,92-105,Defensive rebound by K. Porziņģis,,4,105,92,13,2638.0
3:49.0, ,92-105,J. Brown misses 3-pt jump shot from 34 ft,,4,105,92,13,2651.0
3:46.0,Defensive rebound by J. Brunson,92-105, ,,4,105,92,13,2654.0
3:43.0,Turnover by J. Brunson (lost ball; steal by D. White),92-105, ,,4,105,92,13,2657.0
3:30.0, ,92-108,J. Tatum makes 3-pt jump shot from 24 ft,,4,108,92,16,2670.0
3:30.0,New York full timeout,92-108, ,,4,108,92,16,2670.0
3:30.0,Q. Grimes enters the game for I. Quickley,92-108, ,,4,108,92,16,2670.0
3:11.0,Personal foul by J. Brown (drawn by J. Randle),92-108, ,,4,108,92,16,2689.0
3:01.0,M. Robinson makes 2-pt dunk from 1 ft (assist by J. Randle),94-108, ,,4,108,94,14,2699.0
2:35.0, ,94-108,Turnover by J. Tatum (lost ball),,4,108,94,14,2725.0
2:35.0, ,94-108,Loose ball foul by J. Tatum (drawn by J. Brunson),,4,108,94,14,2725.0
2:35.0,J. Brunson makes free throw 1 of 2,95-108, ,,4,108,95,13,2725.0
2:35.0,J. Brunson misses free throw 2 of 2,95-108, ,,4,108,95,13,2725.0
2:34.0, ,95-108,Defensive rebound by J. Brown,,4,108,95,13,2726.0
2:22.0, ,95-108,J. Brown misses 3-pt jump shot from 26 ft,,4,108,95,13,2738.0
2:20.0, ,95-108,Offensive rebound by J. Holiday,,4,108,95,13,2740.0
2:15.0, ,95-111,D. White makes 3-pt jump shot from 27 ft (assist by K. Porziņģis),,4,111,95,16,2745.0
2:05.0,Personal take foul by J. Holiday (drawn by M. Robinson),95-111, ,,4,111,95,16,2755.0
2:05.0,M. Robinson misses free throw 1 of 2,95-111, ,,4,111,95,16,2755.0
2:05.0,Offensive rebound by Team,95-111, ,,4,111,95,16,2755.0
2:05.0, ,95-111,Defensive rebound by J. Tatum,,4,111,95,16,2755.0
2:05.0,M. Robinson misses free throw 2 of 2,95-111, ,,4,111,95,16,2755.0
1:49.0, ,95-111,K. Porziņģis misses 3-pt jump shot from 27 ft,,4,111,95,16,2771.0
1:45.0,Defensive rebound by J. Hart,95-111, ,,4,111,95,16,2775.0
1:40.0,Shooting foul by K. Porziņģis (drawn by J. Randle),95-111, ,,4,111,95,16,2780.0
1:40.0,J. Randle makes free throw 1 of 2,96-111, ,,4,111,96,15,2780.0
1:40.0,J. Randle makes free throw 2 of 2,97-111, ,,4,111,97,14,2780.0
1:15.0, ,97-114,J. Tatum makes 3-pt jump shot from 27 ft (assist by K. Porziņģis),,4,114,97,17,2805.0
1:07.0,J. Randle misses 2-pt layup from 5 ft (block by K. Porziņģis),97-114, ,,4,114,97,17,2813.0
1:06.0,Offensive rebound by Team,97-114, ,,4,114,97,17,2814.0
1:06.0,M. McBride enters the game for J. Brunson,97-114, ,,4,114,97,17,2814.0
0:55.0,Shooting foul by K. Porziņģis (drawn by J. Hart),97-114, ,,4,114,97,17,2825.0
0:55.0,J. Hart misses free throw 1 of 2,97-114, ,,4,114,97,17,2825.0
0:55.0,Offensive rebound by Team,97-114, ,,4,114,97,17,2825.0
0:55.0,J. Sims enters the game for J. Randle,97-114, ,,4,114,97,17,2825.0
0:55.0, ,97-114,P. Pritchard enters the game for K. Porziņģis,,4,114,97,17,2825.0
0:55.0,J. Hart makes free throw 2 of 2,98-114, ,,4,114,98,16,2825.0
0:36.0, ,98-114,J. Brown misses 3-pt jump shot from 27 ft,,4,114,98,16,2844.0
0:32.0,Defensive rebound by J. Hart,98-114, ,,4,114,98,16,2848.0
0:23.0,M. McBride misses 3-pt jump shot from 25 ft,98-114, ,,4,114,98,16,2857.0
0:20.0, ,98-114,Defensive rebound by D. White,,4,114,98,16,2860.0
0:00.0,End of 4th quarter,98-114,,,4,114,98,16,2880.0
