Time,Atlanta,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:42.0,D. Hunter misses 3-pt jump shot from 24 ft,83-85, ,,3,85,83,2,1878.0
4:40.0, ,83-85,Defensive rebound by K. Porziņģis,,3,85,83,2,1880.0
4:19.0, ,83-87,K. Porziņģis makes 2-pt dunk from 4 ft (assist by P. Pritchard),,3,87,83,4,1901.0
4:05.0, ,83-87,Violation by Team (kicked ball),,3,87,83,4,1915.0
4:05.0, ,83-87,L. Kornet enters the game for A. Horford,,3,87,83,4,1915.0
3:58.0,P. Mills misses 3-pt jump shot from 26 ft,83-87, ,,3,87,83,4,1922.0
3:57.0, ,83-87,Defensive rebound by J. Brown,,3,87,83,4,1923.0
3:51.0, ,83-87,S. Hauser misses 3-pt jump shot from 26 ft,,3,87,83,4,1929.0
3:50.0,Defensive rebound by S. Bey,83-87, ,,3,87,83,4,1930.0
3:44.0,P. Mills misses 2-pt layup from 3 ft (block by L. Kornet),83-87, ,,3,87,83,4,1936.0
3:43.0,Offensive rebound by O. Okongwu,83-87, ,,3,87,83,4,1937.0
3:42.0,O. Okongwu makes 2-pt dunk from 1 ft,85-87, ,,3,87,85,2,1938.0
3:24.0, ,85-89,K. Porziņģis makes 2-pt layup from 3 ft (assist by P. Pritchard),,3,89,85,4,1956.0
3:06.0,B. Bogdanović misses 3-pt jump shot from 26 ft,85-89, ,,3,89,85,4,1974.0
3:05.0, ,85-89,Defensive rebound by L. Kornet,,3,89,85,4,1975.0
2:58.0, ,85-89,Personal foul by O. Okongwu (drawn by K. Porziņģis),,3,89,85,4,1982.0
2:58.0,Atlanta full timeout,85-89, ,,3,89,85,4,1982.0
2:58.0,G. Mathews enters the game for B. Bogdanović,85-89, ,,3,89,85,4,1982.0
2:48.0, ,85-92,S. Hauser makes 3-pt jump shot from 24 ft (assist by K. Porziņģis),,3,92,85,7,1992.0
2:30.0,D. Hunter misses 2-pt jump shot from 17 ft,85-92, ,,3,92,85,7,2010.0
2:29.0, ,85-92,Defensive rebound by P. Pritchard,,3,92,85,7,2011.0
2:14.0, ,85-92,S. Hauser misses 3-pt jump shot from 26 ft,,3,92,85,7,2026.0
2:13.0,Defensive rebound by D. Hunter,85-92, ,,3,92,85,7,2027.0
1:57.0,G. Mathews makes 3-pt jump shot from 24 ft (assist by D. Hunter),88-92, ,,3,92,88,4,2043.0
1:32.0, ,88-92,K. Porziņģis misses 2-pt jump shot from 16 ft,,3,92,88,4,2068.0
1:30.0,Defensive rebound by O. Okongwu,88-92, ,,3,92,88,4,2070.0
1:19.0,S. Bey misses 2-pt layup from 9 ft,88-92, ,,3,92,88,4,2081.0
1:18.0, ,88-92,Defensive rebound by J. Brown,,3,92,88,4,2082.0
1:10.0, ,88-92,Offensive foul by K. Porziņģis (drawn by G. Mathews),,3,92,88,4,2090.0
1:10.0, ,88-92,Turnover by K. Porziņģis (offensive foul),,3,92,88,4,2090.0
1:10.0,B. Fernando enters the game for S. Bey,88-92, ,,3,92,88,4,2090.0
1:10.0,J. Johnson enters the game for P. Mills,88-92, ,,3,92,88,4,2090.0
1:10.0,T. Young enters the game for O. Okongwu,88-92, ,,3,92,88,4,2090.0
1:10.0, ,88-92,D. White enters the game for K. Porziņģis,,3,92,88,4,2090.0
0:55.0,J. Johnson makes 2-pt jump shot from 6 ft (assist by T. Young),90-92, ,,3,92,90,2,2105.0
0:43.0, ,90-95,P. Pritchard makes 3-pt jump shot from 27 ft (assist by J. Brown),,3,95,90,5,2117.0
0:20.0,D. Hunter misses 3-pt jump shot from 26 ft,90-95, ,,3,95,90,5,2140.0
0:18.0, ,90-95,Defensive rebound by L. Kornet,,3,95,90,5,2142.0
0:02.0, ,90-95,Turnover by J. Brown (lost ball; steal by G. Mathews),,3,95,90,5,2158.0
0:01.0,Personal foul by J. Brown (drawn by G. Mathews),90-95, ,,3,95,90,5,2159.0
0:00.0,T. Young misses 3-pt jump shot from 55 ft,90-95, ,,3,95,90,5,2160.0
0:00.0,Offensive rebound by Team,90-95, ,,3,95,90,5,2160.0
0:00.0,End of 3rd quarter,90-95,,,3,95,90,5,2160.0
12:00.0,Start of 4th quarter,90-95,,,4,95,90,5,2160.0
11:42.0, ,90-95,Turnover by P. Pritchard (lost ball; steal by J. Johnson),,4,95,90,5,2178.0
11:36.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by T. Young),93-95, ,,4,95,93,2,2184.0
11:18.0, ,93-98,D. White makes 3-pt jump shot from 26 ft (assist by J. Tatum),,4,98,93,5,2202.0
11:02.0,Offensive foul by B. Fernando (drawn by D. White),93-98, ,,4,98,93,5,2218.0
11:02.0,Turnover by B. Fernando (offensive foul),93-98, ,,4,98,93,5,2218.0
10:48.0, ,93-98,P. Pritchard misses 3-pt jump shot from 23 ft,,4,98,93,5,2232.0
10:47.0,Defensive rebound by J. Johnson,93-98, ,,4,98,93,5,2233.0
10:37.0,T. Young misses 2-pt layup from 4 ft,93-98, ,,4,98,93,5,2243.0
10:36.0, ,93-98,Defensive rebound by A. Horford,,4,98,93,5,2244.0
10:32.0, ,93-98,Turnover by A. Horford (bad pass; steal by J. Johnson),,4,98,93,5,2248.0
10:29.0,J. Johnson misses 2-pt layup from 2 ft,93-98, ,,4,98,93,5,2251.0
10:27.0,Offensive rebound by J. Johnson,93-98, ,,4,98,93,5,2253.0
10:27.0,Turnover by J. Johnson (bad pass; steal by D. White),93-98, ,,4,98,93,5,2253.0
10:19.0, ,93-98,Personal foul by G. Mathews (drawn by J. Tatum),,4,98,93,5,2261.0
10:05.0, ,93-101,D. White makes 3-pt jump shot from 28 ft,,4,101,93,8,2275.0
9:52.0,Shooting foul by L. Kornet (drawn by B. Fernando),93-101, ,,4,101,93,8,2288.0
9:52.0,B. Fernando misses free throw 1 of 2,93-101, ,,4,101,93,8,2288.0
9:52.0,Offensive rebound by Team,93-101, ,,4,101,93,8,2288.0
9:52.0, ,93-101,S. Hauser enters the game for P. Pritchard,,4,101,93,8,2288.0
9:52.0,B. Fernando makes free throw 2 of 2,94-101, ,,4,101,94,7,2288.0
9:38.0, ,94-101,S. Hauser misses 3-pt jump shot from 26 ft,,4,101,94,7,2302.0
9:36.0,Defensive rebound by B. Fernando,94-101, ,,4,101,94,7,2304.0
9:22.0,D. Hunter makes 2-pt jump shot from 7 ft (assist by J. Johnson),96-101, ,,4,101,96,5,2318.0
9:04.0, ,96-104,J. Tatum makes 3-pt jump shot from 28 ft,,4,104,96,8,2336.0
8:45.0,Shooting foul by D. White (drawn by B. Fernando),96-104, ,,4,104,96,8,2355.0
8:45.0,B. Fernando makes free throw 1 of 2,97-104, ,,4,104,97,7,2355.0
8:45.0,S. Bey enters the game for J. Johnson,97-104, ,,4,104,97,7,2355.0
8:45.0,B. Bogdanović enters the game for G. Mathews,97-104, ,,4,104,97,7,2355.0
8:45.0,B. Fernando makes free throw 2 of 2,98-104, ,,4,104,98,6,2355.0
8:35.0, ,98-104,J. Tatum misses 3-pt jump shot from 26 ft,,4,104,98,6,2365.0
8:32.0, ,98-104,Offensive rebound by D. White,,4,104,98,6,2368.0
8:26.0, ,98-106,J. Tatum makes 2-pt layup from 3 ft (assist by D. White),,4,106,98,8,2374.0
8:12.0,T. Young misses 3-pt jump shot from 31 ft,98-106, ,,4,106,98,8,2388.0
8:10.0, ,98-106,Defensive rebound by L. Kornet,,4,106,98,8,2390.0
8:02.0, ,98-109,D. White makes 3-pt jump shot from 23 ft (assist by A. Horford),,4,109,98,11,2398.0
8:01.0,Atlanta full timeout,98-109, ,,4,109,98,11,2399.0
8:01.0,O. Okongwu enters the game for B. Fernando,98-109, ,,4,109,98,11,2399.0
7:40.0,D. Hunter misses 2-pt jump shot from 18 ft,98-109, ,,4,109,98,11,2420.0
7:38.0, ,98-109,Defensive rebound by L. Kornet,,4,109,98,11,2422.0
7:23.0, ,98-111,J. Tatum makes 2-pt layup from 4 ft,,4,111,98,13,2437.0
7:17.0,D. Hunter misses 2-pt layup from 3 ft (block by A. Horford),98-111, ,,4,111,98,13,2443.0
7:16.0,Offensive rebound by S. Bey,98-111, ,,4,111,98,13,2444.0
7:16.0,S. Bey makes 2-pt layup from 3 ft,100-111, ,,4,111,100,11,2444.0
6:43.0, ,100-111,S. Hauser misses 3-pt jump shot from 23 ft,,4,111,100,11,2477.0
6:42.0, ,100-111,Offensive rebound by L. Kornet,,4,111,100,11,2478.0
6:42.0, ,100-113,L. Kornet makes 2-pt layup from 3 ft,,4,113,100,13,2478.0
6:20.0,S. Bey misses 3-pt jump shot from 26 ft,100-113, ,,4,113,100,13,2500.0
6:18.0, ,100-113,Defensive rebound by S. Hauser,,4,113,100,13,2502.0
6:14.0, ,100-113,Turnover by S. Hauser (bad pass; steal by T. Young),,4,113,100,13,2506.0
6:04.0,T. Young makes 2-pt jump shot from 18 ft,102-113, ,,4,113,102,11,2516.0
5:40.0, ,102-113,J. Tatum misses 3-pt jump shot from 27 ft,,4,113,102,11,2540.0
5:40.0,Defensive rebound by B. Bogdanović,102-113, ,,4,113,102,11,2540.0
5:32.0,B. Bogdanović misses 2-pt layup from 4 ft,102-113, ,,4,113,102,11,2548.0
5:29.0, ,102-113,Defensive rebound by L. Kornet,,4,113,102,11,2551.0
5:25.0, ,102-113,J. Tatum misses 2-pt layup from 5 ft (block by O. Okongwu),,4,113,102,11,2555.0
5:24.0, ,102-113,Offensive rebound by Team,,4,113,102,11,2556.0
5:24.0,J. Johnson enters the game for D. Hunter,102-113, ,,4,113,102,11,2556.0
5:24.0, ,102-113,J. Brown enters the game for S. Hauser,,4,113,102,11,2556.0
5:24.0, ,102-113,K. Porziņģis enters the game for L. Kornet,,4,113,102,11,2556.0
5:21.0, ,102-115,K. Porziņģis makes 2-pt jump shot from 12 ft (assist by J. Tatum),,4,115,102,13,2559.0
5:07.0,T. Young misses 2-pt jump shot from 10 ft,102-115, ,,4,115,102,13,2573.0
5:06.0, ,102-115,Defensive rebound by D. White,,4,115,102,13,2574.0
4:49.0, ,102-115,A. Horford misses 3-pt jump shot from 23 ft,,4,115,102,13,2591.0
4:48.0,Defensive rebound by S. Bey,102-115, ,,4,115,102,13,2592.0
4:38.0,T. Young misses 3-pt jump shot from 23 ft,102-115, ,,4,115,102,13,2602.0
4:37.0, ,102-115,Defensive rebound by J. Tatum,,4,115,102,13,2603.0
4:20.0, ,102-115,J. Brown misses 2-pt jump shot from 16 ft,,4,115,102,13,2620.0
4:17.0,Defensive rebound by T. Young,102-115, ,,4,115,102,13,2623.0
4:09.0,Shooting foul by J. Brown (drawn by S. Bey),102-115, ,,4,115,102,13,2631.0
4:09.0,S. Bey misses free throw 1 of 2,102-115, ,,4,115,102,13,2631.0
4:09.0,Offensive rebound by Team,102-115, ,,4,115,102,13,2631.0
4:09.0,S. Bey makes free throw 2 of 2,103-115, ,,4,115,103,12,2631.0
3:58.0, ,103-115,A. Horford misses 2-pt layup from 3 ft,,4,115,103,12,2642.0
3:56.0,Defensive rebound by J. Johnson,103-115, ,,4,115,103,12,2644.0
3:51.0,J. Johnson makes 2-pt layup from 2 ft,105-115, ,,4,115,105,10,2649.0
3:29.0, ,105-118,D. White makes 3-pt jump shot from 27 ft (assist by A. Horford),,4,118,105,13,2671.0
3:16.0,T. Young misses 2-pt layup from 4 ft (block by K. Porziņģis),105-118, ,,4,118,105,13,2684.0
3:15.0, ,105-118,Defensive rebound by J. Brown,,4,118,105,13,2685.0
3:07.0, ,105-118,A. Horford misses 3-pt jump shot from 25 ft,,4,118,105,13,2693.0
3:05.0, ,105-118,Offensive rebound by A. Horford,,4,118,105,13,2695.0
3:04.0, ,105-118,A. Horford misses 3-pt jump shot from 27 ft,,4,118,105,13,2696.0
3:03.0,Defensive rebound by J. Johnson,105-118, ,,4,118,105,13,2697.0
2:58.0,S. Bey makes 2-pt dunk from 1 ft (assist by B. Bogdanović),107-118, ,,4,118,107,11,2702.0
2:34.0, ,107-120,K. Porziņģis makes 2-pt jump shot from 22 ft (assist by A. Horford),,4,120,107,13,2726.0
2:22.0,T. Young makes 2-pt jump shot from 9 ft,109-120, ,,4,120,109,11,2738.0
2:22.0,Shooting foul by J. Brown (drawn by T. Young),109-120, ,,4,120,109,11,2738.0
2:22.0, ,109-120,Boston full timeout,,4,120,109,11,2738.0
2:22.0,T. Young makes free throw 1 of 1,110-120, ,,4,120,110,10,2738.0
1:58.0, ,110-120,K. Porziņģis misses 2-pt layup from 5 ft (block by O. Okongwu),,4,120,110,10,2762.0
1:56.0,Defensive rebound by S. Bey,110-120, ,,4,120,110,10,2764.0
1:50.0,B. Bogdanović misses 3-pt jump shot from 26 ft,110-120, ,,4,120,110,10,2770.0
1:49.0,Offensive rebound by B. Bogdanović,110-120, ,,4,120,110,10,2771.0
1:48.0,B. Bogdanović makes 2-pt layup from 1 ft,112-120, ,,4,120,112,8,2772.0
1:27.0, ,112-120,D. White misses 3-pt jump shot from 27 ft,,4,120,112,8,2793.0
1:25.0,Defensive rebound by J. Johnson,112-120, ,,4,120,112,8,2795.0
1:17.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by O. Okongwu),115-120, ,,4,120,115,5,2803.0
0:54.0, ,115-120,J. Tatum misses 3-pt jump shot from 28 ft,,4,120,115,5,2826.0
0:52.0,Defensive rebound by J. Johnson,115-120, ,,4,120,115,5,2828.0
0:44.0,S. Bey misses 3-pt jump shot from 24 ft,115-120, ,,4,120,115,5,2836.0
0:43.0, ,115-120,Defensive rebound by J. Tatum,,4,120,115,5,2837.0
0:19.0, ,115-123,K. Porziņģis makes 3-pt jump shot from 28 ft (assist by J. Tatum),,4,123,115,8,2861.0
0:18.0,Atlanta full timeout,115-123, ,,4,123,115,8,2862.0
0:18.0, ,115-123,S. Hauser enters the game for K. Porziņģis,,4,123,115,8,2862.0
0:15.0,O. Okongwu makes 2-pt dunk from 1 ft (assist by T. Young),117-123, ,,4,123,117,6,2865.0
0:08.0, ,117-123,Personal take foul by B. Bogdanović (drawn by J. Tatum),,4,123,117,6,2872.0
0:07.0, ,117-123,Personal take foul by B. Bogdanović (drawn by S. Hauser),,4,123,117,6,2873.0
0:07.0, ,117-124,S. Hauser makes free throw 1 of 2,,4,124,117,7,2873.0
0:07.0, ,117-125,S. Hauser makes free throw 2 of 2,,4,125,117,8,2873.0
0:00.0,End of 4th quarter,117-125,,,4,125,117,8,2880.0
