Time,Boston,Score,Philadelphia,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
0:30.0,Offensive rebound by Team,83-75, ,,3,83,75,8,2130.0
0:29.0,Turnover by Team (shot clock),83-75, ,,3,83,75,8,2131.0
0:16.0, ,83-75,M. Morris misses 3-pt jump shot from 26 ft,,3,83,75,8,2144.0
0:11.0,Defensive rebound by L. Kornet,83-75, ,,3,83,75,8,2149.0
0:02.0,Personal take foul by J. Embiid (drawn by J. Holiday),83-75, ,,3,83,75,8,2158.0
0:02.0,S. Hauser enters the game for D. Banton,83-75, ,,3,83,75,8,2158.0
0:00.0,Instant Replay (Request: Ruling Stands),83-75, ,,3,83,75,8,2160.0
0:00.0,End of 3rd quarter,83-75,,,3,83,75,8,2160.0
12:00.0,Start of 4th quarter,83-75,,,4,83,75,8,2160.0
11:45.0, ,83-77,T. Harris makes 2-pt layup from 4 ft,,4,83,77,6,2175.0
11:29.0,Shooting foul by J. Springer (drawn by D. White),83-77, ,,4,83,77,6,2191.0
11:29.0,D. White makes free throw 1 of 2,84-77, ,,4,84,77,7,2191.0
11:29.0,D. White makes free throw 2 of 2,85-77, ,,4,85,77,8,2191.0
11:12.0, ,85-77,Shooting foul by S. Mykhailiuk (drawn by T. Harris),,4,85,77,8,2208.0
11:12.0, ,85-78,T. Harris makes free throw 1 of 2,,4,85,78,7,2208.0
11:12.0, ,85-78,D. Melton enters the game for P. Beverley,,4,85,78,7,2208.0
11:12.0, ,85-79,T. Harris makes free throw 2 of 2,,4,85,79,6,2208.0
10:58.0,D. White makes 2-pt jump shot from 12 ft,87-79, ,,4,87,79,8,2222.0
10:36.0, ,87-79,J. Springer misses 2-pt jump shot from 13 ft,,4,87,79,8,2244.0
10:31.0, ,87-79,Offensive rebound by P. Reed,,4,87,79,8,2249.0
10:31.0, ,87-81,P. Reed makes 2-pt dunk at rim,,4,87,81,6,2249.0
10:18.0,D. White misses 3-pt jump shot from 26 ft,87-81, ,,4,87,81,6,2262.0
10:15.0, ,87-81,Defensive rebound by D. Melton,,4,87,81,6,2265.0
10:09.0, ,87-81,Shooting foul by L. Kornet (drawn by D. Melton),,4,87,81,6,2271.0
10:09.0, ,87-82,D. Melton makes free throw 1 of 2,,4,87,82,5,2271.0
10:09.0,J. Tatum enters the game for D. Banton,87-82, ,,4,87,82,5,2271.0
10:09.0, ,87-82,D. Melton misses free throw 2 of 2,,4,87,82,5,2271.0
10:06.0,Defensive rebound by J. Tatum,87-82, ,,4,87,82,5,2274.0
9:55.0,J. Tatum misses 2-pt layup from 2 ft,87-82, ,,4,87,82,5,2285.0
9:53.0, ,87-82,Defensive rebound by T. Harris,,4,87,82,5,2287.0
9:48.0, ,87-82,T. Harris misses 2-pt layup from 3 ft,,4,87,82,5,2292.0
9:46.0,Defensive rebound by P. Pritchard,87-82, ,,4,87,82,5,2294.0
9:38.0,L. Kornet makes 2-pt dunk from 1 ft (assist by D. White),89-82, ,,4,89,82,7,2302.0
9:25.0, ,89-82,Shooting foul by S. Mykhailiuk (drawn by P. Reed),,4,89,82,7,2315.0
9:25.0, ,89-83,P. Reed makes free throw 1 of 2,,4,89,83,6,2315.0
9:25.0, ,89-83,P. Reed misses free throw 2 of 2,,4,89,83,6,2315.0
9:24.0,Defensive rebound by J. Tatum,89-83, ,,4,89,83,6,2316.0
9:13.0,Turnover by J. Tatum (lost ball; steal by J. Springer),89-83, ,,4,89,83,6,2327.0
9:11.0, ,89-85,J. Springer makes 2-pt dunk from 1 ft,,4,89,85,4,2329.0
8:53.0,S. Mykhailiuk misses 3-pt jump shot from 28 ft,89-85, ,,4,89,85,4,2347.0
8:46.0,Offensive rebound by P. Pritchard,89-85, ,,4,89,85,4,2354.0
8:46.0,P. Pritchard misses 2-pt layup at rim,89-85, ,,4,89,85,4,2354.0
8:45.0, ,89-85,Defensive rebound by P. Reed,,4,89,85,4,2355.0
8:41.0, ,89-88,D. Melton makes 3-pt jump shot from 25 ft (assist by T. Harris),,4,89,88,1,2359.0
8:18.0,D. White makes 3-pt jump shot from 27 ft (assist by L. Kornet),92-88, ,,4,92,88,4,2382.0
7:58.0, ,92-88,T. Harris misses 2-pt jump shot from 15 ft,,4,92,88,4,2402.0
7:56.0,Defensive rebound by J. Tatum,92-88, ,,4,92,88,4,2404.0
7:47.0,D. White makes 2-pt jump shot from 9 ft,94-88, ,,4,94,88,6,2413.0
7:35.0, ,94-88,T. Maxey misses 2-pt layup from 2 ft,,4,94,88,6,2425.0
7:31.0, ,94-88,Offensive rebound by P. Reed,,4,94,88,6,2429.0
7:31.0, ,94-90,P. Reed makes 2-pt layup at rim,,4,94,90,4,2429.0
7:22.0,Shooting foul by P. Reed (drawn by L. Kornet),94-90, ,,4,94,90,4,2438.0
7:22.0,L. Kornet makes free throw 1 of 2,95-90, ,,4,95,90,5,2438.0
7:22.0, ,95-90,Philadelphia full timeout,,4,95,90,5,2438.0
7:22.0,S. Hauser enters the game for S. Mykhailiuk,95-90, ,,4,95,90,5,2438.0
7:22.0, ,95-90,R. Covington enters the game for T. Harris,,4,95,90,5,2438.0
7:22.0,L. Kornet misses free throw 2 of 2,95-90, ,,4,95,90,5,2438.0
7:22.0, ,95-90,Defensive rebound by D. Melton,,4,95,90,5,2438.0
7:08.0, ,95-93,D. Melton makes 3-pt jump shot from 28 ft,,4,95,93,2,2452.0
6:45.0,D. White misses 2-pt jump shot from 4 ft,95-93, ,,4,95,93,2,2475.0
6:39.0,Offensive rebound by L. Kornet,95-93, ,,4,95,93,2,2481.0
6:39.0,L. Kornet makes 2-pt dunk at rim,97-93, ,,4,97,93,4,2481.0
6:28.0, ,97-96,T. Maxey makes 3-pt jump shot from 27 ft,,4,97,96,1,2492.0
6:12.0,J. Tatum misses 2-pt layup from 1 ft,97-96, ,,4,97,96,1,2508.0
6:08.0,Offensive rebound by L. Kornet,97-96, ,,4,97,96,1,2512.0
6:08.0,L. Kornet makes 2-pt layup at rim,99-96, ,,4,99,96,3,2512.0
6:00.0, ,99-96,Shooting foul by L. Kornet (drawn by T. Maxey),,4,99,96,3,2520.0
6:00.0, ,99-97,T. Maxey makes free throw 1 of 2,,4,99,97,2,2520.0
6:00.0,J. Holiday enters the game for L. Kornet,99-97, ,,4,99,97,2,2520.0
6:00.0,A. Horford enters the game for P. Pritchard,99-97, ,,4,99,97,2,2520.0
6:00.0, ,99-97,J. Embiid enters the game for P. Reed,,4,99,97,2,2520.0
6:00.0, ,99-97,T. Harris enters the game for J. Springer,,4,99,97,2,2520.0
6:00.0, ,99-98,T. Maxey makes free throw 2 of 2,,4,99,98,1,2520.0
5:40.0,J. Tatum misses 2-pt jump shot from 18 ft,99-98, ,,4,99,98,1,2540.0
5:38.0,Offensive rebound by Team,99-98, ,,4,99,98,1,2542.0
5:36.0,A. Horford misses 3-pt jump shot from 25 ft,99-98, ,,4,99,98,1,2544.0
5:33.0, ,99-98,Defensive rebound by T. Harris,,4,99,98,1,2547.0
5:13.0, ,99-98,Turnover by J. Embiid (lost ball; steal by J. Tatum),,4,99,98,1,2567.0
5:10.0,J. Tatum makes 2-pt layup from 1 ft (assist by D. White),101-98, ,,4,101,98,3,2570.0
5:10.0,Shooting foul by D. Melton (drawn by J. Tatum),101-98, ,,4,101,98,3,2570.0
5:10.0,J. Tatum makes free throw 1 of 1,102-98, ,,4,102,98,4,2570.0
4:49.0, ,102-98,T. Maxey misses 2-pt layup from 2 ft (block by A. Horford),,4,102,98,4,2591.0
4:46.0,Defensive rebound by D. White,102-98, ,,4,102,98,4,2594.0
4:38.0,D. White makes 3-pt jump shot from 26 ft (assist by A. Horford),105-98, ,,4,105,98,7,2602.0
4:37.0, ,105-98,Philadelphia full timeout,,4,105,98,7,2603.0
4:24.0, ,105-98,T. Harris misses 3-pt jump shot from 23 ft,,4,105,98,7,2616.0
4:20.0,Defensive rebound by A. Horford,105-98, ,,4,105,98,7,2620.0
4:04.0,J. Tatum misses 2-pt jump shot from 15 ft,105-98, ,,4,105,98,7,2636.0
4:01.0, ,105-98,Defensive rebound by R. Covington,,4,105,98,7,2639.0
3:45.0, ,105-100,R. Covington makes 2-pt layup from 3 ft (assist by J. Embiid),,4,105,100,5,2655.0
3:20.0,D. White misses 3-pt jump shot from 25 ft,105-100, ,,4,105,100,5,2680.0
3:19.0,Offensive rebound by Team,105-100, ,,4,105,100,5,2681.0
3:14.0,Shooting foul by D. Melton (drawn by J. Tatum),105-100, ,,4,105,100,5,2686.0
3:14.0,J. Tatum makes free throw 1 of 2,106-100, ,,4,106,100,6,2686.0
3:14.0,J. Tatum makes free throw 2 of 2,107-100, ,,4,107,100,7,2686.0
2:51.0, ,107-102,J. Embiid makes 2-pt hook shot from 7 ft (assist by T. Maxey),,4,107,102,5,2709.0
2:32.0,A. Horford makes 3-pt jump shot from 24 ft (assist by J. Tatum),110-102, ,,4,110,102,8,2728.0
2:09.0, ,110-104,T. Maxey makes 2-pt jump shot from 9 ft (assist by J. Embiid),,4,110,104,6,2751.0
2:09.0, ,110-104,Shooting foul by S. Hauser (drawn by T. Maxey),,4,110,104,6,2751.0
2:09.0, ,110-105,T. Maxey makes free throw 1 of 1,,4,110,105,5,2751.0
1:49.0,J. Holiday misses 3-pt jump shot from 26 ft,110-105, ,,4,110,105,5,2771.0
1:46.0, ,110-105,Defensive rebound by R. Covington,,4,110,105,5,2774.0
1:30.0, ,110-105,R. Covington misses 2-pt layup from 3 ft (block by A. Horford),,4,110,105,5,2790.0
1:28.0,Defensive rebound by A. Horford,110-105, ,,4,110,105,5,2792.0
1:11.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by D. White),113-105, ,,4,113,105,8,2809.0
1:11.0, ,113-105,Philadelphia full timeout,,4,113,105,8,2809.0
1:11.0, ,113-105,T. Maxey misses 3-pt jump shot from 27 ft (block by J. Holiday),,4,113,105,8,2809.0
1:11.0,Defensive rebound by Team,113-105, ,,4,113,105,8,2809.0
1:08.0,Boston full timeout,113-105, ,,4,113,105,8,2812.0
1:08.0,Instant Replay (Challenge: Ruling Stands),113-105, ,,4,113,105,8,2812.0
0:48.0,J. Tatum misses 2-pt jump shot from 5 ft,113-105, ,,4,113,105,8,2832.0
0:48.0,Offensive rebound by J. Tatum,113-105, ,,4,113,105,8,2832.0
0:48.0,J. Tatum makes 2-pt layup at rim,115-105, ,,4,115,105,10,2832.0
0:39.0, ,115-105,R. Covington misses 3-pt jump shot from 27 ft,,4,115,105,10,2841.0
0:35.0, ,115-105,Offensive rebound by J. Embiid,,4,115,105,10,2845.0
0:35.0, ,115-107,J. Embiid makes 2-pt layup at rim,,4,115,107,8,2845.0
0:29.0,Personal take foul by T. Maxey (drawn by D. White),115-107, ,,4,115,107,8,2851.0
0:29.0,D. White makes free throw 1 of 2,116-107, ,,4,116,107,9,2851.0
0:29.0,D. White makes free throw 2 of 2,117-107, ,,4,117,107,10,2851.0
0:20.0, ,117-107,R. Covington misses 3-pt jump shot from 25 ft (block by J. Holiday),,4,117,107,10,2860.0
0:20.0,Defensive rebound by D. White,117-107, ,,4,117,107,10,2860.0
0:00.0,End of 4th quarter,117-107,,,4,117,107,10,2880.0
