Time,Boston,Score,Milwaukee,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:56.0, ,55-98,B. Portis makes 3-pt jump shot from 23 ft (assist by P. Connaughton),,3,55,98,-43,1864.0
4:47.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft (assist by P. Pritchard),58-98, ,,3,58,98,-40,1873.0
4:34.0, ,58-98,Turnover by G. Antetokounmpo (lost ball; steal by D. Banton),,3,58,98,-40,1886.0
4:31.0,Shooting foul by P. Connaughton (drawn by D. Banton),58-98, ,,3,58,98,-40,1889.0
4:31.0,D. Banton misses free throw 1 of 2,58-98, ,,3,58,98,-40,1889.0
4:31.0,Offensive rebound by Team,58-98, ,,3,58,98,-40,1889.0
4:31.0,D. Banton makes free throw 2 of 2,59-98, ,,3,59,98,-39,1889.0
4:11.0, ,59-100,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by P. Connaughton),,3,59,100,-41,1909.0
4:01.0,O. Brissett misses 3-pt jump shot from 26 ft,59-100, ,,3,59,100,-41,1919.0
4:01.0, ,59-100,Defensive rebound by Team,,3,59,100,-41,1919.0
3:48.0, ,59-100,D. Lillard misses 3-pt jump shot from 27 ft,,3,59,100,-41,1932.0
3:43.0, ,59-100,Offensive rebound by G. Antetokounmpo,,3,59,100,-41,1937.0
3:43.0, ,59-100,B. Lopez enters the game for G. Antetokounmpo,,3,59,100,-41,1937.0
3:29.0, ,59-100,M. Beasley misses 3-pt jump shot from 27 ft,,3,59,100,-41,1951.0
3:26.0,Defensive rebound by N. Queta,59-100, ,,3,59,100,-41,1954.0
3:13.0,P. Pritchard makes 2-pt layup from 3 ft,61-100, ,,3,61,100,-39,1967.0
3:13.0,Shooting foul by P. Connaughton (drawn by P. Pritchard),61-100, ,,3,61,100,-39,1967.0
3:13.0, ,61-100,A. Jackson enters the game for M. Beasley,,3,61,100,-39,1967.0
3:13.0,P. Pritchard makes free throw 1 of 1,62-100, ,,3,62,100,-38,1967.0
2:59.0, ,62-100,Personal foul by P. Pritchard (drawn by D. Lillard),,3,62,100,-38,1981.0
2:59.0,Boston full timeout,62-100, ,,3,62,100,-38,1981.0
2:59.0,S. Hauser enters the game for P. Pritchard,62-100, ,,3,62,100,-38,1981.0
2:51.0, ,62-100,A. Jackson misses 3-pt jump shot from 23 ft,,3,62,100,-38,1989.0
2:50.0,Defensive rebound by N. Queta,62-100, ,,3,62,100,-38,1990.0
2:45.0,Shooting foul by P. Connaughton (drawn by S. Mykhailiuk),62-100, ,,3,62,100,-38,1995.0
2:45.0,S. Mykhailiuk makes free throw 1 of 2,63-100, ,,3,63,100,-37,1995.0
2:45.0, ,63-100,C. Payne enters the game for D. Lillard,,3,63,100,-37,1995.0
2:45.0,S. Mykhailiuk misses free throw 2 of 2,63-100, ,,3,63,100,-37,1995.0
2:42.0, ,63-100,Defensive rebound by B. Portis,,3,63,100,-37,1998.0
2:27.0, ,63-102,P. Connaughton makes 2-pt jump shot from 8 ft (assist by B. Lopez),,3,63,102,-39,2013.0
2:17.0,D. Banton misses 2-pt layup from 6 ft,63-102, ,,3,63,102,-39,2023.0
2:16.0,Offensive rebound by N. Queta,63-102, ,,3,63,102,-39,2024.0
2:16.0,N. Queta makes 2-pt layup at rim,65-102, ,,3,65,102,-37,2024.0
1:55.0, ,65-104,B. Portis makes 2-pt jump shot from 9 ft,,3,65,104,-39,2045.0
1:46.0,Offensive foul by N. Queta (drawn by C. Payne),65-104, ,,3,65,104,-39,2054.0
1:46.0,Turnover by N. Queta (offensive foul),65-104, ,,3,65,104,-39,2054.0
1:35.0, ,65-106,B. Portis makes 2-pt jump shot from 15 ft (assist by C. Payne),,3,65,106,-41,2065.0
1:21.0,Personal foul by A. Jackson (drawn by O. Brissett),65-106, ,,3,65,106,-41,2079.0
1:21.0,O. Brissett makes free throw 1 of 2,66-106, ,,3,66,106,-40,2079.0
1:21.0,L. Stevens enters the game for S. Mykhailiuk,66-106, ,,3,66,106,-40,2079.0
1:21.0,O. Brissett makes free throw 2 of 2,67-106, ,,3,67,106,-39,2079.0
1:06.0, ,67-109,C. Payne makes 3-pt jump shot from 27 ft (assist by A. Jackson),,3,67,109,-42,2094.0
0:55.0,S. Hauser makes 3-pt jump shot from 26 ft (assist by D. Banton),70-109, ,,3,70,109,-39,2105.0
0:34.0, ,70-111,B. Portis makes 2-pt jump shot from 15 ft (assist by P. Connaughton),,3,70,111,-41,2126.0
0:29.0,N. Queta misses 2-pt dunk from 4 ft (block by B. Lopez),70-111, ,,3,70,111,-41,2131.0
0:29.0,Offensive rebound by Team,70-111, ,,3,70,111,-41,2131.0
0:23.0,L. Stevens misses 2-pt jump shot from 17 ft,70-111, ,,3,70,111,-41,2137.0
0:20.0, ,70-111,Defensive rebound by B. Portis,,3,70,111,-41,2140.0
0:00.0,End of 3rd quarter,70-111,,,3,70,111,-41,2160.0
12:00.0,Start of 4th quarter,70-111,,,4,70,111,-41,2160.0
11:38.0,D. Banton makes 3-pt jump shot from 27 ft (assist by P. Pritchard),73-111, ,,4,73,111,-38,2182.0
11:16.0, ,73-111,B. Portis misses 2-pt jump shot from 12 ft,,4,73,111,-38,2204.0
11:13.0,Defensive rebound by S. Hauser,73-111, ,,4,73,111,-38,2207.0
11:02.0,S. Hauser makes 3-pt jump shot from 27 ft (assist by O. Brissett),76-111, ,,4,76,111,-35,2218.0
10:42.0, ,76-111,M. Beauchamp misses 3-pt jump shot from 25 ft,,4,76,111,-35,2238.0
10:39.0,Defensive rebound by S. Hauser,76-111, ,,4,76,111,-35,2241.0
10:32.0,Shooting foul by A. Jackson (drawn by O. Brissett),76-111, ,,4,76,111,-35,2248.0
10:32.0,O. Brissett makes free throw 1 of 2,77-111, ,,4,77,111,-34,2248.0
10:32.0,O. Brissett makes free throw 2 of 2,78-111, ,,4,78,111,-33,2248.0
10:17.0, ,78-113,C. Payne makes 2-pt jump shot from 16 ft,,4,78,113,-35,2263.0
10:01.0,S. Hauser misses 3-pt jump shot from 31 ft,78-113, ,,4,78,113,-35,2279.0
9:57.0, ,78-113,Defensive rebound by C. Payne,,4,78,113,-35,2283.0
9:54.0, ,78-113,C. Payne misses 3-pt jump shot from 26 ft,,4,78,113,-35,2286.0
9:54.0,Defensive rebound by Team,78-113, ,,4,78,113,-35,2286.0
9:45.0,P. Pritchard makes 2-pt jump shot from 10 ft,80-113, ,,4,80,113,-33,2295.0
9:28.0, ,80-116,B. Portis makes 3-pt jump shot from 27 ft (assist by C. Payne),,4,80,116,-36,2312.0
9:19.0,Shooting foul by B. Portis (drawn by O. Brissett),80-116, ,,4,80,116,-36,2321.0
9:19.0,O. Brissett makes free throw 1 of 2,81-116, ,,4,81,116,-35,2321.0
9:19.0,O. Brissett misses free throw 2 of 2,81-116, ,,4,81,116,-35,2321.0
9:17.0, ,81-116,Defensive rebound by A. Jackson,,4,81,116,-35,2323.0
9:04.0, ,81-116,B. Portis misses 2-pt jump shot from 13 ft,,4,81,116,-35,2336.0
9:00.0,Defensive rebound by O. Brissett,81-116, ,,4,81,116,-35,2340.0
8:54.0,P. Pritchard misses 3-pt jump shot from 27 ft,81-116, ,,4,81,116,-35,2346.0
8:54.0,Offensive rebound by L. Stevens,81-116, ,,4,81,116,-35,2346.0
8:54.0,Personal foul by A. Jackson (drawn by L. Stevens),81-116, ,,4,81,116,-35,2346.0
8:54.0, ,81-116,T. Antetokounmpo enters the game for P. Connaughton,,4,81,116,-35,2346.0
8:54.0, ,81-116,C. Livingston enters the game for A. Jackson,,4,81,116,-35,2346.0
8:43.0,O. Brissett makes 2-pt dunk from 3 ft,83-116, ,,4,83,116,-33,2357.0
8:43.0, ,83-116,Technical foul by T. Antetokounmpo,,4,83,116,-33,2357.0
8:43.0,S. Hauser makes technical free throw,84-116, ,,4,84,116,-32,2357.0
8:35.0, ,84-116,B. Portis misses 2-pt layup from 8 ft (block by L. Stevens),,4,84,116,-32,2365.0
8:34.0,Defensive rebound by Team,84-116, ,,4,84,116,-32,2366.0
8:34.0,Boston full timeout,84-116, ,,4,84,116,-32,2366.0
8:34.0,Instant Replay (Challenge: Ruling Stands),84-116, ,,4,84,116,-32,2366.0
8:34.0, ,84-116,A. Green enters the game for B. Portis,,4,84,116,-32,2366.0
8:11.0,O. Brissett misses 2-pt jump shot from 22 ft,84-116, ,,4,84,116,-32,2389.0
8:08.0, ,84-116,Defensive rebound by C. Payne,,4,84,116,-32,2392.0
7:58.0, ,84-116,A. Green misses 3-pt jump shot from 23 ft,,4,84,116,-32,2402.0
7:53.0, ,84-116,Offensive rebound by T. Antetokounmpo,,4,84,116,-32,2407.0
7:52.0, ,84-116,Turnover by T. Antetokounmpo (lost ball; steal by S. Hauser),,4,84,116,-32,2408.0
7:40.0,Shooting foul by A. Green (drawn by L. Stevens),84-116, ,,4,84,116,-32,2420.0
7:40.0,L. Stevens makes free throw 1 of 2,85-116, ,,4,85,116,-31,2420.0
7:40.0,L. Stevens makes free throw 2 of 2,86-116, ,,4,86,116,-30,2420.0
7:16.0, ,86-116,M. Beauchamp misses 3-pt jump shot from 24 ft,,4,86,116,-30,2444.0
7:13.0,Defensive rebound by P. Pritchard,86-116, ,,4,86,116,-30,2447.0
7:07.0,Personal foul by T. Antetokounmpo (drawn by P. Pritchard),86-116, ,,4,86,116,-30,2453.0
7:07.0,P. Pritchard makes free throw 1 of 2,87-116, ,,4,87,116,-29,2453.0
7:07.0,P. Pritchard makes free throw 2 of 2,88-116, ,,4,88,116,-28,2453.0
6:51.0, ,88-118,A. Green makes 2-pt layup from 2 ft (assist by C. Livingston),,4,88,118,-30,2469.0
6:42.0,S. Hauser misses 3-pt jump shot from 27 ft,88-118, ,,4,88,118,-30,2478.0
6:42.0,Offensive rebound by Team,88-118, ,,4,88,118,-30,2478.0
6:42.0,S. Mykhailiuk enters the game for O. Brissett,88-118, ,,4,88,118,-30,2478.0
6:42.0,N. Queta enters the game for S. Hauser,88-118, ,,4,88,118,-30,2478.0
6:39.0,D. Banton misses 2-pt jump shot from 17 ft,88-118, ,,4,88,118,-30,2481.0
6:35.0, ,88-118,Defensive rebound by M. Beauchamp,,4,88,118,-30,2485.0
6:26.0, ,88-120,T. Antetokounmpo makes 2-pt layup from 2 ft (assist by A. Green),,4,88,120,-32,2494.0
6:17.0,P. Pritchard makes 3-pt jump shot from 27 ft,91-120, ,,4,91,120,-29,2503.0
6:05.0, ,91-123,A. Green makes 3-pt jump shot from 28 ft (assist by C. Payne),,4,91,123,-32,2515.0
5:53.0,P. Pritchard misses 3-pt jump shot from 29 ft,91-123, ,,4,91,123,-32,2527.0
5:50.0, ,91-123,Defensive rebound by C. Payne,,4,91,123,-32,2530.0
5:45.0, ,91-123,T. Antetokounmpo misses 2-pt layup from 3 ft (block by D. Banton),,4,91,123,-32,2535.0
5:45.0, ,91-123,Offensive rebound by Team,,4,91,123,-32,2535.0
5:35.0, ,91-123,T. Antetokounmpo misses 2-pt layup from 8 ft (block by N. Queta),,4,91,123,-32,2545.0
5:31.0,Defensive rebound by P. Pritchard,91-123, ,,4,91,123,-32,2549.0
5:29.0,D. Banton misses 2-pt layup from 5 ft,91-123, ,,4,91,123,-32,2551.0
5:26.0, ,91-123,Defensive rebound by A. Green,,4,91,123,-32,2554.0
5:23.0,Jump ball: A. Green vs. N. Queta (C. Livingston gains possession),91-123,,,4,91,123,-32,2557.0
5:13.0, ,91-123,Offensive foul by T. Antetokounmpo (drawn by S. Mykhailiuk),,4,91,123,-32,2567.0
5:13.0, ,91-123,Turnover by T. Antetokounmpo (offensive foul),,4,91,123,-32,2567.0
5:01.0,L. Stevens misses 2-pt jump shot from 6 ft (block by M. Beauchamp),91-123, ,,4,91,123,-32,2579.0
5:01.0,Offensive rebound by Team,91-123, ,,4,91,123,-32,2579.0
4:58.0,N. Queta makes 2-pt dunk from 5 ft (assist by D. Banton),93-123, ,,4,93,123,-30,2582.0
4:41.0, ,93-126,A. Green makes 3-pt jump shot from 26 ft (assist by T. Antetokounmpo),,4,93,126,-33,2599.0
4:41.0, ,93-126,Shooting foul by L. Stevens (drawn by A. Green),,4,93,126,-33,2599.0
4:41.0, ,93-127,A. Green makes free throw 1 of 1,,4,93,127,-34,2599.0
4:33.0,Shooting foul by T. Antetokounmpo (drawn by P. Pritchard),93-127, ,,4,93,127,-34,2607.0
4:33.0, ,93-127,Milwaukee full timeout,,4,93,127,-34,2607.0
4:33.0,P. Pritchard makes free throw 1 of 2,94-127, ,,4,94,127,-33,2607.0
4:33.0,P. Pritchard makes free throw 2 of 2,95-127, ,,4,95,127,-32,2607.0
4:20.0, ,95-127,A. Green misses 3-pt jump shot from 27 ft,,4,95,127,-32,2620.0
4:16.0,Defensive rebound by S. Mykhailiuk,95-127, ,,4,95,127,-32,2624.0
4:11.0,N. Queta misses 2-pt layup from 10 ft (block by A. Green),95-127, ,,4,95,127,-32,2629.0
4:11.0, ,95-127,Defensive rebound by A. Green,,4,95,127,-32,2629.0
3:52.0, ,95-127,Turnover by M. Beauchamp (bad pass; steal by S. Mykhailiuk),,4,95,127,-32,2648.0
3:47.0,P. Pritchard makes 2-pt layup from 3 ft (assist by S. Mykhailiuk),97-127, ,,4,97,127,-30,2653.0
3:29.0, ,97-129,T. Antetokounmpo makes 2-pt dunk from 1 ft (assist by A. Green),,4,97,129,-32,2671.0
3:04.0,L. Stevens misses 2-pt dunk from 6 ft (block by T. Antetokounmpo),97-129, ,,4,97,129,-32,2696.0
3:00.0, ,97-129,Defensive rebound by C. Livingston,,4,97,129,-32,2700.0
2:49.0, ,97-131,C. Payne makes 2-pt jump shot from 18 ft,,4,97,131,-34,2711.0
2:24.0,P. Pritchard makes 2-pt jump shot from 8 ft,99-131, ,,4,99,131,-32,2736.0
2:07.0, ,99-133,C. Livingston makes 2-pt layup from 1 ft,,4,99,133,-34,2753.0
1:53.0,D. Banton misses 3-pt jump shot from 27 ft,99-133, ,,4,99,133,-34,2767.0
1:48.0, ,99-133,Defensive rebound by C. Payne,,4,99,133,-34,2772.0
1:44.0, ,99-133,Turnover by C. Livingston (bad pass; steal by D. Banton),,4,99,133,-34,2776.0
1:41.0,L. Stevens makes 2-pt dunk from 1 ft (assist by D. Banton),101-133, ,,4,101,133,-32,2779.0
1:17.0, ,101-135,T. Antetokounmpo makes 2-pt layup from 1 ft,,4,101,135,-34,2803.0
1:03.0,L. Stevens misses 2-pt jump shot from 13 ft,101-135, ,,4,101,135,-34,2817.0
1:00.0, ,101-135,Defensive rebound by C. Livingston,,4,101,135,-34,2820.0
0:47.0, ,101-135,A. Green misses 3-pt jump shot from 24 ft,,4,101,135,-34,2833.0
0:46.0,Defensive rebound by D. Banton,101-135, ,,4,101,135,-34,2834.0
0:40.0,Shooting foul by T. Antetokounmpo (drawn by L. Stevens),101-135, ,,4,101,135,-34,2840.0
0:40.0,L. Stevens misses free throw 1 of 2,101-135, ,,4,101,135,-34,2840.0
0:40.0,Offensive rebound by Team,101-135, ,,4,101,135,-34,2840.0
0:40.0,L. Stevens makes free throw 2 of 2,102-135, ,,4,102,135,-33,2840.0
0:16.0, ,102-135,Turnover by Team (shot clock),,4,102,135,-33,2864.0
0:00.0,End of 4th quarter,102-135,,,4,102,135,-33,2880.0
