Time,Washington,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:57.0,E. Omoruyi enters the game for P. Baldwin,74-97, ,,3,97,74,23,1923.0
3:57.0, ,74-97,D. Peterson enters the game for S. Hauser,,3,97,74,23,1923.0
3:57.0, ,74-97,N. Queta enters the game for L. Kornet,,3,97,74,23,1923.0
3:35.0,J. Butler misses 2-pt jump shot from 9 ft,74-97, ,,3,97,74,23,1945.0
3:34.0,Offensive rebound by J. Bernard,74-97, ,,3,97,74,23,1946.0
3:32.0,J. Bernard misses 2-pt jump shot from 1 ft,74-97, ,,3,97,74,23,1948.0
3:30.0,Offensive rebound by E. Omoruyi,74-97, ,,3,97,74,23,1950.0
3:29.0,E. Omoruyi makes 2-pt layup from 3 ft,76-97, ,,3,97,76,21,1951.0
3:11.0, ,76-97,Shooting foul by J. Champagnie (drawn by N. Queta),,3,97,76,21,1969.0
3:11.0, ,76-98,N. Queta makes free throw 1 of 2,,3,98,76,22,1969.0
3:11.0, ,76-99,N. Queta makes free throw 2 of 2,,3,99,76,23,1969.0
2:59.0,J. Butler makes 3-pt jump shot from 23 ft (assist by C. Kispert),79-99, ,,3,99,79,20,1981.0
2:40.0, ,79-102,J. Springer makes 3-pt jump shot from 26 ft (assist by P. Pritchard),,3,102,79,23,2000.0
2:31.0,Personal foul by J. Springer (drawn by J. Butler),79-102, ,,3,102,79,23,2009.0
2:24.0,E. Omoruyi makes 2-pt layup from 3 ft (assist by J. Butler),81-102, ,,3,102,81,21,2016.0
2:04.0, ,81-102,N. Queta misses 2-pt layup from 4 ft (block by J. Butler),,3,102,81,21,2036.0
2:03.0,Defensive rebound by J. Champagnie,81-102, ,,3,102,81,21,2037.0
1:52.0,C. Kispert makes 2-pt hook shot from 5 ft (assist by E. Omoruyi),83-102, ,,3,102,83,19,2048.0
1:26.0, ,83-102,J. Springer misses 2-pt layup from 4 ft,,3,102,83,19,2074.0
1:25.0, ,83-102,Offensive rebound by N. Queta,,3,102,83,19,2075.0
1:24.0, ,83-102,Turnover by Team (shot clock),,3,102,83,19,2076.0
1:14.0,J. Butler misses 2-pt jump shot from 9 ft,83-102, ,,3,102,83,19,2086.0
1:13.0, ,83-102,Defensive rebound by D. Peterson,,3,102,83,19,2087.0
1:02.0, ,83-102,P. Pritchard misses 3-pt jump shot from 27 ft,,3,102,83,19,2098.0
0:58.0,Defensive rebound by J. Champagnie,83-102, ,,3,102,83,19,2102.0
0:53.0,Turnover by J. Butler (bad pass; steal by D. Peterson),83-102, ,,3,102,83,19,2107.0
0:52.0, ,83-102,Turnover by D. Peterson (out of bounds lost ball),,3,102,83,19,2108.0
0:40.0,E. Omoruyi misses 2-pt layup from 3 ft,83-102, ,,3,102,83,19,2120.0
0:39.0, ,83-102,Defensive rebound by N. Queta,,3,102,83,19,2121.0
0:28.0, ,83-105,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by P. Pritchard),,3,105,83,22,2132.0
0:16.0,E. Omoruyi makes 3-pt jump shot from 27 ft (assist by C. Kispert),86-105, ,,3,105,86,19,2144.0
0:03.0, ,86-107,P. Pritchard makes 2-pt jump shot from 19 ft,,3,107,86,21,2157.0
0:00.0,J. Bernard makes 3-pt jump shot from 32 ft (assist by C. Kispert),89-107, ,,3,107,89,18,2160.0
0:00.0,Instant Replay (Request: Ruling Stands),89-107, ,,3,107,89,18,2160.0
0:00.0,End of 3rd quarter,89-107,,,3,107,89,18,2160.0
12:00.0,Start of 4th quarter,89-107,,,4,107,89,18,2160.0
11:36.0, ,89-107,J. Davison misses 2-pt jump shot from 5 ft,,4,107,89,18,2184.0
11:35.0, ,89-107,Offensive rebound by N. Queta,,4,107,89,18,2185.0
11:35.0, ,89-109,N. Queta makes 2-pt layup from 3 ft,,4,109,89,20,2185.0
11:19.0,E. Omoruyi misses 2-pt layup from 3 ft (block by N. Queta),89-109, ,,4,109,89,20,2201.0
11:18.0, ,89-109,Defensive rebound by N. Queta,,4,109,89,20,2202.0
11:14.0, ,89-111,O. Brissett makes 2-pt layup from 6 ft,,4,111,89,22,2206.0
11:14.0, ,89-111,Shooting foul by J. Butler (drawn by O. Brissett),,4,111,89,22,2206.0
11:14.0, ,89-111,O. Brissett misses free throw 1 of 1,,4,111,89,22,2206.0
11:14.0,Defensive rebound by J. Champagnie,89-111, ,,4,111,89,22,2206.0
11:02.0,D. Avdija misses 3-pt jump shot from 24 ft,89-111, ,,4,111,89,22,2218.0
11:01.0, ,89-111,Defensive rebound by J. Davison,,4,111,89,22,2219.0
10:54.0, ,89-111,O. Brissett misses 3-pt jump shot from 27 ft,,4,111,89,22,2226.0
10:53.0,Defensive rebound by J. Champagnie,89-111, ,,4,111,89,22,2227.0
10:33.0,J. Bernard misses 2-pt layup from 2 ft,89-111, ,,4,111,89,22,2247.0
10:32.0, ,89-111,Defensive rebound by N. Queta,,4,111,89,22,2248.0
10:26.0, ,89-113,O. Brissett makes 2-pt dunk from 3 ft (assist by J. Davison),,4,113,89,24,2254.0
10:25.0,Washington full timeout,89-113, ,,4,113,89,24,2255.0
10:25.0,P. Baldwin enters the game for E. Omoruyi,89-113, ,,4,113,89,24,2255.0
10:05.0,J. Butler makes 2-pt jump shot from 11 ft,91-113, ,,4,113,91,22,2275.0
9:48.0, ,91-113,Turnover by N. Queta (bad pass; steal by P. Baldwin),,4,113,91,22,2292.0
9:44.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Champagnie),93-113, ,,4,113,93,20,2296.0
9:17.0, ,93-115,N. Queta makes 2-pt layup from 3 ft (assist by P. Pritchard),,4,115,93,22,2323.0
9:02.0,J. Butler misses 2-pt layup from 3 ft (block by N. Queta),93-115, ,,4,115,93,22,2338.0
9:01.0, ,93-115,Defensive rebound by N. Queta,,4,115,93,22,2339.0
9:00.0, ,93-115,Personal foul by J. Butler (drawn by N. Queta),,4,115,93,22,2340.0
8:51.0, ,93-115,Turnover by O. Brissett (bad pass; steal by J. Champagnie),,4,115,93,22,2349.0
8:48.0,P. Baldwin makes 2-pt dunk from 1 ft (assist by J. Champagnie),95-115, ,,4,115,95,20,2352.0
8:33.0, ,95-115,S. Hauser misses 2-pt layup from 4 ft,,4,115,95,20,2367.0
8:32.0,Defensive rebound by P. Baldwin,95-115, ,,4,115,95,20,2368.0
8:28.0,J. Champagnie misses 2-pt layup from 4 ft (block by O. Brissett),95-115, ,,4,115,95,20,2372.0
8:27.0, ,95-115,Defensive rebound by J. Davison,,4,115,95,20,2373.0
8:24.0, ,95-115,Shooting foul by P. Baldwin (drawn by O. Brissett),,4,115,95,20,2376.0
8:24.0, ,95-115,O. Brissett misses free throw 1 of 2,,4,115,95,20,2376.0
8:24.0, ,95-115,Offensive rebound by Team,,4,115,95,20,2376.0
8:24.0, ,95-115,O. Brissett misses free throw 2 of 2,,4,115,95,20,2376.0
8:21.0,Defensive rebound by J. Bernard,95-115, ,,4,115,95,20,2379.0
8:15.0,J. Champagnie misses 2-pt layup from 3 ft (block by O. Brissett),95-115, ,,4,115,95,20,2385.0
8:14.0, ,95-115,Defensive rebound by P. Pritchard,,4,115,95,20,2386.0
8:09.0, ,95-115,J. Davison misses 3-pt jump shot from 27 ft,,4,115,95,20,2391.0
8:07.0,Defensive rebound by J. Bernard,95-115, ,,4,115,95,20,2393.0
8:00.0,J. Bernard makes 2-pt layup from 2 ft,97-115, ,,4,115,97,18,2400.0
7:39.0, ,97-115,O. Brissett misses 2-pt layup from 5 ft (block by J. Champagnie),,4,115,97,18,2421.0
7:37.0,Defensive rebound by J. Champagnie,97-115, ,,4,115,97,18,2423.0
7:35.0,P. Baldwin makes 2-pt dunk from 2 ft (assist by J. Butler),99-115, ,,4,115,99,16,2425.0
7:35.0,Shooting foul by J. Davison (drawn by P. Baldwin),99-115, ,,4,115,99,16,2425.0
7:35.0,J. Davis enters the game for D. Avdija,99-115, ,,4,115,99,16,2425.0
7:35.0, ,99-115,S. Mykhailiuk enters the game for J. Davison,,4,115,99,16,2425.0
7:35.0,P. Baldwin makes free throw 1 of 1,100-115, ,,4,115,100,15,2425.0
7:24.0, ,100-115,Personal foul by J. Davis (drawn by S. Hauser),,4,115,100,15,2436.0
7:18.0, ,100-118,S. Mykhailiuk makes 3-pt jump shot from 28 ft (assist by N. Queta),,4,118,100,18,2442.0
7:00.0,Turnover by J. Butler (bad pass; steal by S. Hauser),100-118, ,,4,118,100,18,2460.0
6:56.0, ,100-118,N. Queta misses 2-pt layup from 4 ft (block by P. Baldwin),,4,118,100,18,2464.0
6:55.0, ,100-118,Offensive rebound by Team,,4,118,100,18,2465.0
6:52.0, ,100-120,N. Queta makes 2-pt jump shot from 21 ft (assist by P. Pritchard),,4,120,100,20,2468.0
6:42.0,Turnover by J. Bernard (lost ball; steal by O. Brissett),100-120, ,,4,120,100,20,2478.0
6:31.0, ,100-122,N. Queta makes 2-pt dunk from 1 ft (assist by P. Pritchard),,4,122,100,22,2489.0
6:11.0,P. Baldwin makes 3-pt jump shot from 27 ft (assist by J. Butler),103-122, ,,4,122,103,19,2509.0
5:48.0, ,103-122,O. Brissett misses 2-pt layup from 5 ft,,4,122,103,19,2532.0
5:47.0,Defensive rebound by P. Baldwin,103-122, ,,4,122,103,19,2533.0
5:43.0,J. Butler misses 3-pt jump shot from 26 ft,103-122, ,,4,122,103,19,2537.0
5:41.0, ,103-122,Defensive rebound by P. Pritchard,,4,122,103,19,2539.0
5:36.0, ,103-122,Shooting foul by J. Butler (drawn by P. Pritchard),,4,122,103,19,2544.0
5:36.0, ,103-123,P. Pritchard makes free throw 1 of 2,,4,123,103,20,2544.0
5:36.0,E. Omoruyi enters the game for J. Champagnie,103-123, ,,4,123,103,20,2544.0
5:36.0, ,103-123,L. Kornet enters the game for S. Hauser,,4,123,103,20,2544.0
5:36.0, ,103-123,J. Springer enters the game for N. Queta,,4,123,103,20,2544.0
5:36.0, ,103-124,P. Pritchard makes free throw 2 of 2,,4,124,103,21,2544.0
5:23.0,P. Baldwin misses 2-pt jump shot from 10 ft,103-124, ,,4,124,103,21,2557.0
5:22.0, ,103-124,Defensive rebound by P. Pritchard,,4,124,103,21,2558.0
5:08.0, ,103-124,Turnover by O. Brissett (bad pass; steal by J. Davis),,4,124,103,21,2572.0
5:04.0,J. Davis misses 2-pt layup from 2 ft (block by S. Mykhailiuk),103-124, ,,4,124,103,21,2576.0
5:03.0,Offensive rebound by Team,103-124, ,,4,124,103,21,2577.0
4:57.0,J. Butler misses 2-pt jump shot from 10 ft,103-124, ,,4,124,103,21,2583.0
4:55.0, ,103-124,Defensive rebound by S. Mykhailiuk,,4,124,103,21,2585.0
4:48.0, ,103-124,J. Springer misses 3-pt jump shot from 26 ft,,4,124,103,21,2592.0
4:47.0,Defensive rebound by J. Bernard,103-124, ,,4,124,103,21,2593.0
4:37.0,P. Baldwin makes 3-pt jump shot from 24 ft (assist by J. Bernard),106-124, ,,4,124,106,18,2603.0
4:17.0, ,106-124,Turnover by P. Pritchard (lost ball; steal by J. Bernard),,4,124,106,18,2623.0
4:06.0,J. Bernard makes 3-pt jump shot from 28 ft (assist by E. Omoruyi),109-124, ,,4,124,109,15,2634.0
3:42.0, ,109-126,S. Mykhailiuk makes 2-pt jump shot from 5 ft,,4,126,109,17,2658.0
3:29.0,E. Omoruyi misses 3-pt jump shot from 26 ft,109-126, ,,4,126,109,17,2671.0
3:28.0, ,109-126,Defensive rebound by O. Brissett,,4,126,109,17,2672.0
3:09.0, ,109-126,Turnover by J. Springer (lost ball; steal by P. Baldwin),,4,126,109,17,2691.0
3:04.0,E. Omoruyi makes 2-pt layup from 2 ft (assist by J. Bernard),111-126, ,,4,126,111,15,2696.0
2:46.0, ,111-126,Turnover by P. Pritchard (lost ball; steal by J. Davis),,4,126,111,15,2714.0
2:43.0,J. Davis makes 2-pt dunk from 2 ft,113-126, ,,4,126,113,13,2717.0
2:43.0, ,113-126,Boston full timeout,,4,126,113,13,2717.0
2:43.0, ,113-126,S. Hauser enters the game for O. Brissett,,4,126,113,13,2717.0
2:21.0, ,113-126,S. Hauser misses 2-pt jump shot from 11 ft,,4,126,113,13,2739.0
2:20.0, ,113-126,L. Kornet misses 2-pt layup from 1 ft,,4,126,113,13,2740.0
2:20.0, ,113-126,Offensive rebound by L. Kornet,,4,126,113,13,2740.0
2:19.0, ,113-126,Turnover by Team (shot clock),,4,126,113,13,2741.0
2:07.0,P. Baldwin misses 2-pt jump shot from 6 ft,113-126, ,,4,126,113,13,2753.0
2:06.0,Offensive rebound by J. Bernard,113-126, ,,4,126,113,13,2754.0
2:05.0,J. Bernard makes 2-pt layup from 2 ft,115-126, ,,4,126,115,11,2755.0
2:05.0,Shooting foul by P. Pritchard (drawn by J. Bernard),115-126, ,,4,126,115,11,2755.0
2:05.0,J. Bernard makes free throw 1 of 1,116-126, ,,4,126,116,10,2755.0
1:44.0, ,116-128,L. Kornet makes 2-pt dunk from 3 ft (assist by S. Mykhailiuk),,4,128,116,12,2776.0
1:34.0,J. Butler makes 2-pt layup from 2 ft (assist by E. Omoruyi),118-128, ,,4,128,118,10,2786.0
1:16.0, ,118-130,P. Pritchard makes 2-pt jump shot from 13 ft,,4,130,118,12,2804.0
1:07.0,E. Omoruyi makes 2-pt dunk from 2 ft (assist by J. Butler),120-130, ,,4,130,120,10,2813.0
0:50.0, ,120-132,P. Pritchard makes 2-pt layup from 3 ft,,4,132,120,12,2830.0
0:50.0,Washington full timeout,120-132, ,,4,132,120,12,2830.0
0:40.0,J. Butler misses 2-pt layup from 3 ft,120-132, ,,4,132,120,12,2840.0
0:38.0, ,120-132,Defensive rebound by J. Springer,,4,132,120,12,2842.0
0:15.0, ,120-132,Turnover by Team (shot clock),,4,132,120,12,2865.0
0:04.0,J. Butler makes 2-pt jump shot from 8 ft,122-132, ,,4,132,122,10,2876.0
0:00.0,End of 4th quarter,122-132,,,4,132,122,10,2880.0
