Time,Boston,Score,Indiana,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:26.0,Offensive foul by S. Hauser (drawn by A. Nesmith),73-69, ,,3,73,69,4,1894.0
4:26.0,Turnover by S. Hauser (offensive foul),73-69, ,,3,73,69,4,1894.0
4:18.0, ,73-69,O. Toppin misses 3-pt jump shot from 27 ft,,3,73,69,4,1902.0
4:13.0,Defensive rebound by J. Holiday,73-69, ,,3,73,69,4,1907.0
4:05.0,S. Hauser misses 3-pt jump shot from 27 ft,73-69, ,,3,73,69,4,1915.0
4:01.0, ,73-69,Defensive rebound by M. Turner,,3,73,69,4,1919.0
3:53.0, ,73-69,T. Haliburton misses 3-pt jump shot from 29 ft,,3,73,69,4,1927.0
3:52.0,Defensive rebound by Team,73-69, ,,3,73,69,4,1928.0
3:52.0, ,73-69,I. Jackson enters the game for M. Turner,,3,73,69,4,1928.0
3:33.0,O. Brissett misses 3-pt jump shot from 23 ft,73-69, ,,3,73,69,4,1947.0
3:29.0,Offensive rebound by A. Horford,73-69, ,,3,73,69,4,1951.0
3:25.0,A. Horford makes 2-pt dunk from 2 ft (assist by J. Holiday),75-69, ,,3,75,69,6,1955.0
3:15.0, ,75-72,T. Haliburton makes 3-pt jump shot from 28 ft (assist by B. Mathurin),,3,75,72,3,1965.0
3:14.0,Boston full timeout,75-72, ,,3,75,72,3,1966.0
3:14.0,L. Kornet enters the game for O. Brissett,75-72, ,,3,75,72,3,1966.0
3:14.0,P. Pritchard enters the game for A. Horford,75-72, ,,3,75,72,3,1966.0
3:14.0, ,75-72,B. Hield enters the game for A. Nesmith,,3,75,72,3,1966.0
2:51.0,Turnover by J. Brown (bad pass; steal by T. Haliburton),75-72, ,,3,75,72,3,1989.0
2:47.0, ,75-72,T. Haliburton misses 3-pt jump shot from 30 ft,,3,75,72,3,1993.0
2:43.0,Defensive rebound by P. Pritchard,75-72, ,,3,75,72,3,1997.0
2:35.0,Shooting foul by I. Jackson (drawn by J. Brown),75-72, ,,3,75,72,3,2005.0
2:35.0,J. Brown misses free throw 1 of 2,75-72, ,,3,75,72,3,2005.0
2:35.0,Offensive rebound by Team,75-72, ,,3,75,72,3,2005.0
2:35.0,J. Brown makes free throw 2 of 2,76-72, ,,3,76,72,4,2005.0
2:13.0, ,76-72,B. Mathurin misses 2-pt jump shot from 13 ft,,3,76,72,4,2027.0
2:09.0,Defensive rebound by S. Hauser,76-72, ,,3,76,72,4,2031.0
2:01.0,J. Brown makes 2-pt jump shot from 4 ft,78-72, ,,3,78,72,6,2039.0
1:45.0, ,78-74,I. Jackson makes 2-pt dunk from 1 ft (assist by T. Haliburton),,3,78,74,4,2055.0
1:27.0,J. Holiday misses 2-pt layup from 3 ft,78-74, ,,3,78,74,4,2073.0
1:25.0, ,78-74,Defensive rebound by I. Jackson,,3,78,74,4,2075.0
1:20.0, ,78-76,O. Toppin makes 2-pt dunk from 2 ft (assist by B. Hield),,3,78,76,2,2080.0
0:58.0,J. Brown makes 2-pt jump shot from 5 ft,80-76, ,,3,80,76,4,2102.0
0:48.0, ,80-76,B. Hield misses 3-pt jump shot from 28 ft,,3,80,76,4,2112.0
0:47.0,Defensive rebound by Team,80-76, ,,3,80,76,4,2113.0
0:47.0, ,80-76,Loose ball foul by I. Jackson (drawn by L. Kornet),,3,80,76,4,2113.0
0:47.0,L. Kornet makes free throw 1 of 2,81-76, ,,3,81,76,5,2113.0
0:47.0, ,81-76,T. McConnell enters the game for T. Haliburton,,3,81,76,5,2113.0
0:47.0, ,81-76,J. Smith enters the game for I. Jackson,,3,81,76,5,2113.0
0:47.0,L. Kornet makes free throw 2 of 2,82-76, ,,3,82,76,6,2113.0
0:35.0, ,82-78,B. Mathurin makes 2-pt layup from 1 ft (assist by O. Toppin),,3,82,78,4,2125.0
0:32.0,S. Hauser misses 3-pt jump shot from 26 ft,82-78, ,,3,82,78,4,2128.0
0:28.0, ,82-78,Defensive rebound by O. Toppin,,3,82,78,4,2132.0
0:23.0, ,82-81,B. Hield makes 3-pt jump shot from 24 ft (assist by T. McConnell),,3,82,81,1,2137.0
0:03.0,J. Brown makes 2-pt jump shot from 7 ft,84-81, ,,3,84,81,3,2157.0
0:00.0, ,84-81,B. Hield misses 3-pt jump shot from 30 ft,,3,84,81,3,2160.0
0:00.0, ,84-81,Offensive rebound by Team,,3,84,81,3,2160.0
0:00.0,End of 3rd quarter,84-81,,,3,84,81,3,2160.0
12:00.0,Start of 4th quarter,84-81,,,4,84,81,3,2160.0
11:44.0,D. White makes 2-pt jump shot from 9 ft (assist by L. Kornet),86-81, ,,4,86,81,5,2176.0
11:26.0, ,86-81,B. Mathurin misses 3-pt jump shot from 24 ft,,4,86,81,5,2194.0
11:23.0,Defensive rebound by D. White,86-81, ,,4,86,81,5,2197.0
11:13.0,Turnover by D. White (lost ball; steal by B. Mathurin),86-81, ,,4,86,81,5,2207.0
11:09.0, ,86-83,O. Toppin makes 2-pt dunk from 1 ft,,4,86,83,3,2211.0
10:50.0,J. Tatum makes 3-pt jump shot from 26 ft,89-83, ,,4,89,83,6,2230.0
10:43.0, ,89-83,J. Smith misses 3-pt jump shot from 27 ft,,4,89,83,6,2237.0
10:40.0,Defensive rebound by J. Tatum,89-83, ,,4,89,83,6,2240.0
10:23.0,O. Brissett misses 2-pt layup from 2 ft,89-83, ,,4,89,83,6,2257.0
10:21.0,Offensive rebound by L. Kornet,89-83, ,,4,89,83,6,2259.0
10:21.0,L. Kornet makes 2-pt layup at rim,91-83, ,,4,91,83,8,2259.0
10:21.0, ,91-83,Indiana full timeout,,4,91,83,8,2259.0
9:57.0, ,91-83,B. Hield misses 2-pt jump shot from 14 ft,,4,91,83,8,2283.0
9:52.0,Defensive rebound by J. Tatum,91-83, ,,4,91,83,8,2288.0
9:49.0,D. White misses 3-pt jump shot from 29 ft,91-83, ,,4,91,83,8,2291.0
9:46.0, ,91-83,Defensive rebound by J. Smith,,4,91,83,8,2294.0
9:43.0, ,91-83,O. Toppin misses 2-pt layup from 3 ft,,4,91,83,8,2297.0
9:42.0,Defensive rebound by D. White,91-83, ,,4,91,83,8,2298.0
9:36.0,D. White misses 2-pt jump shot from 6 ft,91-83, ,,4,91,83,8,2304.0
9:34.0, ,91-83,Defensive rebound by J. Smith,,4,91,83,8,2306.0
9:23.0, ,91-85,B. Hield makes 2-pt layup from 5 ft (assist by T. McConnell),,4,91,85,6,2317.0
9:01.0,O. Brissett makes 2-pt layup from 1 ft (assist by L. Kornet),93-85, ,,4,93,85,8,2339.0
9:01.0, ,93-85,Violation by Team (def goaltending),,4,93,85,8,2339.0
9:01.0,Shooting foul by O. Toppin (drawn by O. Brissett),93-85, ,,4,93,85,8,2339.0
9:01.0, ,93-85,A. Nesmith enters the game for B. Hield,,4,93,85,8,2339.0
9:01.0,O. Brissett makes free throw 1 of 1,94-85, ,,4,94,85,9,2339.0
8:52.0, ,94-85,A. Nesmith misses 3-pt jump shot from 23 ft,,4,94,85,9,2348.0
8:46.0,Defensive rebound by P. Pritchard,94-85, ,,4,94,85,9,2354.0
8:42.0,P. Pritchard misses 3-pt jump shot from 26 ft,94-85, ,,4,94,85,9,2358.0
8:37.0,Offensive rebound by O. Brissett,94-85, ,,4,94,85,9,2363.0
8:28.0,Personal foul by J. Smith (drawn by J. Tatum),94-85, ,,4,94,85,9,2372.0
8:28.0, ,94-85,Indiana full timeout,,4,94,85,9,2372.0
8:28.0, ,94-85,Instant Replay (Challenge: Stands),,4,94,85,9,2372.0
8:28.0, ,94-85,M. Turner enters the game for J. Smith,,4,94,85,9,2372.0
8:21.0,J. Tatum misses 2-pt layup from 9 ft (block by B. Mathurin),94-85, ,,4,94,85,9,2379.0
8:21.0,Offensive rebound by Team,94-85, ,,4,94,85,9,2379.0
8:21.0,A. Horford enters the game for L. Kornet,94-85, ,,4,94,85,9,2379.0
8:21.0, ,94-85,T. Haliburton enters the game for T. McConnell,,4,94,85,9,2379.0
8:19.0,Jump ball: J. Tatum vs. B. Mathurin (A. Horford gains possession),94-85,,,4,94,85,9,2381.0
8:15.0,A. Horford misses 2-pt layup from 4 ft,94-85, ,,4,94,85,9,2385.0
8:11.0, ,94-85,Defensive rebound by B. Mathurin,,4,94,85,9,2389.0
8:08.0, ,94-85,T. Haliburton misses 3-pt jump shot from 30 ft,,4,94,85,9,2392.0
8:05.0,Defensive rebound by J. Tatum,94-85, ,,4,94,85,9,2395.0
7:58.0,J. Tatum makes 2-pt layup from 1 ft,96-85, ,,4,96,85,11,2402.0
7:58.0,Shooting foul by B. Mathurin (drawn by J. Tatum),96-85, ,,4,96,85,11,2402.0
7:58.0,J. Tatum makes free throw 1 of 1,97-85, ,,4,97,85,12,2402.0
7:47.0, ,97-85,T. Haliburton misses 2-pt jump shot from 9 ft (block by D. White),,4,97,85,12,2413.0
7:43.0,Defensive rebound by O. Brissett,97-85, ,,4,97,85,12,2417.0
7:30.0,J. Tatum makes 3-pt jump shot from 26 ft,100-85, ,,4,100,85,15,2430.0
7:18.0, ,100-85,Personal foul by D. White (drawn by A. Nesmith),,4,100,85,15,2442.0
7:18.0,J. Holiday enters the game for D. White,100-85, ,,4,100,85,15,2442.0
7:18.0, ,100-85,B. Hield enters the game for O. Toppin,,4,100,85,15,2442.0
7:12.0, ,100-85,Shooting foul by J. Holiday (drawn by M. Turner),,4,100,85,15,2448.0
7:12.0, ,100-86,M. Turner makes free throw 1 of 2,,4,100,86,14,2448.0
7:12.0,J. Brown enters the game for P. Pritchard,100-86, ,,4,100,86,14,2448.0
7:12.0, ,100-86,M. Turner misses free throw 2 of 2,,4,100,86,14,2448.0
7:11.0,Defensive rebound by J. Holiday,100-86, ,,4,100,86,14,2449.0
6:59.0,Turnover by J. Tatum (lost ball; steal by A. Nesmith),100-86, ,,4,100,86,14,2461.0
6:56.0, ,100-88,A. Nesmith makes 2-pt dunk from 1 ft (assist by B. Hield),,4,100,88,12,2464.0
6:35.0,Turnover by J. Brown (out of bounds lost ball),100-88, ,,4,100,88,12,2485.0
6:24.0, ,100-88,T. Haliburton misses 2-pt layup from 1 ft,,4,100,88,12,2496.0
6:24.0,Defensive rebound by J. Tatum,100-88, ,,4,100,88,12,2496.0
6:24.0, ,100-88,Technical foul by R. Carlisle,,4,100,88,12,2496.0
6:24.0,J. Tatum makes technical free throw,101-88, ,,4,101,88,13,2496.0
6:16.0,J. Tatum misses 2-pt jump shot from 17 ft,101-88, ,,4,101,88,13,2504.0
6:12.0, ,101-88,Defensive rebound by T. Haliburton,,4,101,88,13,2508.0
6:01.0, ,101-90,T. Haliburton makes 2-pt layup from 2 ft (assist by M. Turner),,4,101,90,11,2519.0
5:37.0,J. Tatum makes 2-pt layup at rim (assist by A. Horford),103-90, ,,4,103,90,13,2543.0
5:23.0, ,103-90,Turnover by T. Haliburton (bad pass; steal by A. Horford),,4,103,90,13,2557.0
5:19.0,J. Brown makes 2-pt dunk from 2 ft (assist by A. Horford),105-90, ,,4,105,90,15,2561.0
5:19.0, ,105-90,Indiana full timeout,,4,105,90,15,2561.0
5:09.0, ,105-90,Shooting foul by J. Holiday (drawn by B. Mathurin),,4,105,90,15,2571.0
5:09.0, ,105-91,B. Mathurin makes free throw 1 of 2,,4,105,91,14,2571.0
5:09.0, ,105-92,B. Mathurin makes free throw 2 of 2,,4,105,92,13,2571.0
4:47.0,A. Horford misses 3-pt jump shot from 26 ft,105-92, ,,4,105,92,13,2593.0
4:43.0, ,105-92,Defensive rebound by Team,,4,105,92,13,2597.0
4:28.0, ,105-92,Offensive foul by B. Mathurin (drawn by J. Holiday),,4,105,92,13,2612.0
4:28.0, ,105-92,Turnover by B. Mathurin (offensive foul),,4,105,92,13,2612.0
4:22.0,O. Brissett makes 3-pt jump shot from 24 ft (assist by A. Horford),108-92, ,,4,108,92,16,2618.0
4:05.0, ,108-92,B. Hield misses 3-pt jump shot from 26 ft (block by J. Brown),,4,108,92,16,2635.0
4:02.0, ,108-92,Offensive rebound by M. Turner,,4,108,92,16,2638.0
4:01.0, ,108-92,B. Hield misses 3-pt jump shot from 26 ft (block by O. Brissett),,4,108,92,16,2639.0
4:01.0,Defensive rebound by A. Horford,108-92, ,,4,108,92,16,2639.0
3:51.0,O. Brissett misses 3-pt jump shot from 23 ft,108-92, ,,4,108,92,16,2649.0
3:49.0, ,108-92,Defensive rebound by Team,,4,108,92,16,2651.0
3:36.0, ,108-94,B. Mathurin makes 2-pt layup from 1 ft,,4,108,94,14,2664.0
3:36.0, ,108-94,Shooting foul by O. Brissett (drawn by B. Mathurin),,4,108,94,14,2664.0
3:36.0,D. White enters the game for O. Brissett,108-94, ,,4,108,94,14,2664.0
3:36.0, ,108-95,B. Mathurin makes free throw 1 of 1,,4,108,95,13,2664.0
3:20.0,J. Tatum misses 2-pt layup from 2 ft,108-95, ,,4,108,95,13,2680.0
3:18.0, ,108-95,Defensive rebound by M. Turner,,4,108,95,13,2682.0
3:14.0, ,108-95,Turnover by T. Haliburton (bad pass; steal by J. Holiday),,4,108,95,13,2686.0
2:57.0,Shooting foul by T. Haliburton (drawn by J. Brown),108-95, ,,4,108,95,13,2703.0
2:57.0, ,108-95,B. Sheppard enters the game for B. Hield,,4,108,95,13,2703.0
2:57.0,J. Brown misses free throw 1 of 2,108-95, ,,4,108,95,13,2703.0
2:57.0,Offensive rebound by Team,108-95, ,,4,108,95,13,2703.0
2:57.0,J. Brown makes free throw 2 of 2,109-95, ,,4,109,95,14,2703.0
2:48.0, ,109-95,A. Nesmith misses 3-pt jump shot from 31 ft,,4,109,95,14,2712.0
2:44.0, ,109-95,Offensive rebound by M. Turner,,4,109,95,14,2716.0
2:40.0, ,109-95,Turnover by B. Mathurin (lost ball; steal by J. Tatum),,4,109,95,14,2720.0
2:37.0,J. Brown makes 2-pt dunk at rim (assist by J. Tatum),111-95, ,,4,111,95,16,2723.0
2:29.0, ,111-95,T. Haliburton misses 3-pt jump shot from 29 ft,,4,111,95,16,2731.0
2:24.0,Defensive rebound by J. Tatum,111-95, ,,4,111,95,16,2736.0
2:08.0,D. White makes 2-pt layup from 1 ft (assist by J. Holiday),113-95, ,,4,113,95,18,2752.0
1:57.0, ,113-95,T. Haliburton misses 2-pt jump shot from 13 ft,,4,113,95,18,2763.0
1:54.0,Defensive rebound by A. Horford,113-95, ,,4,113,95,18,2766.0
1:49.0,A. Horford misses 3-pt jump shot from 29 ft,113-95, ,,4,113,95,18,2771.0
1:46.0, ,113-95,Defensive rebound by B. Sheppard,,4,113,95,18,2774.0
1:39.0, ,113-97,B. Mathurin makes 2-pt jump shot from 6 ft,,4,113,97,16,2781.0
1:17.0,J. Tatum makes 3-pt jump shot from 32 ft,116-97, ,,4,116,97,19,2803.0
1:06.0, ,116-99,B. Mathurin makes 2-pt jump shot from 17 ft,,4,116,99,17,2814.0
1:06.0,Boston full timeout,116-99, ,,4,116,99,17,2814.0
1:06.0,D. Banton enters the game for J. Brown,116-99, ,,4,116,99,17,2814.0
1:06.0,O. Brissett enters the game for J. Holiday,116-99, ,,4,116,99,17,2814.0
1:06.0,L. Kornet enters the game for A. Horford,116-99, ,,4,116,99,17,2814.0
1:06.0,S. Mykhailiuk enters the game for J. Tatum,116-99, ,,4,116,99,17,2814.0
1:06.0,P. Pritchard enters the game for D. White,116-99, ,,4,116,99,17,2814.0
1:06.0, ,116-99,K. Brown enters the game for T. Haliburton,,4,116,99,17,2814.0
1:06.0, ,116-99,J. Nwora enters the game for B. Mathurin,,4,116,99,17,2814.0
1:06.0, ,116-99,O. Tshiebwe enters the game for A. Nesmith,,4,116,99,17,2814.0
1:06.0, ,116-99,J. Walker enters the game for M. Turner,,4,116,99,17,2814.0
0:48.0,P. Pritchard misses 2-pt jump shot from 15 ft,116-99, ,,4,116,99,17,2832.0
0:44.0,Offensive rebound by L. Kornet,116-99, ,,4,116,99,17,2836.0
0:40.0,O. Brissett makes 2-pt layup from 1 ft (assist by L. Kornet),118-99, ,,4,118,99,19,2840.0
0:31.0, ,118-101,O. Tshiebwe makes 2-pt jump shot from 19 ft (assist by J. Walker),,4,118,101,17,2849.0
0:07.0,Turnover by Team (shot clock),118-101, ,,4,118,101,17,2873.0
0:00.0,End of 4th quarter,118-101,,,4,118,101,17,2880.0
