Time,Boston,Score,Brooklyn,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
6:34.0,K. Porziņģis makes 3-pt jump shot from 29 ft (assist by J. Holiday),82-75, ,,3,82,75,7,1766.0
6:19.0, ,82-77,S. Dinwiddie makes 2-pt layup from 2 ft (assist by D. Finney-Smith),,3,82,77,5,1781.0
6:03.0,J. Tatum misses 2-pt jump shot from 16 ft,82-77, ,,3,82,77,5,1797.0
5:59.0, ,82-77,Defensive rebound by C. Thomas,,3,82,77,5,1801.0
5:42.0, ,82-77,S. Dinwiddie misses 2-pt jump shot from 11 ft,,3,82,77,5,1818.0
5:38.0,Defensive rebound by A. Horford,82-77, ,,3,82,77,5,1822.0
5:26.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Horford),85-77, ,,3,85,77,8,1834.0
5:07.0, ,85-79,C. Thomas makes 2-pt jump shot from 14 ft (assist by M. Bridges),,3,85,79,6,1853.0
4:58.0,J. Brown misses 3-pt jump shot from 28 ft,85-79, ,,3,85,79,6,1862.0
4:55.0, ,85-79,Defensive rebound by C. Thomas,,3,85,79,6,1865.0
4:50.0, ,85-79,D. Finney-Smith misses 3-pt jump shot from 25 ft,,3,85,79,6,1870.0
4:46.0,Defensive rebound by J. Tatum,85-79, ,,3,85,79,6,1874.0
4:33.0,Offensive foul by K. Porziņģis (drawn by C. Thomas),85-79, ,,3,85,79,6,1887.0
4:33.0,Turnover by K. Porziņģis (offensive foul),85-79, ,,3,85,79,6,1887.0
4:33.0,L. Kornet enters the game for A. Horford,85-79, ,,3,85,79,6,1887.0
4:33.0,P. Pritchard enters the game for K. Porziņģis,85-79, ,,3,85,79,6,1887.0
4:33.0, ,85-79,D. Sharpe enters the game for D. Finney-Smith,,3,85,79,6,1887.0
4:22.0, ,85-82,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by M. Bridges),,3,85,82,3,1898.0
4:07.0,Shooting foul by D. Sharpe (drawn by J. Tatum),85-82, ,,3,85,82,3,1913.0
4:07.0,J. Tatum makes free throw 1 of 2,86-82, ,,3,86,82,4,1913.0
4:07.0,J. Tatum makes free throw 2 of 2,87-82, ,,3,87,82,5,1913.0
3:53.0, ,87-82,Personal foul by J. Holiday (drawn by S. Dinwiddie),,3,87,82,5,1927.0
3:53.0,S. Hauser enters the game for J. Tatum,87-82, ,,3,87,82,5,1927.0
3:42.0, ,87-82,S. Dinwiddie misses 3-pt jump shot from 25 ft,,3,87,82,5,1938.0
3:39.0,Defensive rebound by S. Hauser,87-82, ,,3,87,82,5,1941.0
3:32.0,J. Brown misses 3-pt jump shot from 26 ft,87-82, ,,3,87,82,5,1948.0
3:29.0, ,87-82,Defensive rebound by D. Sharpe,,3,87,82,5,1951.0
3:20.0, ,87-84,C. Thomas makes 2-pt jump shot from 14 ft,,3,87,84,3,1960.0
2:59.0,Personal foul by R. O'Neale (drawn by J. Holiday),87-84, ,,3,87,84,3,1981.0
2:59.0, ,87-84,L. Walker enters the game for M. Bridges,,3,87,84,3,1981.0
2:56.0,Offensive foul by S. Hauser (drawn by R. O'Neale),87-84, ,,3,87,84,3,1984.0
2:56.0,Turnover by S. Hauser (offensive foul),87-84, ,,3,87,84,3,1984.0
2:40.0, ,87-84,C. Thomas misses 3-pt jump shot from 25 ft,,3,87,84,3,2000.0
2:39.0, ,87-84,Offensive rebound by Team,,3,87,84,3,2001.0
2:39.0,Loose ball foul by L. Kornet (drawn by D. Sharpe),87-84, ,,3,87,84,3,2001.0
2:25.0, ,87-86,C. Thomas makes 2-pt hook shot from 8 ft,,3,87,86,1,2015.0
2:14.0,L. Kornet makes 2-pt layup from 2 ft (assist by J. Holiday),89-86, ,,3,89,86,3,2026.0
2:03.0, ,89-86,Personal foul by J. Brown (drawn by L. Walker),,3,89,86,3,2037.0
1:59.0, ,89-86,Turnover by D. Sharpe (bad pass; steal by S. Hauser),,3,89,86,3,2041.0
1:54.0,S. Hauser makes 2-pt dunk from 2 ft,91-86, ,,3,91,86,5,2046.0
1:39.0, ,91-88,S. Dinwiddie makes 2-pt jump shot from 12 ft,,3,91,88,3,2061.0
1:28.0,J. Brown misses 2-pt layup from 3 ft,91-88, ,,3,91,88,3,2072.0
1:26.0, ,91-88,Defensive rebound by S. Dinwiddie,,3,91,88,3,2074.0
1:16.0, ,91-88,D. Sharpe misses 2-pt hook shot from 5 ft,,3,91,88,3,2084.0
1:14.0, ,91-88,Offensive rebound by D. Sharpe,,3,91,88,3,2086.0
1:13.0, ,91-88,Turnover by D. Sharpe (bad pass; steal by S. Hauser),,3,91,88,3,2087.0
1:10.0,J. Brown misses 2-pt layup from 2 ft (block by R. O'Neale),91-88, ,,3,91,88,3,2090.0
1:10.0,Offensive rebound by Team,91-88, ,,3,91,88,3,2090.0
1:10.0, ,91-88,M. Bridges enters the game for S. Dinwiddie,,3,91,88,3,2090.0
1:10.0, ,91-88,D. Smith enters the game for C. Thomas,,3,91,88,3,2090.0
1:07.0,P. Pritchard misses 3-pt jump shot from 23 ft,91-88, ,,3,91,88,3,2093.0
1:03.0,Offensive rebound by J. Holiday,91-88, ,,3,91,88,3,2097.0
0:59.0,J. Holiday misses 2-pt jump shot from 22 ft,91-88, ,,3,91,88,3,2101.0
0:57.0, ,91-88,Defensive rebound by R. O'Neale,,3,91,88,3,2103.0
0:49.0, ,91-88,L. Walker misses 2-pt jump shot from 16 ft,,3,91,88,3,2111.0
0:45.0,Defensive rebound by L. Kornet,91-88, ,,3,91,88,3,2115.0
0:35.0,J. Brown misses 3-pt jump shot from 27 ft,91-88, ,,3,91,88,3,2125.0
0:33.0, ,91-88,Defensive rebound by Team,,3,91,88,3,2127.0
0:14.0, ,91-88,R. O'Neale misses 3-pt jump shot from 24 ft,,3,91,88,3,2146.0
0:11.0, ,91-88,Offensive rebound by Team,,3,91,88,3,2149.0
0:11.0,A. Horford enters the game for L. Kornet,91-88, ,,3,91,88,3,2149.0
0:11.0, ,91-88,C. Thomas enters the game for D. Sharpe,,3,91,88,3,2149.0
0:02.0, ,91-88,Personal foul by J. Brown (drawn by M. Bridges),,3,91,88,3,2158.0
0:00.0, ,91-88,C. Thomas misses 2-pt jump shot from 13 ft (block by J. Brown),,3,91,88,3,2160.0
0:00.0, ,91-88,Offensive rebound by Team,,3,91,88,3,2160.0
0:00.0,End of 3rd quarter,91-88,,,3,91,88,3,2160.0
12:00.0,Start of 4th quarter,91-88,,,4,91,88,3,2160.0
11:41.0,Shooting foul by D. Sharpe (drawn by O. Brissett),91-88, ,,4,91,88,3,2179.0
11:41.0,O. Brissett makes free throw 1 of 2,92-88, ,,4,92,88,4,2179.0
11:41.0,O. Brissett makes free throw 2 of 2,93-88, ,,4,93,88,5,2179.0
11:22.0, ,93-88,M. Bridges misses 2-pt jump shot from 15 ft,,4,93,88,5,2198.0
11:18.0,Defensive rebound by O. Brissett,93-88, ,,4,93,88,5,2202.0
11:13.0,J. Tatum misses 3-pt jump shot from 27 ft,93-88, ,,4,93,88,5,2207.0
11:10.0, ,93-88,Defensive rebound by D. Sharpe,,4,93,88,5,2210.0
11:02.0, ,93-88,Turnover by D. Smith (bad pass; steal by L. Kornet),,4,93,88,5,2218.0
10:50.0,O. Brissett misses 3-pt jump shot from 26 ft,93-88, ,,4,93,88,5,2230.0
10:46.0, ,93-88,Defensive rebound by M. Bridges,,4,93,88,5,2234.0
10:39.0, ,93-88,Shooting foul by L. Kornet (drawn by D. Sharpe),,4,93,88,5,2241.0
10:39.0, ,93-88,D. Sharpe misses free throw 1 of 2,,4,93,88,5,2241.0
10:39.0, ,93-88,Offensive rebound by Team,,4,93,88,5,2241.0
10:39.0, ,93-88,D. Sharpe misses free throw 2 of 2,,4,93,88,5,2241.0
10:37.0,Defensive rebound by L. Kornet,93-88, ,,4,93,88,5,2243.0
10:24.0,O. Brissett misses 3-pt jump shot from 23 ft,93-88, ,,4,93,88,5,2256.0
10:18.0, ,93-88,Defensive rebound by L. Walker,,4,93,88,5,2262.0
10:11.0, ,93-90,L. Walker makes 2-pt jump shot from 20 ft,,4,93,90,3,2269.0
9:51.0,L. Kornet makes 2-pt layup from 2 ft (assist by P. Pritchard),95-90, ,,4,95,90,5,2289.0
9:51.0,Shooting foul by D. Finney-Smith (drawn by L. Kornet),95-90, ,,4,95,90,5,2289.0
9:51.0,L. Kornet makes free throw 1 of 1,96-90, ,,4,96,90,6,2289.0
9:37.0, ,96-90,M. Bridges misses 2-pt jump shot from 17 ft,,4,96,90,6,2303.0
9:34.0,Defensive rebound by J. Tatum,96-90, ,,4,96,90,6,2306.0
9:25.0,J. Tatum misses 2-pt jump shot from 11 ft,96-90, ,,4,96,90,6,2315.0
9:22.0, ,96-90,Defensive rebound by L. Walker,,4,96,90,6,2318.0
9:10.0, ,96-90,Brooklyn full timeout,,4,96,90,6,2330.0
9:10.0, ,96-90,R. O'Neale enters the game for D. Sharpe,,4,96,90,6,2330.0
9:04.0, ,96-90,M. Bridges misses 2-pt layup from 2 ft,,4,96,90,6,2336.0
9:02.0,Defensive rebound by L. Kornet,96-90, ,,4,96,90,6,2338.0
8:49.0,P. Pritchard misses 3-pt jump shot from 26 ft,96-90, ,,4,96,90,6,2351.0
8:45.0, ,96-90,Defensive rebound by D. Finney-Smith,,4,96,90,6,2355.0
8:24.0, ,96-92,L. Walker makes 2-pt layup from 2 ft (assist by R. O'Neale),,4,96,92,4,2376.0
7:58.0,Turnover by P. Pritchard (traveling),96-92, ,,4,96,92,4,2402.0
7:58.0,J. Holiday enters the game for P. Pritchard,96-92, ,,4,96,92,4,2402.0
7:58.0, ,96-92,C. Thomas enters the game for M. Bridges,,4,96,92,4,2402.0
7:47.0, ,96-95,D. Smith makes 3-pt jump shot from 26 ft (assist by C. Thomas),,4,96,95,1,2413.0
7:31.0,S. Hauser misses 3-pt jump shot from 26 ft,96-95, ,,4,96,95,1,2429.0
7:27.0,Offensive rebound by O. Brissett,96-95, ,,4,96,95,1,2433.0
7:27.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by O. Brissett),99-95, ,,4,99,95,4,2433.0
7:13.0, ,99-97,D. Smith makes 2-pt layup from 3 ft (assist by C. Thomas),,4,99,97,2,2447.0
7:03.0,Personal foul by C. Thomas (drawn by J. Tatum),99-97, ,,4,99,97,2,2457.0
7:03.0,A. Horford enters the game for O. Brissett,99-97, ,,4,99,97,2,2457.0
6:57.0,L. Kornet makes 2-pt dunk from 1 ft,101-97, ,,4,101,97,4,2463.0
6:44.0, ,101-97,D. Smith misses 3-pt jump shot from 25 ft,,4,101,97,4,2476.0
6:41.0, ,101-97,Offensive rebound by D. Finney-Smith,,4,101,97,4,2479.0
6:41.0, ,101-97,Turnover by L. Walker (step out of bounds),,4,101,97,4,2479.0
6:31.0,J. Holiday makes 3-pt jump shot from 27 ft,104-97, ,,4,104,97,7,2489.0
6:15.0, ,104-97,C. Thomas misses 2-pt jump shot from 8 ft (block by J. Holiday),,4,104,97,7,2505.0
6:12.0,Defensive rebound by L. Kornet,104-97, ,,4,104,97,7,2508.0
6:10.0,Turnover by J. Holiday (bad pass),104-97, ,,4,104,97,7,2510.0
6:10.0, ,104-97,M. Bridges enters the game for D. Smith,,4,104,97,7,2510.0
6:10.0, ,104-97,S. Dinwiddie enters the game for L. Walker,,4,104,97,7,2510.0
5:52.0, ,104-97,S. Dinwiddie misses 3-pt jump shot from 26 ft,,4,104,97,7,2528.0
5:49.0,Defensive rebound by J. Holiday,104-97, ,,4,104,97,7,2531.0
5:36.0,J. Tatum makes 3-pt jump shot from 27 ft,107-97, ,,4,107,97,10,2544.0
5:25.0, ,107-99,S. Dinwiddie makes 2-pt layup from 1 ft,,4,107,99,8,2555.0
5:11.0,J. Tatum makes 2-pt layup from 1 ft,109-99, ,,4,109,99,10,2569.0
5:10.0, ,109-99,Technical foul by J. Vaughn,,4,109,99,10,2570.0
5:10.0,J. Tatum makes technical free throw,110-99, ,,4,110,99,11,2570.0
5:10.0, ,110-99,Brooklyn full timeout,,4,110,99,11,2570.0
5:10.0,J. Brown enters the game for S. Hauser,110-99, ,,4,110,99,11,2570.0
5:10.0,K. Porziņģis enters the game for L. Kornet,110-99, ,,4,110,99,11,2570.0
4:48.0, ,110-102,M. Bridges makes 3-pt jump shot from 25 ft,,4,110,102,8,2592.0
4:29.0,J. Brown misses 3-pt jump shot from 23 ft,110-102, ,,4,110,102,8,2611.0
4:25.0, ,110-102,Defensive rebound by M. Bridges,,4,110,102,8,2615.0
4:20.0, ,110-102,Turnover by S. Dinwiddie (bad pass; steal by A. Horford),,4,110,102,8,2620.0
4:16.0,Personal foul by R. O'Neale (drawn by K. Porziņģis),110-102, ,,4,110,102,8,2624.0
4:03.0,J. Holiday misses 2-pt layup from 3 ft,110-102, ,,4,110,102,8,2637.0
4:01.0, ,110-102,Defensive rebound by S. Dinwiddie,,4,110,102,8,2639.0
3:57.0, ,110-102,S. Dinwiddie misses 2-pt layup from 1 ft,,4,110,102,8,2643.0
3:55.0,Defensive rebound by J. Tatum,110-102, ,,4,110,102,8,2645.0
3:51.0,A. Horford makes 2-pt layup from 2 ft (assist by J. Holiday),112-102, ,,4,112,102,10,2649.0
3:41.0, ,112-102,D. Finney-Smith misses 3-pt jump shot from 25 ft,,4,112,102,10,2659.0
3:38.0,Defensive rebound by Team,112-102, ,,4,112,102,10,2662.0
3:24.0,J. Brown misses 3-pt jump shot from 26 ft,112-102, ,,4,112,102,10,2676.0
3:21.0, ,112-102,Defensive rebound by M. Bridges,,4,112,102,10,2679.0
3:14.0, ,112-102,R. O'Neale misses 3-pt jump shot from 24 ft,,4,112,102,10,2686.0
3:11.0,Defensive rebound by J. Brown,112-102, ,,4,112,102,10,2689.0
3:00.0,Shooting foul by M. Bridges (drawn by K. Porziņģis),112-102, ,,4,112,102,10,2700.0
3:00.0,K. Porziņģis makes free throw 1 of 2,113-102, ,,4,113,102,11,2700.0
3:00.0,K. Porziņģis misses free throw 2 of 2,113-102, ,,4,113,102,11,2700.0
2:57.0, ,113-102,Defensive rebound by D. Finney-Smith,,4,113,102,11,2703.0
2:49.0, ,113-105,M. Bridges makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,4,113,105,8,2711.0
2:33.0,A. Horford misses 3-pt jump shot from 23 ft,113-105, ,,4,113,105,8,2727.0
2:28.0,Offensive rebound by J. Holiday,113-105, ,,4,113,105,8,2732.0
2:27.0,J. Holiday misses 3-pt jump shot from 26 ft,113-105, ,,4,113,105,8,2733.0
2:24.0, ,113-105,Defensive rebound by C. Thomas,,4,113,105,8,2736.0
2:16.0, ,113-105,C. Thomas misses 3-pt jump shot from 25 ft,,4,113,105,8,2744.0
2:13.0,Defensive rebound by J. Holiday,113-105, ,,4,113,105,8,2747.0
2:10.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Holiday),115-105, ,,4,115,105,10,2750.0
1:55.0, ,115-105,M. Bridges misses 3-pt jump shot from 25 ft,,4,115,105,10,2765.0
1:55.0,Defensive rebound by Team,115-105, ,,4,115,105,10,2765.0
1:42.0,J. Brown misses 3-pt jump shot from 26 ft,115-105, ,,4,115,105,10,2778.0
1:40.0,Offensive rebound by K. Porziņģis,115-105, ,,4,115,105,10,2780.0
1:40.0,K. Porziņģis makes 2-pt layup at rim,117-105, ,,4,117,105,12,2780.0
1:40.0, ,117-105,Brooklyn full timeout,,4,117,105,12,2780.0
1:32.0, ,117-105,C. Thomas misses 2-pt layup from 1 ft (block by K. Porziņģis),,4,117,105,12,2788.0
1:29.0,Defensive rebound by J. Tatum,117-105, ,,4,117,105,12,2791.0
1:28.0,A. Horford makes 2-pt dunk from 2 ft (assist by J. Brown),119-105, ,,4,119,105,14,2792.0
1:28.0,Technical foul by A. Horford,119-105, ,,4,119,105,14,2792.0
1:28.0, ,119-106,M. Bridges makes technical free throw,,4,119,106,13,2792.0
1:28.0, ,119-106,T. Watford enters the game for D. Finney-Smith,,4,119,106,13,2792.0
1:18.0, ,119-109,M. Bridges makes 3-pt jump shot from 24 ft (assist by T. Watford),,4,119,109,10,2802.0
1:05.0,Shooting foul by M. Bridges (drawn by J. Brown),119-109, ,,4,119,109,10,2815.0
1:05.0,J. Brown makes free throw 1 of 2,120-109, ,,4,120,109,11,2815.0
1:05.0,P. Pritchard enters the game for A. Horford,120-109, ,,4,120,109,11,2815.0
1:05.0, ,120-109,A. Brooks enters the game for M. Bridges,,4,120,109,11,2815.0
1:05.0, ,120-109,D. Sharpe enters the game for S. Dinwiddie,,4,120,109,11,2815.0
1:05.0, ,120-109,J. Wilson enters the game for R. O'Neale,,4,120,109,11,2815.0
1:05.0,J. Brown makes free throw 2 of 2,121-109, ,,4,121,109,12,2815.0
0:57.0, ,121-112,C. Thomas makes 3-pt jump shot from 26 ft (assist by D. Sharpe),,4,121,112,9,2823.0
0:34.0,J. Brown makes 3-pt jump shot from 35 ft,124-112, ,,4,124,112,12,2846.0
0:18.0, ,124-114,C. Thomas makes 2-pt jump shot from 8 ft,,4,124,114,10,2862.0
0:00.0,End of 4th quarter,124-114,,,4,124,114,10,2880.0
