Time,Brooklyn,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
3:31.0, ,71-86,J. Brown misses 3-pt jump shot from 27 ft,,3,86,71,15,1949.0
3:31.0,Defensive rebound by L. Walker,71-86, ,,3,86,71,15,1949.0
3:15.0,T. Watford makes 2-pt jump shot from 10 ft (assist by R. O'Neale),73-86, ,,3,86,73,13,1965.0
2:58.0, ,73-86,S. Hauser misses 3-pt jump shot from 28 ft,,3,86,73,13,1982.0
2:57.0,Defensive rebound by M. Bridges,73-86, ,,3,86,73,13,1983.0
2:57.0, ,73-86,P. Pritchard enters the game for J. Holiday,,3,86,73,13,1983.0
2:47.0, ,73-86,Boston full timeout,,3,86,73,13,1993.0
2:47.0,C. Johnson enters the game for M. Bridges,73-86, ,,3,86,73,13,1993.0
2:47.0, ,73-86,J. Holiday enters the game for L. Kornet,,3,86,73,13,1993.0
2:47.0, ,73-86,K. Porziņģis enters the game for P. Pritchard,,3,86,73,13,1993.0
2:47.0, ,73-86,Instant Replay (Challenge: Stands),,3,86,73,13,1993.0
2:47.0,M. Bridges enters the game for C. Johnson,73-86, ,,3,86,73,13,1993.0
2:47.0, ,73-86,L. Kornet enters the game for J. Holiday,,3,86,73,13,1993.0
2:47.0, ,73-86,P. Pritchard enters the game for K. Porziņģis,,3,86,73,13,1993.0
2:40.0,M. Bridges makes 2-pt layup from 6 ft (assist by T. Watford),75-86, ,,3,86,75,11,2000.0
2:17.0, ,75-86,Turnover by J. Brown (out of bounds lost ball),,3,86,75,11,2023.0
2:03.0,L. Walker makes 2-pt jump shot from 18 ft,77-86, ,,3,86,77,9,2037.0
1:47.0, ,77-86,D. White misses 2-pt layup from 7 ft,,3,86,77,9,2053.0
1:46.0, ,77-86,Offensive rebound by L. Kornet,,3,86,77,9,2054.0
1:45.0, ,77-88,L. Kornet makes 2-pt layup from 1 ft,,3,88,77,11,2055.0
1:45.0, ,77-88,Shooting foul by T. Watford (drawn by L. Kornet),,3,88,77,11,2055.0
1:45.0,C. Johnson enters the game for R. O'Neale,77-88, ,,3,88,77,11,2055.0
1:45.0, ,77-89,L. Kornet makes free throw 1 of 1,,3,89,77,12,2055.0
1:38.0,C. Johnson makes 3-pt jump shot from 24 ft (assist by T. Watford),80-89, ,,3,89,80,9,2062.0
1:19.0, ,80-89,Turnover by J. Brown (traveling),,3,89,80,9,2081.0
1:08.0,M. Bridges misses 3-pt jump shot from 24 ft,80-89, ,,3,89,80,9,2092.0
1:06.0,Offensive rebound by C. Johnson,80-89, ,,3,89,80,9,2094.0
1:04.0,C. Johnson misses 2-pt jump shot from 12 ft,80-89, ,,3,89,80,9,2096.0
1:03.0, ,80-89,Defensive rebound by L. Kornet,,3,89,80,9,2097.0
1:02.0, ,80-89,Personal foul by D. Smith (drawn by P. Pritchard),,3,89,80,9,2098.0
1:02.0, ,80-90,P. Pritchard makes free throw 1 of 2,,3,90,80,10,2098.0
1:02.0, ,80-90,O. Brissett enters the game for L. Kornet,,3,90,80,10,2098.0
1:02.0, ,80-90,P. Pritchard misses free throw 2 of 2,,3,90,80,10,2098.0
1:02.0, ,80-90,Offensive rebound by P. Pritchard,,3,90,80,10,2098.0
1:00.0, ,80-92,P. Pritchard makes 2-pt layup at rim,,3,92,80,12,2100.0
0:51.0,Shooting foul by O. Brissett (drawn by D. Smith),80-92, ,,3,92,80,12,2109.0
0:51.0,D. Smith makes free throw 1 of 2,81-92, ,,3,92,81,11,2109.0
0:51.0,D. Smith makes free throw 2 of 2,82-92, ,,3,92,82,10,2109.0
0:40.0, ,82-92,Personal foul by D. Smith (drawn by D. White),,3,92,82,10,2120.0
0:40.0, ,82-93,D. White makes free throw 1 of 2,,3,93,82,11,2120.0
0:40.0, ,82-93,D. White misses free throw 2 of 2,,3,93,82,11,2120.0
0:40.0,Defensive rebound by M. Bridges,82-93, ,,3,93,82,11,2120.0
0:30.0,D. Smith misses 2-pt layup from 4 ft,82-93, ,,3,93,82,11,2130.0
0:28.0,Offensive rebound by T. Watford,82-93, ,,3,93,82,11,2132.0
0:26.0,Personal foul by S. Hauser (drawn by T. Watford),82-93, ,,3,93,82,11,2134.0
0:26.0,T. Watford makes free throw 1 of 2,83-93, ,,3,93,83,10,2134.0
0:26.0,D. Finney-Smith enters the game for L. Walker,83-93, ,,3,93,83,10,2134.0
0:26.0,T. Watford makes free throw 2 of 2,84-93, ,,3,93,84,9,2134.0
0:03.0, ,84-93,O. Brissett misses 2-pt layup from 6 ft,,3,93,84,9,2157.0
0:00.0,Defensive rebound by C. Johnson,84-93, ,,3,93,84,9,2160.0
0:00.0,C. Johnson misses 3-pt jump shot from 45 ft,84-93, ,,3,93,84,9,2160.0
0:00.0,Offensive rebound by Team,84-93, ,,3,93,84,9,2160.0
0:00.0,End of 3rd quarter,84-93,,,3,93,84,9,2160.0
12:00.0,Start of 4th quarter,84-93,,,4,93,84,9,2160.0
11:43.0, ,84-93,J. Holiday misses 2-pt jump shot from 13 ft,,4,93,84,9,2177.0
11:41.0, ,84-93,Offensive rebound by Team,,4,93,84,9,2179.0
11:41.0,Loose ball foul by C. Johnson (drawn by L. Kornet),84-93, ,,4,93,84,9,2179.0
11:30.0, ,84-96,J. Tatum makes 3-pt jump shot from 27 ft (assist by J. Holiday),,4,96,84,12,2190.0
11:10.0,C. Johnson misses 2-pt jump shot from 20 ft,84-96, ,,4,96,84,12,2210.0
11:08.0, ,84-96,Defensive rebound by S. Hauser,,4,96,84,12,2212.0
11:06.0, ,84-96,Personal foul by D. Finney-Smith (drawn by S. Hauser),,4,96,84,12,2214.0
10:53.0, ,84-98,J. Tatum makes 2-pt jump shot from 21 ft (assist by J. Holiday),,4,98,84,14,2227.0
10:27.0,D. Smith makes 2-pt jump shot from 20 ft,86-98, ,,4,98,86,12,2253.0
10:07.0, ,86-98,J. Tatum misses 3-pt jump shot from 27 ft,,4,98,86,12,2273.0
10:05.0, ,86-98,Offensive rebound by P. Pritchard,,4,98,86,12,2275.0
9:59.0, ,86-101,S. Hauser makes 3-pt jump shot from 26 ft (assist by P. Pritchard),,4,101,86,15,2281.0
9:40.0,C. Johnson misses 3-pt jump shot from 30 ft,86-101, ,,4,101,86,15,2300.0
9:39.0, ,86-101,Defensive rebound by Team,,4,101,86,15,2301.0
9:39.0,Loose ball foul by D. Finney-Smith (drawn by L. Kornet),86-101, ,,4,101,86,15,2301.0
9:39.0,A. Brooks enters the game for M. Bridges,86-101, ,,4,101,86,15,2301.0
9:39.0,L. Walker enters the game for D. Smith,86-101, ,,4,101,86,15,2301.0
9:26.0, ,86-101,Turnover by J. Tatum (out of bounds lost ball),,4,101,86,15,2314.0
9:12.0,T. Watford misses 3-pt jump shot from 25 ft,86-101, ,,4,101,86,15,2328.0
9:10.0, ,86-101,Defensive rebound by J. Holiday,,4,101,86,15,2330.0
9:00.0, ,86-104,S. Hauser makes 3-pt jump shot from 26 ft (assist by P. Pritchard),,4,104,86,18,2340.0
8:38.0,C. Johnson makes 2-pt jump shot from 16 ft (assist by T. Watford),88-104, ,,4,104,88,16,2362.0
8:32.0, ,88-104,Personal foul by D. Finney-Smith (drawn by J. Holiday),,4,104,88,16,2368.0
8:32.0,D. Sharpe enters the game for D. Finney-Smith,88-104, ,,4,104,88,16,2368.0
8:32.0,D. Smith enters the game for C. Johnson,88-104, ,,4,104,88,16,2368.0
8:15.0, ,88-104,Shooting foul by D. Smith (drawn by J. Tatum),,4,104,88,16,2385.0
8:15.0, ,88-105,J. Tatum makes free throw 1 of 2,,4,105,88,17,2385.0
8:15.0, ,88-106,J. Tatum makes free throw 2 of 2,,4,106,88,18,2385.0
8:03.0,D. Smith misses 2-pt jump shot from 15 ft,88-106, ,,4,106,88,18,2397.0
8:01.0,Offensive rebound by D. Smith,88-106, ,,4,106,88,18,2399.0
8:01.0,D. Smith misses 2-pt layup at rim,88-106, ,,4,106,88,18,2399.0
7:58.0, ,88-106,Defensive rebound by L. Kornet,,4,106,88,18,2402.0
7:55.0, ,88-106,J. Tatum misses 2-pt layup from 3 ft,,4,106,88,18,2405.0
7:53.0,Defensive rebound by L. Walker,88-106, ,,4,106,88,18,2407.0
7:49.0,D. Smith makes 2-pt dunk from 2 ft (assist by L. Walker),90-106, ,,4,106,90,16,2411.0
7:32.0, ,90-106,S. Hauser misses 3-pt jump shot from 25 ft,,4,106,90,16,2428.0
7:30.0, ,90-106,Offensive rebound by J. Holiday,,4,106,90,16,2430.0
7:19.0, ,90-106,Shooting foul by T. Watford (drawn by J. Tatum),,4,106,90,16,2441.0
7:19.0, ,90-107,J. Tatum makes free throw 1 of 2,,4,107,90,17,2441.0
7:19.0, ,90-108,J. Tatum makes free throw 2 of 2,,4,108,90,18,2441.0
7:01.0,Offensive foul by D. Sharpe (drawn by S. Hauser),90-108, ,,4,108,90,18,2459.0
7:01.0,Turnover by D. Sharpe (offensive foul),90-108, ,,4,108,90,18,2459.0
6:51.0, ,90-111,S. Hauser makes 3-pt jump shot from 26 ft (assist by J. Holiday),,4,111,90,21,2469.0
6:29.0,D. Sharpe misses 2-pt layup from 4 ft (block by L. Kornet),90-111, ,,4,111,90,21,2491.0
6:27.0, ,90-111,Defensive rebound by L. Kornet,,4,111,90,21,2493.0
6:20.0, ,90-111,P. Pritchard misses 3-pt jump shot from 28 ft,,4,111,90,21,2500.0
6:18.0,Defensive rebound by T. Watford,90-111, ,,4,111,90,21,2502.0
6:06.0,L. Walker makes 2-pt layup from 2 ft,92-111, ,,4,111,92,19,2514.0
5:51.0, ,92-111,Shooting foul by T. Watford (drawn by J. Tatum),,4,111,92,19,2529.0
5:51.0, ,92-111,Boston full timeout,,4,111,92,19,2529.0
5:51.0,H. Giles enters the game for L. Walker,92-111, ,,4,111,92,19,2529.0
5:51.0, ,92-111,J. Tatum misses free throw 1 of 2,,4,111,92,19,2529.0
5:51.0, ,92-111,Offensive rebound by Team,,4,111,92,19,2529.0
5:51.0, ,92-112,J. Tatum makes free throw 2 of 2,,4,112,92,20,2529.0
5:39.0,D. Sharpe misses 3-pt jump shot from 24 ft,92-112, ,,4,112,92,20,2541.0
5:37.0, ,92-112,Defensive rebound by J. Holiday,,4,112,92,20,2543.0
5:24.0, ,92-112,P. Pritchard misses 3-pt jump shot from 24 ft,,4,112,92,20,2556.0
5:23.0, ,92-112,Offensive rebound by L. Kornet,,4,112,92,20,2557.0
5:19.0, ,92-114,P. Pritchard makes 2-pt layup from 5 ft (assist by S. Hauser),,4,114,92,22,2561.0
5:02.0,Turnover by H. Giles (bad pass),92-114, ,,4,114,92,22,2578.0
4:52.0, ,92-114,P. Pritchard misses 3-pt jump shot from 25 ft,,4,114,92,22,2588.0
4:47.0,Defensive rebound by D. Sharpe,92-114, ,,4,114,92,22,2593.0
4:41.0,Turnover by A. Brooks (bad pass),92-114, ,,4,114,92,22,2599.0
4:28.0, ,92-114,J. Tatum misses 3-pt jump shot from 25 ft,,4,114,92,22,2612.0
4:26.0, ,92-114,Offensive rebound by L. Kornet,,4,114,92,22,2614.0
4:26.0, ,92-114,L. Kornet misses 2-pt layup from 1 ft,,4,114,92,22,2614.0
4:24.0, ,92-114,Offensive rebound by L. Kornet,,4,114,92,22,2616.0
4:21.0, ,92-114,J. Holiday misses 3-pt jump shot from 27 ft,,4,114,92,22,2619.0
4:18.0, ,92-114,Offensive rebound by L. Kornet,,4,114,92,22,2622.0
4:08.0, ,92-116,P. Pritchard makes 2-pt layup from 2 ft (assist by L. Kornet),,4,116,92,24,2632.0
3:55.0,H. Giles makes 2-pt layup from 3 ft (assist by D. Sharpe),94-116, ,,4,116,94,22,2645.0
3:41.0, ,94-116,J. Tatum misses 3-pt jump shot from 28 ft,,4,116,94,22,2659.0
3:38.0,Defensive rebound by H. Giles,94-116, ,,4,116,94,22,2662.0
3:32.0,Shooting foul by P. Pritchard (drawn by D. Smith),94-116, ,,4,116,94,22,2668.0
3:32.0,D. Smith makes free throw 1 of 2,95-116, ,,4,116,95,21,2668.0
3:32.0, ,95-116,D. Banton enters the game for J. Holiday,,4,116,95,21,2668.0
3:32.0, ,95-116,S. Mykhailiuk enters the game for J. Tatum,,4,116,95,21,2668.0
3:32.0,D. Smith makes free throw 2 of 2,96-116, ,,4,116,96,20,2668.0
3:17.0, ,96-116,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,4,116,96,20,2683.0
3:15.0,Defensive rebound by A. Brooks,96-116, ,,4,116,96,20,2685.0
3:06.0,H. Giles makes 3-pt jump shot from 27 ft (assist by D. Smith),99-116, ,,4,116,99,17,2694.0
2:39.0, ,99-116,S. Hauser misses 3-pt jump shot from 26 ft,,4,116,99,17,2721.0
2:38.0, ,99-116,Offensive rebound by D. Banton,,4,116,99,17,2722.0
2:38.0, ,99-116,D. Banton misses 2-pt layup at rim,,4,116,99,17,2722.0
2:37.0,Defensive rebound by D. Sharpe,99-116, ,,4,116,99,17,2723.0
2:32.0,H. Giles makes 2-pt dunk from 2 ft (assist by D. Smith),101-116, ,,4,116,101,15,2728.0
2:06.0, ,101-116,Turnover by S. Mykhailiuk (bad pass),,4,116,101,15,2754.0
2:06.0,Brooklyn full timeout,101-116, ,,4,116,101,15,2754.0
2:06.0, ,101-116,O. Brissett enters the game for L. Kornet,,4,116,101,15,2754.0
1:50.0,T. Watford misses 2-pt layup from 7 ft,101-116, ,,4,116,101,15,2770.0
1:47.0, ,101-116,Defensive rebound by S. Mykhailiuk,,4,116,101,15,2773.0
1:36.0, ,101-119,S. Hauser makes 3-pt jump shot from 27 ft,,4,119,101,18,2784.0
1:21.0,T. Watford makes 2-pt layup from 4 ft (assist by D. Smith),103-119, ,,4,119,103,16,2799.0
1:12.0, ,103-119,Shooting foul by H. Giles (drawn by O. Brissett),,4,119,103,16,2808.0
1:12.0, ,103-119,O. Brissett misses free throw 1 of 2,,4,119,103,16,2808.0
1:12.0, ,103-119,Offensive rebound by Team,,4,119,103,16,2808.0
1:12.0, ,103-120,O. Brissett makes free throw 2 of 2,,4,120,103,17,2808.0
0:59.0,D. Sharpe makes 2-pt layup from 3 ft (assist by D. Smith),105-120, ,,4,120,105,15,2821.0
0:46.0, ,105-120,Shooting foul by D. Smith (drawn by O. Brissett),,4,120,105,15,2834.0
0:46.0, ,105-120,O. Brissett misses free throw 1 of 2,,4,120,105,15,2834.0
0:46.0, ,105-120,Offensive rebound by Team,,4,120,105,15,2834.0
0:46.0, ,105-121,O. Brissett makes free throw 2 of 2,,4,121,105,16,2834.0
0:38.0,A. Brooks misses 3-pt jump shot from 27 ft,105-121, ,,4,121,105,16,2842.0
0:36.0,Offensive rebound by T. Watford,105-121, ,,4,121,105,16,2844.0
0:30.0,Shooting foul by O. Brissett (drawn by D. Sharpe),105-121, ,,4,121,105,16,2850.0
0:30.0,D. Sharpe makes free throw 1 of 2,106-121, ,,4,121,106,15,2850.0
0:30.0,D. Sharpe makes free throw 2 of 2,107-121, ,,4,121,107,14,2850.0
0:06.0, ,107-121,Turnover by Team (shot clock),,4,121,107,14,2874.0
0:00.0,End of 4th quarter,107-121,,,4,121,107,14,2880.0
